miliseconds,pRB,pRBp,pRBpp,E2F,E2Fp,pRBc1,pRBc2,Cd,Mdi,Md,Mdp27,Ce,Mei,Me,Skp2,Mep27,Pei,Pe,Ca,Mai,Ma,Map27,p27,p27p,Cdh1i,Cdh1a,Pai,Pa,Cb,Mbi,Mb,Mbp27,Cdc20i,Cdc20a,Pbi,Pb,Wee1,Wee1p,Pol,Cdc45,Primer,Chk1,ATR,AP1,Mw
0,0.3452893589356879,0.2872358233497958,0.09958213413422283,0.12036157902398413,0.0010093451470179439,-0.052481329401096316,0.048963210732853035,0.009573824782364827,0.01005066849500199,0.009792969677645345,0.01383480013274849,0.010021402128533786,0.010151066768364417,0.009960259562255604,0.008655472192995187,0.009832158882640142,0.009450738867269522,0.02582804868941946,0.009930611788148818,0.009909796537522714,0.010053344732209535,0.010418143155982077,0.1532266988329652,0.010108834588638633,0.010036911334411942,0.014665098951280583,0.01097248019443917,0.010042014547947476,0.010114003477521718,0.009915382714101173,0.01003018737666158,0.01010507665509535,0.014068049153649429,0.010025518385508943,0.007332133638009998,0.09981482554219745,0.10185054335486833,0.00904040663062191,0.009918404974206041,0.01004473278500512,0.010002449014745653,0.010283778436228722,0.009987080914591722,0.004847862412994658,0.0
100,2.8912658936742335,-0.003958652233998727,0.0006028677177634788,0.40735217150896175,0.00040056286165765026,0.054923417979213324,0.01885447967174279,0.012152078857883115,0.0032085429817730556,0.016681091496783696,0.00911229393936289,0.0023311329499817487,0.016782452242669,0.004758543502000659,0.18726360668592676,0.009591870073952726,0.07910355955407693,0.13798646234857886,0.008242558688578282,0.021983583794363416,0.002089320077515224,0.008746773379971819,1.168203768254082,0.010965811274824528,0.00038599917853394017,0.18599233653853095,0.11823880323806081,0.06510530153411465,0.047472862620981826,0.022705316332124026,0.0031919670919905675,0.00712518832318945,0.17001224391302242,0.002148575939825826,0.19892746972526754,0.05490830595611142,0.10124252327490994,0.07601281770721012,0.007996763444902733,0.000773777965258101,0.010156977223007036,0.032269673017649526,0.007948976304032063,1.3373029927419045,0.0
200,4.258864329728519,-0.02593350087266432,-9.965303316444152e-05,0.5978128964323944,0.0008332330751869908,0.058073870684147405,0.01018785013267302,0.023799887103580622,0.00369315580896638,0.017956087245992958,0.029987016897396506,0.0015170677810001038,0.012079886740146845,0.006666571702417135,0.22022495130477668,0.010970595399470455,0.12131738387546483,0.2755343312033351,0.007686525739142456,0.022805422334495288,0.0032812217841368487,0.007304640642853547,1.7057387383124352,0.017412057572303796,0.0004759259673161286,0.3397734350147723,0.2014490334434838,0.10112654324411703,0.0573652972164077,0.028401949610738424,0.00454419444557244,0.0063602353741572205,0.28536374201374903,0.0037749785990269648,0.2962425322760379,0.0666488990862357,0.13488722911945744,0.09456761729934728,0.006373230068759911,0.0010337724987566047,0.009917429011065387,0.04293260984958494,0.006280122730701893,2.386235086920923,0.0
300,5.945576118577467,0.03305675916329098,3.016418473336732e-05,0.770511638937491,0.001396692190633947,0.22155128072611194,0.004450247342258222,0.03409431130687934,0.004505259528258736,0.02178185918963772,0.0245868513583174,0.0014521602979534608,0.00883023215617009,0.006967454956748589,0.1996661073959291,0.012654570514063818,0.14606547093135916,0.3900157043096509,0.007413823205695164,0.02327826983280405,0.003886844983097581,0.007982153767328077,1.9956966683720847,0.019849503325334143,0.0006660938554499289,0.4536431834632086,0.27653245128782455,0.12519775135652814,0.058752605853770415,0.033672961149938056,0.00548905889984833,0.006553501708744221,0.37327966761074316,0.005028282631283551,0.37218808295405226,0.07333876328108895,0.15910358858996315,0.11235440909697167,0.00509290795103988,0.001015474187530169,0.009146689342603077,0.047800156939628996,0.0049451554559193835,3.272600904779642,0.0
400,7.134607437054935,-0.02569495892949023,0.00013856581623712834,0.8624848975533836,0.001892208989858726,0.47112422768340334,0.0005137664040661685,0.044909378585004774,0.0055011448255636005,0.027037866950262838,0.030320379140199166,0.0014701309267945413,0.006316624010535594,0.00652803375442314,0.17319900919874825,0.01558657837015778,0.1634046581261014,0.48419912520181707,0.0073089309743653635,0.023276979326729962,0.004376311592602949,0.008398619690754543,2.017377916929609,0.02010464140127751,0.0007693505849207746,0.5478254262421677,0.3453624936185275,0.143808370886186,0.05770511606903152,0.037978206786489915,0.006216939381903732,0.00599674734796143,0.4392658480555211,0.005965326483719447,0.41753954069621196,0.07843284023911261,0.1819259023605668,0.12445464332860087,0.0041108197857382825,0.000989593692124806,0.00849092725475273,0.047444896676938374,0.004136492289872673,3.855959831940287,0.0
500,8.468197964448658,0.0160585238275368,-0.000583321536027083,0.9622386966826586,0.002233853340583165,0.542921711866731,-0.0013020730567579334,0.05242431002618916,0.006396629552227918,0.03226547494026704,0.04436118038286079,0.0013931283638797145,0.004831240553455566,0.005986576236036768,0.15146294127690138,0.016926149146104366,0.1731783255274275,0.5984985205574596,0.007002711582130477,0.022686215418126682,0.004588703361407359,0.009062224013459097,2.5148663684475476,0.01935810981736619,0.0007486953613663511,0.6362966127711299,0.3929782427248634,0.15472326930319957,0.054668931730455256,0.04110389902760651,0.0066473759781727456,0.00738280797598109,0.4984315105770725,0.0066823060501773,0.45874556257313626,0.08164646149544035,0.19658804180056938,0.1318958359056782,0.003473663946628515,0.0009109546217940519,0.007554116632840101,0.044733159006296305,0.003171879063217202,4.346944385157358,0.0
600,8.21449298813683,0.0031794154575627235,0.0007087380092377165,1.0171983755075296,0.002492398764820555,0.5760091972534186,0.002906366054312432,0.06053211636582927,0.0072080390403060765,0.03648259301366715,0.05068161942347364,0.0013460840997437304,0.004081251854834993,0.005411592858976102,0.14104461122620868,0.01928533157943273,0.18116825246558424,0.6939516762903863,0.00698776294476928,0.02249486596686258,0.004820867082633317,0.009558863968172345,2.703394303191276,0.018174720723338124,0.0008584020127302245,0.7136414770847922,0.4315900887805562,0.16551000489174525,0.05254241618005511,0.042558270920578664,0.006939211973363654,0.008038680832623348,0.5414968471434544,0.007099740646387433,0.48563118126702715,0.08415768325868023,0.21141738245429034,0.13934315283892246,0.002918451549362045,0.0008025314008820694,0.006531535755157948,0.04091197972372236,0.002650449477248823,4.788346146742574,0.0
700,10.840762854999756,0.0062962886503071785,0.0005650023940823941,1.1033467924947526,0.0027317956785049766,0.8663396408847747,0.0034146140830523313,0.06656571078994215,0.00775537686838689,0.03961166604260789,0.10239104258974287,0.0013790206625707772,0.003114019686026591,0.004870319583219986,0.13376363037692543,0.02065053855794685,0.1874125944018246,0.7419625487194916,0.006724952994567649,0.02184144549718957,0.004812556407930658,0.011684283606419923,2.8988689749294703,0.01677572459937726,0.000792859448226942,0.7737258031363868,0.4704497313567362,0.1754144399158224,0.04962525755781301,0.04360937894335911,0.007142496079370104,0.009411096631116429,0.5753292668609926,0.007346899889541712,0.49992931369175836,0.08630491775107849,0.2195358009116772,0.1472245579711396,0.0025422047225284418,0.0006517104583400585,0.005624828303739343,0.03691269642877347,0.0021430212362303597,5.080944686812307,0.0
800,10.54611614951505,0.01935752571542738,0.0005502288835915274,1.1384749582935763,0.00287889245099577,0.9733242811256627,-0.0023409755378079274,0.07109653660842957,0.008025400554840127,0.04159751828827447,0.10847142045047783,0.0012421736376511904,0.0028267725548273173,0.004434833645010163,0.12936811393748876,0.022083513543485065,0.19282539685236855,0.8269387033298824,0.006491980747192604,0.02132767214110695,0.004851841576615576,0.012994996454895208,3.2851852723213644,0.01572532687665258,0.0007747410727940117,0.8113468719071563,0.49038685338163673,0.17999022429975023,0.04742478504083023,0.043916877589864324,0.007245886364052576,0.010146124306367613,0.6093054231420406,0.007509095437611587,0.5168315219424099,0.0874538779344453,0.22917565540813886,0.15177081729345124,0.00213538829434262,0.0006352887215480407,0.004968918983426732,0.03196645895863285,0.001835437469928219,5.271555210805372,0.0
900,11.766037246998422,-0.009072326522976175,0.0003397770031860084,1.1944567242970985,0.002964948883302763,1.1269337974289886,0.0010899285198626854,0.07582847456042784,0.00821198839992422,0.0425523956586392,0.14541523096133382,0.0012219370587699069,0.002253364963205867,0.004094295155883676,0.12691352788869203,0.02289194230430683,0.19404962354572736,0.8796310071752014,0.006355753093412436,0.020598024034076883,0.0048512449482107055,0.013728581603163596,3.5706794412155336,0.014433568027089873,0.0008744150281642552,0.8736555984359536,0.5123826898311619,0.18520120679438562,0.04473577043774236,0.04358720603047817,0.007201578206292169,0.012124653685208514,0.6249486780229945,0.007563324921605527,0.5261717179221189,0.08861504922375057,0.2387710251087593,0.152905992118227,0.0019008702479518555,0.000509748304555755,0.004407119886459523,0.027597897934860147,0.0014673614655855414,5.50091372857985,0.0
