milliseconds,cyclin,dimer,dimer_p,p_dimer,p_dimer_p,cdc25_p,wee1_p,IE_p,UbE_star
0,98.65111010862061,0.4097299921552241,-0.010968954350251229,-0.4964491445813871,1.0514483413468687,0.0019336407519954086,-0.002413866518273142,-0.00032108604037243857,2.93530044821572e-07
100,90.6170296672522,8.25271619495059,-0.177862596056405,-0.2941281262333414,0.9766632827322066,-0.002865991856807452,-0.001508153557612564,-0.0002622610908960816,-5.328551521105295e-06
200,83.38378860898356,14.737209910891156,0.40700407736630734,0.993731982160382,0.5784180454309202,-0.002439849250417658,-0.004925604463281921,-3.68622179165598e-05,5.733857531111661e-07
300,77.15095386481363,18.624064205750603,0.7544498162416747,3.3993135865228243,0.6185059726887844,0.003532117491400662,-0.0009854274769525019,0.0005753728030966608,4.924384943173659e-06
400,73.28719452162422,22.035902333697337,0.8887769572757303,4.897349413636472,0.4514165590152132,0.0001048810390616526,-0.004135843335807573,0.00030460394594972336,6.173749373833523e-06
500,68.40336630239767,23.274018248238093,1.6071540252161336,6.683672196761513,1.683704804779947,0.0027760763800757805,0.0040432351542643505,0.00042225887751713915,4.167835589768563e-06
600,61.58165104695134,24.966116814729386,1.9558362004899883,9.102257237907528,0.7978100320570125,0.005730594401038389,0.00566797839135317,0.001323277251860867,1.0348702115972541e-05
700,57.71462304788274,25.393859387088042,2.6732226315086334,10.546675291749763,0.8027379712927702,0.004848251807276199,0.0019727428002946938,0.0012117521035751471,1.4982651245813268e-05
800,54.2650774200301,26.248242813855505,3.04483073689264,13.39771891151714,3.0672001444237003,0.004486762566944351,0.011924598539079404,0.0015531022735915093,1.8115091366551886e-05
900,53.55876722250633,25.84688195849427,3.27445988933191,15.786553378166277,2.5034730827300593,0.011608929617841907,0.006350040525009396,0.0021718628915603903,2.018182112837671e-05
1000,49.186979279289986,25.607840046486444,3.5267873089402793,17.287039718170224,3.7605329321209022,0.013009044913338649,0.017009930561202535,0.003010597874896162,2.330708440008545e-05
1100,47.02787082630144,24.3364272700017,4.030923763454755,19.43838015977371,4.577640887571044,0.014312333563803887,0.017789842077570728,0.002728058054940309,3.252614397169433e-05
1200,44.73817292814376,24.543227034856923,4.194598851250793,20.91509456984903,5.39619140083727,0.0160558401414348,0.026188814036426228,0.003010798064477147,3.564266244296066e-05
