miliseconds,S,A,D,L,T
0,0.09621146356173049,-0.0005843761590134458,-0.00018594310666991335,0.09972625752075798,-0.00015444790922571606
100,0.10163168063822589,0.002951112740762676,-1.1087063721909758e-05,0.10045729736125555,0.00035817256961707825
200,0.10821416739950342,0.0023149039895082346,0.0012583545762724323,0.10092273967444285,0.0011292088960465152
300,0.11076568270508545,0.00479595671627437,-0.0003051639984056879,0.10128198526864261,0.0012375906692355387
400,0.11233251552467616,0.004237600501808244,0.0015845220110573368,0.10190034144415379,0.0018119950046913535
500,0.11525452246874815,0.007224125361639556,0.0008422756639823115,0.1025304002679585,0.0025709052280624687
600,0.11996224694130697,0.0077845609720836526,0.0013057087815355277,0.10306937319124078,0.0027952529483618095
700,0.12245170035190317,0.01055119067464589,0.0007115003811137831,0.10392601747077759,0.0034394998561939195
800,0.12641722573680422,0.012431693564498183,0.0012238813303079815,0.1042354501493491,0.0038524292682353247
900,0.12826548590690834,0.01345958760404753,0.0036410007127286896,0.1055697879798795,0.0039019616036887394
1000,0.13553771524945693,0.017747338047668572,0.0033688165560859717,0.10607118638206345,0.004352883474683858
1100,0.13699695630902045,0.01820361432702879,0.003012475102255221,0.10632224725642879,0.004841517826403661
1200,0.14415919943257022,0.020813208361108337,0.0047123054178732455,0.10735988207460785,0.005160055299776522
1300,0.14377144394814273,0.02200235427265512,0.006113201925346278,0.10784879949155547,0.005734686219728266
1400,0.1496646773656861,0.02519316648284803,0.006513185692086173,0.10874245713988237,0.006131634999492963
1500,0.15574271609140733,0.025864040153377715,0.006199217652335489,0.10930801565229248,0.0064825029283580105
1600,0.160994277369156,0.026229220675696552,0.008783476092016372,0.1095182793523559,0.006901021564380225
1700,0.1643792270791409,0.029936045431264272,0.009675094584033693,0.11035834976254223,0.007059899975940843
1800,0.17231016481394584,0.033268492036655675,0.011161559109983652,0.11051257047034495,0.007418982302289449
1900,0.17137492156733322,0.03344394858937675,0.011573255757789754,0.11134734472895577,0.007891431915699253
2000,0.17607315235224866,0.0368718658543038,0.01194792869056736,0.11259426310882092,0.00817155269497454
2100,0.1843544523725927,0.037789957868052976,0.013831386220467817,0.11274463526920253,0.008405831575066827
2200,0.18525611804986894,0.03949678515871307,0.014322802600261617,0.11381698498529663,0.008642185414374781
2300,0.1971673272198018,0.04227415296508868,0.017229971209411457,0.11445456147460521,0.008912688578108634
2400,0.19804537218125695,0.044484638045019474,0.01907784381438156,0.114580168126858,0.00945697242019916
2500,0.20089038259463987,0.04757933362351635,0.02060679511911061,0.11557023646197165,0.009363367162281429
2600,0.21230176246093588,0.04965147503317296,0.021778781217717938,0.11621103170599374,0.009883339819023847
2700,0.21187883891680812,0.051264108099375726,0.0214874696417261,0.11711562770231888,0.010268852446367726
2800,0.2206740392247642,0.05602831302841684,0.023742985246974994,0.11761025231855685,0.010255892650854866
2900,0.22408689065381462,0.058808383861922685,0.027174436102160242,0.11832538575253657,0.010560185750140897
3000,0.23088235259879347,0.05988545185761231,0.026897096879481386,0.11904462643422163,0.010724992494546368
3100,0.2381688903459992,0.06507305494032446,0.028935900253629323,0.11916868585363824,0.011328887872815392
3200,0.24134862126985135,0.06454793622304546,0.032121659675788415,0.12023654452605033,0.011605271497384616
3300,0.24645130904738358,0.07079825033731386,0.033347695454145364,0.12082938948773966,0.01177542338455509
3400,0.2540839639156058,0.07028536199860659,0.03587143849443719,0.12105555092751157,0.0119948458979574
3500,0.26231831021324864,0.07319853961488565,0.03828716559922191,0.12159118764596119,0.012240809516712518
3600,0.27064685785631437,0.0787495459670951,0.039899684796344204,0.12264442595436226,0.012308707866522625
3700,0.27480953330595614,0.0807878782723846,0.043605161381602885,0.12341085376732198,0.012868968687284961
3800,0.2795011734200749,0.08288978292620723,0.045477412705611224,0.12388394572766769,0.013107057091778505
3900,0.2866575105092301,0.08585592683867581,0.048208876943629006,0.12470078403099451,0.013183422841886939
4000,0.2949347684890884,0.08871770689919312,0.05063988474324594,0.12506219262852486,0.013213716351236126
4100,0.2957780336780695,0.09438210656970855,0.05351480079960344,0.12620774168549534,0.013682597165056383
4200,0.3066023853382347,0.09644808656529755,0.05527980325661389,0.12654552634534263,0.01396493717842102
4300,0.3105857706462846,0.09993782291453883,0.05912347890081851,0.12713937974879172,0.014070706021399848
4400,0.3149730219994838,0.10257843677008077,0.06061345173435034,0.12760938205165775,0.014305917131451473
4500,0.32452541930580453,0.10591170189661939,0.06458935551534907,0.12811394475054705,0.014651744048249772
4600,0.32765337792211824,0.11147182461942688,0.06678543783396068,0.1285227838948023,0.014578700942597382
4700,0.33780906579271375,0.11487444515305983,0.07013215411613413,0.12953039974664143,0.015021959519061918
4800,0.3417911521309985,0.1172536104666489,0.0737448233463193,0.12982562714372536,0.015275484778393333
4900,0.3508498125102702,0.1210637398067824,0.07684643880304814,0.1304853636066727,0.01529523057260627
5000,0.35811570099854945,0.12457331884220346,0.07914082339674097,0.1309669575853352,0.015245596270457972
