milliseconds,S,A,D,L,T
0,0.10280286440384682,9.554009310769406e-05,-0.00010652465324788108,0.10041910451945783,8.092503724656606e-05
100,0.10055789521022379,-0.0002044573059795749,0.0012046162843060053,0.10024906742195776,0.0004961140010764251
200,0.10625959059761061,0.00248253801173419,0.0007780827231464474,0.10089657272596987,0.0011895224412823786
300,0.1095096184297874,0.00251454010538687,-0.0007910902456220606,0.10185960577119721,0.0013342305166568337
400,0.1126988701009794,0.004980099797054853,-0.0004987083858022626,0.10223406487612728,0.0019746981560032043
500,0.11644491875211908,0.007768785378709444,-7.0471115953170144e-06,0.10320944046778215,0.0021783525729443315
600,0.1183653846060941,0.010429852664203683,0.0022582869729535415,0.10372799150417271,0.0029620856420262656
700,0.12282316388455171,0.011368060676507325,0.0012228421939429904,0.1037433019436247,0.003329600374087289
800,0.1296687391106511,0.012398583229735805,0.001192431673163449,0.10457614655175379,0.003860410584441864
900,0.12916373201459583,0.01492509117257126,0.001310694084118693,0.10497929654567811,0.0038586926054131544
1000,0.13903025900707283,0.015917807982429904,0.003715811802852691,0.10606934063187513,0.004527290133537138
1100,0.14207725244162397,0.017499068122428123,0.0036907086841159423,0.10624057047769316,0.005015088093701464
1200,0.14259406258882337,0.019188718426502268,0.004823001247853054,0.10693678271668666,0.005448704731496212
1300,0.14895140095797685,0.021088375180824855,0.00406204281887007,0.1079974305909216,0.005701829846461522
1400,0.14903398735625958,0.024724650294598534,0.005376349214306755,0.10874066896449815,0.006152418409304431
1500,0.15724790939138128,0.02604693422195409,0.005846641764173744,0.10907435606300435,0.006107495591064189
1600,0.15813550277057514,0.02722608274517276,0.008337819408783831,0.10988950206619756,0.006687850625384468
1700,0.16129421018277826,0.030550906244002068,0.008488064686157124,0.11051719663978396,0.006952395034527841
1800,0.1664917345044654,0.03292971393932595,0.011172647847519934,0.11115821694593044,0.007423579186863672
1900,0.17622896993889037,0.0346860385981639,0.011739448737744674,0.11127870269544117,0.007824603112048086
2000,0.18009734775897374,0.035119731115840984,0.01341424311045965,0.1117978292512078,0.008033729155692278
2100,0.18329664825684444,0.03845546009508023,0.013617984779855293,0.11235106556065774,0.008518774394712639
2200,0.1867917333134565,0.04095142662040771,0.015127954641433999,0.11360356919688769,0.008855871339185148
2300,0.19691714726540543,0.04330849005907858,0.0168433016986168,0.11373088638389652,0.008974789715966422
2400,0.19904572547615298,0.04511950310280373,0.018428562125952532,0.11492453480757374,0.009172322695693408
2500,0.20607180910869652,0.048205394844450196,0.018766298701259804,0.11543170605065792,0.009467187792037972
2600,0.21140078794748082,0.05025199434391652,0.02145537215748063,0.11567641656336403,0.009866754302169918
2700,0.21490257866803597,0.05433181951419109,0.02351831304179329,0.11662609195941645,0.010329227428612486
2800,0.2214532680851314,0.05707465822996395,0.02429025872324175,0.11717208497314291,0.01021022136217571
2900,0.22521738867468868,0.05674981821912647,0.025989005880972083,0.11841659743670997,0.010469156673592418
3000,0.233118296732519,0.06142550251121486,0.02829059567657464,0.11889313003224072,0.010800996909342605
3100,0.24029981638978193,0.06413293924835416,0.02951576090896548,0.11914334647996311,0.011413491779125488
3200,0.2453107755489699,0.06619240489916195,0.031826696674356454,0.11963577498313618,0.011587717706051614
3300,0.2522283608223554,0.07008616995641259,0.03510524202116437,0.12041290462726296,0.011788961687474947
3400,0.2573155721085695,0.07356328182579581,0.03672399700875493,0.12158826007444767,0.011820534205783105
3500,0.2601952111173013,0.07450029480798659,0.03777460512394521,0.1220063506184068,0.012048010221448241
3600,0.26514090136219814,0.07655109982012653,0.039663379051906096,0.12293220033512003,0.012448504230144073
3700,0.26998615809596926,0.0796137610621345,0.044208506362176284,0.12318848394892454,0.012734102181895085
3800,0.2828503659725159,0.08418896364823296,0.04521492869171485,0.12360303099693076,0.012741207841106047
3900,0.2879066315090851,0.0854352199669124,0.04747817353514785,0.12493247001828715,0.013142323713563461
4000,0.292436287735574,0.08894645549195851,0.051355162304453555,0.1249393492759017,0.013242723945012988
4100,0.29891999901512467,0.0925690716270745,0.05348243051347354,0.12529253827588122,0.013682032093978365
4200,0.30689523731903456,0.09742052751037977,0.05558131526924802,0.12662054092901187,0.013653899507836444
4300,0.31006849023033706,0.0991240989939759,0.05850121180327731,0.12685465193835443,0.01410647849861922
4400,0.32025911148894565,0.10181022925177076,0.06059148916291351,0.1275823520148789,0.01420829316573895
4500,0.3206493801070938,0.10689206151971002,0.0646578661829021,0.12860077721537336,0.014228050167755012
4600,0.3278442986312903,0.11011158881007863,0.06697102448556709,0.1284228298675815,0.014808263130850556
4700,0.33941882685763275,0.1141423299164158,0.0697874639080839,0.12972260268870492,0.015049916737312883
4800,0.34310341267346567,0.11643926097158806,0.07315169277904726,0.12993598243698298,0.015272565356376671
4900,0.3524735316030027,0.12167458642721928,0.07613159556327431,0.13049582249820108,0.015452574708101543
5000,0.35511779121132586,0.12220610981359047,0.08061011894547908,0.13164053893494368,0.015582031945498837
