miliseconds,S,A,D,L,T
0,0.09789383716373876,-0.0008020814785479423,0.0009898095215779528,0.09993387492410737,3.530088301735962e-05
100,0.09940873673709456,0.002615042790300218,0.0011044657174748686,0.10013150491117774,0.0006897030077609254
200,0.10659485386116455,0.004540727374576752,0.0010349534524788043,0.10088151382818825,0.0007880852001665151
300,0.111584167864004,0.003439251233030275,-0.0007570716932570666,0.10199748885170126,0.0013217507216475377
400,0.11474928825810428,0.004094804258267453,0.0009098810575934195,0.10214372033322341,0.001950648162658039
500,0.11603537352968078,0.0080416211392951,-0.00037753594408335546,0.10283867900418225,0.0021417949495480485
600,0.12362654021268066,0.00975996152895788,0.0020269072073194616,0.10359814771728677,0.002953260766042002
700,0.12624840240227678,0.010023379978816952,0.0007413258244566921,0.10440887142688955,0.00307671973632549
800,0.1302217945585958,0.01408527718915137,0.0030529175915205735,0.10447177738414556,0.0037016680526572444
900,0.13302339631262483,0.014876046572766692,0.0017143007246641956,0.10503325962323574,0.003875708482273644
1000,0.1388207510246685,0.017021172652589164,0.00352555787617978,0.10586108903575091,0.004596682730922886
1100,0.14152729091301397,0.019294587018014224,0.0034572499749122424,0.10637313469081074,0.004881970303658436
1200,0.1435143401899199,0.01871758838458366,0.00504196640511754,0.10703126414620066,0.005260866255735173
1300,0.1512039137454294,0.021657274177438932,0.005957070990265985,0.10804851123175632,0.005596487628703228
1400,0.1495644550993995,0.024366552605132215,0.004849203240285016,0.10809622689404222,0.005875686667340122
1500,0.15806462526359993,0.023661089692826955,0.007213363013119833,0.10944651191841223,0.006358030371790152
1600,0.15675196382473136,0.028604177760587386,0.007390360820848217,0.11003317169234772,0.00683561189689346
1700,0.16235017481810476,0.02998482621141374,0.007773247889196979,0.1103608743612323,0.006838602723838175
1800,0.16960456913601496,0.03013984643380596,0.01091369162058796,0.11068969747544342,0.007190739638306857
1900,0.17143266438771262,0.03369019212678751,0.009995391681176637,0.11166387203009497,0.007723625019366007
2000,0.17623389044786714,0.03564325184157163,0.013433477033548443,0.112213066185073,0.0078927378230272
2100,0.18234907659659672,0.03675563533331094,0.013865307222340034,0.11244710699787981,0.008500478427942925
2200,0.18779427004149857,0.04030421625356125,0.01470966271089975,0.11356473418173214,0.008610312243375733
2300,0.1954127337477889,0.041158105439995346,0.015693807859431873,0.11453427962380841,0.00886645977274906
2400,0.20038831513222238,0.04543505983210076,0.017816405959306395,0.11433329064689776,0.009196285441464122
2500,0.20589747477250203,0.04877094942371018,0.019865136426623582,0.11586330369814876,0.00971230023493
2600,0.2090745580036124,0.049779821049026625,0.02188389090012481,0.11646486950521685,0.010021351777383296
2700,0.21152563245986253,0.05281124933334586,0.02377782268123763,0.11669469434089404,0.01026327317877914
2800,0.22333656089873483,0.05598924135849527,0.024781209792196574,0.11779799861672652,0.010169377976315834
2900,0.22479915922701843,0.057789220774549524,0.02658210667712431,0.1180658545175068,0.010646264096281692
3000,0.22927192808021946,0.05978979824152198,0.02781419144631757,0.11840735778526985,0.010765711470261698
3100,0.23895938840979053,0.06499583737405643,0.029530780723736404,0.1189023375473785,0.011089642172741523
3200,0.2406655374328864,0.06659484674505751,0.031968094778047434,0.11983048102633972,0.011535200684420953
3300,0.24974485407321434,0.0695955993788937,0.0342456229520661,0.12059706848576952,0.011673932887751915
3400,0.25477461051431727,0.0702321043470937,0.03631496372600757,0.12142532844769542,0.011843250483021834
3500,0.2645704800707098,0.07587473544333236,0.03901003323578105,0.12199083784004049,0.012137898421837998
3600,0.26348672550631896,0.0767760681725038,0.040238925501158165,0.12273325946468783,0.012446482852233681
3700,0.27030954705309934,0.0825538626848634,0.042963727706765355,0.12295601857449298,0.012782946070040246
3800,0.27601402178243195,0.0833381453976815,0.045727614511096255,0.12401899555024849,0.012897915728716892
3900,0.2861541697175405,0.08848528860659724,0.04853842235314525,0.12437714262325116,0.013320966234671666
4000,0.2952938223485517,0.08912233257921427,0.049934613009961125,0.12494974048770673,0.013553994242299357
4100,0.29574929506159764,0.09163811976167217,0.05354538539403637,0.12547956923540152,0.013781398163097532
4200,0.3038778574641944,0.09655012535814186,0.0559605571350657,0.1263767739768412,0.013892587579082993
4300,0.3107361890832037,0.0993463952499653,0.05952064971015643,0.12714027707071487,0.013839151721053237
4400,0.31596368830927,0.10384966757431352,0.06095377001786928,0.12769634419006423,0.014333770890051886
4500,0.32637810967261055,0.10499947318206393,0.06427043467054694,0.12850770174009482,0.014306238772457654
4600,0.3306705439225339,0.10980415413610284,0.06629761309026572,0.1292516350308049,0.014836160935637315
4700,0.3332380018394238,0.11168807920475847,0.07087270306814225,0.12907896280989992,0.014803597793796421
4800,0.34467705678431054,0.11813122102393535,0.07288101882488963,0.12964483987586606,0.014850424451590023
4900,0.34563048293496523,0.12021142720718897,0.07634872913565113,0.13101420317070786,0.015426618518547283
5000,0.35807615553456457,0.12242622128750061,0.07894396317886442,0.13167731297382435,0.015481106353943903
