milliseconds,P1,P2,Target
0,9.974930071871864,9.972681560862846,9.971316244499599
100,10.035888038236978,10.002266548301609,10.02739771705657
200,10.12268648704655,10.155138392773077,10.049547628447531
300,10.114651057480579,10.144425013831102,10.204816393564505
400,10.228269276896702,10.173452047145032,10.159943741458205
500,10.20475702664636,10.222690697641236,10.264002149745894
600,10.365816379718517,10.278334983184894,10.351173207768799
700,10.413031201520614,10.432507197673138,10.294083620464997
800,10.473637029961328,10.36379571292393,10.389466237581587
900,10.548982326358004,10.470440535274493,10.410141145104589
1000,10.577260411335423,10.456624808355889,10.52394984541738
1100,10.661141689454494,10.558489774072756,10.595106904808853
1200,10.630614767138963,10.587964439028095,10.588976093161891
1300,10.7434922052979,10.679119210664112,10.666276239705637
1400,10.80064717031368,10.727776390224394,10.721910468722358
1500,10.85952680773186,10.777494198801746,10.843193400126106
1600,10.87776364084833,10.89239217126928,10.826713620174706
1700,10.831972586747808,10.86004873886442,10.85052749036176
1800,10.973675522767149,10.909642873229673,11.003263115889823
1900,11.0298965191639,10.96830683341823,10.942071437871844
2000,11.105655451967394,10.997910095902785,11.068282972573124
2100,11.1181652126757,11.164337266189033,11.112784171241707
2200,11.180761486309647,11.111758822757556,11.209571471567761
2300,11.21614742933999,11.220824920605482,11.207557776719485
2400,11.329777737663417,11.19688761389647,11.2476411808187
2500,11.365727290699265,11.388255541913809,11.324791312657513
2600,11.400534818211536,11.457871520729718,11.30334018226427
2700,11.367474291263445,11.490900319938472,11.497382447909148
2800,11.52949858410823,11.483314918386759,11.454442654389927
2900,11.542645744664378,11.574934457470503,11.52924147296603
3000,11.590018208412571,11.654214021135255,11.65858657383955
3100,11.686589598555782,11.662837216257486,11.605359403811674
3200,11.677067175192514,11.715383235903332,11.682353572892625
3300,11.701747358134332,11.823062242887536,11.762136277766716
3400,11.867039131805305,11.822643710408133,11.87516729141954
3500,11.805690093986565,11.830658809365065,11.90013496495779
3600,11.940478684425855,11.894129387572391,11.93497094875729
3700,11.967696625062175,11.924205051745485,11.998067775544536
3800,12.068772267416229,12.029550241615455,12.002064150745467
3900,12.153093952671927,12.143777739927465,12.019664580081127
4000,12.077449254198125,12.129354680048007,12.10760305944801
4100,12.231183322670196,12.134455967580271,12.153647828321656
4200,12.308720937058013,12.211845310671233,12.29374484514185
4300,12.3496891254056,12.220381495454767,12.287485379123996
4400,12.321672871695304,12.37064065814564,12.374802212416204
4500,12.41318391385518,12.330089651505206,12.43270414915454
4600,12.44920396728863,12.50481998136892,12.537680095551316
4700,12.564249465928903,12.590724571287351,12.436707623757504
4800,12.553509127904558,12.640643235652888,12.552823941036811
4900,12.664419837359635,12.696895574973306,12.644856084525678
5000,12.623312500703724,12.680761017690383,12.676140341038982
