milliseconds,P1,P2,Target
0,10.065184334933535,9.958580892699759,9.987089038615585
100,10.078027516168634,10.091346597130526,9.99033896856964
200,10.033400534955971,10.072709301295028,10.068831588956419
300,10.199228629728871,10.175414052507241,10.103839462620881
400,10.278709038814831,10.193035241150632,10.18959561423534
500,10.240020737132246,10.325166140502583,10.30958339425795
600,10.327188818023988,10.253436004840138,10.361477782451248
700,10.356307997452925,10.318924956918039,10.396227208414805
800,10.481263870179594,10.371150761929902,10.474529968601031
900,10.464712511384715,10.463385089733057,10.418138016528447
1000,10.590124724130582,10.559391934074569,10.450276000646102
1100,10.557125431299701,10.528865235535099,10.531080797199657
1200,10.629142923927752,10.570122069650479,10.698466035155167
1300,10.70869683215097,10.666750032607887,10.733502037005819
1400,10.682565476215734,10.716021487535832,10.674630471594266
1500,10.743939688918658,10.858702962939798,10.866726809419621
1600,10.90422925504565,10.787644404001908,10.795653442156631
1700,10.942978217526932,10.935791045283375,10.963083863079637
1800,10.89151395558921,10.981657329462221,10.927320451545343
1900,11.05918940084962,11.069229015803714,10.974328934560841
2000,11.00176816162385,11.120415447136068,11.05381120127065
2100,11.07234346286879,11.149884484611437,11.188174774846182
2200,11.160144816964145,11.213452081028558,11.221836513059058
2300,11.2925082472751,11.189282504677658,11.198436944264424
2400,11.336929423931549,11.2827888309983,11.313379303573626
2500,11.368366923169148,11.404601133240606,11.397889758935142
2600,11.378093656862452,11.317451307644621,11.364205464972335
2700,11.424037477269389,11.40816994568908,11.368778716457403
2800,11.464528950010013,11.535161395687295,11.42433729310957
2900,11.5319240140076,11.508760609038335,11.559680407424889
3000,11.621977480563755,11.550277815416083,11.58935590199715
3100,11.589315246427189,11.726188731933643,11.654859137756755
3200,11.658048500118497,11.678792170026167,11.67387363389964
3300,11.688112908038521,11.816215830179681,11.791456409541427
3400,11.884899848403439,11.748108895138543,11.755289772650228
3500,11.797606349061011,11.938743100059115,11.838161068428148
3600,11.869929777373601,11.858203174605402,11.959096696028407
3700,12.012971526958406,11.957569622001945,11.924857688006982
3800,12.046153174490232,12.04515737198842,11.96780499723312
3900,12.050641107932307,12.091744654347142,12.046038636875029
4000,12.144728914210377,12.118977600053809,12.079882280154251
4100,12.155797526180331,12.138888613703207,12.181189118424307
4200,12.244670320443465,12.248515922751393,12.227574844516548
4300,12.285268488678131,12.21797599035408,12.245508435193438
4400,12.381436510424065,12.309611494760235,12.328733716942402
4500,12.458929446041473,12.397902979084469,12.454542027836814
4600,12.505081556531994,12.388067054368975,12.530872358485405
4700,12.488229792591163,12.546650913483642,12.5309431916673
4800,12.537922197933213,12.535399122285474,12.534498440022942
4900,12.608644405442643,12.587953595272554,12.636658068163227
5000,12.684212018257401,12.7239360625857,12.704024458339493
