milliseconds,X,E,P,Q
0,8.047031129207456,0.9886991889603663,0.01088556027799562,0.00029749091900855223
100,7.513933993129402,0.47237821420011467,0.5228559509862175,-0.018032559027991227
200,7.193934177467805,0.25988792754715295,0.7369717287170843,0.03572252501331899
300,7.059867843397725,0.1598254597094242,0.8538180525331646,0.07384865094074283
400,7.035969307687219,0.0935587646353172,0.9003442722053867,0.1355390968540361
500,6.920184937015122,0.09811272653577588,0.9126897668282367,0.1230278874943902
600,6.78960851287102,0.07337997286431866,0.9197223717939784,0.16091580462033722
700,6.7900693990144,0.06538078910860298,0.926887582989737,0.2526162411080567
800,6.7767410095203084,0.06464900878149293,0.9161543900113488,0.27635372933072266
900,6.646443529880767,0.05930468249275137,0.9408727782828121,0.3034565768995305
1000,6.674976638063561,0.06856710605881379,0.934353200852854,0.423684449504842
1100,6.631163319191364,0.08083987134563132,0.9255838870647557,0.4236640147793528
1200,6.4965914195373236,0.05951541764772817,0.9186237643273463,0.5029255561071128
1300,6.546241528450905,0.05793741073084826,0.9169654359862452,0.5326522364047581
1400,6.444755041926236,0.08005931124594262,0.9213578541378102,0.5833174772001779
1500,6.374035218123557,0.06216883146106557,0.9251646207882473,0.5791872421781437
1600,6.3205546768776815,0.05896533552137182,0.9196219211265607,0.6321432565147237
1700,6.275601818992062,0.08411377770922461,0.9330137626429739,0.7993662973174882
1800,6.2450888174121415,0.07547090925418977,0.9360084894305455,0.7857685925424054
1900,6.259615330572645,0.07995857413775717,0.9216063850744853,0.8586062932056107
2000,6.230050880762622,0.06323488837965187,0.9162177386863242,0.9365841932732368
2100,6.151500016982212,0.08690866863728378,0.937016041112959,0.9400977237127613
2200,6.1715136574653995,0.07898551454156513,0.9308118769735207,0.9079510757806745
2300,6.058734758351993,0.06336998203410463,0.9270326018329453,0.9478157360091208
2400,6.082835408889929,0.08845509848448559,0.9305397926785093,1.0863682234589471
2500,6.030333387609054,0.07372835499842505,0.9211640678519726,1.1280346923759748
2600,5.875430786685189,0.07892692808004914,0.931453000255261,1.1698813925274136
2700,5.855523922212547,0.08360430341849001,0.9129866386936515,1.239710785963165
2800,5.846344012881848,0.08154526043101165,0.9174530674987993,1.2008527338760557
2900,5.762844866536193,0.08164113059727038,0.9227748262349882,1.2431010164519654
3000,5.756167641717485,0.08905366416441592,0.9293549494379104,1.3553138644604088
3100,5.7455973410613845,0.07396750740457593,0.9309898231699394,1.3594712603908379
3200,5.633561744593955,0.07074252668378549,0.9245304664967022,1.4397840222931253
3300,5.656316494258384,0.09131645003038996,0.9069347567166214,1.4734709033877085
3400,5.518470728081475,0.09345861606120232,0.9170533702434024,1.5668493666338266
3500,5.578648202126194,0.07842760548180419,0.9284155505387779,1.6259919874253808
3600,5.502955800003847,0.09139510817719147,0.9138823826839682,1.579540570002003
3700,5.410105304875286,0.0802240924586199,0.9226107562498171,1.607613035108586
3800,5.386171419032342,0.08288583333644775,0.9267018812583069,1.7443678422794364
3900,5.381790673921995,0.09103905076804049,0.90754199212068,1.7438491844673
4000,5.324458828805279,0.09793430991742953,0.9176273189912448,1.7518055830864303
4100,5.297711572297689,0.07854802267446108,0.92521319327111,1.9058235487997672
4200,5.173962095357393,0.08439981320450911,0.9088827770889272,1.9500700160296724
4300,5.113920283273702,0.09446519971115393,0.8991986582583097,1.948408147657766
4400,5.177599493772303,0.0753627634335022,0.8984194829400919,1.919145131146409
4500,5.081846369257823,0.10161291608428685,0.9065219787516633,1.9885593740569654
4600,5.084602373581751,0.09492608309507243,0.9225021691554711,2.0657444763490598
4700,4.9788216605249715,0.09247535779959677,0.9150557316461421,2.1392847798133663
4800,4.877087785017958,0.08081991138987758,0.9043995576266507,2.2184558876790517
4900,4.920992732412261,0.09185243966379722,0.9083886102731121,2.1507176010813907
5000,4.78452291122599,0.08067527734174898,0.8970153018865298,2.282407292159663
