milliseconds,X,E,P,Q
0,8.00264010887772,1.002008674342954,-0.009957553078280352,-0.05172850405213755
100,7.409170668645485,0.4850546695738378,0.5168610614157331,-0.04100689133934235
200,7.260841060580187,0.26309569468827876,0.7537419803747325,0.008465576921440614
300,7.105093705524862,0.16538804454189945,0.8407256458882398,0.06226684126574117
400,6.935051654372601,0.11020036225518769,0.899550903097996,0.1334733148502136
500,6.970082337266192,0.08437119094828863,0.9217225530673179,0.23698395789946197
600,6.876741958186372,0.07927469091029278,0.9367273382684866,0.24957819218340366
700,6.784512261787643,0.06553206206513033,0.9290045286570282,0.21116152448630773
800,6.797583312775366,0.07726022985954252,0.9419899022794012,0.3781292219430467
900,6.776992999099316,0.0700665413056571,0.9413154027560979,0.41282359840888655
1000,6.639861395698914,0.0565334759266225,0.9403777185844384,0.4449235248763097
1100,6.587733506970809,0.07075135813571727,0.9191498868595835,0.4344076412232356
1200,6.578607247327694,0.06337257049939178,0.9373711139908514,0.5382385353740946
1300,6.5491906779903255,0.06508055275643015,0.9423985120918448,0.5751002150766461
1400,6.54840949658136,0.06877604769878591,0.941527051875912,0.6342737399620578
1500,6.410222270027531,0.060165643726501024,0.9331886998856932,0.6653998714762639
1600,6.3777213891265685,0.08191090705576991,0.9226570039792377,0.6381504479212701
1700,6.3737187927462555,0.061533655937992815,0.9374322231588924,0.6942911521412274
1800,6.22569118161023,0.06757607923355378,0.9229527040915352,0.7330694994211459
1900,6.316084495056262,0.06808814526673296,0.929961735360691,0.7879498591358185
2000,6.18532131243066,0.08662395641370929,0.9304056241109906,0.8652670635413606
2100,6.144332858241068,0.0607098857144025,0.9248269192592766,0.868984059095407
2200,6.1139377402523,0.07153823119186388,0.929110040126548,0.8996421016053203
2300,6.045435467369104,0.07262864602772726,0.9196912388782432,1.0188165394040274
2400,6.000410209720789,0.06262662874143751,0.9341948974942135,1.1161922311186139
2500,6.015309000623714,0.06855880211636275,0.9250549911216951,1.0735266782245505
2600,5.881187198202676,0.09029641056650294,0.9104599685162178,1.1639839057012094
2700,5.932459936646319,0.06966961896878036,0.9101520935891171,1.1736364556957066
2800,5.897901737171333,0.08692084120926946,0.9239023764414244,1.2810316522110254
2900,5.811074226326625,0.08019411513147602,0.9087477152059724,1.3205228035927632
3000,5.6756290087402546,0.08256141487254728,0.925599403293204,1.3123115064114883
3100,5.666645929367101,0.09162098907032638,0.9247788964217684,1.3788636922112572
3200,5.657680141815695,0.09326981119157982,0.9191156551277455,1.449758467819704
3300,5.6706883037300395,0.08333638519726905,0.9157538162013767,1.5302775200905265
3400,5.5720515661634105,0.08274085625290166,0.9293277483113707,1.5315438986003616
3500,5.4613034524651,0.07765185613546494,0.9242803527585127,1.51794029471908
3600,5.462815768015986,0.07948080704051602,0.9291693261230141,1.5466401183464675
3700,5.493857728679445,0.07863656326155506,0.9119153259845056,1.7205002183133156
3800,5.3609694654110935,0.08846088185887956,0.9242655506488164,1.655939781918118
3900,5.380921777158383,0.08998954618352709,0.9041470141874478,1.6834649541170539
4000,5.250192900277197,0.07992172634796049,0.9253600672966464,1.8498862576984794
4100,5.2972742487966995,0.09592672358806449,0.9147772637590983,1.8849433044133628
4200,5.225833597045096,0.07317502012371209,0.9076760795763894,1.9304823434944687
4300,5.21642423196723,0.08734647779816408,0.9048884326831917,1.9528583195967781
4400,5.087009014286011,0.0895851226876324,0.9179831090867216,2.0159028118733238
4500,5.109977895471637,0.09630048794848117,0.9056682738369253,2.0333504344225592
4600,5.092672591907664,0.09865238432841798,0.9090980275839563,2.099413779102769
4700,4.927728927630077,0.08405313311912262,0.8973186233692318,2.1538364428589136
4800,4.899641688764738,0.09148968772543749,0.9037590005387505,2.187222274261611
4900,4.890096013195261,0.09512916754232313,0.9141320718299633,2.220439067283781
5000,4.831598455940618,0.09550424134042258,0.9170986180079413,2.253935441035082
