milliseconds,Susceptible,Exposed,Infected,Recovered,Deceased,Total_population
0,9979295.293663144,19495.475453355455,78.47559399129382,31.499041971765703,3.272935026318963,10000000.0
100,9981031.677025804,18975.36625147119,316.4912991650797,107.82281794304663,-6.168827032196504,10000000.0
200,9979179.969222285,18625.204014741143,1255.7612361821946,-67.9862489231531,3.0656570515648798,10000000.0
300,9979384.607744746,18096.569128302188,2662.159803990391,-13.529717133391664,-3.882614089352497,10000000.0
400,9978536.681280414,17615.630653450127,1903.912076650247,-179.79943391974444,11.562247189786053,10000000.0
500,9979557.797309805,16983.462798976918,3243.122650110111,-88.89456493973314,8.617165282944017,10000000.0
600,9977521.059101501,17541.31963458193,3431.1610655005484,-73.16413627474645,8.722124250557346,10000000.0
700,9977878.955663186,16925.727793686256,3997.7414331638356,366.7743985443938,6.866667713631973,10000000.0
800,9978797.84095478,17314.08653990371,4937.454106252374,143.5739315775192,6.415403811594293,10000000.0
900,9978885.29833481,16134.576613406429,5459.489037846431,142.6845970785099,25.81313785762582,10000000.0
1000,9978518.067613259,16216.135475334822,5715.557413059951,153.40906488696245,23.30487126609123,10000000.0
1100,9975874.162075726,15844.529473361072,6051.511753476533,199.43287983493263,11.036870170306075,10000000.0
1200,9977467.988973198,16079.717608744442,6437.215381034354,334.0777076249304,28.82122971329477,10000000.0
1300,9975653.072942846,16609.910872031676,7559.865031767394,670.1440939738794,17.054189279364817,10000000.0
1400,9975591.337163955,15916.335630580421,6790.89298601709,473.09872982042816,43.80020947722843,10000000.0
1500,9973817.755400522,16028.92687466448,7548.783230660922,758.5378285245557,29.00210537925882,10000000.0
1600,9973929.798186673,16731.094403824063,8930.327930797399,904.763815537651,52.027282742734684,10000000.0
1700,9971928.442619286,16922.288876438797,8332.072361573677,1237.6495851303403,55.458390800077936,10000000.0
1800,9974109.590128463,16696.208784096194,8628.088619175807,928.3214534816209,47.48134991497804,10000000.0
1900,9970805.261404412,17088.08574440515,9729.725573975371,1098.8750520191722,53.40292278890457,10000000.0
2000,9971592.19367382,17167.377529175486,10380.830026255542,1509.7172239656347,65.42137949484868,10000000.0
2100,9969714.093813373,17184.19305186432,10379.694612923959,1513.5790078738803,69.78336367927338,10000000.0
2200,9967941.32538792,17589.556186038026,11395.078751447783,1626.8196684071945,75.30006838865694,10000000.0
2300,9968940.644186743,18042.43950124305,11588.95113415872,1648.357834857848,88.13742387092503,10000000.0
2400,9968338.324079202,18479.502726838386,11718.253952332963,1745.89182829485,85.17544288160303,10000000.0
2500,9964802.180591522,19025.32359786333,11771.71199509341,2226.9641318653016,98.46917144210053,10000000.0
2600,9965985.474720417,19530.6261151203,12669.24538008291,2377.611265478682,111.55996924500712,10000000.0
2700,9965549.818157218,20061.583794705257,13406.647501676047,2240.349360830588,114.97288617387366,10000000.0
2800,9962580.076400453,20733.077874030696,14007.71756231163,2588.6335521619103,115.30458752815096,10000000.0
2900,9962157.263150604,20408.48531953858,13940.00884483755,2926.028711583293,120.10643226120206,10000000.0
3000,9959783.831272937,21322.08266172957,14893.485843341534,2990.604227167007,145.69305331886125,10000000.0
3100,9957973.806514552,21712.16165123237,14634.37299440868,3256.9041231036717,143.28189906883733,10000000.0
3200,9959233.551711947,22632.82399634629,16374.781308277554,3111.0089247054066,148.83021708801923,10000000.0
3300,9957289.180723248,22533.6938905213,15909.296122640599,3413.268536721649,167.3843597352796,10000000.0
3400,9954338.353202568,23203.291453916398,17378.948142796813,3860.4718707904613,170.77228881662487,10000000.0
3500,9955070.9128691,23742.939213046182,18090.34081226597,4029.39445235386,181.38001489055617,10000000.0
3600,9951833.640707796,24676.213577351366,18124.73647679115,4113.86856745766,197.13984404193172,10000000.0
3700,9950913.770534031,26184.25447081256,18513.434351764354,4248.448444837537,211.18356377766983,10000000.0
3800,9947922.207349317,26050.422463758852,18859.47863433123,4801.813412136782,213.80096478095325,10000000.0
3900,9947356.594251571,27691.692230938832,19989.436322621987,4888.151856868867,230.8289075852794,10000000.0
4000,9946346.514125256,27856.0017174874,20394.13578971868,5090.738999223308,253.10996918633336,10000000.0
4100,9945639.218337324,28880.750128300053,21735.94665406693,5377.8227971332,255.6161316248711,10000000.0
4200,9943658.751952156,29185.942599113343,22694.357403226706,5644.686228096282,278.5890973959568,10000000.0
4300,9941106.03810895,30157.75849901103,22407.367419858172,6145.742110405205,284.12768841766336,10000000.0
4400,9939160.105106806,31384.938873768024,23908.49817648546,6203.937912045694,299.94633464610575,10000000.0
4500,9935564.924897885,31644.93479359103,24212.64080253414,6609.408560804071,319.4539839368722,10000000.0
4600,9936196.314415049,33413.70158752355,24464.664969328045,6623.288606113903,331.5969961821293,10000000.0
4700,9932768.96497666,33466.024677147056,25021.886100911994,6911.0283568999985,353.6248696564876,10000000.0
4800,9929382.236183135,35682.3056471592,26620.126789635095,7276.930296018444,346.79582659869783,10000000.0
4900,9928696.323811624,35667.24613209156,28007.441871256342,7736.833841209198,369.55312320477316,10000000.0
5000,9925201.838018738,36639.11264816692,28173.474624305054,8182.0651921890385,395.3863494677081,10000000.0
