milliseconds,Susceptible,Exposed,Infected,Recovered,Deceased,Total_population
0,9978872.654325962,19829.11165341087,-352.1690682757986,77.24093521333862,-5.5732363916110605,10000000.0
100,9980308.57229453,19337.086576454243,-13.60774804017467,-3.0910730995620073,0.02435795894055595,10000000.0
200,9981264.758654626,19051.797967373663,751.7615726593662,-6.268239242144407,-8.970596284572332,10000000.0
300,9980643.90348049,18442.131996407203,2182.869620301233,181.31048447245578,3.536257794989481,10000000.0
400,9980318.186113365,18176.301314047887,2500.313351768978,87.90611946375773,-5.973997571075877,10000000.0
500,9979954.240499035,18008.531022266954,2517.85694106776,121.11148376126121,11.206851500733007,10000000.0
600,9978246.152316127,16719.954702520878,4026.721334452253,350.2604271802784,10.786493946906251,10000000.0
700,9978737.395397918,16371.955925469609,3379.474499555977,118.88900460703174,19.85331788344852,10000000.0
800,9979848.219341528,16897.551267497693,5056.867589719962,316.8647834408206,14.642713413864612,10000000.0
900,9978625.96861795,16708.76606444878,5249.025870694138,241.18980107319288,25.914554287271862,10000000.0
1000,9977072.327706058,16205.629800535571,6183.7236720750025,148.7709044430327,18.559828631589188,10000000.0
1100,9975849.934127271,15933.507732750104,5539.697810025546,414.04665367315187,25.15246031878787,10000000.0
1200,9977375.32782001,16420.77396568525,6690.342423381192,355.3887232495122,24.234100775144114,10000000.0
1300,9974582.222773524,16960.645405484684,6472.729126389344,564.0043827105779,29.32024622365722,10000000.0
1400,9973952.017995143,16692.190922165057,7897.989053530306,844.0394529927962,28.039652627549103,10000000.0
1500,9975505.097849352,16788.33911333754,7751.320896291692,841.0293949108578,30.60986456605623,10000000.0
1600,9975647.16624973,16710.11027599535,8613.757970128258,906.83272031227,33.173311894818056,10000000.0
1700,9974130.652545087,16896.09507291173,9071.689482552596,996.6249056304614,36.689256926330984,10000000.0
1800,9971400.099224161,16767.634756253283,9174.601932867568,1069.9729823950813,42.261213156520945,10000000.0
1900,9970470.819581948,17686.775158350334,9688.77768085799,1158.2975808954118,57.64248295176597,10000000.0
2000,9969721.622416152,17800.06621758287,9484.962438620918,1367.755860693425,72.55496579150133,10000000.0
2100,9970088.176691223,17750.142759479815,10521.89273957651,1559.042254093274,62.43574810534371,10000000.0
2200,9967756.769809064,17472.93763877659,11451.311610584917,1592.4297400871183,82.47828377292335,10000000.0
2300,9969425.276971202,18259.24339930684,11289.85844497905,1603.9023287883979,92.32712775909889,10000000.0
2400,9968112.691048715,18887.5944590561,12570.587443507657,1771.2935564397465,94.14809536265258,10000000.0
2500,9967574.275578111,19340.783878382215,12797.132908546735,2239.278236674179,107.34422622053002,10000000.0
2600,9966696.708703455,19384.63115333954,12694.046304265654,2425.0434507749055,101.58037722465569,10000000.0
2700,9964969.187899563,19597.107365679698,13780.840332152375,2122.90399925816,113.33780038111158,10000000.0
2800,9964564.186922362,20927.644956631644,13793.558325058986,2525.8730837238163,119.11327961673314,10000000.0
2900,9961041.798737062,20856.222751160254,14410.165356095955,2862.76514114512,134.9612061722243,10000000.0
3000,9961492.473911207,20761.099392638997,14400.568662440486,2775.076189271584,141.93765948422993,10000000.0
3100,9960887.9326453,21751.903245915168,16023.180806255024,2857.911120657159,156.3249131080621,10000000.0
3200,9957831.073005866,22419.769482890955,16470.973067966337,3439.290162028519,154.534621309765,10000000.0
3300,9957859.033824338,23465.82440647741,16320.83000413891,3642.371182293893,156.11203264143126,10000000.0
3400,9955617.033788757,23297.240967744536,17231.238390611717,3688.745876926699,173.5472733555837,10000000.0
3500,9953750.248603279,24438.050090379384,17690.183494013283,3746.390285918979,182.98019839860854,10000000.0
3600,9953014.385251181,24716.24173601943,18211.048756719414,3973.402807669786,206.49800599666827,10000000.0
3700,9952425.31643496,25459.249383692248,18142.649372170643,4468.619645919308,202.56829388324326,10000000.0
3800,9948523.989066407,25867.576148393448,19962.80412080333,4433.877050222391,231.0440064663611,10000000.0
3900,9946997.3707266,26689.275947647748,20046.17394315862,4917.55049777324,236.4282820604863,10000000.0
4000,9945774.085359884,27297.82623759639,20708.537984877745,5029.04560520425,243.49414154038604,10000000.0
4100,9942761.948278626,28587.221117052635,21196.507527576126,5481.9804640263455,265.536969021793,10000000.0
4200,9941380.202222902,30003.534825730403,21354.03568066985,5622.843854402444,260.445329184357,10000000.0
4300,9941974.982818237,30797.1760406168,23217.581988577946,5734.275370781217,290.70581933864355,10000000.0
4400,9939894.55370653,31188.889483236573,22937.6667085739,6227.816171218034,287.41802507911757,10000000.0
4500,9937508.993404474,31945.660019049017,24344.407956928964,6375.2806690314865,310.6234052213828,10000000.0
4600,9934264.348638562,32649.591562960915,24177.31384971816,6802.532442707537,329.32358357723615,10000000.0
4700,9933079.782663153,33710.2828727268,26451.583654982715,7169.058173452195,345.46324799785594,10000000.0
4800,9931978.047356443,35502.201465340426,26998.263185102474,7478.059528182341,366.94760307337776,10000000.0
4900,9928456.313133113,36447.4229719541,27780.112130049518,7994.41134267496,382.3481810648374,10000000.0
5000,9925361.002412776,37778.44889427714,27552.14001247467,8125.299256665781,396.4264380930827,10000000.0
