milliseconds,Susceptible,Exposed,Infected,Recovered,Deceased,Total_population
0,9980599.555356087,19524.476573664262,-313.3689367135443,-125.45792297282681,-8.969172522321449,10000000.0
100,9981576.2673927,19680.394645613425,686.9974269428278,-91.59583037543021,7.674082972938447,10000000.0
200,9980152.558267476,18587.8020987722,552.4108995334517,-20.802153994207814,8.901994148898712,10000000.0
300,9980722.493690237,18474.21117820964,1094.7160609026807,115.6610770273117,7.0663695344982775,10000000.0
400,9979098.934739523,18189.731913247433,1706.4276666502305,-67.84818314820828,-6.183679023980805,10000000.0
500,9979976.899749205,17787.368738868987,3208.5406579753385,235.89800411323733,5.496854616576682,10000000.0
600,9980355.756695261,17405.57675066095,4178.376382661434,32.28934531266188,11.685665960454756,10000000.0
700,9978322.891291182,16962.084333880866,4638.461917133688,342.58739932594847,7.414333778421913,10000000.0
800,9978859.178755824,17349.544824638342,4403.589302504418,203.82351028598003,21.33265821314083,10000000.0
900,9978864.46323543,16132.290947767922,5061.490144227683,536.5972562081186,14.670080385668419,10000000.0
1000,9977214.382696025,17122.66220855939,5251.431171459979,393.6696882125753,15.347783208698011,10000000.0
1100,9976825.6220768,16237.217287770329,6726.806639026537,418.5118838890763,20.418007157341663,10000000.0
1200,9977018.131906776,16258.15276933977,6983.650485762289,605.215473092095,35.02909275662043,10000000.0
1300,9974801.773953134,16995.19668781782,6724.2853953354925,833.5798318288402,26.38262951023762,10000000.0
1400,9975719.977254339,16086.122172081808,7916.51814413784,790.0217404718135,24.5632120432308,10000000.0
1500,9975041.59028388,16283.037529520154,8251.492257051554,770.5510081269942,40.49885615150167,10000000.0
1600,9974143.297607921,16455.585042970924,8589.665478826822,977.3219584662418,41.05020115905351,10000000.0
1700,9971831.111576267,16938.115379888666,9191.693650367264,956.4898550201585,38.77275675873909,10000000.0
1800,9971990.770167064,17542.04652386115,8831.886163061035,1043.5113077770138,60.14274883480693,10000000.0
1900,9971149.314247867,16799.464302467004,10067.304089942741,1237.7970066494568,48.03312436913876,10000000.0
2000,9971191.169948429,17456.114436451346,9815.041563649438,1156.2121212364787,66.0379251715262,10000000.0
2100,9969828.995820727,17589.453435416894,10650.126096735346,1655.5494133535638,75.80570521646075,10000000.0
2200,9968889.7310691,18151.195948271947,11747.027596458689,1685.15746330462,81.50975228095092,10000000.0
2300,9968147.958194522,17826.96638281505,12007.86702666289,1931.8338413968195,94.66628048657813,10000000.0
2400,9966214.101380011,18918.215005711118,12294.445740650477,1803.9212388672495,83.77194124226767,10000000.0
2500,9966495.49102899,19350.947053652584,12892.804059403927,2130.710678736227,100.37622904274598,10000000.0
2600,9965227.487984102,19197.17471262546,12928.846981973486,2418.2499551531137,105.2402243397305,10000000.0
2700,9964345.971422495,19521.29724406616,13676.711553862722,2189.758109022418,115.5638394846003,10000000.0
2800,9962071.090272432,19761.214892383152,13083.802235348921,2541.0442692861116,133.45196042024523,10000000.0
2900,9960617.286505505,21026.651751465313,14084.273713652989,2737.4984356879077,122.18048276490794,10000000.0
3000,9960553.971234255,21044.607922919342,14930.46967386135,2784.510796516376,132.4825866209995,10000000.0
3100,9961128.135275874,21894.700406268927,14665.787217775247,3120.152263059084,152.93695341422716,10000000.0
3200,9957553.669493984,21896.709349223198,15212.974768641508,3412.850850224436,148.44628325508268,10000000.0
3300,9955715.098830853,23385.62128135869,16569.119927405383,3701.5377148004204,156.45934792451772,10000000.0
3400,9954048.696553422,23576.693394565682,17061.56947284077,3792.721506213224,171.68957088130776,10000000.0
3500,9955551.943344798,24257.68868962786,17301.341744574063,3880.8873384728454,189.75799927630052,10000000.0
3600,9953087.372224718,24984.444692412148,18563.574360850806,4283.664150494816,191.1945200465287,10000000.0
3700,9951051.924133131,25912.453194652746,19040.787277994612,4414.129597148342,214.10492617978448,10000000.0
3800,9950485.705812775,26719.540920435556,19638.345248760666,4722.783872561115,232.2365591059071,10000000.0
3900,9946605.258310774,27256.6515233609,20498.641495542346,4700.828137824519,223.54448033186,10000000.0
4000,9946261.784486713,28207.561622787773,21085.567808727294,5081.174913321385,248.4352260644484,10000000.0
4100,9943576.597607385,28597.02611908095,21519.223574770058,5211.101707968242,267.40817310680694,10000000.0
4200,9943228.792262336,29130.86150579202,22039.51530212422,5771.520562326435,259.8574177443845,10000000.0
4300,9940167.760728491,30383.713605444653,23013.824557514177,5865.27453575473,278.83291512067626,10000000.0
4400,9940211.24758939,30990.03003495183,23064.644192381817,6334.2821503331525,300.74781782769617,10000000.0
4500,9937792.97784312,31917.270573928046,23898.749032385407,6314.822238656344,307.14357427157245,10000000.0
4600,9934030.841965506,33528.52364999128,25544.97617220784,6828.974716649934,320.5644770479758,10000000.0
4700,9931715.106733223,33517.733525727635,25834.32177095781,7081.104848331615,344.07377594723016,10000000.0
4800,9930835.518093655,35465.696641794035,27027.81445497209,7539.427594842263,347.5992916232241,10000000.0
4900,9928825.134707263,36310.819439486346,27201.83501649413,7570.2971585423,372.78659364075827,10000000.0
5000,9926844.431862315,36929.32733157579,27821.09434577875,7894.67573752698,384.64921618988814,10000000.0
