milliseconds,U,I,M,E,V
0,1144433.9989087894,-1.2817036485878774e-05,1.0000222693008982,-0.0032922545566124195,0.9604399396450833
100,572144.238952373,0.00033320444072420364,1.0000030785192149,0.03388690682950568,0.7928755651188193
200,946531.5681773275,0.000510888361132416,1.000060477791224,0.0928246164682896,0.751507083139665
300,625269.9448032691,0.000724471861273096,1.0000837999804497,0.11851838965292752,0.6738867743237903
400,1781508.4293513575,0.0010396307799392936,1.0000961217092394,0.15003637367577852,0.6583883564370449
500,1012761.3697766549,0.0009858532964595954,1.0000665647457783,0.18000391210128266,0.5269006079657841
600,2041344.5142228385,0.0010484679909997115,1.000082749774148,0.21722515996345937,0.5303825374461961
700,1464618.6630938072,0.0012457385008609104,1.000136422514606,0.2697679557526177,0.5374878286035917
800,2003106.368472703,0.001230414402691367,1.0001298011883855,0.30625028173490704,0.5726615903590887
900,1662066.7134887474,0.001425013792967253,1.0001189193020055,0.3268542716550128,0.6095314979876307
1000,2110306.320191056,0.0014736771366036662,1.0001784570136014,0.3951178271658139,0.6624950918049675
1100,2523121.7088641133,0.001519493033066321,1.0001936587142533,0.41785975237773076,0.6839888602133728
1200,2967977.5507588238,0.0016389948571378609,1.0002242817274043,0.43716472192961464,0.7035681820280961
1300,3547395.502061977,0.0017756525646609035,1.000228062724409,0.49193022777175777,0.701192535548693
1400,2856033.0094234315,0.001831090715432709,1.000259734502025,0.5009660035663764,0.6980149375174203
1500,4097825.0962116113,0.001912789839454301,1.0002716622034407,0.5594582747946327,0.808829141451928
1600,4528461.693226569,0.0019849282479338123,1.0002929071315576,0.5946022433197823,0.8108720926532268
1700,5505388.680810672,0.002216355045163839,1.0002826062344898,0.6175073862625235,0.8445256853277248
1800,4720011.882890397,0.00235287690921347,1.000305680081019,0.6646463432633238,0.8708379548328357
1900,6138658.911858336,0.00226956929485222,1.0003208474603853,0.6639887941195208,0.9209605442402622
2000,6894290.3234086335,0.002600272424128107,1.0003750976844228,0.7197021276824581,1.0337382376525124
2100,6583937.458260507,0.002800297606954686,1.0003948622839927,0.7540547239036376,1.010838824121808
2200,8205639.391275021,0.0029294250420239623,1.0004102086474824,0.7777171018203494,1.081995979812317
2300,8903782.228354396,0.0028398602222020784,1.0004209114822273,0.8045302808141817,1.2024436082243313
2400,8879768.644430896,0.003074191262493989,1.000494552084098,0.8114871643500384,1.2310569066334758
2500,10028415.805794584,0.0033126966623332824,1.0004859070649308,0.8653908926942638,1.2270636672432036
2600,9857818.9651867,0.0034923088807457953,1.0005255397079185,0.8895291181510008,1.3972019465889127
2700,10743804.048036527,0.0035961238059456463,1.0005951753220108,0.9183436990780486,1.4215448033990274
2800,12924159.32787634,0.003632676109805547,1.0006044242581815,0.9415095158005371,1.501287225105697
2900,14078780.39273624,0.003951860896892659,1.0006442084183897,0.9702794914734303,1.586774290504999
3000,14902669.495995097,0.004146231726113178,1.0006571522176775,0.9849912532075705,1.632125838530056
3100,16414834.710971905,0.004510850055943027,1.000724055027706,1.0130255754601993,1.7650027878354386
3200,17773677.809639525,0.0044876913985366544,1.000751897549902,1.0374445155792662,1.8117407141826223
3300,18938922.812409073,0.004882594932404792,1.0007918147750974,1.0304064066623315,1.8949267123784745
3400,21351846.119101666,0.004944429476584557,1.0008914254936823,1.0762469617477413,2.007298699081377
3500,23348847.481384527,0.005341271002425769,1.0008957081890435,1.0794043398509472,2.161211213005089
3600,24554891.860297255,0.005720291177390809,1.0009730825960101,1.0822927341358795,2.2292611771180004
3700,26779096.255640566,0.006032725745844003,1.0010544040578577,1.1189715199802586,2.282383661460022
3800,28363517.92050194,0.006220041324607198,1.001097038058564,1.1168061024517328,2.405973368319856
3900,30043423.916908134,0.0064246754905160535,1.0011562033783166,1.134923071649061,2.6134177260905167
4000,33883771.8081157,0.006698294912452197,1.0012268443886514,1.1466933182278405,2.7241304137629343
4100,36419946.89537527,0.007294521006937832,1.001312728128794,1.1460015952056632,2.8809707066229495
4200,38691624.45081748,0.00767671734201712,1.0013401558352875,1.1477625501774509,2.936620527043464
4300,41462074.132082514,0.007912552548566282,1.0014165677944455,1.1627077164210422,3.1038533539708855
4400,44539950.65263537,0.008442311679502674,1.0014879027707948,1.1695771414193556,3.3188151914905464
4500,46951989.93766584,0.00862821018161052,1.001623295257568,1.1589653618166442,3.413183748717704
4600,50146759.82313685,0.009106761091273107,1.0016661729488834,1.18142625775724,3.635993006728162
4700,54558303.281464666,0.009651239571771933,1.0017539824266553,1.181223210385166,3.8242549101412364
4800,58293309.98356515,0.010104814651227258,1.0018514047043499,1.1510808630155713,4.021762689020897
4900,61202773.41638837,0.010659465923983648,1.0019758108197987,1.1428022214165092,4.241033607209992
5000,65943038.94635055,0.0112965195896201,1.002106857857052,1.1596162107855392,4.419206848621317
