milliseconds,SPB_B,SPB_T,Bfa1,Bfa1P4,Bfa1P5,Tem1GTP,Tem1GDP,B_Bfa1,B_Bfa1P4,B_Bfa1P5,T_Tem1GTP,T_Tem1GDP,B_Bfa1_Tem1GTP,B_Bfa1P4_Tem1GTP,B_Bfa1P5_Tem1GTP,B_Bfa1_Tem1GDP,B_Bfa1P4_Tem1GDP,B_Bfa1P5_Tem1GDP,Bfa1_Tem1GTP,Bfa1P4_Tem1GTP,Bfa1P5_Tem1GTP,Bfa1_Tem1GDP,Bfa1P4_Tem1GDP,Bfa1P5_Tem1GDP
0,7.811527723476549e-05,0.00015194407986736624,2.1571258482738537e-08,-7.900103570064228e-11,1.5259985591993182e-15,4.548756884546607e-08,7.4468358206814156e-09,8.399581643880848e-05,6.30108449994991e-05,-5.356103391424517e-08,-6.975969872151331e-06,-1.4759235857842005e-07,-3.9624256605745183e-08,2.5289413768946457e-06,-6.412571870446733e-08,-8.756899245451807e-11,2.1154891442416135e-06,-1.6998899196259033e-08,2.3867624395516555e-09,7.983197161388973e-12,1.3440377523475562e-14,-9.501271286895324e-10,-3.828076413692517e-10,5.031680610009102e-15
100,0.00010983272934248654,0.00016411046385372954,8.523902887064427e-09,4.729710431863867e-10,6.0203323621335e-15,6.246558645464423e-08,8.54465134132085e-09,2.759717533025377e-06,2.224744700769419e-05,9.19620569983718e-08,-8.10314384448968e-06,2.02029278443484e-07,1.9033534836341698e-07,9.709754874925931e-06,3.2478559531628904e-08,2.9374598882685783e-08,2.5966350851612115e-05,2.3610354970275514e-08,-1.0576205872638332e-08,1.6796817387552836e-11,4.8059465226478717e-14,-4.022638183150251e-10,3.4814645465570686e-10,-5.253989948961856e-16
200,6.300935368222869e-05,0.00017827298105735465,1.1067494914458364e-08,-1.7336247516037956e-10,-3.39477900820998e-15,6.176028873773748e-08,7.330210493015003e-09,1.4353482102296313e-06,5.9866240719223335e-05,7.230157991787497e-08,5.717450413793145e-06,1.63794586799002e-07,2.455213947079787e-07,1.1915955440280024e-05,-5.979344641099533e-08,4.8257951722532156e-08,1.17561899752449e-05,-1.0187164757932177e-08,1.733497613321693e-08,6.134365217824804e-11,1.0672403442778811e-14,-9.278490368233789e-10,-1.6067324789631983e-10,-5.246212444581371e-15
300,5.779328981791788e-05,0.00017555924469313234,3.4416700239105748e-09,3.4875813304421774e-10,1.0924149443694602e-14,3.429132382967246e-08,6.617398574185485e-09,1.250148615774904e-07,5.156135716974702e-05,-6.574090908004757e-08,6.134232621673176e-07,4.882422467809253e-07,3.71719425242773e-07,1.3430491850850169e-05,1.6718980733103736e-07,5.9294144904720564e-08,1.6236676973921445e-05,2.9772338286633493e-10,1.2890165986003988e-08,1.5193698283567183e-10,8.136389995971998e-15,1.8073424040513404e-09,-3.3272434712236666e-10,8.083936785057474e-16
400,8.17206592878281e-05,0.00014858310967163433,-5.55012380965874e-10,3.9263769138398256e-10,1.0786931791861967e-14,4.503494005471805e-08,5.977421768712139e-09,-5.214855951307466e-07,7.023015682977144e-05,-7.514507661029751e-08,2.0858361404234853e-05,9.121875239800838e-07,4.0223422843900967e-07,1.789414284382812e-05,1.788991595550913e-07,7.006835536249664e-08,3.659519530312584e-05,1.7659092785461215e-08,5.209152412504611e-10,1.8586421695872306e-10,-2.203544228935528e-14,8.269065340424207e-10,2.5094311759405245e-10,5.784281613530405e-15
500,6.350391677197368e-05,0.00017711614857121295,-8.141165479270149e-10,5.240035289324344e-10,-5.3699120947471395e-15,3.8313511038346764e-08,5.873755630352015e-09,4.2625770940660743e-07,9.203757091322146e-05,-8.169295637512138e-08,8.336225786056897e-06,4.258520128665979e-07,3.681225440624483e-07,2.251712868706326e-05,8.35337623146608e-08,6.575762588127009e-08,1.108869601445536e-05,1.7052192202670752e-08,1.924202464802209e-09,1.8907286819365588e-10,5.136165848298231e-14,2.0662765784038376e-09,-4.019288884286572e-11,7.913602290996847e-15
600,9.368598835460983e-05,0.00017813570313423722,5.4352882938889464e-09,4.673767098531352e-10,9.637077609848448e-15,3.837925592424689e-08,5.834409650042373e-09,5.592819270737851e-07,2.334202960092083e-05,-1.5341574177735598e-07,1.9904294375277092e-05,5.912862455249616e-07,3.808234339589892e-07,2.3044639185624688e-05,7.642401789321678e-08,6.787797757363484e-08,4.8643556963467576e-05,5.3610724301673233e-08,1.1076910598798807e-08,2.0336487702909535e-10,1.7490631295013253e-14,1.6868429947675971e-09,-6.128026776040103e-11,1.1829007603630864e-14
700,9.600659434969856e-05,0.00014551972546173608,-2.472870981757532e-09,5.243963745856059e-10,-1.897206108788651e-14,2.8319638792037965e-08,6.30515747667673e-09,-1.1660087517591478e-06,-3.4261262631976445e-05,-8.706581106339938e-08,-5.183422404099143e-06,3.0963206596235513e-07,3.59904227925443e-07,2.5061233508044226e-05,2.1242504712658522e-07,6.587850780688842e-08,3.9522852655825826e-05,5.1137210837266635e-08,1.6705857623207503e-08,2.201190268967856e-10,1.1175481838622217e-14,3.3508016651226294e-09,6.763525402140423e-10,-5.505295872092025e-15
800,9.188386799489681e-05,0.00016120534764503994,-1.4688610441390798e-09,6.650353287379644e-10,-8.03213150851043e-15,2.0822442871538697e-08,5.061663608911274e-09,-7.159002938701306e-07,-3.0050784093202264e-05,-2.0809512063758835e-07,1.7604797988268518e-05,8.619421042584509e-07,4.0019296632443707e-07,2.6171178675461346e-05,1.2905510836795483e-07,6.119238180289214e-08,3.802868032424582e-05,4.0808067033061445e-08,2.684950007735528e-08,1.8851262289494623e-10,-4.095306735681724e-14,4.360861967431906e-09,7.422832935300511e-10,-6.327244550614806e-15
900,5.798104436804865e-05,0.00014678550261259417,1.0639171059188963e-08,3.298529516898558e-10,9.419775024756177e-15,1.69108893473188e-08,4.404676888012374e-09,-4.704869949016148e-07,-6.321666971455386e-05,-2.59946636074656e-07,-1.194658465511814e-05,6.062385607609379e-07,3.802557155212501e-07,2.7187561270954202e-05,2.437645835326385e-07,6.171711035823134e-08,7.319291270404331e-05,4.7165610420041006e-08,1.0723766076441872e-08,2.1708913955110758e-10,2.612088413704154e-14,2.9058873797737546e-09,7.917252386246846e-10,-4.1043376740428044e-15
