milliseconds,SPB_B,SPB_T,Bfa1,Bfa1P4,Bfa1P5,Tem1GTP,Tem1GDP,B_Bfa1,B_Bfa1P4,B_Bfa1P5,T_Tem1GTP,T_Tem1GDP,B_Bfa1_Tem1GTP,B_Bfa1P4_Tem1GTP,B_Bfa1P5_Tem1GTP,B_Bfa1_Tem1GDP,B_Bfa1P4_Tem1GDP,B_Bfa1P5_Tem1GDP,Bfa1_Tem1GTP,Bfa1P4_Tem1GTP,Bfa1P5_Tem1GTP,Bfa1_Tem1GDP,Bfa1P4_Tem1GDP,Bfa1P5_Tem1GDP
0,9.188542294767609e-05,0.0001478304506610022,3.205417653313347e-08,9.587148480483568e-12,-1.712027274156481e-14,6.332866592789137e-08,8.224154364812707e-09,8.308759576286135e-05,1.9736102020838194e-05,1.159568510558396e-09,5.231903598879091e-06,-2.2785752142426777e-08,-3.3127809785378444e-08,-1.65501196377971e-06,-5.946443666354588e-08,-3.2174327873087984e-09,6.1941263889419414e-06,-1.6708462524006462e-08,-9.341384175577521e-09,2.1694949665664294e-11,-2.469761553238623e-14,-1.6033447842619337e-09,2.244718433951075e-11,5.965749075453028e-15
100,9.572174060219535e-05,0.0001454266601681719,1.4030635474762861e-08,7.658506505770105e-12,9.106336816020263e-15,4.532845527157679e-08,6.762341677577454e-09,1.0468712084026499e-06,7.791442690584577e-05,1.1067822415816817e-07,1.2085299797244396e-05,9.426339814407245e-08,2.1762228941597407e-07,4.309303135237603e-06,-4.769695388044249e-08,2.9488844498432783e-08,2.065320745982159e-05,2.2589877429448966e-08,-9.334726912374365e-09,2.2064739195887625e-11,3.2049893516346716e-14,1.818499765101144e-09,2.021655335983526e-10,5.787723049699747e-15
200,9.050021047039165e-05,0.0001608290780401293,4.1959560552046205e-09,3.4759262678818865e-10,9.582964262161504e-15,6.211341824139858e-08,6.410092387788917e-09,1.572577378644515e-06,7.936757469508757e-05,-1.6380006040695324e-08,1.6873441021502374e-05,5.226691866046489e-07,3.0266081227841615e-07,1.3376164273058439e-05,1.1649957849701278e-07,4.589235194647314e-08,-9.914947935526368e-06,1.510359509695343e-08,-8.311249525737233e-09,7.704430891452245e-11,-2.9722758204672746e-14,1.7937888864166897e-09,4.3533862712960895e-10,-5.9784715868990864e-15
300,6.515748351336144e-05,0.0001755307147987543,6.227517301102013e-09,3.641436674575495e-10,2.5546202959340705e-15,3.373772748833395e-08,6.252777824115744e-09,3.7288587805461115e-07,6.236268461516265e-05,-3.9565177704028445e-09,2.141162693483662e-05,6.836738292704829e-07,3.447204352380994e-07,1.852200674016224e-05,1.735138834672269e-07,5.889557572696254e-08,8.396476911715308e-06,-8.378872812691671e-09,1.4238905556902503e-08,1.7901777434641715e-10,4.3373871613572825e-14,6.117042028248106e-11,-2.60186548009292e-10,-9.518407687031972e-15
400,0.00010596960306682359,0.0001616145494080435,5.577796701893802e-09,-1.1303065473122347e-11,1.1652730217528815e-14,4.310013321014281e-08,6.042077813125641e-09,3.9947694603004994e-07,5.955272165532976e-06,-9.008208730396748e-08,9.798381991865199e-06,5.145233370710929e-07,4.3690269713245614e-07,2.156547246647363e-05,1.637619248900981e-08,7.144574800415744e-08,1.846370165598365e-05,2.5704480314516843e-08,1.94368931899641e-08,1.56149178831691e-10,-2.7166357329047347e-14,2.2066483590826325e-09,4.945229957774389e-10,-3.858181770220948e-16
500,6.13298624161619e-05,0.0001535492510410685,-7.261135993455002e-09,7.475099908929353e-10,7.710800555291667e-15,5.295063889812492e-08,5.238722659978162e-09,-1.4716052148648754e-06,-2.2271670915060417e-05,-1.321819113998077e-07,-3.0217986671933327e-06,4.434342037100258e-07,3.741155843821161e-07,1.8084642017565906e-05,9.547249448147574e-08,6.891665817482972e-08,4.3887151311225256e-05,4.260738423190884e-08,3.715263709717765e-09,1.7763568856789068e-10,3.364925858182019e-14,2.9372302132540856e-09,1.7882504876341758e-10,1.2477877414169614e-14
600,7.628622376160542e-05,0.00015762330535154732,-5.807290999925929e-09,1.3865554666511155e-10,-1.1389722194235645e-14,3.407763338442566e-08,6.10842987799281e-09,-8.731414613707276e-07,8.426961988221362e-05,-1.2816495685104255e-07,-3.4518138626134194e-06,5.226513716836334e-07,3.971861942972865e-07,2.4152427667026286e-05,2.739327156214067e-07,6.503828892839598e-08,2.1978069936384407e-05,3.5526409536776126e-08,1.2896466982552647e-08,1.9649548625004963e-10,-1.7705713830480714e-15,1.9410972042420913e-09,5.348329136944551e-10,-3.929852166934752e-15
700,0.0001004899352258456,0.00016298885652619966,-1.0425769816869776e-08,6.781778584687217e-10,-9.712751123529831e-16,2.7533347983360624e-08,4.685257027399507e-09,5.786694753512819e-07,4.8703828009495134e-05,-1.7658544783243452e-07,1.014081018435733e-07,6.891086370397799e-07,4.338270789644475e-07,2.1283362889719697e-05,6.647206805381803e-08,6.249959154487547e-08,2.5432946773040636e-05,5.784473579543311e-08,2.112220393781992e-08,2.0491693980614792e-10,-4.6662819373067455e-15,1.6003996309749378e-09,1.763119154251065e-10,-4.161641515523509e-15
800,6.790276192140124e-05,0.00017103530398679515,1.379083686842111e-08,8.001322883975689e-10,7.376659244595832e-15,4.26034223720814e-08,5.198765613865209e-09,1.0135420573907346e-07,-3.506627529761943e-05,-2.26798400919727e-07,1.1612862998486753e-05,7.914339786726664e-07,4.340881082440803e-07,2.4591363394649494e-05,2.8653046189711275e-07,6.395192107168123e-08,6.321114517240535e-05,2.8441057200992387e-08,4.35615827088003e-09,2.493111313325981e-10,5.736517362987599e-15,1.677919442870679e-09,4.1442032225882375e-10,-3.693546553658941e-15
900,9.869394313098584e-05,0.00014722109501398082,8.479027072446488e-09,4.830189715625776e-10,-1.4054956725493543e-14,2.0601135953540005e-08,4.590014019343993e-09,-5.856653244467927e-07,-7.324463381483367e-06,-1.9056913700330947e-07,6.4495131384020245e-06,7.93627056557625e-07,4.114626339076768e-07,2.3203244298041423e-05,1.855824750083821e-07,6.026190392518781e-08,7.286369278901864e-05,2.123690751648059e-08,2.8244829758219416e-08,1.9169192837482042e-10,2.543600588062319e-14,3.053590141389235e-09,6.780643417191114e-10,-9.15442804368405e-15
1000,5.416389820116405e-05,0.00018137484588935933,-1.1096425221267272e-08,7.534809104436917e-10,-2.0021368354425044e-14,1.3176363649515273e-08,3.599044993566122e-09,-4.2389402965036727e-07,-4.18263557233123e-05,-2.3554739579579538e-07,-1.7909050871457147e-05,3.280110911759493e-07,3.6692129824137263e-07,2.8513848028516756e-05,2.698588740711886e-07,5.886581343753811e-08,8.827140152490811e-05,7.139133288171668e-08,2.411629675417591e-08,1.9987947823817353e-10,2.853343488923619e-14,5.504791090799978e-09,8.18715210633115e-10,7.825379443655632e-15
1100,0.00010209320814370048,0.00017241145703915755,-5.158514903396365e-09,3.303181014790961e-10,-2.34033093545379e-14,1.042380702628824e-09,3.0214159686779802e-09,-2.3604594281673127e-07,-9.894737783402313e-05,-3.005288794902609e-07,1.3112999789472258e-05,4.602963116412388e-07,3.521825629600347e-07,3.183508235260762e-05,3.7101979351652936e-07,5.748806732542146e-08,6.321770206358109e-05,6.95223408964122e-08,1.3246612476950192e-08,1.960413961075133e-10,-1.2966975230737488e-14,5.490618579583176e-09,6.909350754786023e-10,1.172610197091825e-14
1200,0.00010644832119591509,0.0001758985742116026,-8.403964076404137e-09,8.663066302970126e-10,2.715718748639585e-15,3.182081831074198e-08,3.2281229549107156e-09,-6.51868231800194e-07,-5.673896841048758e-05,-2.5587756755310955e-07,-1.1856391558247358e-05,6.398587287027696e-07,3.1752592756156893e-07,3.286359316464783e-05,3.7937909524661407e-07,5.9604186782375205e-08,9.550073495480974e-05,2.6149887279216996e-08,1.701779826146724e-08,2.6093565849610095e-10,1.2286464823395475e-15,4.694833926131716e-09,1.2765811006988703e-09,7.447176836220854e-16
1300,7.805558306778023e-05,0.00018292080531576307,-1.9581202567745713e-08,6.424210089258345e-10,-1.8468548589738603e-15,-2.1189573959928297e-09,3.86370467882732e-09,-6.4712543849626e-07,-9.486049009517216e-05,-2.8521280898663215e-07,1.5874252686186175e-05,6.060242957091862e-07,2.849248136425111e-07,3.464976268134479e-05,2.7905628980531435e-07,5.68091021615204e-08,0.00011738137659427338,6.405452755627567e-08,4.101158277421852e-08,2.4898459382552926e-10,2.0024136861425342e-14,4.418809352168078e-09,1.059289558714907e-09,4.996047009096568e-15
1400,7.996325995507227e-05,0.000185304582358135,-3.258418611384778e-08,9.102621697801758e-10,1.0041221882627672e-15,-2.972235497639396e-09,2.8685084073471662e-09,3.6882586171712697e-07,-8.511533782648232e-05,-3.3483451540268344e-07,1.0313963557734533e-05,3.2977101439311704e-07,3.4070617541461117e-07,3.1972534344362504e-05,4.1052366697874203e-07,5.186467169249929e-08,0.00011701220630892621,7.135830608281904e-08,2.3913356216544898e-08,2.2577556219061362e-10,1.7890343354916995e-14,7.127033961418682e-09,1.419673534090466e-09,7.598674208736153e-17
1500,6.99029998954696e-05,0.00016620046962511319,-1.7341851316712706e-08,1.0902419243292913e-09,-2.4174912767734287e-14,-1.168444669809704e-08,3.4750872828265495e-09,4.629824434426649e-07,-6.738578744023423e-05,-4.224699501936911e-07,-1.2757545614478567e-05,1.4002695893560432e-07,2.9495765651559553e-07,3.203325167995255e-05,2.994533674559151e-07,5.3244931552586433e-08,0.0001423171563318563,4.034195978909031e-08,2.3630401645372616e-08,2.2076745564445514e-10,6.278513484934794e-14,7.436910522004252e-09,1.6140720344096011e-09,8.546186481488524e-15
1600,7.8481465511344e-05,0.00017098636741691458,-1.523890968659712e-08,6.458455966956679e-10,-1.712747075375936e-14,-8.51122261467509e-09,2.2082175544766706e-09,-6.749116223991381e-07,-3.801588811963243e-05,-4.0541633201208575e-07,-6.174733648352288e-06,4.874358979073743e-07,2.3937509673802157e-07,3.857196896983403e-05,3.483207642584472e-07,5.049790283924368e-08,0.0001260021167708797,6.076966004959507e-08,2.789829960548456e-08,2.250759204070355e-10,-1.3986814594333096e-14,7.5510394867545e-09,1.0240510162530445e-09,7.155330173029819e-16
1700,0.00010458700888486908,0.00015687200438675332,-1.0822449671306559e-08,1.1021505898931147e-09,-1.432210247872139e-14,3.5025956507556565e-09,2.7766585467187757e-09,2.301613334925753e-07,-5.3227446890390847e-05,-4.33861400626077e-07,1.1350312878576173e-05,5.420956473718794e-07,2.3200166615827744e-07,4.033775633908659e-05,4.126911063027324e-07,4.6523680424349224e-08,0.00014162817176760197,4.860322443125824e-08,2.44082551667997e-08,2.631245950467653e-10,7.578061089908333e-14,8.54898498607134e-09,1.4804002064918607e-09,9.264613853666998e-15
