milliseconds,SPB_B,SPB_T,Bfa1,Bfa1P4,Bfa1P5,Tem1GTP,Tem1GDP,B_Bfa1,B_Bfa1P4,B_Bfa1P5,T_Tem1GTP,T_Tem1GDP,B_Bfa1_Tem1GTP,B_Bfa1P4_Tem1GTP,B_Bfa1P5_Tem1GTP,B_Bfa1_Tem1GDP,B_Bfa1P4_Tem1GDP,B_Bfa1P5_Tem1GDP,Bfa1_Tem1GTP,Bfa1P4_Tem1GTP,Bfa1P5_Tem1GTP,Bfa1_Tem1GDP,Bfa1P4_Tem1GDP,Bfa1P5_Tem1GDP
0,5.2594363096849325e-05,0.00017198853439156342,1.0315298681091307e-08,-3.5446580280909034e-10,4.970366266035428e-15,4.456375515930801e-08,8.401882858351126e-09,8.366090773442455e-05,2.7479615649810563e-05,2.873163607931354e-08,-1.1514140834489714e-05,2.662710236775991e-07,4.2719583628327655e-08,1.7293219607993814e-06,-1.0916655760760472e-07,-2.46555389131407e-09,1.2622281346889547e-05,-7.596683485722613e-09,-7.207388652257723e-09,2.259681571233621e-11,-8.469818836409596e-15,-1.3928214116920575e-09,-4.7729415276507826e-11,5.8455566367024795e-15
100,7.581419981050831e-05,0.00016629384920128793,1.7489262828274314e-08,3.191506848193021e-10,-4.9104100807481644e-15,4.343448451285699e-08,6.8379732087658616e-09,2.5551415582321096e-06,0.00013727996730728215,3.110365188784784e-08,-3.150552453221488e-07,8.286368546118685e-08,2.4163011351870467e-07,6.148874937154805e-06,1.4522556735971938e-07,3.1574382417145864e-08,2.6266377773938636e-05,-9.037917821831273e-09,1.6785387737059902e-08,3.960455646074454e-11,-2.818621089549223e-14,-2.3035386666004642e-11,4.0615800736729313e-10,-7.417730510514396e-15
200,8.979792332355529e-05,0.00016019704168631382,1.2446413427669164e-08,2.1499034767212873e-10,7.515009045698884e-15,3.4758828490253497e-08,6.797043213902395e-09,1.5663194034165097e-06,6.392143386068769e-05,1.073217904739913e-08,-5.789314953747698e-06,2.444674745496617e-07,2.4709280990074277e-07,1.315158468104787e-05,-2.988787249142783e-08,4.8731401682275126e-08,5.7039018545398885e-06,-9.84076332758021e-09,9.947674559426093e-10,7.658169842002516e-11,1.9228971558237798e-14,-5.08015457192098e-10,3.3121749868805064e-11,6.169595200412857e-16
300,0.00010144991342849244,0.00016218113594841175,1.798593863780893e-08,3.1835499354833247e-10,3.881622796296926e-15,4.5589096928872116e-08,6.069475154627855e-09,5.085942313059631e-07,0.0001224223195749009,3.800003374698122e-08,1.6103626608244866e-05,4.998342926871897e-07,4.0168682560967956e-07,1.7025420965673955e-05,1.08250127087893e-07,6.062587571704055e-08,2.4862348016389277e-05,2.382328522391233e-08,2.024797660564951e-08,1.1057329915323256e-10,-3.3401709907438775e-14,2.3740174903821345e-09,5.5127592298412825e-11,-3.3950028092631823e-15
400,8.582168078321764e-05,0.00015427292782156074,1.726007547259045e-08,5.902872376198877e-10,1.2237083781174732e-14,3.3927757853519145e-08,7.524832913559155e-09,2.4435790998563574e-07,1.1926795000936475e-05,-1.152141703330663e-07,2.0226762958034274e-05,6.208675387688389e-07,4.232911660130073e-07,1.6854973842676172e-05,1.1091930083903948e-07,7.104735849156866e-08,4.015791379996442e-05,1.0466244066154538e-08,2.2172826243095928e-08,2.1677334733923896e-10,5.4520362197754165e-14,1.8862306145562982e-09,-1.2639627786934127e-10,-8.72156713936809e-15
500,9.310679633187043e-05,0.0001494938307226333,-4.511784384458746e-09,1.361290864012506e-10,3.4300767392993772e-15,2.927609558674709e-08,7.1888269167806724e-09,-3.902916795919583e-07,8.381224807012491e-05,-1.2798718053254585e-07,2.271699305729853e-05,8.20804281478902e-07,4.558207559647437e-07,1.9251622243991453e-05,1.883070798223487e-07,6.686506654480896e-08,4.33907785406503e-05,1.2512058023021097e-08,2.4208888072539008e-08,2.065557109968346e-10,-2.2129271984233382e-14,1.527166302349282e-09,5.591289044185802e-10,-1.0105003445077182e-14
600,5.836743002356724e-05,0.00017453231168536402,8.451776054413532e-09,5.189464727188331e-10,-1.3192333205971282e-14,3.5729142411927866e-08,6.650387189665857e-09,-7.673576505937005e-07,-3.554250289619861e-05,-1.7329321513407523e-07,-1.7688429916825037e-06,4.6636144992300896e-07,4.0356428257092066e-07,2.4076426649736836e-05,1.797935214459551e-07,6.879847118562384e-08,5.114283094236764e-05,5.89314017839183e-08,2.021994612398179e-08,1.762859481772194e-10,-1.5135024726490323e-14,1.3079302054270312e-09,5.730788989625154e-10,-4.2715546088332066e-15
700,6.868938541481842e-05,0.00016200087897276703,-9.579460567538877e-09,3.4993601385519327e-10,-1.1702752605430231e-14,1.9535283941327325e-08,5.197752367839282e-09,-1.603216809192458e-06,-2.8635280701404028e-05,-1.4434733032149704e-07,-1.1651377596765857e-05,5.859713717733434e-07,3.389693143948903e-07,2.1708810532009006e-05,2.3285033823856114e-07,6.307215402336278e-08,6.467371470347184e-05,5.84261334872369e-08,2.2461211983886085e-08,2.2432213034591244e-10,-1.6973040441221164e-14,1.270944668622519e-09,3.5251357035608087e-10,-1.3904839542036086e-15
800,0.00010935450149089811,0.00017726164132207467,9.352794480372632e-09,7.541823538525558e-10,-1.3616571004899156e-15,4.336165422403835e-08,5.935033998076746e-09,-1.0508230451158936e-06,6.837515957654528e-05,-1.8961378936382285e-07,1.8655044163282776e-05,7.04492732179929e-07,3.578605750429278e-07,2.6722322004552064e-05,3.0188866203525015e-07,6.415623889351148e-08,4.1286423979412394e-05,3.9389591254111316e-08,2.0742237349883636e-08,1.9058278025413426e-10,4.926892228169067e-14,2.1196839845970403e-09,3.6816708771928773e-10,-9.326078883856558e-15
900,9.592896105243152e-05,0.00014626979942561626,-1.280089378927917e-08,7.470299518414985e-10,-8.465100183236317e-15,2.4433189441202623e-08,5.4049589453220145e-09,-1.4302537198880945e-07,-5.199439518357673e-06,-1.7113964705958554e-07,-3.435356195367092e-07,2.4935845420319887e-07,3.775654055925059e-07,2.6231961314412066e-05,2.261536295144485e-07,6.441707267213544e-08,7.718618853299998e-05,7.02965266874125e-08,2.4516074875961107e-08,2.5524666356110635e-10,-7.965278000789914e-15,3.3785834440250457e-09,3.067567090350061e-10,1.8864042476996596e-15
