milliseconds,Mdm2,p53,Mdm2_p53,Mdm2_mRNA,p53_mRNA,ATMA,ATMI,p53_P,Mdm2_P,damDNA,p53deg,p53syn,mdm2deg,mdm2syn,Mdm2mRNAdeg,Mdm2mRNAsyn,totp53,totMdm2
0,5.0,5.0,95.0,10.0,10.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0
100,5.005335425425706,5.0032197507554335,94.99494295783312,9.999950016346586,10.0,0.0,200.0,0.0,0.0,0.0,0.007837291411469806,0.005999999999999998,0.00021661550412309394,0.0004949987629267333,9.999975008620878e-05,5.001609667042056e-05,99.99816270858855,100.00027838325883
200,5.010665253600244,5.006434554517712,94.98989127957786,9.999900065358437,10.0,0.0,200.0,0.0,0.0,0.0,0.015674165904460892,0.012,0.0004334618746601305,0.000989995052731484,0.00019999900055181496,0.0001000643589881941,99.99632583409557,100.0005565331781
300,5.0159894876404545,5.0096444136405305,94.98484496238858,9.99985014698002,10.0,0.0,200.0,0.0,0.0,0.0,0.023510623970935587,0.018000000000000002,0.0006505388422099811,0.0014849888711984153,0.00029999775175725555,0.00015014473177663257,99.99448937602911,100.00083445002903
400,5.021308129770519,5.012849329808078,94.97980400423296,9.999800261172096,10.0,0.0,200.0,0.0,0.0,0.0,0.031346665958992465,0.024,0.0008678462161446449,0.0019799802195929845,0.00039999600395817863,0.00020025717605324839,99.99265333404104,100.00111213400348
500,5.026621190061273,5.016049310677392,94.97476839589797,9.999750407759425,10.0,0.0,200.0,0.0,0.0,0.0,0.03918229342466745,0.030000000000000006,0.001085383144355664,0.0024749691035689594,0.0004999937582967594,0.0002504015177200268,99.99081770657536,100.00138958595925
600,5.031928667623877,5.019244355576351,94.96973813819542,9.99970058675777,10.0,0.0,200.0,0.0,0.0,0.0,0.047017506228253056,0.036000000000000004,0.001303149703347519,0.0029699555226196106,0.0005999910146706284,0.000300577772440205,99.98898249377177,100.0016668058193
700,5.037230561588958,5.022434463847366,94.96471323191945,9.999650798182541,10.0,0.0,200.0,0.0,0.0,0.0,0.05485230423322318,0.04200000000000001,0.0015211459678825953,0.003464939476249702,0.0006999877729797377,0.00035078595551872946,99.98714769576681,100.0019437935084
800,5.042526871717298,5.025619635311686,94.95969367728775,9.99960104203815,10.0,0.0,200.0,0.0,0.0,0.0,0.0626866874005979,0.04800000000000001,0.0017393719593056492,0.003959920964318357,0.0007999840331956278,0.00040102607134408685,99.98531331259943,100.00222054900505
900,5.0478176000646835,5.028799871543637,94.95467947241565,9.99955131828967,10.0,0.0,200.0,0.0,0.0,0.0,0.07052065604075358,0.05400000000000001,0.0019578275076588296,0.004454899987951051,0.0008999797955456669,0.00045129808521363524,99.98347934395929,100.00249707248034
1000,5.053102762599717,5.031975184745092,94.94967060267301,9.999501626663639,10.0,0.0,200.0,0.0,0.0,0.0,0.07835421258194002,0.060000000000000005,0.002176511283266351,0.004949876555950137,0.0009999750618081087,0.0005016017254458236,99.9816457874181,100.00277336527273
1100,5.058382351849111,5.03514556921143,94.94466707490464,9.999451967288502,10.0,0.0,200.0,0.0,0.0,0.0,0.08618735588397353,0.066,0.0023954239104767906,0.005444850664183092,0.0010999698311480995,0.0005519371196480555,99.97981264411607,100.00304942675375
1200,5.063656369479572,5.038311026219772,94.93966888758227,9.999402340135997,10.0,0.0,200.0,0.0,0.0,0.0,0.09402008619800302,0.07200000000000001,0.0026145652517643994,0.005939822313560699,0.0011999641037496362,0.0006023042397449246,99.97797991380205,100.00332525706185
1300,5.06892481715781,5.041471557047241,94.93467603917762,9.999352745177866,10.0,0.0,200.0,0.0,0.0,0.0,0.10185240377517744,0.07800000000000001,0.002833935169603427,0.006434791504993745,0.0012999578797967162,0.0006527030576610244,99.97614759622486,100.00360085633542
1400,5.07418770008545,5.044627165700938,94.92968852491352,9.999303182327388,10.0,0.0,200.0,0.0,0.0,0.0,0.1096843093855956,0.08400000000000002,0.0030535332423444403,0.006929758241260213,0.0013999511598505477,0.000703133487236086,99.97431569061445,100.00387622499896
1500,5.079445025837551,5.047777858020938,94.92470633783131,9.999253651458588,10.0,0.0,200.0,0.0,0.0,0.0,0.11751580414779125,0.09000000000000002,0.0032733588575708204,0.007424722526391763,0.0014999439447256086,0.0007535954033103257,99.97248419585225,100.00415136366887
1600,5.084696793161952,5.050923633030154,94.91972947908549,9.99920415259148,10.0,0.0,200.0,0.0,0.0,0.0,0.12534688788440423,0.09600000000000002,0.0034934121123643917,0.007919684359757394,0.001599936234294423,0.0008040888257703673,99.97065311211564,100.00442627224744
1700,5.089943004785888,5.054064492824741,94.91475794617303,9.999154685680264,10.0,0.0,200.0,0.0,0.0,0.0,0.13317756100227576,0.10200000000000002,0.0037136927839583125,0.008414643742828078,0.001699928028854157,0.0008546137091145306,99.96882243899776,100.00470095095892
1800,5.0951836634365915,5.057200439500853,94.90979173659095,9.999105250679142,10.0,0.0,200.0,0.0,0.0,0.0,0.141007823908247,0.10800000000000003,0.003934200649585738,0.008909600677074785,0.0017999193287019765,0.0009051700078411347,99.9669921760918,100.00497540002753
1900,5.100418773901943,5.0603314768071215,94.90483084592051,9.999055847512622,10.0,0.0,200.0,0.0,0.0,0.0,0.14883767727240227,0.11400000000000002,0.004154935342464105,0.00940455516488238,0.0018999101343196729,0.0009557576469391111,99.96516232272764,100.00524961982245
2000,5.105648339662318,5.063457607443657,94.89987527095859,9.999006476124052,10.0,0.0,200.0,0.0,0.0,0.0,0.1566671215977948,0.12000000000000001,0.0043758965871906075,0.009899507208055857,0.0019999004460718906,0.0010063765701214635,99.96333287840224,100.00552361062091
2100,5.110872362918607,5.06657883308453,94.89492500969148,9.998957136475218,10.0,0.0,200.0,0.0,0.0,0.0,0.1644961572240266,0.126,0.004597084197783806,0.010394456807832755,0.0020998902642086377,0.0010570267394239853,99.96150384277601,100.00579737261009
2200,5.116090846755926,5.069695156112889,94.88998005928349,9.998907828515163,10.0,0.0,200.0,0.0,0.0,0.0,0.17232478460365763,0.132,0.0048184979264649375,0.010889403965842764,0.0021998795890591444,0.0011077081042199551,99.95967521539637,100.00607090603941
2300,5.12130379425939,5.072806578911881,94.8850404168989,9.998858552192933,10.0,0.0,200.0,0.0,0.0,0.0,0.1801530041892477,0.138,0.005040137525455244,0.011384348683715576,0.0022998684209526417,0.0011584206138826522,99.95784699581078,100.0063442111583
2400,5.126511209303759,5.075913104691857,94.88010607889872,9.998809307460121,10.0,0.0,200.0,0.0,0.0,0.0,0.18798081640947165,0.14400000000000002,0.005262002760444957,0.01187929096287425,0.002399856760176616,0.001209164220293144,99.95601918359057,100.00661728820248
2500,5.131713094681907,5.079014735529823,94.8751770427445,9.998760094264826,10.0,0.0,200.0,0.0,0.0,0.0,0.1958082217257291,0.15000000000000002,0.005484093378670531,0.01237423080502495,0.0024998446070757475,0.0012599388718965935,99.95419177827432,100.00689013742641
2600,5.136909453424498,5.082111473751882,94.87025330565594,9.998710912555916,10.0,0.0,200.0,0.0,0.0,0.0,0.20363522059222702,0.156,0.005706409131424393,0.012869168211811617,0.002599831961982145,0.0013107445178933445,99.95236477940782,100.00716275908043
2700,5.142100288654805,5.085203321781156,94.86533486475852,9.998661762282559,10.0,0.0,200.0,0.0,0.0,0.0,0.21146181346037127,0.162,0.005928949771578632,0.013364103184853964,0.0026998188252230233,0.0013615811077778578,99.95053818653967,100.00743515341333
2800,5.1472856034961,5.088290282040765,94.86042171717772,9.998612643393923,10.0,0.0,200.0,0.0,0.0,0.0,0.21928800078156746,0.168,0.006151715052005332,0.013859035725771695,0.0027998051971255948,0.001412448591044593,99.94871199921847,100.00770732067382
2900,5.152465401071658,5.091372356953827,94.855513860039,9.998563555839175,10.0,0.0,200.0,0.0,0.0,0.0,0.22711378300722138,0.17400000000000002,0.0063747047255765825,0.014353965836184514,0.002899791078017074,0.001463346917188011,99.94688621699282,100.00797926111065
3000,5.157639684504752,5.094449548943464,94.85061129046784,9.998514499567483,10.0,0.0,200.0,0.0,0.0,0.0,0.23493916058873876,0.18000000000000002,0.006597918545164471,0.014848893517712134,0.0029997764682246734,0.001514276035702572,99.9450608394113,100.0082509749726
3100,5.162808459134978,5.097521863275273,94.84571400314928,9.998465474572592,10.0,0.0,200.0,0.0,0.0,0.0,0.24276413357549584,0.186,0.006821356485702389,0.015343818769910244,0.0030997613676586365,0.001565235940246046,99.94323586642456,100.00852246228426
3200,5.1679717281109285,5.1005893024048445,94.8408219951809,9.99841648080418,10.0,0.0,200.0,0.0,0.0,0.0,0.25058870241430586,0.192,0.00704501830259904,0.015838741594374983,0.0031997457766414117,0.0016162265808173735,99.94141129758574,100.00879372329183
3300,5.173129493304256,5.103651867150074,94.83593526506637,9.998367518186239,10.0,0.0,200.0,0.0,0.0,0.0,0.2584128677836117,0.198,0.0072689036233224225,0.016333661993891656,0.003299729695735689,0.0016672478819707854,99.93958713221645,100.00906475837063
3400,5.17828175785295,5.106709559952951,94.83105380991495,9.998318586668232,10.0,0.0,200.0,0.0,0.0,0.0,0.26623663013215004,0.20400000000000001,0.007493012202218913,0.016828579970066267,0.0033997131252659135,0.001718299793493948,99.9377633698679,100.00933556776789
3500,5.183428524894998,5.109762383255469,94.82617762683593,9.998269686199622,10.0,0.0,200.0,0.0,0.0,0.0,0.2740599899086573,0.21000000000000002,0.007717343793634892,0.017323495524504823,0.0034996960655565307,0.0017693822651745268,99.9359400100914,100.00960615173092
3600,5.188569797568387,5.112810339499618,94.82130671293856,9.998220816729873,10.0,0.0,200.0,0.0,0.0,0.0,0.2818829475618702,0.21600000000000003,0.007941898151916734,0.017818408658813324,0.0035996785169319858,0.0018204952468001872,99.93411705243818,100.00987651050696
3700,5.193705579011104,5.115853431127391,94.81644106533214,9.998171978208447,10.0,0.0,200.0,0.0,0.0,0.0,0.2897055035405254,0.22200000000000003,0.008166675031410824,0.018313319374597778,0.003699660479716724,0.0018716386881585953,99.93229449645953,100.01014664434325
3800,5.19883587236114,5.118891660580778,94.81158068112592,9.998123170584806,10.0,0.0,200.0,0.0,0.0,0.0,0.2975276582933594,0.22800000000000004,0.008391674186463534,0.018808227673464184,0.0037996419542351903,0.001922812539037417,99.93047234170669,100.01041655348706
3900,5.20396068075648,5.121925030301772,94.80672555742917,9.998074393808416,10.0,0.0,200.0,0.0,0.0,0.0,0.30534941226910894,0.23400000000000004,0.008616895371421247,0.019303133557018553,0.00389962294081183,0.0019740167492243174,99.92865058773094,100.01068623818566
4000,5.209080007335112,5.124953542732364,94.80187569135119,9.99802564782874,10.0,0.0,200.0,0.0,0.0,0.0,0.3131707659165105,0.24000000000000002,0.008842338340630338,0.01979803702686688,0.0039996034397710885,0.002025251268506963,99.92682923408356,100.0109556986863
4100,5.214193855235025,5.127977200314545,94.7970310800012,9.99797693259524,10.0,0.0,200.0,0.0,0.0,0.0,0.32099171968430074,0.246,0.009068002848437189,0.02029293808461518,0.004099583451437411,0.0020765160466730184,99.92500828031575,100.01122493523623
4200,5.219302227594206,5.1309960054903065,94.79219172048853,9.997928248057379,10.0,0.0,200.0,0.0,0.0,0.0,0.3288122740212164,0.252,0.009293888649188177,0.02078783673186945,0.004199562976135244,0.0021278110335101507,99.92318772597883,100.01149394808274
4300,5.224405127550643,5.134009960701642,94.78735760992242,9.99787959416462,10.0,0.0,200.0,0.0,0.0,0.0,0.33663242937599386,0.258,0.00951999549722968,0.021282732970235693,0.00429954201418903,0.002179136178806024,99.92136757062407,100.01176273747306
4400,5.229502558242323,5.13701906839054,94.78252874541215,9.99783097086643,10.0,0.0,200.0,0.0,0.0,0.0,0.34445218619736984,0.264,0.009746323146908074,0.021777626801319918,0.004399520565923217,0.002230491432348306,99.9195478138027,100.01203130365447
4500,5.234594522807235,5.140023330998994,94.77770512406698,9.997782378112266,10.0,0.0,200.0,0.0,0.0,0.0,0.3522715449340811,0.27,0.009972871352569744,0.022272518226728127,0.004499498631662249,0.0022818767439246605,99.91772845506598,100.01229964687423
4600,5.2396810243833665,5.143022750968996,94.77288674299619,9.997733815851596,10.0,0.0,200.0,0.0,0.0,0.0,0.36009050603486403,0.276,0.010199639868561062,0.02276740724806632,0.0045994762117305705,0.0023332920633227544,99.91590949396519,100.01256776737956
4700,5.244762066108704,5.146017330742535,94.76807359930906,9.997685284033881,10.0,0.0,200.0,0.0,0.0,0.0,0.36790906994845535,0.28200000000000003,0.01042662844922841,0.02326229386694051,0.004699453306452629,0.0023847373403302536,99.9140909300516,100.01283566541777
4800,5.249837651121237,5.149007072761606,94.76326569011485,9.997636782608586,10.0,0.0,200.0,0.0,0.0,0.0,0.37572723712359163,0.28800000000000003,0.010653836848918165,0.023757178084956688,0.004799429916152868,0.0024362125247348225,99.91227276287646,100.01310334123609
4900,5.254907782558953,5.151991979468198,94.75846301252285,9.997588311525172,10.0,0.0,200.0,0.0,0.0,0.0,0.38354500800900954,0.29400000000000004,0.010881264821976707,0.024252059903720875,0.004899406041155733,0.002487717566324128,99.91045499199105,100.01337079508181
5000,5.259972463559839,5.154972053304303,94.7536655636423,9.997539870733105,10.0,0.0,200.0,0.0,0.0,0.0,0.3913623830534456,0.30000000000000004,0.011108912122750413,0.024746939324839057,0.004999381681785669,0.0025392524148858354,99.9086376169466,100.01363802720213
