miliseconds,Ctelo,Utelo,Cdc13,Rad17Utelo,Rad17,Rad24,RPA,Mec1,ssDNA,RPAssDNA,RPAssDNA1,RPAssDNA2,Mec1RPAssDNA,ExoXI,ExoXA,Exo1I,Exo1A,Rad9I,Rad9A,Rad53I,Rad53A,Chk1I,Chk1A,Dun1I,Dun1A,ATP,ADP,Rad9Kin,recovery,G1,S,G2,M,G1cyclin,Scyclin,G2cyclin,Mcyclin,G1CdkI,G1CdkA,SCdkI,SCdkA,G2CdkI,G2CdkA,MCdkI,MCdkA,G1Soff,G1Son,SG2off,SG2on,G2Moff,G2Mon,MG1off,MG1on,budscar
4100,63.924653106288226,0.0759243598902809,300.0758910827341,8.36077626169352e-06,69.9999915246932,70.0,3999.9997462359142,3999.9999999985394,4.4917682793593967e-05,2.0925031576875897e-10,0.00025345213214826974,8.339917077876091e-07,1.547953594559699e-09,69.99999622101164,3.7374657967076924e-06,580.4137414663401,89.50035892478282,20.0,0.0,6900.0,0.0,60.0,0.0,3000.0,0.0,9999.999991825902,1000.0000083072748,0.0,0.0,1.0,0.0,0.0,0.0,0.6616042889852938,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
4200,63.92272139025391,0.07588290756346056,300.0765732183672,8.875541629364132e-06,69.99999135757866,70.0,3999.9997246022717,3999.9999999980796,4.781093527973251e-05,2.6353822489550946e-10,0.0002729616904779218,9.656611462647245e-07,1.965803470140943e-09,69.99999596386102,3.906918536989642e-06,578.3765928332957,90.2405317036392,20.0,0.0,6900.0,0.0,60.0,0.0,3000.0,0.0,9999.999991297229,1000.0000088938439,0.0,0.0,1.0,0.0,0.0,0.0,0.6820854891770177,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
4300,63.921680234838426,0.07853324491438422,300.07890143437845,9.033613137989695e-06,69.99999097033475,70.0,3999.99970639069,3999.9999999977013,5.023176155608501e-05,3.06911645167799e-10,0.00028887442215938075,1.0875689177854128e-06,2.439114757766717e-09,69.99999582271349,4.234864458466589e-06,576.5368960937672,93.79440158169194,20.0,0.0,6900.0,0.0,60.0,0.0,3000.0,0.0,9999.99999093506,1000.0000092318132,0.0,0.0,1.0,0.0,0.0,0.0,0.6840393853600312,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
4400,63.91957782267385,0.07895511215602717,300.079350278034,9.465736578519436e-06,69.99999057339555,70.0,3999.9996912942556,3999.9999999971046,5.141716519006847e-05,3.534967614796745e-10,0.00031574604881913786,1.2111032612539623e-06,2.9575408748263557e-09,69.99999565292494,4.447717989199179e-06,573.7935662334969,94.3191040827671,20.0,0.0,6900.0,0.0,60.0,0.0,3000.0,0.0,9999.999990411305,1000.0000095466061,0.0,0.0,1.0,0.0,0.0,0.0,0.6926202497372822,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
4500,63.91820163805264,0.08136278326685922,300.08104738770476,9.803095966201364e-06,69.99999003282065,70.0,3999.9996681400144,3999.999999996392,5.416354542423316e-05,4.240194860971743e-10,0.0003414887771234197,1.426488433249607e-06,3.53056294322081e-09,69.99999535907914,4.596609867344776e-06,571.0688052162145,96.41869608791887,20.0,0.0,6900.0,0.0,60.0,0.0,3000.0,0.0,9999.999990266491,1000.0000099218539,0.0,0.0,1.0,0.0,0.0,0.0,0.7248202882453683,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
4600,63.9185682216461,0.08251997898164548,300.08248807139825,1.0380382999293183e-05,69.99998989676293,70.0,3999.9996386841785,3999.9999999956394,5.5016582719886575e-05,5.064445926265103e-10,0.0003560402366302637,1.5741336906388487e-06,4.2621829405692336e-09,69.99999506563515,4.826925002981908e-06,571.0603466779238,100.55815288821397,20.0,0.0,6900.0,0.0,60.0,0.0,3000.0,0.0,9999.99998966907,1000.0000102306626,0.0,0.0,1.0,0.0,0.0,0.0,0.7221864096244985,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
4700,63.91734680273676,0.08332472328844487,300.0833905416163,1.080257717774851e-05,69.99998928306238,70.0,3999.999621829991,3999.9999999948277,5.810665032813712e-05,5.859762002383405e-10,0.0003755396806725669,1.8034762953448513e-06,5.1902969406533744e-09,69.9999949186647,5.188287461750322e-06,569.7735226198822,102.38984158812666,20.0,0.0,6900.0,0.0,60.0,0.0,3000.0,0.0,9999.99998947402,1000.0000106089115,0.0,0.0,1.0,0.0,0.0,0.0,0.7500465755508737,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
4800,63.91696208683875,0.08463507535592578,300.0837484155432,1.1230218294489885e-05,69.99998881434931,70.0,3999.999598788701,3999.9999999939123,5.9789499365635566e-05,6.963172588645358e-10,0.00039829303898960894,2.060160340116383e-06,6.14764103008073e-09,69.99999462160885,5.309098411428976e-06,565.0213322910488,102.62784617420388,20.0,0.0,6900.0,0.0,60.0,0.0,3000.0,0.0,9999.999988902768,1000.0000109712505,0.0,0.0,1.0,0.0,0.0,0.0,0.7734617809798366,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
4900,63.91574613135957,0.0858773091200797,300.0857910610314,1.1625461776108523e-05,69.99998861492554,70.0,3999.9995778770976,3999.999999992547,6.282106536364653e-05,8.149305820343293e-10,0.0004288847234717706,2.2647671103033736e-06,7.349309067533903e-09,69.99999447043405,5.540847568571016e-06,563.7182369282631,107.03971080284994,20.0,0.0,6900.0,0.0,60.0,0.0,3000.0,0.0,9999.99998832874,1000.0000114144991,0.0,0.0,1.0,0.0,0.0,0.0,0.772174274379817,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
5000,63.91295948353365,0.08643053770447273,300.08702874682797,1.1999456681906124e-05,69.99998824301862,70.0,3999.9995486730872,3999.9999999913216,6.46059893493975e-05,9.373313153067395e-10,0.0004545435982226722,2.525489415539285e-06,8.668917377630563e-09,69.9999941103081,5.766876976370805e-06,561.4886735806527,108.41209466276756,20.0,0.0,6900.0,0.0,60.0,0.0,3000.0,0.0,9999.9999880475,1000.0000119198227,0.0,0.0,1.0,0.0,0.0,0.0,0.7933282016129345,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
