miliseconds,Ctelo,Utelo,Cdc13,Rad17Utelo,Rad17,Rad24,RPA,Mec1,ssDNA,RPAssDNA,RPAssDNA1,RPAssDNA2,Mec1RPAssDNA,ExoXI,ExoXA,Exo1I,Exo1A,Rad9I,Rad9A,Rad53I,Rad53A,Chk1I,Chk1A,Dun1I,Dun1A,ATP,ADP,Rad9Kin,recovery,G1,S,G2,M,G1cyclin,Scyclin,G2cyclin,Mcyclin,G1CdkI,G1CdkA,SCdkI,SCdkA,G2CdkI,G2CdkA,MCdkI,MCdkA,G1Soff,G1Son,SG2off,SG2on,G2Moff,G2Mon,MG1off,MG1on,budscar
0,63.99883095209899,-0.0011518284422008247,299.9999606679392,-6.525981199533444e-09,69.99999987030893,70.0,3999.9999960488167,3999.9999999999272,9.808563560661214e-07,-7.47085276441246e-12,-2.7313624019135264e-06,-3.5959530729022653e-09,-5.5597362310660064e-11,69.99999992800716,-6.787974178263902e-08,670.7282544362918,-0.04760123643686173,20.0,0.0,6900.0,0.0,60.0,0.0,3000.0,0.0,10000.000000105623,1000.0000000649693,0.0,0.0,1.0,0.0,0.0,0.0,-0.0007426359053060062,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
100,63.997380898256154,0.002052340254689218,300.00309303002075,2.84535389715321e-09,69.99999988932659,70.0,4000.000005818933,3999.9999999999823,-9.672820011777872e-07,1.9178826501567166e-12,5.324386712585545e-06,1.9694751299793824e-08,2.5179038833161465e-11,69.99999997879485,-5.6691529774774957e-08,669.0489399949818,3.6328386765617755,20.0,0.0,6900.0,0.0,60.0,0.0,3000.0,0.0,10000.000000061833,1000.0000000152176,0.0,0.0,1.0,0.0,0.0,0.0,0.024885277982288713,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
200,63.99481207931497,0.005690905192937131,300.00523874902393,9.5990128266973e-08,69.99999991925864,70.0,4000.000002322599,4000.0000000000864,6.909334677710314e-07,8.076549149700848e-12,-4.529448145735378e-06,2.824357008991464e-08,2.1564677435917975e-11,69.99999998346237,-6.239411584349415e-08,663.7664049883618,5.708959672559561,20.0,0.0,6900.0,0.0,60.0,0.0,3000.0,0.0,10000.000000052609,999.9999998444446,0.0,0.0,1.0,0.0,0.0,0.0,0.030029617943835733,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
300,63.99311189588545,0.008233449425100266,300.00626908030125,-2.7892609644343285e-08,69.99999992067552,70.0,4000.0000011065745,3999.9999999999372,9.061000745428336e-07,4.6618492172549895e-12,3.908763848499825e-08,-3.213988847178777e-08,5.353888301439218e-11,70.00000001856893,-5.5068658885572535e-08,662.4446158886216,7.399832083214511,20.0,0.0,6900.0,0.0,60.0,0.0,3000.0,0.0,9999.999999865739,1000.0000000652781,0.0,0.0,1.0,0.0,0.0,0.0,0.04627103257133225,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
400,63.99062453125324,0.008529074791253043,300.01013838847933,2.1573339626793372e-07,69.99999999134047,70.0,3999.9999985662994,4000.00000000001,1.0072869751711048e-06,8.425966639935802e-12,2.0993090085919507e-06,-2.2220461435283635e-08,8.413822754501473e-12,70.00000007804772,-7.441381799415072e-08,661.1196731170486,9.639213305616371,20.0,0.0,6900.0,0.0,60.0,0.0,3000.0,0.0,9999.999999755966,1000.0000001628766,0.0,0.0,1.0,0.0,0.0,0.0,0.06579541574416219,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
500,63.988490794280814,0.011178910070202382,300.0112210903704,2.687552829923093e-07,69.9999997422785,70.0,4000.0000050887493,3999.9999999999523,-1.7827434248516252e-07,-4.521366052012143e-12,6.921530434900785e-06,2.133145756932876e-09,5.383392416580488e-11,69.9999999915038,8.707273174818253e-08,658.8741569784133,11.62625991719852,20.0,0.0,6900.0,0.0,60.0,0.0,3000.0,0.0,9999.999999886013,1000.0000000141654,0.0,0.0,1.0,0.0,0.0,0.0,0.08608937604088136,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
600,63.986714162619215,0.014917730282240903,300.01324421741833,2.659089103914964e-07,69.99999961035927,70.0,3999.999993810811,3999.999999999916,4.643818900369486e-07,-6.8371584802667755e-12,-4.077691811958967e-06,2.4413239889143318e-08,2.38907401676557e-11,69.9999999035841,8.329026091132899e-08,656.5599261772013,13.1943683200884,20.0,0.0,6900.0,0.0,60.0,0.0,3000.0,0.0,9999.999999711925,1000.0000002824216,0.0,0.0,1.0,0.0,0.0,0.0,0.10019296102950907,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
700,63.98344739777203,0.017643823627868475,300.0157731408073,3.6581978665553076e-07,69.99999984407123,70.0,4000.000001852867,3999.9999999999995,1.1458338372752318e-06,7.307459357325407e-12,6.269571716495489e-06,-8.672717323659854e-09,-5.1865351294843604e-12,69.99999988878078,8.052104398876301e-08,652.229556194135,15.31912462453404,20.0,0.0,6900.0,0.0,60.0,0.0,3000.0,0.0,9999.999999867454,1000.0000002816677,0.0,0.0,1.0,0.0,0.0,0.0,0.12154016127770739,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
800,63.98056042904252,0.019809288603010455,300.0177866471229,2.784635106115482e-07,69.99999967212189,70.0,3999.9999990856686,4000.000000000098,5.409398455979394e-07,2.7838071294253965e-12,-2.9460535374164797e-06,-3.0808013426641557e-08,-1.5587283515740905e-11,69.99999996352146,5.4813931847156685e-08,652.8210254472017,18.368921816321667,20.0,0.0,6900.0,0.0,60.0,0.0,3000.0,0.0,9999.999999508394,1000.0000003166953,0.0,0.0,1.0,0.0,0.0,0.0,0.12567408846896833,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
900,63.97933691354197,0.02019114579094057,300.0195058042378,3.1044005062232267e-07,69.99999968057188,70.0,4000.0000038516446,4000.0000000000728,1.6208805475384814e-06,2.4852540898013894e-12,4.8355572247307825e-06,1.7562928977739174e-08,1.4096153421362761e-11,69.9999999369619,1.3309738271354127e-07,649.7761071481084,21.86498695769684,20.0,0.0,6900.0,0.0,60.0,0.0,3000.0,0.0,9999.999999465177,1000.0000005772307,0.0,0.0,1.0,0.0,0.0,0.0,0.13758688441231798,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
1000,63.97817475933484,0.023860122281442683,300.0239515681056,6.7454272732176e-07,69.99999958103932,70.0,3999.9999921499502,3999.9999999999577,2.675136352502124e-06,7.731421794582224e-12,6.936022964161666e-06,-3.272956471064809e-08,2.4813979199795747e-11,69.99999993910082,3.433326857849711e-08,647.6341425198768,22.45171229677454,20.0,0.0,6900.0,0.0,60.0,0.0,3000.0,0.0,9999.999999450083,1000.0000004101987,0.0,0.0,1.0,0.0,0.0,0.0,0.16135484235903258,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
1100,63.97423408257864,0.02585222521722444,300.0238277766115,6.004657237542237e-07,69.99999924449175,70.0,3999.9999940663374,4000.0000000000587,3.606800285746602e-06,-7.573209560173234e-13,9.563410783795661e-06,-2.824177408273666e-09,7.66071620805255e-11,69.99999980032851,1.366524590164446e-07,644.5887147161623,24.539124710090007,20.0,0.0,6900.0,0.0,60.0,0.0,3000.0,0.0,9999.999999408587,1000.0000008444792,0.0,0.0,1.0,0.0,0.0,0.0,0.17931414865445475,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
1200,63.97351414133857,0.026930475681654353,300.0258594230244,7.470623710999613e-07,69.99999900582768,70.0,3999.999995321794,4000.000000000055,2.9383275959331446e-06,-4.877847706858717e-12,3.931220410005796e-06,8.816455642416552e-09,7.375179346551798e-11,69.99999979517,1.40030667261881e-07,642.7432142245578,26.764972538170223,20.0,0.0,6900.0,0.0,60.0,0.0,3000.0,0.0,9999.99999929267,1000.0000006472696,0.0,0.0,1.0,0.0,0.0,0.0,0.1847282789815555,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
1300,63.970976018571356,0.028829934147661107,300.02935500886605,7.74207866861401e-07,69.99999916607291,70.0,3999.9999927485123,3999.999999999938,5.132977394914166e-06,1.0954564806536393e-11,1.18135051187911e-06,-9.094758489158238e-09,8.330804475528483e-11,69.9999998414339,1.9809527312524244e-07,640.6061799561635,29.83464764150623,20.0,0.0,6900.0,0.0,60.0,0.0,3000.0,0.0,9999.999999047774,1000.0000009064529,0.0,0.0,1.0,0.0,0.0,0.0,0.19792100200144655,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
1400,63.9679851657129,0.03172066455036596,300.0315575390327,1.2653435821522407e-06,69.99999902862658,70.0,3999.9999903146404,4000.000000000039,5.809509107562504e-06,1.0781512188348574e-11,8.74935081533813e-06,4.413383427074589e-09,9.544554334448659e-11,69.99999969484938,3.5108007531700976e-07,636.8129901528234,32.89971036337844,20.0,0.0,6900.0,0.0,60.0,0.0,3000.0,0.0,9999.999998759007,1000.0000012646819,0.0,0.0,1.0,0.0,0.0,0.0,0.23156808961021677,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
1500,63.96757067316105,0.03415944237184537,300.0338574216214,1.1263493884651453e-06,69.99999881978385,70.0,3999.9999893608456,3999.999999999914,6.490960795779501e-06,-1.049098261757155e-11,5.8178956170880545e-06,-1.5602680402671606e-08,-4.6711956967335844e-11,69.99999966195432,2.936954269109621e-07,635.1883140631772,33.12204417015521,20.0,0.0,6900.0,0.0,60.0,0.0,3000.0,0.0,9999.999998731248,1000.0000011066746,0.0,0.0,1.0,0.0,0.0,0.0,0.23770376808934723,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
1600,63.964654120499674,0.03378065285359863,300.0358148087173,1.5370884750100582e-06,69.99999860085495,70.0,3999.9999873425954,3999.9999999999873,8.111316874650248e-06,2.6796631079540206e-12,1.0683475648157548e-05,1.8663790198739433e-08,2.671515364700659e-11,69.9999996835991,3.943165249653117e-07,631.8715931704171,36.98899453395444,20.0,0.0,6900.0,0.0,60.0,0.0,3000.0,0.0,9999.999998555164,1000.000001370901,0.0,0.0,1.0,0.0,0.0,0.0,0.2618215907975888,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
