miliseconds,Ctelo,Utelo,Cdc13,Rad17Utelo,Rad17,Rad24,RPA,Mec1,ssDNA,RPAssDNA,RPAssDNA1,RPAssDNA2,Mec1RPAssDNA,ExoXI,ExoXA,Exo1I,Exo1A,Rad9I,Rad9A,Rad53I,Rad53A,Chk1I,Chk1A,Dun1I,Dun1A,ATP,ADP,Rad9Kin,recovery,G1,S,G2,M,G1cyclin,Scyclin,G2cyclin,Mcyclin,G1CdkI,G1CdkA,SCdkI,SCdkA,G2CdkI,G2CdkA,MCdkI,MCdkA,G1Soff,G1Son,SG2off,SG2on,G2Moff,G2Mon,MG1off,MG1on,budscar
4100,63.92524348736044,0.07432675059388323,300.074354484037,5.549477743092639e-06,69.99999440222813,70.0,3999.9997421182843,3999.999999998474,4.617304157774467e-05,2.0726414299880714e-10,0.0002564276605030288,8.193856536951537e-07,1.5186682423276316e-09,69.99999733388005,2.6631659447600184e-06,579.3933679537407,90.53433985194437,20.0,0.0,6900.0,0.0,60.0,0.0,3000.0,0.0,9999.99999178668,1000.0000082682278,0.0,1.0,1.0,0.0,0.0,0.0,0.6627284292801093,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
4200,63.922050640880535,0.07620549082782793,300.0778463498913,5.8387499965024195e-06,69.99999424142214,70.0,3999.999720712142,3999.9999999981337,4.762588562437555e-05,2.477560277926168e-10,0.0002803999136080618,9.708278873246228e-07,1.8965576527491802e-09,69.99999721326452,2.879021579554123e-06,578.3490120712299,93.25899731555414,20.0,0.0,6900.0,0.0,60.0,0.0,3000.0,0.0,9999.999991405452,1000.0000088485788,0.0,1.0,1.0,0.0,0.0,0.0,0.6801954172005342,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
4300,63.921769034471495,0.07881302140276135,300.0790477034963,6.142883999786728e-06,69.99999397091234,70.0,3999.999704902883,3999.9999999975894,4.9274700366818295e-05,2.9523721676207866e-10,0.00029091935184812024,1.0631156364060644e-06,2.2824831259726977e-09,69.99999702844977,2.993389584538448e-06,576.6638334202186,95.12646086531534,20.0,0.0,6900.0,0.0,60.0,0.0,3000.0,0.0,9999.99999084135,1000.0000089402345,0.0,1.0,1.0,0.0,0.0,0.0,0.6868563222349898,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
4400,63.92019552314959,0.07908266195970796,300.07969750579826,6.302664969103123e-06,69.9999936302251,70.0,3999.999680738926,3999.9999999971874,5.232848056287623e-05,3.6200050697521876e-10,0.00031497794933661196,1.2246274182841864e-06,2.843364856303737e-09,69.9999969305684,3.1107275044873666e-06,575.2331600911054,97.01736454729739,20.0,0.0,6900.0,0.0,60.0,0.0,3000.0,0.0,9999.999990517277,1000.0000095738383,0.0,1.0,1.0,0.0,0.0,0.0,0.6937814939034358,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
4500,63.91878425586154,0.08098798450009335,300.07969646490085,6.450412471699742e-06,69.99999353437578,70.0,3999.999663101267,3999.999999996526,5.414617234017378e-05,4.3064724819329254e-10,0.0003351592845146463,1.4074040662318532e-06,3.5748478585381625e-09,69.99999676341166,3.2333712823801696e-06,573.1262799201329,97.82418842837731,20.0,0.0,6900.0,0.0,60.0,0.0,3000.0,0.0,9999.999990073837,1000.0000097982216,0.0,1.0,1.0,0.0,0.0,0.0,0.7195759313544761,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
4600,63.91925586243212,0.082055099561504,300.08095713826805,6.6141845568676044e-06,69.99999324812656,70.0,3999.999646794039,3999.999999995641,5.615524142306513e-05,5.026816710468324e-10,0.00036136069791979294,1.583963612598795e-06,4.356174029832924e-09,69.99999666166028,3.3613566125625072e-06,570.4134824912461,100.57949844669521,20.0,0.0,6900.0,0.0,60.0,0.0,3000.0,0.0,9999.99998971965,1000.000010222527,0.0,1.0,1.0,0.0,0.0,0.0,0.7433906849966694,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
4700,63.91776161945536,0.08221308489308528,300.08303214924257,6.775108658766355e-06,69.99999310603718,70.0,3999.999613602265,3999.9999999948036,5.729737455253907e-05,5.929526124994907e-10,0.00037456312955386927,1.7988279687201638e-06,5.14812770794077e-09,69.99999655046877,3.4951142746358195e-06,568.6843371518089,100.21896136273212,20.0,0.0,6900.0,0.0,60.0,0.0,3000.0,0.0,9999.999989398711,1000.0000107470956,0.0,1.0,1.0,0.0,0.0,0.0,0.7498323396968148,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
4800,63.915207655834166,0.0839227035045046,300.08480752974634,7.157646883191589e-06,69.9999929347847,70.0,3999.9995923533793,3999.999999993883,5.918498547488605e-05,7.018676179924726e-10,0.00040053569625697383,2.0244530280808376e-06,6.203853771270481e-09,69.9999964390613,3.583279047403864e-06,565.1574204006893,102.88208505804515,20.0,0.0,6900.0,0.0,60.0,0.0,3000.0,0.0,9999.999988800368,1000.0000112449793,0.0,1.0,1.0,0.0,0.0,0.0,0.7624938795858713,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
4900,63.91480605260264,0.08526811977586231,300.0856430206349,7.3102918672617395e-06,69.99999273614246,70.0,3999.999566241365,3999.9999999925462,6.18219293419422e-05,8.159888305091758e-10,0.00043248755548941836,2.2735119601538996e-06,7.417640562813752e-09,69.99999629715109,3.7983519493776242e-06,563.4186270860334,105.27445491460591,20.0,0.0,6900.0,0.0,60.0,0.0,3000.0,0.0,9999.999988322306,1000.0000113330216,0.0,1.0,1.0,0.0,0.0,0.0,0.7774169756391199,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
5000,63.91300247514333,0.08572693793330066,300.085324185065,7.465823489008029e-06,69.99999261358657,70.0,3999.999551736275,3999.999999991187,6.425315501978056e-05,9.296893571121829e-10,0.0004520522812240666,2.5410446631775083e-06,8.713490572631592e-09,69.9999960677829,3.858001870297057e-06,563.6633271494278,106.89925684276287,20.0,0.0,6900.0,0.0,60.0,0.0,3000.0,0.0,9999.999988205589,1000.0000118271337,0.0,1.0,1.0,0.0,0.0,0.0,0.8005039485646951,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
