milliseconds,Ctelo,Utelo,Cdc13,Rad17Utelo,Rad17,Rad24,RPA,Mec1,ssDNA,RPAssDNA,RPAssDNA1,RPAssDNA2,Mec1RPAssDNA,ExoXI,ExoXA,Exo1I,Exo1A,Rad9I,Rad9A,Rad53I,Rad53A,Chk1I,Chk1A,Dun1I,Dun1A,ATP,ADP,Rad9Kin,recovery,G1,S,G2,M,G1cyclin,Scyclin,G2cyclin,Mcyclin,G1CdkI,G1CdkA,SCdkI,SCdkA,G2CdkI,G2CdkA,MCdkI,MCdkA,G1Soff,G1Son,SG2off,SG2on,G2Moff,G2Mon,MG1off,MG1on,budscar
1100,63.975227681419994,0.02467248098636443,300.0238580476786,7.081257775212973e-07,69.99999942101776,70.0,3999.999993850887,4000.0000000000055,2.334353914916618e-06,8.086988038100408e-12,8.238686487308857e-06,-1.931556343204306e-08,4.6202612327996934e-12,69.99999984654943,1.4787015518653274e-07,645.3530430145931,26.90897039904793,20.0,0.0,6900.0,0.0,60.0,0.0,3000.0,0.0,9999.999999384743,1000.0000005287454,0.0,1.0,1.0,0.0,0.0,0.0,0.17641251061986937,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
1200,63.972114174882684,0.026568588192365607,300.0281219870501,7.076954261153671e-07,69.9999993656401,70.0,3999.9999942046866,3999.999999999929,3.4125900136930185e-06,-2.9583151340134675e-12,7.3730319713005514e-06,2.8056483795005935e-08,5.064484306135251e-11,69.99999978760142,1.5102354742087054e-07,643.049294621235,27.235349063246776,20.0,0.0,6900.0,0.0,60.0,0.0,3000.0,0.0,9999.999999292882,1000.0000006806652,0.0,1.0,1.0,0.0,0.0,0.0,0.18691923392708087,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
1300,63.9709520503537,0.02934904558025984,300.0282514676573,8.332292691826845e-07,69.99999913130226,70.0,3999.999988103132,3999.999999999911,4.7915517375704595e-06,1.0837894403988527e-11,1.3332575124779246e-05,-2.7389036248089746e-08,-5.528053376674722e-11,69.99999983743433,2.529542281603653e-07,639.7959870562008,29.739402371536723,20.0,0.0,6900.0,0.0,60.0,0.0,3000.0,0.0,9999.999998919919,1000.0000010058468,0.0,1.0,1.0,0.0,0.0,0.0,0.19800658227064014,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
1400,63.96790131702781,0.03220967760427966,300.0300627267106,9.714587864815875e-07,69.99999906716818,70.0,3999.999989064358,4000.0000000000987,5.858155679167738e-06,-3.872625544067153e-12,1.4462875531581857e-05,2.8605765881634732e-08,4.230622933716288e-11,69.99999979356365,2.1554949025302303e-07,638.0848441053508,30.782905127761218,20.0,0.0,6900.0,0.0,60.0,0.0,3000.0,0.0,9999.999998786712,1000.0000011145132,0.0,1.0,1.0,0.0,0.0,0.0,0.2150907928604644,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
1500,63.96598869733946,0.03277838035182358,300.0320306455389,1.0219145786633133e-06,69.99999901573717,70.0,3999.9999941569167,4000.000000000053,5.8623749249452355e-06,-5.878995025162185e-13,1.5065847291395989e-05,1.7559740264756522e-08,1.0044379378765793e-10,69.99999967531787,2.71064849844416e-07,636.4248592386963,33.0552000295112,20.0,0.0,6900.0,0.0,60.0,0.0,3000.0,0.0,9999.999998814723,1000.000001113323,0.0,1.0,1.0,0.0,0.0,0.0,0.2359322878316974,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
1600,63.965005778274566,0.03584551985907622,300.0342517210091,1.33777412572282e-06,69.9999987803369,70.0,3999.999986727224,4000.0000000000964,7.205159434849393e-06,-8.623311235998627e-12,1.0372254657053028e-05,-2.4195316544177458e-09,-3.180567679489612e-11,69.99999962712228,3.545167114039096e-07,634.0342350068604,36.94278843129575,20.0,0.0,6900.0,0.0,60.0,0.0,3000.0,0.0,9999.99999846883,1000.000001485023,0.0,1.0,1.0,0.0,0.0,0.0,0.25774360342439046,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
1700,63.96223525066575,0.03629556046186077,300.036778178086,1.3413462218957755e-06,69.99999866612225,70.0,3999.9999851981233,4000.0000000000164,7.795247452480372e-06,1.116313554304869e-11,1.8821300849433437e-05,3.04405178935568e-08,-7.318165595245149e-11,69.99999956466432,3.3233255011582265e-07,631.1203453913524,40.201886099947785,20.0,0.0,6900.0,0.0,60.0,0.0,3000.0,0.0,9999.999998307563,1000.0000017868678,0.0,1.0,1.0,0.0,0.0,0.0,0.2825715976545823,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
1800,63.962027085862395,0.03984295402080455,300.03935775573626,1.5002802546283034e-06,69.99999854729067,70.0,3999.9999776000645,4000.000000000085,1.0131100436010843e-05,-7.94062587977484e-12,1.897334159502606e-05,-1.8262665826655967e-08,2.4682921909610083e-11,69.99999958013998,4.5266195088291666e-07,628.9986814213812,40.90448136542138,20.0,0.0,6900.0,0.0,60.0,0.0,3000.0,0.0,9999.999998039242,1000.0000018495757,0.0,1.0,1.0,0.0,0.0,0.0,0.28294789572109785,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
1900,63.95945628857843,0.040184470215429466,300.04186751577856,1.7372905262945252e-06,69.9999982827585,70.0,3999.999975080261,4000.000000000062,9.781156093717013e-06,9.545826328328748e-12,2.6202458512930346e-05,-1.4572671138486583e-08,-6.098395619594843e-11,69.999999527803,4.90562867065587e-07,625.6131243972694,44.17208040601027,20.0,0.0,6900.0,0.0,60.0,0.0,3000.0,0.0,9999.999998026778,1000.000001897238,0.0,1.0,1.0,0.0,0.0,0.0,0.31322429872420815,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
2000,63.95623358048506,0.04336172662369153,300.0433015014666,1.740547483776394e-06,69.9999980914814,70.0,3999.999966748048,4000.0000000000196,1.1334699743395038e-05,-2.5931538631492923e-12,2.9279073901667607e-05,2.6888922518472287e-08,1.0042563276315654e-10,69.99999945576717,5.780502932407501e-07,624.8806244462886,46.26322452144951,20.0,0.0,6900.0,0.0,60.0,0.0,3000.0,0.0,9999.99999783416,1000.0000022868958,0.0,1.0,1.0,0.0,0.0,0.0,0.30861540634684775,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
2100,63.95554096337338,0.04365670828547486,300.04529387162916,1.9982392039519145e-06,69.99999793602923,70.0,3999.9999627671755,3999.9999999999714,1.3695696960205317e-05,5.911937631202247e-12,3.601993484062125e-05,-1.02392916980666e-08,-7.061459776577014e-11,69.99999941218299,6.493309722187779e-07,623.0819687349822,48.858178027688105,20.0,0.0,6900.0,0.0,60.0,0.0,3000.0,0.0,9999.999997527942,1000.0000025394955,0.0,1.0,1.0,0.0,0.0,0.0,0.3269789626837667,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
2200,63.95444288786077,0.045149338912075926,300.04733998219706,2.1462260687534845e-06,69.9999978702647,70.0,3999.9999630166653,4000.0000000000537,1.4953707378079766e-05,-1.2570194704079035e-12,3.5013865831388734e-05,3.0411978915851536e-08,9.189549611613161e-12,69.9999993063452,7.329110499331003e-07,621.833105283982,50.24495027619958,20.0,0.0,6900.0,0.0,60.0,0.0,3000.0,0.0,9999.999997554336,1000.0000026861394,0.0,1.0,1.0,0.0,0.0,0.0,0.34671795963334673,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
2300,63.95117606839874,0.047085551957298355,300.04755978645505,2.2424965028263102e-06,69.9999976708736,70.0,3999.999950655072,4000.0000000000396,1.5954870618629093e-05,-7.290849171518032e-13,5.1594333725255487e-05,3.803837833922033e-08,8.782439391013752e-11,69.99999925325301,7.485704365592319e-07,617.8765871095491,52.6072180401884,20.0,0.0,6900.0,0.0,60.0,0.0,3000.0,0.0,9999.999997254114,1000.0000026710618,0.0,1.0,1.0,0.0,0.0,0.0,0.36096106819329726,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
2400,63.94936910789499,0.04892543492626319,300.05001767042205,2.539950859820652e-06,69.99999758574059,70.0,3999.999946077417,3999.9999999999545,1.6810328012223608e-05,-9.24980919615802e-13,4.960815277368024e-05,5.9133116326295205e-09,5.0292064025205774e-11,69.99999918071148,8.465260128238548e-07,616.3413490476743,54.35648695539955,20.0,0.0,6900.0,0.0,60.0,0.0,3000.0,0.0,9999.99999693578,1000.0000031114056,0.0,1.0,1.0,0.0,0.0,0.0,0.3760528548255988,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
2500,63.947706508488956,0.0508180487531233,300.05090747991954,2.56863366912557e-06,69.99999733362107,70.0,3999.999946555738,3999.999999999889,1.8563126158687377e-05,-5.931733732279463e-12,5.936613475655481e-05,4.592827301962342e-08,6.505941242168175e-11,69.99999907577164,9.650548790668696e-07,614.096747304205,55.29868845654726,20.0,0.0,6900.0,0.0,60.0,0.0,3000.0,0.0,9999.999996475222,1000.000003403334,0.0,1.0,1.0,0.0,0.0,0.0,0.3943783894487984,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
2600,63.94729455384747,0.053184979695935865,300.0524652919144,2.695421650227027e-06,69.99999711106778,70.0,3999.9999327321725,4000.0000000000146,2.050587744396518e-05,9.257013484219427e-12,7.207051207223529e-05,3.294678410172339e-08,2.2547947772842543e-12,69.99999895131383,1.085335586615512e-06,611.3275236185963,57.31000536557287,20.0,0.0,6900.0,0.0,60.0,0.0,3000.0,0.0,9999.999996272338,1000.0000036262736,0.0,1.0,1.0,0.0,0.0,0.0,0.41781335539843584,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
2700,63.94587411168622,0.05436242116399033,300.05440660566757,2.8807808518008588e-06,69.999997068663,70.0,3999.999925278526,4000.0000000000186,2.1258575609272102e-05,-3.600355962256286e-12,8.05245562097962e-05,6.78013794616571e-08,-1.2731128895130433e-11,69.99999879262307,1.1116747576331185e-06,608.543761683722,60.39349687304941,20.0,0.0,6900.0,0.0,60.0,0.0,3000.0,0.0,9999.999996170087,1000.0000040256124,0.0,1.0,1.0,0.0,0.0,0.0,0.43926066365893146,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
2800,63.94388526021047,0.05723050472374037,300.0570334490021,3.1400999087725545e-06,69.99999687736194,70.0,3999.999919164493,4000.000000000034,2.2088659177260017e-05,1.5787258168698182e-11,8.030503902502694e-05,8.905224702170291e-08,-2.242018267196918e-11,69.99999870376853,1.1868982579698984e-06,607.7801052609973,62.94425288680247,20.0,0.0,6900.0,0.0,60.0,0.0,3000.0,0.0,9999.999995953702,1000.0000040865887,0.0,1.0,1.0,0.0,0.0,0.0,0.45119689730753026,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
2900,63.941681239595084,0.05914175093852719,300.05908358684854,3.2605491655231304e-06,69.99999672519733,70.0,3999.9999039202303,3999.999999999976,2.5021477715463043e-05,1.2046288715678782e-11,9.019263858032206e-05,1.2559286096363481e-07,1.5470224002091252e-10,69.99999864270933,1.3205280809148275e-06,604.6157282419671,64.2101590145481,20.0,0.0,6900.0,0.0,60.0,0.0,3000.0,0.0,9999.999995685159,1000.000004260096,0.0,1.0,1.0,0.0,0.0,0.0,0.4570508819760704,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
3000,63.94089507891069,0.060263201997904636,300.0589434755926,3.49528972284186e-06,69.99999652584867,70.0,3999.9998946588203,3999.999999999977,2.539067206579052e-05,1.470855858254041e-11,0.00010609952489787167,1.4569055929852905e-07,6.958253344956097e-11,69.99999858091734,1.4756254756517987e-06,602.1310596171486,67.08095532854526,20.0,0.0,6900.0,0.0,60.0,0.0,3000.0,0.0,9999.999995172433,1000.0000048023676,0.0,1.0,1.0,0.0,0.0,0.0,0.48026939822763276,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
3100,63.939465823403076,0.06166292790146752,300.0608950187746,3.7310630921317103e-06,69.99999634922803,70.0,3999.9998869517212,3999.9999999998686,2.7858463272778643e-05,2.678193932802129e-11,0.0001115459219463361,1.3795226829460702e-07,2.6451823495096285e-11,69.99999842667476,1.5971870917590923e-06,600.0302880819478,70.43403475228871,20.0,0.0,6900.0,0.0,60.0,0.0,3000.0,0.0,9999.999994872125,1000.000005042001,0.0,1.0,1.0,0.0,0.0,0.0,0.4913775767965232,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
3200,63.93811887866631,0.061976681365296396,300.0634635218764,3.976432704271809e-06,69.99999605249215,70.0,3999.999881680947,3999.999999999887,2.9410065760536686e-05,2.531488111744584e-11,0.00012579536416671124,1.7416875943202643e-07,1.2251822748885226e-10,69.99999830631485,1.654345648444365e-06,599.883444721608,70.94518316490552,20.0,0.0,6900.0,0.0,60.0,0.0,3000.0,0.0,9999.99999456731,1000.0000051343301,0.0,1.0,1.0,0.0,0.0,0.0,0.5161640119713737,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
3300,63.93706414306289,0.06427863251985746,300.06340324484984,4.064467186785253e-06,69.999995950483,70.0,3999.9998700837,3999.99999999981,2.9817311915185723e-05,3.6411833029282774e-11,0.00014084514229997075,2.3165721100455438e-07,1.6499903249413346e-10,69.99999830067598,1.7259282177789006e-06,597.7341152467812,72.99680602087182,20.0,0.0,6900.0,0.0,60.0,0.0,3000.0,0.0,9999.999994556649,1000.0000054971989,0.0,1.0,1.0,0.0,0.0,0.0,0.5360457627942982,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
3400,63.93519864742728,0.06614753063622206,300.06672631857407,4.16953372132492e-06,69.99999570062488,70.0,3999.9998506053116,3999.9999999996476,3.2796075789560936e-05,5.624936975049767e-11,0.00015253604779756418,3.0065509121174736e-07,2.0089548895487143e-10,69.9999981113584,1.9306422576037796e-06,595.5721509945007,75.11278644784407,20.0,0.0,6900.0,0.0,60.0,0.0,3000.0,0.0,9999.99999417286,1000.0000057936506,0.0,1.0,1.0,0.0,0.0,0.0,0.5543691034545265,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
3500,63.932250959442136,0.06655007454273469,300.0670104254081,4.469338972414309e-06,69.99999542987824,70.0,3999.999838695652,3999.9999999995907,3.365846045555364e-05,6.590951506843506e-11,0.00015554175042629799,3.410543442618967e-07,3.000602324582834e-10,69.999997986635,2.0065078190895338e-06,592.5263556380532,77.31564824801964,20.0,0.0,6900.0,0.0,60.0,0.0,3000.0,0.0,9999.999993591262,1000.0000060980274,0.0,1.0,1.0,0.0,0.0,0.0,0.5602039412129417,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
3600,63.932500410522024,0.06743520817114233,300.067987542835,4.5694129151429565e-06,69.99999529003648,70.0,3999.999821305919,3999.999999999462,3.5816067439515646e-05,7.722765069573329e-11,0.00017204404057290226,3.7986014466939733e-07,5.558532529417067e-10,69.99999795777539,2.0869513226438326e-06,591.7374696740058,80.38058208880317,20.0,0.0,6900.0,0.0,60.0,0.0,3000.0,0.0,9999.99999342072,1000.0000064316441,0.0,1.0,1.0,0.0,0.0,0.0,0.5857297685413518,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
3700,63.93101216898866,0.07009694788263726,300.06970241861455,4.959130926826441e-06,69.99999515997602,70.0,3999.9998090800964,3999.9999999992765,3.712301603310874e-05,9.356652708168672e-11,0.00019677762010434144,4.5750548244546256e-07,7.212631925299465e-10,69.99999779224613,2.1731365786699996e-06,587.8630002392739,82.03950999837019,20.0,0.0,6900.0,0.0,60.0,0.0,3000.0,0.0,9999.99999311643,1000.0000068683729,0.0,1.0,1.0,0.0,0.0,0.0,0.6002107655496943,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
3800,63.929185204817465,0.07234359636247842,300.0708159210791,5.126119363878631e-06,69.99999504175872,70.0,3999.9997926553056,3999.999999999296,4.006439626854758e-05,1.2037093184006415e-10,0.00019906713510525927,4.974245847034222e-07,8.01912658723421e-10,69.99999765343921,2.2768079431893314e-06,588.0374578565317,82.96519267030062,20.0,0.0,6900.0,0.0,60.0,0.0,3000.0,0.0,9999.999992567751,1000.000007372624,0.0,1.0,1.0,0.0,0.0,0.0,0.6009555929009263,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
3900,63.92627566387172,0.07193165594719624,300.07300844375317,5.177458494064261e-06,69.99999474932656,70.0,3999.999773860866,3999.9999999989473,4.22347669743877e-05,1.504554863103741e-10,0.00021608351722526863,6.022157850726546e-07,1.0559631615082095e-09,69.99999757164152,2.497349074052508e-06,583.7247041720743,86.03506922710605,20.0,0.0,6900.0,0.0,60.0,0.0,3000.0,0.0,9999.999992254823,1000.0000074978093,0.0,1.0,1.0,0.0,0.0,0.0,0.6147863633226356,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
4000,63.92529205227387,0.07463936099778609,300.07470536004575,5.397418832926748e-06,69.99999448255541,70.0,3999.999758271592,3999.999999998773,4.4556871376010334e-05,1.8207945954458326e-10,0.00023220011056358263,7.136460450401167e-07,1.2624674558330429e-09,69.99999742892103,2.5715623151227946e-06,582.0326065260841,86.58099925417568,20.0,0.0,6900.0,0.0,60.0,0.0,3000.0,0.0,9999.999992021361,1000.0000078133512,0.0,1.0,1.0,0.0,0.0,0.0,0.6481418651554803,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
