milliseconds,Ctelo,Utelo,Cdc13,Rad17Utelo,Rad17,Rad24,RPA,Mec1,ssDNA,RPAssDNA,RPAssDNA1,RPAssDNA2,Mec1RPAssDNA,ExoXI,ExoXA,Exo1I,Exo1A,Rad9I,Rad9A,Rad53I,Rad53A,Chk1I,Chk1A,Dun1I,Dun1A,ATP,ADP,Rad9Kin,recovery,G1,S,G2,M,G1cyclin,Scyclin,G2cyclin,Mcyclin,G1CdkI,G1CdkA,SCdkI,SCdkA,G2CdkI,G2CdkA,MCdkI,MCdkA,G1Soff,G1Son,SG2off,SG2on,G2Moff,G2Mon,MG1off,MG1on,budscar
0,63.99947162113962,-0.00038750733349878863,299.9990020915244,-1.0785847479965878e-08,70.00000011067148,70.0,4000.0000061302053,4000.0000000000928,-1.8899832854852478e-07,-4.6906792610269435e-12,5.875070715458015e-06,-4.178477548918722e-09,6.571626011623386e-11,70.00000001249593,-3.490778788780997e-08,668.8294242104196,-0.36029918975286057,20.0,0.0,6900.0,0.0,60.0,0.0,3000.0,0.0,10000.000000132984,999.9999999396028,0.0,1.0,1.0,0.0,0.0,0.0,-0.011301185518681327,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
100,63.99727473635738,0.0031246581808977883,300.00300914018834,-1.6286639573845963e-07,70.00000015888013,70.0,4000.0000009083697,4000.000000000085,9.964106089219486e-07,3.310833589513976e-12,6.893165319774186e-07,-2.840545982150363e-08,2.3306986346199653e-12,69.99999991453444,-2.194530689149647e-08,668.5314098779637,1.6682052522152497,20.0,0.0,6900.0,0.0,60.0,0.0,3000.0,0.0,9999.999999868678,999.9999999903104,0.0,1.0,1.0,0.0,0.0,0.0,0.004661744720009815,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
200,63.99564721346439,0.0035858458028235445,300.00374282779495,1.0200514693748825e-07,69.99999989134044,70.0,4000.00000153343,3999.999999999902,5.328142239848564e-07,-1.1660847513763663e-12,-4.837003155320814e-06,3.242245098664083e-08,8.798797416042212e-11,70.00000003745612,6.99940197217743e-08,663.7553579999382,6.002051663308832,20.0,0.0,6900.0,0.0,60.0,0.0,3000.0,0.0,9999.99999982565,1000.0000001817576,0.0,1.0,1.0,0.0,0.0,0.0,0.0417109674356236,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
300,63.99311006520615,0.005968967153129846,300.00773986848,2.1935024046639274e-07,69.99999978968646,70.0,4000.0000040479536,3999.999999999973,-2.9886011343474115e-07,-1.6182837514463568e-12,2.1139063303186666e-06,1.3955010241076828e-08,-6.438582483363481e-11,70.00000001235581,-2.8978232279788685e-08,664.2122008455913,7.79950039550593,20.0,0.0,6900.0,0.0,60.0,0.0,3000.0,0.0,10000.000000085256,1000.000000088323,0.0,1.0,1.0,0.0,0.0,0.0,0.0505755460177842,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
400,63.98964270640249,0.008775727998868488,300.00870673411276,-5.192547611787205e-08,70.00000003844248,70.0,4000.0000059895087,3999.999999999977,9.519916285721094e-07,9.547613223309722e-12,1.9063337118803432e-06,-9.461791803219735e-09,-4.4433655209322964e-11,70.00000007276412,-1.2641925970656704e-08,659.2147808064433,9.84816140280834,20.0,0.0,6900.0,0.0,60.0,0.0,3000.0,0.0,9999.999999861473,1000.00000006049,0.0,1.0,1.0,0.0,0.0,0.0,0.06341814693246502,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
500,63.989212460030075,0.012933729940704512,300.0129025577212,3.2377608748993767e-07,69.99999998786919,70.0,3999.9999942872687,3999.9999999999986,1.4384117940218904e-06,3.24419814131857e-12,-5.816470371096587e-07,-2.00321924360034e-08,7.18062333107423e-11,69.99999999827355,1.3680983407370333e-08,657.7311266397123,11.296973453985533,20.0,0.0,6900.0,0.0,60.0,0.0,3000.0,0.0,9999.999999993684,1000.0000002286242,0.0,1.0,1.0,0.0,0.0,0.0,0.0880933962470724,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
600,63.986977905158604,0.014483722567377287,300.0133954990907,7.518806664173077e-08,69.9999997052684,70.0,3999.9999978862893,4000.0000000000023,1.006768581382891e-07,2.1294367244337682e-12,-2.481022127063868e-06,2.319161472938116e-09,-7.076186914324797e-11,69.99999991004604,-6.463769332831958e-09,657.4169517312896,13.68767427355257,20.0,0.0,6900.0,0.0,60.0,0.0,3000.0,0.0,9999.999999907539,1000.0000003358477,0.0,1.0,1.0,0.0,0.0,0.0,0.09647043594385572,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
700,63.98332464156762,0.015924063686961306,300.0154977905772,1.3327793746384559e-07,69.99999970732628,70.0,3999.9999953810443,3999.9999999999163,1.0193853422587731e-06,5.3775254052607756e-12,7.254667513846669e-06,2.0374690079158874e-08,-6.121766023523865e-11,69.99999987617478,1.2054814870363345e-07,653.2921261025796,17.660616445867458,20.0,0.0,6900.0,0.0,60.0,0.0,3000.0,0.0,9999.999999751599,1000.0000002894202,0.0,1.0,1.0,0.0,0.0,0.0,0.10261676413639605,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
800,63.98260959856551,0.018920803778676602,300.01880537093547,3.2115944277471167e-07,69.9999998284503,70.0,3999.999994603473,4000.000000000015,2.106715932863034e-06,9.048120256823916e-12,1.7860470963676986e-06,2.688763528429633e-08,7.426024149299115e-11,69.99999990671878,1.262593105598679e-07,649.9532543884035,17.316995927566534,20.0,0.0,6900.0,0.0,60.0,0.0,3000.0,0.0,9999.999999687032,1000.0000002460341,0.0,1.0,1.0,0.0,0.0,0.0,0.13202482936153867,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
900,63.9794460584103,0.021926228357421113,300.0206692691132,4.6556556421157004e-07,69.99999958927826,70.0,4000.000000883199,4000.000000000006,2.3711909655067417e-06,-9.549202648866411e-13,-3.3541337927880527e-06,-1.8160078089955783e-08,-4.8701317419924934e-11,69.99999993532492,1.2961739723815229e-07,648.4879816960347,21.437279839883843,20.0,0.0,6900.0,0.0,60.0,0.0,3000.0,0.0,9999.999999407288,1000.0000003008025,0.0,1.0,1.0,0.0,0.0,0.0,0.1435121517841686,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
