miliseconds,cyclin,dimer,dimer_p,p_dimer,p_dimer_p,cdc25_p,wee1_p,IE_p,UbE_star
0,100.43712100092802,0.158709336728623,-0.010878126730554636,0.13396453627495855,0.35201442066575095,0.0001794174055972478,0.0020523255868781652,-0.00012099403600714678,2.449143844054183e-06
100,91.40017684130831,8.800895149795005,0.2012067430706495,0.17750091519464417,0.27843347968122223,4.437920483336036e-05,-0.001529379186615946,-0.00023143785030057913,-6.296349541823819e-07
200,82.90684887319516,14.511680055063634,0.30796819584637614,1.9018332614340054,0.38066236389979646,-0.0011490941710704397,0.0015498308676968782,0.00033740637039991186,1.6704474934771372e-06
300,76.06495087566894,18.780739807575777,0.8869586493670767,2.9120937135529856,-0.07800757991727719,0.0016356316704829775,-0.0016791767636451355,0.0005142901271648144,-1.1023100124228466e-06
400,71.40762073321487,21.88988189250281,1.1062075538790375,4.821855951631966,-0.18087375373187808,0.0009324489517886585,0.004232443394212343,0.00034904318850420416,8.274256877602989e-07
500,66.40671961098069,23.56837519775511,1.699114123089873,7.551775969322791,1.1401252522201832,0.0024538604591534913,0.005178021010722617,0.0007988766803277952,5.656960017307279e-06
600,61.45421378665981,25.016883314586803,2.0519684449042397,9.599220478149244,0.5306682066750255,0.004509971437435752,0.006505570593338478,0.0012887016926759788,9.908903688905866e-06
700,59.376478070394356,25.856068299711758,2.5681407614755147,11.427491029619738,1.662341621963021,0.005885088532871143,0.007733181348839393,0.0015652349328008797,1.329092881281057e-05
800,55.49264487340852,25.555543033936946,2.8779148621303814,13.112139346151753,2.0276575792628737,0.00633337009245694,0.008444670458858782,0.002159474134780071,1.864403577224259e-05
900,51.96677721495286,25.594843352605878,3.2611765114910343,15.381294642895819,2.8299556774117387,0.007342136767123141,0.012160557598013513,0.00244901145214175,1.9234650337577213e-05
1000,50.68191566484715,25.06422024135173,3.6451822637347435,17.417855909070934,2.777255510294502,0.00948259798068401,0.012733074037942556,0.0026054368269222664,2.3317616155756283e-05
1100,48.438630864747125,24.918875002553822,3.8363332846570217,18.97072645054889,4.013550663306804,0.01414492751698477,0.02072120229008411,0.003271683198833935,2.9271656876454758e-05
1200,46.095043851147516,24.060522717968308,4.206948772220885,20.35270611503861,4.721354362586163,0.013520509263534628,0.019196137419503236,0.00327985508260633,3.192740080431805e-05
1300,43.65202360733887,23.38087122492125,4.408720080285028,22.29067971202331,5.693456003820666,0.016697438755917178,0.02765638832890786,0.00411894448109475,3.4895954286106825e-05
1400,42.56492671034524,22.83407126725937,4.393526717399434,24.046017736902293,6.782001277554361,0.01795071418935712,0.029827253304205586,0.004305832942146153,3.919337541431097e-05
1500,40.48961929707711,22.17112733879842,4.674349104169196,24.660281971548077,7.736419582225402,0.021965037129604053,0.029895709638932885,0.004662031662520689,4.310551420616852e-05
1600,37.619084228157206,21.337905708289668,4.8623181619328975,25.727593482901305,8.571347540170876,0.023802282073378162,0.03765685046048372,0.005055092728840182,4.751897800698266e-05
1700,36.96915302138321,20.392255327635425,5.041509867458369,27.34220302992215,9.584299623277161,0.02637924718924745,0.041005617151901055,0.005371795496454502,4.8224667347809295e-05
1800,36.34263683990187,19.86406800354856,5.311547965415621,28.077664262324856,10.032591287944578,0.027563257239888863,0.04694756024856627,0.0054562636989816185,5.4037221955546225e-05
1900,34.81131659938611,19.052522709968095,5.349912750477864,28.098565730245056,11.671004117452767,0.028245838175995085,0.049380418804539514,0.0054772738394934005,5.949844881954358e-05
2000,32.42181280213749,18.44716357479257,5.5188696608640235,29.316489447162656,13.099716009921355,0.030319887022525735,0.04966609210000783,0.005845577487504589,6.163300612146787e-05
2100,31.648273008493195,17.979093702495557,5.613547198362132,29.623688600918623,13.145632316388731,0.033466857000849566,0.05853227372097654,0.006034979521176995,6.180394140673504e-05
2200,32.16161170495559,17.265907388297823,5.6550033277821505,30.321238110183486,14.486140009597971,0.036441050115508924,0.06133329921475164,0.006452382467057434,6.319863009835324e-05
2300,29.694588797765284,16.56873356787834,5.943700505909977,30.30810056269388,15.846169096624115,0.03778398448412275,0.061513056476198806,0.006774704962105774,6.964041610324994e-05
2400,29.48590589226897,16.039918501841985,5.990367754928192,30.740845847422694,16.790135696697234,0.03869842895958136,0.06662062937254819,0.0066908045106669435,7.20192685872664e-05
2500,27.81200616416193,15.54255307702845,5.935970561557081,30.71980247791996,17.72734355707385,0.039465535322123005,0.07352319771767937,0.007292078292807437,7.102044888306981e-05
2600,27.85425234087848,15.447162682250058,6.245914198916856,30.715518847208813,18.804941501576856,0.04350903140208287,0.0787101891541805,0.00769997393027925,7.54445932463386e-05
2700,27.55117256811638,14.687936551478987,6.381031588783859,30.814950756819513,19.177596089021915,0.04591409218635916,0.07914862372783206,0.0074572991662853845,8.07426702866352e-05
2800,27.195723531863617,14.42229480728566,6.505333385046151,31.00487189481991,20.793079790192493,0.04626919069562706,0.08237050773322399,0.007858213139687707,8.056550271991283e-05
2900,25.1876596812645,14.16265582817775,6.386654073215565,30.551484375714708,21.57783695773093,0.048362158088434144,0.0869740149192538,0.008411375759749049,8.342179588821758e-05
3000,24.273573707574602,13.569731469861322,6.570717098976998,30.744396223176125,22.311525282247725,0.04998498879973417,0.0959046074241887,0.008633785633362338,8.547545238121141e-05
3100,24.32643287111183,13.589391049486313,6.840510001409154,30.46279871268423,23.426806235162605,0.05071017463648783,0.09569732742921444,0.008792153375112466,8.853944238783103e-05
3200,24.529587324761803,12.911317829877877,6.900119705609061,30.764806540090444,24.0196478242224,0.052349882525957216,0.10327299626436115,0.009147349530800413,9.03714724358874e-05
3300,23.447532480615646,12.618921291253328,7.074416348419877,30.772929814426103,24.87972367810932,0.056065670042355555,0.1071276442102611,0.009564706110166696,9.529583514814151e-05
3400,22.625038536777613,12.611096904618329,7.2158444949866665,30.572824641201976,25.226800885465863,0.058605603566044585,0.10951687200179328,0.010026842624541092,9.752258276222894e-05
3500,23.09326272295765,12.123597986319863,7.44328059616521,30.390676934005324,25.721574795711184,0.059617045259720954,0.11454966634281122,0.010235828747308042,0.00010039165795291417
3600,21.584759230438216,12.239183280842088,7.495057616243985,30.089564675144445,26.79925810961689,0.06128214809165683,0.11759811832291758,0.010405774451045806,0.00010948358657762646
3700,21.68889210924334,11.665525753168982,7.882962268297632,29.546422384271658,27.705282795097467,0.06506449094451108,0.1227041515489912,0.011116719510628119,0.00011254974789797864
3800,21.134969788768796,11.65491885345863,8.087418733150157,28.921619451524702,28.78440997090286,0.06499139158611,0.12950112629417226,0.011450269920959863,0.00011795208188763071
3900,21.661894034327073,11.29046729763231,8.023672704026454,28.885556866498558,28.841146930389957,0.06802945028927405,0.1321663730605732,0.012132760641762236,0.00011837220235963766
4000,20.58741836575628,11.622133725278852,8.300260982148426,28.49970896233927,29.549974804614703,0.07080676865788939,0.1419270076292992,0.012754198229735276,0.00012794752704179232
4100,20.452565893685467,11.008900532595993,8.69448287877117,28.052399890710436,30.62327552479121,0.07263906108838189,0.14756488966687975,0.01303444016664141,0.00013141929954453587
4200,20.02551123340268,11.339388798608807,8.677556179359065,27.288702819012222,30.852960147010403,0.07707388901768683,0.14786693345705784,0.013562749099327663,0.00013519293038351802
4300,20.186695159806156,11.096299791176676,8.939668429790446,27.05552063953092,31.827349445095308,0.0796447115283788,0.15653562641680685,0.014369799301652294,0.00014626341588604508
4400,19.381707941330298,10.747540016312284,9.30909098436224,26.776140791821778,31.551348280889485,0.07953901507870162,0.1639368980420905,0.014969691916870025,0.00015438540102120842
4500,17.73108660716919,10.724636515589223,9.496505127308874,26.451149872668033,32.92511595905617,0.08373911816829692,0.16859351122194738,0.015643294616089876,0.00015709301152588135
4600,18.680971604945277,10.626249496304169,9.753028570750198,26.221292732546022,32.68619791610638,0.08641706632664253,0.17021618744909825,0.016880069179116976,0.0001652027596424242
4700,17.745492534465367,10.569277222591605,10.092249352676042,25.364364822811613,33.518529570190225,0.08850043765562464,0.1778546245210948,0.017386121060437097,0.00017561863694250706
4800,16.721455941687175,10.417682863804245,10.242031024463342,24.867371842978233,34.2382859605371,0.09301108277155591,0.18524645498452796,0.01846558226004123,0.0001837467172551568
4900,17.581736157449452,10.176252967372985,10.698164922811204,25.020367614132446,34.70224359159613,0.09675486967739776,0.19109684014290032,0.019624598293387804,0.00019628311224678297
5000,17.710325009339666,10.185639221656716,11.101119470178558,24.111815410476623,34.926900732810715,0.10009572619114807,0.19882765767968316,0.020551319838126424,0.00020793981500448464
