miliseconds,cyclin,dimer,dimer_p,p_dimer,p_dimer_p,cdc25_p,wee1_p,IE_p,UbE_star
0,101.00980963715764,0.22872397173388184,-0.11929213368757786,0.039809917117025063,-0.5080125335812371,-0.0005069127924906396,-8.204120304501622e-05,-0.00013797871184053308,-1.5566014744625515e-06
100,90.25519984347245,8.25461912049452,0.2161774056380646,0.38471349262358645,-0.530537824391948,0.0011552522946267287,0.0002767471172884435,9.758267963718272e-05,2.031560703998786e-06
200,83.5570472467106,14.881959089765955,0.39328213579681937,1.3790018972311782,-0.059926091746763416,-0.0008641101906964398,0.0003162300551196363,0.000370381116885676,2.9932985057458436e-06
300,76.46177740881883,18.70050503301701,0.7332369708339762,3.506410170603994,0.6126463118690341,0.0005748567623453969,0.0018268868840729492,0.0005628198126004678,2.1021665970944207e-06
400,70.8616740280632,21.701810860268253,1.1494691692435777,5.539235259207848,0.5520207606404776,0.0026183550381915967,-6.748031222032855e-05,0.0005439432983289062,4.8277011515634e-06
500,67.34615081251887,24.033320727969475,1.599766463849003,7.177804671959156,1.1964081293199653,0.002751325267320546,0.001951378139157332,0.0010619604685874792,8.331091201768279e-06
600,62.88228471088202,25.09177280947313,2.078615730717331,9.288795542523534,0.433570795484127,0.004282396912170716,0.007809722925128115,0.0011212230748092191,7.069509078580564e-06
700,59.46836294153411,25.842829654541994,2.5062307502107632,11.722757346920305,0.9131291598770159,0.004390347511962491,0.005865962225516663,0.0015805434733482749,1.505069550150027e-05
800,54.75263773141067,25.87982667314748,2.8079366544560656,13.623805861466249,2.2798568210384227,0.00806610560358459,0.012178725763060054,0.001937922706885381,1.8735035321087915e-05
900,51.84257750916056,25.532693698243282,3.320317174003348,15.890526722839745,2.4810925718513293,0.009490679799623552,0.011161769883015215,0.002086990517833234,1.8022499266646503e-05
1000,50.664493536886674,25.15222891202911,3.5631849441315504,17.11505563617239,3.5972836525096166,0.010041785640453141,0.017358114995426603,0.0025086622998528566,2.589868837984117e-05
1100,48.368073672754925,24.6098167199944,3.9545421964143093,19.169954229588946,4.163837503911785,0.013709851120747659,0.01824162383496702,0.003117200128941343,2.6522127633681047e-05
1200,45.56068691097926,24.168131296676,4.01709982597737,20.443431820827414,5.503404177334134,0.015814040101574008,0.023709372115568377,0.0034131345064230285,3.154284668137124e-05
1300,44.15476875710348,23.401999346117023,4.458720046032822,22.629258607256705,5.538337244193018,0.015729715476823548,0.024496809633129692,0.004110393094713784,3.3790562286831144e-05
1400,41.655388649192155,23.07040065239543,4.53657297706541,23.924684322997898,6.45244598174508,0.01858779563122321,0.03178474884851247,0.004232466287357257,4.124339802490369e-05
1500,40.36053402025039,22.336856914705468,4.597980794997556,24.759621642528607,7.271083309045343,0.022534127686919203,0.032620610163560784,0.004805719518250042,4.122395102733278e-05
1600,39.44728086772602,21.214594301056763,4.868688071309084,25.926324178454383,8.535385952001594,0.022241527536783365,0.03577686705022519,0.004791503352183594,4.7380619677998954e-05
1700,37.043126597791364,20.854539933496227,5.00944595244761,26.894893412444283,8.97035448226165,0.02498421980007983,0.03950406368465933,0.00497998464253709,5.1942774934641954e-05
1800,35.51464471959914,20.135336187591328,5.243191716764695,28.18015534175823,10.385477904056579,0.026842423400509997,0.04457018351116029,0.005198749407699144,5.572704046228178e-05
1900,35.27982028246268,18.95826630701498,5.303312541523148,28.51981275861551,11.271531786201711,0.030772813366725247,0.04646928033305992,0.005663568854296887,5.695597291644396e-05
2000,32.68400204453578,18.81718536875125,5.314930267335124,29.245489794692176,12.3884003296446,0.0319977654170542,0.051258971374740135,0.005976551350146882,6.218298733194578e-05
2100,32.39362312628277,17.883442557471565,5.49150719593639,29.749029074350535,13.878447220653769,0.03255587443005624,0.055627924033691954,0.006126238108592687,6.1586502640233e-05
2200,30.562754763938095,17.602654665096317,5.643003793077302,30.16259773338813,14.480129023956476,0.03623731900855132,0.0620657297590374,0.006348828610592091,6.25604454126681e-05
2300,30.70438331640573,16.72374871738365,5.92580081407812,30.802074046804435,15.505169195218212,0.0373411742957516,0.06639209969240926,0.006669717458996237,6.883238730270146e-05
