milliseconds,cyclin,dimer,dimer_p,p_dimer,p_dimer_p,cdc25_p,wee1_p,IE_p,UbE_star
0,100.40356730637825,-0.24871202414399723,0.008253305806621335,-0.37042373997567823,-0.11251164147507743,-0.0006778880909710304,0.0010978182486590024,-5.6950528111576085e-05,6.642846011480531e-07
100,91.43106018116008,8.511139992854694,0.17392401350351808,0.12487768200085192,0.11914361525292394,0.0004472550270343519,0.00285723202361796,-0.00010578360921299563,-1.2513805564907209e-06
200,84.26168058517923,14.565226193966055,0.26387150331171916,1.684286643558678,0.05369645848892074,0.0006229137757564496,0.002450471458040257,0.0003567729219947501,1.506847972766755e-06
300,77.3627181668061,18.844619479080087,0.7762544090475172,3.5016091308787884,0.43087468099936155,-0.000695788554265377,-0.0018850013447098053,0.0002564846054309994,-9.904736767928492e-07
400,71.15221935429923,22.063477018351175,1.2176985566855085,4.858173596856534,0.8568195181823453,0.0028951066437438765,-0.00024630146625322113,0.0007827015609706217,3.145908235242049e-06
500,67.54605378283772,23.79127890973008,1.497462481345773,7.522526981267348,0.6961794281884143,0.0024922354661946595,0.0002893325589248337,0.0009685049696784979,8.147579442468801e-06
600,61.762631373491864,24.693785405307583,2.0317243484175234,9.467142570098215,1.3135503801521673,0.004792713191009431,0.0033064942981128045,0.001157382342841726,1.061687651109063e-05
700,59.00684884696901,25.776009389591405,2.4947912663891185,10.995732392070888,1.7382376312775902,0.004457960693589149,0.007743234828364673,0.001690718046555433,1.3423793623091083e-05
800,55.65097036342402,25.84973795392535,2.861033360289253,13.861140722815161,1.5300223629219678,0.0059834371940496655,0.010658514196293165,0.002048162297932672,1.6622316035917265e-05
900,52.75603534857222,25.943705694096128,3.163986456019654,15.696596229247918,2.2339800506433454,0.00759727933114165,0.011089476739851098,0.0022493148825881277,2.3202424919970564e-05
1000,49.67944874274152,25.126135933319368,3.4135571652631436,17.12180906633755,3.1471379101905126,0.011082853883965205,0.01665866910598397,0.0024919171122291706,2.7065574025207303e-05
1100,46.75144749688432,24.87140943373988,3.874510008269736,19.42574293378239,3.751703134117759,0.013770551910283339,0.0189261231195802,0.0030401973272118567,3.0755178333546694e-05
1200,45.62590093639542,24.2726311912835,3.971399064023224,20.513210493832474,5.47511016443103,0.015482431574679474,0.019822217939124333,0.003294873008320148,3.153165303667639e-05
1300,42.812830174121096,23.64186815570877,4.220971939143611,22.17786957119327,6.078449156711372,0.015929339094210064,0.02746748432960713,0.003729185139675806,3.8278744205408895e-05
1400,42.0140513708183,22.769809973259584,4.49271371406871,23.341972913929197,6.64265175535089,0.019529678491633867,0.030359132912942007,0.004282743794557005,3.8763775828775757e-05
1500,40.69232086045632,21.872816307409085,4.585067457173272,24.612944810597675,8.183089403173835,0.022443865105535792,0.0343395185453791,0.004380794579535565,4.237042916468685e-05
1600,39.22492218286894,21.367713400546318,4.766815461860561,25.581039057072452,8.436004130837025,0.02297879646575373,0.03888310069394487,0.004624277679220981,4.933831515418624e-05
1700,37.795809549508895,20.528073828032685,5.027443494006578,27.241038806656512,10.067148075217643,0.025359738256966757,0.03894008389951869,0.005169402505985079,4.894634881993368e-05
1800,36.57097088641982,20.141015128905384,5.160236704686122,28.000481065519207,10.933558796317763,0.028101783481659766,0.04164167290969256,0.005422853491598412,5.1384473344784045e-05
1900,33.62587527438012,19.27611555968323,5.451464213607167,28.85684766791965,11.86864456027963,0.028044739893169173,0.05043184373543066,0.005902426494586847,5.7070621179633583e-05
2000,33.02844186178213,18.765168172599417,5.3377372273539745,29.416449114888888,12.367291920854953,0.03052440293752253,0.05297860889255747,0.005753371928808758,5.944325735129403e-05
2100,31.726413846788635,18.073342819792614,5.4701443364949105,29.735989524389733,13.80920689762367,0.03271227317478518,0.0565273995842527,0.006357102653810329,6.0422951937705825e-05
2200,30.63831035339539,17.227414309933224,5.829156339882346,30.37806298493599,14.427888887456763,0.03525136205168627,0.06147639627934811,0.006714409477295208,6.59635348101623e-05
2300,29.894239423914183,16.768760945359045,5.937756944456139,29.9602769990925,15.842761172586293,0.03713872618172516,0.0634402574469799,0.006516662676873426,6.626417544769537e-05
2400,29.692647773451217,16.35026167453181,5.932985875915842,30.350668733229586,16.54988070408537,0.03820963215343091,0.06786398684722109,0.006724278828527971,7.119726877277388e-05
2500,28.078743308476025,15.905643310101512,6.09595126391006,30.930763347475224,17.509168734016082,0.03946592046882738,0.07112108525505402,0.007091115119926455,7.449740831522896e-05
2600,27.826363816462187,15.310261633623096,6.0681218663410865,31.231581419836736,18.79675096880807,0.04240361652543208,0.07903712005640494,0.007403656084485216,7.804111365000753e-05
2700,27.224405523319003,14.81066370974413,6.1549789020636165,30.615670478793234,19.319271243268776,0.043218617321077124,0.08009506398737158,0.0078119595047151285,7.684948781826923e-05
2800,26.475093597303992,14.694040245175737,6.3082467496870995,31.454135517191855,20.342990346896435,0.04550435312321007,0.087994999731069,0.007923584288252905,8.094514611753202e-05
2900,26.305458473848844,13.844156606906987,6.598386144186844,30.79237191256788,21.685787628501078,0.04715370180255249,0.09230385587965603,0.00843248635836391,8.315821959724442e-05
3000,26.199695714136546,13.79210638649622,6.744121794063842,31.28706308216607,21.90063908282655,0.0506365313215329,0.09506781396256546,0.008374189262763133,8.511049809040952e-05
3100,23.587540221663126,13.280562423214233,6.735022834737216,31.118045697803723,22.362361180942163,0.051130828324884484,0.09696196034736237,0.008669247616569306,8.904532659780762e-05
3200,23.858510592532994,12.899153853589484,6.978563002683404,30.39879025562421,24.19508688026776,0.053655011417413585,0.10530871998225302,0.009265403287491276,8.967832178872688e-05
3300,22.80267614278078,12.692200598595266,7.078658459784851,30.18069016421008,23.992363229457474,0.055477150827650236,0.10475804364119046,0.009539945949735262,9.4900372707843e-05
3400,23.721323604851705,12.513053984279626,7.383905255617306,30.381939095084967,25.784434817472988,0.057209989422548,0.11015734401062433,0.009786138946172418,9.804053890961229e-05
3500,23.33683829783159,12.180139130240038,7.398757358867569,30.31944590124625,26.458416311060247,0.06092600238102233,0.11680079116693141,0.010101169421650364,0.00010283825449963069
3600,23.038317967882552,12.319265214967569,7.48590646888739,29.720636624524957,26.454215992440712,0.0616634970256534,0.11755212371895227,0.01052920350056419,0.00010936021733756674
3700,21.998328715917367,12.081170307219393,7.782295908836548,29.80639445495925,27.76253257996484,0.06423469192888864,0.12535392904754086,0.010755258911848534,0.00010973112965399512
3800,20.58066344786099,11.976560683557178,8.029652432529682,29.242887192758435,28.65750522522617,0.06626097681729584,0.13130551701236834,0.011527337983276886,0.00011692638900742557
3900,21.23747948059894,11.522674786512757,8.255250843450195,28.71575269139624,28.990178911242143,0.06929147617829258,0.13746037305663317,0.012215999747847886,0.00011897389891262004
4000,20.578923154755977,11.543294674206132,8.48638854058144,28.640625813432948,29.294992355633315,0.07117160788751715,0.14031644590183673,0.012357690277170236,0.00012498765468610954
4100,19.522075730165493,11.443377553675123,8.559937419032948,27.90343151464305,29.728821344718718,0.07242021379054467,0.14429079598332886,0.01307729303138545,0.00013120579693477857
4200,19.43147976482025,11.293170093150701,8.699912240380675,27.774626154309694,31.16538608699465,0.07555701024866894,0.15206901706323644,0.013464913626498777,0.00013765601597903745
4300,19.60467995128719,10.852246011953339,9.132594389517712,27.511268831147714,30.82733862453975,0.07679473455485597,0.15588524673374923,0.014487312508388719,0.0001429383067136211
4400,19.52894829015646,10.87807507248831,9.391209503484584,26.69824145772022,32.11182183876758,0.08082696982527215,0.16035181798649617,0.014996015380761247,0.00015393370537969384
4500,19.563620761640408,10.603891454274022,9.579358760469525,26.791842258022978,32.68574564306289,0.0828812618944562,0.16903488725468083,0.015676083181092832,0.00015753734991910844
4600,17.69356283568543,10.478737053007094,9.90025670469607,25.733924836589964,32.77719930320454,0.0877807293041203,0.17171184722191765,0.016941194979228486,0.00016524048181347552
4700,18.75182200485345,10.815487970417815,10.026080210039188,26.15204548912039,33.493420962666065,0.08979652822692842,0.17581896404151082,0.017728953537439675,0.00017428310725877086
4800,17.91476699863323,10.306925274675669,10.363200063130025,24.99518709197108,33.33270411750225,0.09297683297807063,0.18483414140620008,0.018307691130468807,0.00018771443733575055
4900,16.595104235110572,10.501336878430319,10.612349242485319,25.085930719869044,34.32622274710614,0.09631878724890655,0.19178148914871476,0.019790852636506873,0.00019487358685595899
5000,16.574572522470714,10.612218043900992,11.106830279591549,24.81674768183458,34.27728803614196,0.1005961479860724,0.20043701990032398,0.020933335792597308,0.00020899636660195873
