milliseconds,C16AcylCarCYT,C16AcylCarMAT,C16AcylCoAMAT,C16EnoylCoAMAT,C16HydroxyacylCoAMAT,C16KetoacylCoAMAT,C14AcylCarCYT,C14AcylCarMAT,C14AcylCoAMAT,C14EnoylCoAMAT,C14HydroxyacylCoAMAT,C14KetoacylCoAMAT,C12AcylCarCYT,C12AcylCarMAT,C12AcylCoAMAT,C12EnoylCoAMAT,C12HydroxyacylCoAMAT,C12KetoacylCoAMAT,C10AcylCarCYT,C10AcylCarMAT,C10AcylCoAMAT,C10EnoylCoAMAT,C10HydroxyacylCoAMAT,C10KetoacylCoAMAT,C8AcylCarCYT,C8AcylCarMAT,C8AcylCoAMAT,C8EnoylCoAMAT,C8HydroxyacylCoAMAT,C8KetoacylCoAMAT,C6AcylCarCYT,C6AcylCarMAT,C6AcylCoAMAT,C6EnoylCoAMAT,C6HydroxyacylCoAMAT,C6KetoacylCoAMAT,C4AcylCarCYT,C4AcylCarMAT,C4AcylCoAMAT,C4EnoylCoAMAT,C4HydroxyacylCoAMAT,C4AcetoacylCoAMAT,AcetylCoAMAT,FADHMAT,NADHMAT
0,0.171,0.0,0.0,0.0,0.0,0.0,0.023,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.019,0.0,0.0,0.0,0.0,0.0,0.052,0.0,0.0,0.0,0.0,0.0,0.017,0.0,0.0,0.0,0.0,0.0,0.008,0.0,0.0,0.0,0.0,0.0,30.0,0.46,16.0
100,0.19526631465876246,0.20031845966158843,0.4419710150571419,0.01762492380419254,0.05469075671129702,0.00017356793180571344,0.02335135419967465,0.0715616331925303,0.9193335232779374,0.018428112853989747,0.05414205960990732,0.00017167062721433208,0.10615168333024311,0.16181569658726916,1.287395432542425,0.02729912742154504,0.08356431505868724,0.00026417730352633307,0.019524406986101955,0.08273478032254257,1.182097515621447,0.02660239349811363,0.08180228686788968,0.00025791099047862824,0.051071525597861996,0.10719269565853828,0.9896854448905508,0.059281910464769036,0.18403338449306395,0.0005799150579909091,0.017960898893070225,0.08650749715533777,2.7605663651464614,4.347142621407815,13.557945959930798,0.04273915075481408,0.008069565179192075,0.02387265717208836,3.1301466362289228,6.191295424732444,19.328937827054535,0.06094484440686111,30.000000001074053,0.4600000011045731,16.000000001020688
200,0.21843938077992325,0.22831881356886446,0.5186675720575972,0.02106927605789385,0.06548907037829906,0.00020783773241042115,0.024029577270264335,0.08019912711454333,1.0596006440363903,0.0216291320745757,0.06310910779067792,0.00020009613208622198,0.10338520494224443,0.17304575120224455,1.5099387764960066,0.030016198665413264,0.09164188245325826,0.0002896765508357155,0.02108176020428009,0.10190472750196156,1.5016132028990823,0.027913371690779232,0.08564636489961647,0.00026997424223793053,0.05078816569615799,0.11686734519462148,1.270745887988785,0.06029828682982401,0.18699625624525418,0.0005891131497196784,0.019615258144449553,0.09747222575300503,3.205675028971504,4.430769848708192,13.814043919717017,0.04353559396951946,0.00828308376419207,0.026981404606408466,4.8222916619425495,10.803157028810237,33.75098943543349,0.10639304034553082,30.000000001141178,0.46000000109448175,16.000000001054893
300,0.24047697030347726,0.254599935752711,0.5929385385358736,0.02402898568019691,0.07475573499089169,0.0002372466515922239,0.024935042634615257,0.0886304807495708,1.1948948695136405,0.024300242399952283,0.07069648590059946,0.00022414969748565824,0.10111874047175644,0.1800920062177397,1.6602705441960506,0.032164852681428505,0.0980946261816715,0.0003100572317325179,0.0230026477564642,0.11373491720087914,1.686315682956348,0.029328525719635786,0.08990608028680289,0.00028337732373616013,0.05075949513479133,0.12219117220381158,1.4233228163307412,0.062202069761909166,0.1928216829189263,0.000607406191145678,0.021420583834106655,0.10465545331712095,3.435581526069225,4.45004895498487,13.871272764183038,0.04371150081897182,0.008557284920959085,0.028801708641425512,5.637123312029383,13.15240017119123,41.0980470510095,0.12954056554330873,30.000000001192877,0.4600000011138668,16.000000001091998
400,0.26142446421599846,0.2797906619689658,0.6667475533795743,0.026789847617094447,0.08339816368902593,0.0002646744796414971,0.02604835350458095,0.09710177357539104,1.3290438310241914,0.026760368337933646,0.07775279922771738,0.0002465204807918622,0.099240300545926,0.1860503058975853,1.7893955563659583,0.03410062868454271,0.10394686542501114,0.00032854635861313494,0.02511609722307088,0.12312483669415752,1.8252475374175716,0.03079356139038532,0.09435768106882327,0.00029739531982389837,0.050880722405384556,0.12606857228355725,1.5305751089077602,0.0645105015917686,0.19992925315358856,0.0006297645235901341,0.023305423742269068,0.11104759853917291,3.6152643085405676,4.5314559889680694,14.12359206537576,0.0445043505215404,0.008861224536054936,0.030161663283503847,6.121973973892781,14.479115238299975,45.246639310340484,0.1426099185995504,30.000000001236995,0.46000000114332545,16.000000001129045
500,0.28133517542902886,0.3040870566791763,0.7403910006591032,0.029438190912630096,0.09168782411478625,0.0002909827533298115,0.02735539773779091,0.10565636398663963,1.462637498212687,0.029104614681580914,0.08451197725536225,0.00026794966996115894,0.0976986293889589,0.19167534251372792,1.909714217372557,0.03592746694452184,0.10948917329536023,0.0003460589195570922,0.027354768972140217,0.13152386877690186,1.944924443461848,0.03226786351949015,0.09885491438395548,0.00031156167164506386,0.051109780223734,0.12939237464541115,1.6187278095186528,0.06697309905471431,0.20754040804985463,0.0006537206677880205,0.025248482215203632,0.11719089141816061,3.776136790983401,4.6449798107273965,14.47670325800962,0.045615720814372054,0.00918278552758258,0.03134075398681198,6.468064516509322,15.353002951755142,47.97871566097606,0.15121678805627314,30.00000000127634,0.46000000117534284,16.00000000116449
600,0.3002623949539388,0.3275757132312466,0.8138374596901408,0.032007692038087766,0.09973073464278952,0.0003165079353199901,0.028843755743925854,0.11429565780328876,1.5956691352484516,0.03137045291941325,0.09106260707921855,0.0002887178952816209,0.09646129780004568,0.1972213786808656,2.0254872338047423,0.03768554989314702,0.1148322201367486,0.00036294317375160713,0.029686473683584052,0.139473574445537,2.055324875259701,0.03373256533146148,0.10333058121234369,0.0003256622391172829,0.05142635782782887,0.1324977635015675,1.6978310448693776,0.0694822813665801,0.21530432844349884,0.0006781635229571435,0.02724004378182721,0.12324281424051003,3.927710894683331,4.7716828076637094,14.871199967414832,0.046857922110508335,0.009516666118866368,0.03244671598805206,6.750918567351184,16.019572642205063,50.06228421121897,0.15778089129685863,30.000000001312173,0.4600000012070612,16.000000001197844
700,0.31825718914481615,0.3503028871168624,0.8869597627377335,0.034512460924423186,0.10757136330074232,0.0003413911504988613,0.030501782655560274,0.12300835384876026,1.727971824355654,0.03357441861383315,0.09744300664556646,0.00030894652960422635,0.0955037205100943,0.2027833907419784,2.1383976937772857,0.039392627897522736,0.12002478070328326,0.00037935256902906563,0.03209335538670847,0.147198483123781,2.160634542783001,0.035179541907736436,0.10775568240254522,0.0003396045656436476,0.05181901643063892,0.13552236022402966,1.772118712784888,0.07199024032675992,0.22306843238128432,0.0007026097708400052,0.02927440198060187,0.12926163107044775,4.07366410083735,4.902857237329321,15.27977795963982,0.048144706789941705,0.009860338760692977,0.03352431902806922,7.002611319641631,16.586100855131317,51.8329359023298,0.16335940870099508,30.000000001345164,0.46000000123741,16.00000000122903
800,0.33536771224763534,0.37229760802095146,0.9596031533649372,0.03695843255081955,0.11522846928997024,0.00036569193355667724,0.03231829470397475,0.13177912419419402,1.8593365292274178,0.03572439328180595,0.10367137562368081,0.00032869321969370514,0.09480520422209182,0.20839658668432043,2.2491584051525635,0.04105750826532233,0.1250912139719756,0.00039536375758337383,0.03456396286981244,0.1547982498252277,2.262749317892909,0.03660566641117584,0.1121187468578383,0.0003533520017970217,0.052280256386502945,0.13852618317436366,1.8435120416101007,0.07447625895294158,0.2307664993689228,0.00072684957472911,0.031347566396367335,0.13527218325264254,4.215662049043702,5.03465418604358,15.690366902652055,0.049437945354000624,0.010212468312954266,0.03459316048978305,7.237535190159994,17.10104062730659,53.44224388605993,0.16842978745083637,30.00000000137571,0.46000000126603147,16.00000000125812
900,0.3516390578739366,0.3935807661607969,1.0316096159623385,0.03934793733223554,0.12270943886605258,0.0003894337257077551,0.03428246130514691,0.14059171670067624,1.9895514647406956,0.037824419266298155,0.10975716795928428,0.00034798791253455184,0.09434736048160082,0.2140715173524117,2.3580773980484073,0.042685125728200185,0.13004537583529555,0.0004110203687315422,0.037090015169905066,0.16231906106167074,2.3625795468921114,0.03801017495742766,0.1164165386694754,0.0003668941095190509,0.05280451932763463,0.14153637201857394,1.9129388628071045,0.07693204963127975,0.23837189748703513,0.0007507984469076839,0.03345643047371259,0.14128628976283517,4.354566139096143,5.165430840837333,16.09781203593709,0.05072134950871087,0.010572266962749217,0.03566209077160574,7.462401841289213,17.586844479289624,54.960443130208986,0.17321324983368888,30.0000000014041,0.4600000012928638,16.000000001285255
