milliseconds,APCC,APCCYCdk1Y00YCdk1Y01YInt,APCCYCdk1Y10YCdk1Y11YInt,APCCYCdk2Y000YCdk2Y002YInt,APCCYCdk2Y010YCdk2Y012YInt,APCCYCdk2Y100YCdk2Y102YInt,APCCYCdk2Y110YCdk2Y112YInt,APCCYCyclinAYInt,APCCYEmi1,Cdk1Y00,Cdk1Y01,Cdk1Y10,Cdk1Y11,Cdk1Y11YpRbY10YpRbY20YInt,Cdk1Y11YpRbY11YpRbY21YInt,Cdk2Y000,Cdk2Y001,Cdk2Y002,Cdk2Y010,Cdk2Y011,Cdk2Y011YpRbY10YpRbY20YInt,Cdk2Y011YpRbY11YpRbY21YInt,Cdk2Y012,Cdk2Y012YpRbY10YpRbY20YInt,Cdk2Y012YpRbY11YpRbY21YInt,Cdk2Y100,Cdk2Y101,Cdk2Y102,Cdk2Y110,Cdk2Y111,Cdk2Y112,Cdk4Y00,Cdk4Y01,Cdk4Y01YpRbY00YpRbY10YInt,Cdk4Y01YpRbY01YpRbY11YInt,Cdk4Y10,Cdk4Y11,CyclinA,CyclinD,CyclinE,E2F,Emi1,p27,pRbY00,pRbY01,pRbY10,pRbY11,pRbY20,pRbY21,totalYCyclinYD,totalYCyclinYE,totalYCyclinYA,totalYp27,hypophosphorylatedYpRb,hyperphosphorylatedYpRb,totalYEmi1,activeYCdk2
0,24580.59737823021,104.240777039899,0.0,52.79574883517718,0.276305441031982,90.21989603977171,-0.09796254282187836,8.795061137219728,5163.676249552128,98559.00213649364,1345.128810431613,0.0,0.0,0.0,0.0,33939.92801037472,2175.3372523666726,676.6753709082647,24.096178178853698,-0.3751027868519019,0.2528741521486578,-0.0007218358466427444,-5.034748329654757,15.726931630122136,-1.5366618047113645,58158.9801383324,3728.482119650105,1169.7449991250626,-11.392060173267327,-0.08058455639970355,0.48548530557766345,46535.12171630669,6535.293539284979,-6.1251899181002845,0.5739146430272335,41115.94261711652,5777.949326371663,113.24153691534893,14743.129270206478,191.75167607897828,540.4029212862785,248.3572185297498,14153.213812963884,30113.026291634673,-4.845314717273271,29058.50749281804,1416.1152912895373,-8.43577518792187,0.19198826963575624,27092.153289319394,6099.141383951777,3292.2156083286995,124109.10479531459,29991.530572210202,-16.61149387342538,5412.320190465474,-1.943226686162806
100,24545.335759387246,104.986350905045,0.0,53.00204880421346,36.05683558146891,90.48612190031041,-0.05884342984238774,8.813792721206843,5157.2760789544245,98550.20890861783,1352.7578314254577,0.0,0.0,0.0,0.0,33945.08218651853,2177.5965987738773,679.4725822779212,-19.15642325420137,0.02381765498917362,0.1703825728473097,0.0019911909656631123,-41.84535022764479,27.954148278471767,0.07717873505167192,58175.15009479182,3728.153506194213,1170.686728685983,11.849170843530104,0.2600589271205569,-1.9913712199801712,46550.68813836781,5983.264718502375,509.1487588682287,0.12201104886552153,41112.96186280564,5779.586651286658,112.80043407288004,14763.389386011058,191.85118746000302,529.1943339957238,247.7825348038497,14155.304748855382,29861.890098804255,14.701466152964155,29058.1892782686,1415.9623942452374,-0.135779121861087,0.07241913353271623,26524.11031527459,6095.836020538546,3282.5255075798277,124108.67988062878,30111.391049081765,2.2150076136884693,5406.777786635828,-42.07376558771446
200,24520.3976331911,103.83296676203953,0.0,53.01902589243534,58.02870349437057,89.96768381742106,0.07109444082940211,8.667384415189762,5160.645780026242,98559.9800664984,1339.278164016121,0.0,0.0,0.0,0.0,33939.00233525648,2177.4892549867054,682.142499003274,4.527337810630197,0.3213855335483823,0.1010268122884863,0.007321330421130293,-70.26480124689994,16.21144943200873,0.3508169082353415,58158.093259470355,3730.6601794664816,1160.3553926348825,-9.057601435706067,0.23039279016644887,-2.7126810347825074,46518.12529043209,5646.667064100447,940.1992614621972,0.8299499681339074,41114.795811580894,5771.219023043875,110.3356937169045,14746.970053176226,191.69914972473515,517.6794273520136,248.13550380715049,14159.768310264995,29107.117789118845,23.923073149541903,28327.120345642965,1416.9729712226006,-10.424029569773626,0.19011463572574433,26172.206044938626,6096.451691570941,3244.97002140331,124109.77836766886,29787.111625874662,-0.8800833324259502,5404.027219368943,-69.4450179148672
300,24508.33139383466,103.53574166675693,0.0,52.974584117681886,69.55574683671192,89.98661221189077,-0.09493713444907312,8.66679913213258,5162.164971030526,98552.21264364816,1342.1617785007024,0.0,0.0,0.0,0.0,33939.9051891783,2175.450894079887,678.5726178967925,32.44482427124973,0.13553406408278418,-0.08334047754522449,-0.004924471800782966,-100.70052865146862,-71.6186158397034,-0.7461678634249169,58154.80036234804,3728.217380642364,1171.4281094217101,-10.578293424308374,-0.07075044401349619,-3.1772655501707576,46541.657248941,5392.828215050256,1205.4062103161511,0.6862488306893479,41114.73596556892,5768.205839631987,109.26629311089258,14730.960687536159,191.81232154664508,503.8724205441972,247.03260496268186,14165.869537899658,27991.075715034418,44.86332710766313,28920.707323661525,1418.1567046710857,15.6088468699831,0.3640182482560681,25888.986051704873,6098.248384088673,3218.530320686246,124109.01816406679,30007.232886779668,1.7816892027214704,5406.928037046414,-97.21600236646863
400,24500.413485265643,104.10242526931327,0.0,52.57870759747021,77.83671692663069,89.85940930346247,-0.09236205886592841,8.528851064326119,5162.769671548778,98560.37253571552,1343.3913794290957,0.0,0.0,0.0,0.0,33944.58284782937,2175.667004244384,678.6272277468232,71.23306213902849,-0.06398931874849408,0.06163866586386761,-0.006174387659058354,-120.20401446746342,-66.57649355851983,-0.9805100918425238,58155.93301078322,3729.302054096563,1165.9708968347218,13.074295203719602,-0.12862147582104355,-5.080322607072888,46509.21889990932,5129.975325666345,1438.7894000650388,1.8847190238503355,41116.76389807743,5760.021103129441,107.91776847129232,14720.151661165084,191.16803737749356,496.54656183976056,247.44904347688163,14180.752483447874,27766.91654229794,54.114191693228555,28749.30912566577,1415.005731506308,7.581972745357218,-0.322337219864215,25633.99077346753,6096.791429583169,3173.1000550071767,124110.17036576722,30910.336229981487,11.286725072110183,5404.082289101223,-126.2081640577825
500,24492.065920542245,104.24653078241317,0.0,52.28247765588407,83.44114698811342,90.0482500017536,-0.37150270386925893,8.403147237093684,5155.619399655694,98550.98917535065,1331.9097338100496,0.0,0.0,0.0,0.0,33940.59731672103,2175.5802858369457,680.2709555828172,116.15210278951224,0.7100580286247463,0.1763150753596389,-0.0006690503226449707,-136.0203403473086,-63.219801000026955,-4.129537413576943,58178.079329422326,3730.5023173123573,1160.1857159506492,-9.333353576157132,-0.1431001411775323,-6.685365180985835,46469.098402484655,5008.166950350121,1627.409448116652,2.1564246204406374,41121.57745587254,5736.838706504223,106.8052720924887,14718.429880148622,190.9581191390626,480.7141970559793,246.6785662815862,14193.987942898564,27195.168233676985,67.40410658801369,29775.792407635643,1417.500943169661,7.133812069200433,-0.6844590811316862,25450.19349985035,6095.34030328227,3105.6469568082302,124109.78438430713,31053.465610978692,6.625571655816632,5406.569035515615,-138.4444192898559
600,24492.04261979764,103.58678653609705,0.0,52.53028610336727,85.49652366119491,90.29645704951365,-0.2833912383832672,8.348762497474802,5160.1192274169425,98564.12536022616,1340.4390102129078,0.0,0.0,0.0,0.0,33944.194990836884,2176.2118593335954,675.7385985073339,197.04502595807537,0.022543335444872692,0.23181420211705972,0.0028551739036645264,-156.0231113107847,-76.84062666016636,-4.121414351433288,58186.439087597384,3728.450760766048,1149.2303378341735,-5.881511203975176,-0.17516300350987757,-9.896102321995125,46455.38221483366,4916.816757098342,1716.9550857156353,3.1830880700216766,41122.2166867863,5725.290105327652,105.59415581052889,14692.102467562996,190.53772054287435,472.5107187377581,246.5864616906639,14203.31845360819,27487.404056850017,72.33929599670411,29537.629575703773,1416.2393681745637,7.975317503620886,-0.7051886578261854,25343.201677091034,6094.413997025545,3104.07183944567,124110.56102794957,30897.234143090776,-9.606912767822696,5403.646942985542,-148.26922150189637
700,24490.658568090086,103.37419656688695,0.0,52.25939676459293,86.72981527558646,89.10539054148971,-0.491448150475138,8.276800455299357,5155.190932250911,98578.79921174246,1325.6970229406777,0.0,0.0,0.0,0.0,33944.231167361686,2174.8433443948497,676.306712176378,170.39576813483598,0.120128298253035,0.18375864913037943,0.010565719238977983,-162.80923785226258,-116.97879532489364,-5.159726348353178,58182.48792775964,3729.0633835698636,1151.130241560202,14.750434964031765,-0.2328003018461018,-10.171573951758264,46436.84375268754,4861.771702659235,1871.1453192825545,3.574453688749363,41115.674813538906,5718.994802670085,103.99944270309803,14677.951679823926,190.4736512584953,457.94327427232184,244.96721972004826,14213.719059893685,26666.606846945702,89.1152130206808,30640.979815826468,1415.6374592057475,3.3206991831874806,-0.5929474617191859,25259.690011399154,6094.099313910716,3063.00962073131,124111.17974210218,31710.238393105916,-8.405214181308475,5403.219385001381,-163.4360062102545
800,24487.311715282143,102.82310594051037,0.0,52.35215627451888,88.04405807566062,89.57243233285259,-0.7454689140860731,8.094153923944278,5156.577170626339,98576.62097085801,1315.431327098411,0.0,0.0,0.0,0.0,33948.35556032855,2175.1139831087107,669.0293607563236,265.7087320197934,1.0036713826029366,-0.004088069463924426,0.00870341852018578,-173.04881036864793,-149.58091343644475,-6.387648466058879,58197.76497687492,3730.054233445455,1153.088958263801,4.774533184313069,-0.1124346528509668,-11.74901504064129,46408.69301717219,4876.49126337468,1899.632817806286,4.703475932433536,41117.32092007316,5705.456918798544,103.45634835544217,14658.545509962814,190.17479338483068,450.64028777427626,244.53182858082477,14218.974087292536,26307.244664220387,93.45033666632094,30674.006159108736,1417.755245791328,-23.343733346599485,0.06057669362078749,25224.96823232505,6093.877812886189,3059.569886534145,124110.72018613233,31888.501833401868,-23.526003877910895,5404.735762988205,-177.26438058711875
900,24486.087521818165,102.81995007742674,0.0,52.10446515131109,87.95995015196789,89.37246218089719,-0.9356408501429574,8.099796792942604,5156.777111209949,98581.47691498222,1324.0362387301273,0.0,0.0,0.0,0.0,33948.240481547116,2173.945957528837,662.9353514208694,281.91005282687,1.1628079178402244,0.05087792189838919,0.014392654955362245,-182.39508924344509,-203.20658862265066,-9.85315998927585,58199.37617173085,3729.753878688707,1149.032244047743,22.196514568868686,-0.09628756976598368,-14.931575456941285,46389.90872483911,4849.306482483157,1944.5935372902495,5.543127171130344,41116.46218292715,5679.342731785069,101.87913676898847,14651.333029483636,189.8051234615039,437.3506088063699,244.73959694993644,14228.628170440272,25601.539335449223,108.0618043296747,30975.28778308827,1416.1023854695745,5.4717251851922075,-0.8556339984729829,25209.68242815746,6092.151318105042,3035.1907367662347,124111.80362252188,32622.488238023267,-18.975604617173737,5404.170766517163,-182.69139870088475
