milliseconds,APCC,APCCYCdk1Y00YCdk1Y01YInt,APCCYCdk1Y10YCdk1Y11YInt,APCCYCdk2Y000YCdk2Y002YInt,APCCYCdk2Y010YCdk2Y012YInt,APCCYCdk2Y100YCdk2Y102YInt,APCCYCdk2Y110YCdk2Y112YInt,APCCYCyclinAYInt,APCCYEmi1,Cdk1Y00,Cdk1Y01,Cdk1Y10,Cdk1Y11,Cdk1Y11YpRbY10YpRbY20YInt,Cdk1Y11YpRbY11YpRbY21YInt,Cdk2Y000,Cdk2Y001,Cdk2Y002,Cdk2Y010,Cdk2Y011,Cdk2Y011YpRbY10YpRbY20YInt,Cdk2Y011YpRbY11YpRbY21YInt,Cdk2Y012,Cdk2Y012YpRbY10YpRbY20YInt,Cdk2Y012YpRbY11YpRbY21YInt,Cdk2Y100,Cdk2Y101,Cdk2Y102,Cdk2Y110,Cdk2Y111,Cdk2Y112,Cdk4Y00,Cdk4Y01,Cdk4Y01YpRbY00YpRbY10YInt,Cdk4Y01YpRbY01YpRbY11YInt,Cdk4Y10,Cdk4Y11,CyclinA,CyclinD,CyclinE,E2F,Emi1,p27,pRbY00,pRbY01,pRbY10,pRbY11,pRbY20,pRbY21,totalYCyclinYD,totalYCyclinYE,totalYCyclinYA,totalYp27,hypophosphorylatedYpRb,hyperphosphorylatedYpRb,totalYEmi1,activeYCdk2
0,24585.93441983453,104.2462687297416,0.0,52.67300942474816,-1.110748900260771,90.47853425023257,0.1230227964022945,8.812486706539353,5157.062012398172,98553.71612339087,1337.0507168529023,0.0,0.0,0.0,0.0,33941.71321018954,2176.1843302911557,678.2802774087245,-23.084987354645122,0.42291909674988565,-0.10489184355198589,-0.002157385831425757,-1.127867022009684,-42.50788667904196,-1.430036540099632,58159.444075813844,3728.2877959369343,1161.9506968058317,3.1563486868406736,-0.04727666760143414,0.9135676194048699,46548.130829931746,6526.322055561755,15.039632929185823,-0.3156114064269654,41119.68541508373,5780.881495835129,113.5484991337657,14743.777667734128,191.96815209100788,542.5440500807046,247.56597305663757,14152.166626976075,29687.677967300904,4.949307926442308,28071.85561812641,1415.0174337098695,14.234579930678114,0.545004060023191,27070.20714711841,6097.067286533374,3325.1130556985195,124108.41407364317,30504.165492778,5.296645847692525,5409.5037307250495,2.3445554581998453
100,24547.397370264953,104.82792447840013,0.0,52.59517334924201,35.75705168992295,90.5086941769993,-0.02411866475358018,8.790847176546384,5162.9452491491775,98559.46555669763,1345.8771524203494,0.0,0.0,0.0,0.0,33941.933507658934,2176.1793974118764,680.6249325352261,32.075733507650654,0.1676743348935591,0.035844840958330466,0.0011562969675866386,-37.84701121709103,-1.0971760200672946,0.34229012083852395,58152.821126877294,3730.6453001174523,1164.249668367655,-11.451536865857902,-0.23745793940316112,-1.1260904409954438,46556.79783314848,6010.240283269071,502.82479923356095,0.7671945994561323,41113.9923646166,5772.962496647396,112.86199084932203,14738.0651383767,192.20856916114278,530.7635231377167,247.5870961168936,14155.361398538076,29733.67393138947,17.104423006631844,28745.396485449743,1417.0652138492749,9.055783052653533,-0.23343882919379974,26576.72027331251,6099.496748682892,3235.3436500280336,124108.67062899325,29701.43083236623,14.406903141318487,5408.3933931797255,-43.42423295606636
200,24521.29646744396,104.01901413780818,0.0,52.92239471673773,58.90431649341763,90.55317313819221,-0.1637042659878124,8.77603576960544,5163.932762075106,98560.49981055093,1353.1741832712207,0.0,0.0,0.0,0.0,33939.43024949306,2177.442628682451,676.4233543588031,29.557757410455633,0.14087928106431724,-0.08290395029208203,0.0017149810490947235,-76.97280281197467,5.927751073202376,-1.4761955106498452,58154.09624061037,3730.4349545868035,1158.8353416869074,8.337810327476936,-0.2171984535739063,-3.139277956807873,46540.44858377471,5627.3989918722755,956.4095950403934,0.29852440604459685,41114.952586127576,5764.518645579706,111.25040793017838,14748.79719351832,191.66634182544394,515.9722027069975,247.36744133485644,14162.770918292912,28783.522015293656,27.15262308752235,29266.481962924114,1414.307090640963,-14.643090108779447,0.003766840076460323,26171.868702826745,6096.4403439532225,3229.805119956233,124109.15071193731,30147.87560692104,-17.495839418780843,5411.924905511582,-78.25241145621969
300,24506.476521830366,103.72973798485619,0.0,52.91955424208742,71.46588487244225,89.82983238024426,-0.08208481114028175,8.613394155688457,5161.8072739476875,98544.57237760641,1340.785199021257,0.0,0.0,0.0,0.0,33945.074146136794,2177.3374977639337,683.572900104872,62.38582697191022,0.466517216766764,0.14744462259074903,0.0027223677283343857,-96.40888759955398,-13.559287403388414,-2.8949206994794414,58171.83458246378,3728.5191116193832,1163.2591009569578,8.153426892498851,0.245053451207686,-4.486525589788488,46514.75443626332,5319.13817023435,1249.336808793744,1.3039537102801777,41113.839011787524,5761.230184240325,109.38025956319446,14742.620461495086,191.33610952922822,508.45162031459466,248.02411809209914,14166.254967177198,28463.303872839217,47.38288045086357,28674.65557377091,1417.1241631207283,8.317043949196306,-0.09247445111503065,25847.470974977095,6095.58886961401,3199.617284763716,124108.8857078934,30328.71697328848,-5.940032899463202,5405.761787331824,-96.4097916680095
400,24496.181737194147,103.63763615381419,0.0,52.893438047785125,78.42331280233292,90.36971666516054,-0.25018672010277093,8.49050372697705,5158.023960472753,98560.26350819164,1340.699670857486,0.0,0.0,0.0,0.0,33946.59772757884,2176.6116573477584,679.7163365107269,85.90683689670189,0.04870242909520979,0.2021572091335335,-0.007219372898359171,-124.6516939154865,-53.72174749429761,-1.3674682532018565,58164.81980200228,3730.086594973389,1161.8316722816603,1.0555515017672845,0.029701599410762176,-2.7420962412234067,46484.56894017349,5204.010695792018,1455.0836619317897,1.4634581490744327,41119.59799163035,5759.008471822889,107.69286408537063,14714.394811668111,191.33534154247144,487.84760711146424,246.8110908326538,14180.260411556503,27556.01036195267,54.71591648407205,29258.11175066145,1417.816433155769,-12.85893683153701,-0.47454017313168245,25644.666656383117,6097.460671075983,3181.224132751067,124109.48602640821,30160.346136915785,-1.5363691916531668,5404.905241286527,-122.98218217198482
500,24494.545843916716,103.20798797253839,0.0,52.258051173942455,82.1937715552715,89.72030447691525,-0.3643744827602668,8.507500756482843,5161.672895985154,98558.73230737633,1334.6631743519451,0.0,0.0,0.0,0.0,33943.714328166236,2174.8795842001878,678.4657146014517,107.67323062260768,0.1530087332545914,0.11661774479595632,0.005983284467708017,-139.67007887005505,-72.10431618806113,-5.037837799744974,58180.95099635328,3730.429041979575,1160.1471456721927,10.284352683776724,-0.2043414744373452,-7.7482932571250815,46481.55311686152,5059.768553872447,1621.1565427523267,2.660559214816463,41116.10466172949,5734.4481405123415,105.87320545117788,14699.203721315978,191.0709382576813,477.8441206183019,246.14172281172776,14191.597188588308,27255.69410413573,67.92564208056443,29979.61382858105,1414.8447753291439,10.734328112922224,0.12179772399230625,25465.904874101,6094.846148646107,3130.0956797495955,124110.38389063388,30425.824935378172,5.5241070720348375,5404.874934728959,-143.35077151115053
600,24490.453885628034,103.193808468739,0.0,52.29482673276303,84.41599002353311,89.44574429573329,-0.3427586291958855,8.293642365651914,5158.608572567527,98569.7326774156,1334.5749282233176,0.0,0.0,0.0,0.0,33946.71114765202,2175.2650808120366,677.1579276108608,186.2019983108667,0.44810303715032845,0.10183419602144128,-0.0015119922190027627,-152.04356886784353,-108.11565713592941,-3.284002423962609,58181.21545037561,3728.129007067254,1157.946323921255,3.030587164552571,-0.10355581058692924,-9.746739403337267,46443.956432135725,4905.724440430496,1766.0789945962733,2.587001822311368,41115.62781752207,5723.312347002018,104.84286118185166,14685.297819418514,190.94944533023136,473.8208301546864,246.46453055138866,14202.27825078295,26763.738947812337,73.25397599340243,29790.559566360203,1415.0859029969774,-14.09152374314671,0.4110520934705409,25373.23924114115,6094.123138273357,3124.37421337702,124110.78734578083,31014.91806040114,-16.017064366085943,5404.828181508411,-154.04560402668332
700,24487.467658543315,103.78277535209891,0.0,52.22373310417547,86.1332833854567,89.20994942408021,-0.5100006443912616,8.259936758938265,5159.140906465426,98578.40910058327,1336.1734222650475,0.0,0.0,0.0,0.0,33945.433687508725,2174.702815343781,673.2186598674705,178.4093336689951,-0.02772553902934527,0.11405986077565579,0.009458109152359524,-160.38906882547042,-145.33021604650565,-6.976815555935722,58183.88551916532,3730.2436245306417,1152.02986408272,-3.6418294296119207,-0.17840761587445647,-9.67960915786934,46420.882969339735,4913.565714181405,1833.6923575369483,4.2013053998666825,41121.8185469349,5721.407895069531,104.37520418454717,14671.103282672148,190.27615376681732,461.33701211974375,245.36716225355443,14208.224775596243,26919.944706774262,86.8092070734099,30458.695978292883,1414.9964238712557,5.693352120719727,-0.784714539570788,25311.421894960422,6097.3686978036285,3057.853019392154,124110.0179039239,31875.53631801682,10.564671932577728,5399.618075947374,-168.2455717868455
800,24487.17038252975,102.33213450511207,0.0,51.8893910710572,86.74247411127126,89.00574892967738,-0.6681803490485031,8.209661965191016,5154.485227047099,98583.53198440204,1313.68372219561,0.0,0.0,0.0,0.0,33944.77570155403,2175.0117763644025,666.5368963263586,261.8709460462735,0.9159240214446475,0.07586717816735233,0.009176209786004166,-178.5908334219238,-163.4823375091656,-7.305760585788535,58201.329415264474,3727.8029547700376,1144.5071349309728,11.281476300119774,-0.21449605244583117,-11.777698360181208,46401.47788196987,4860.716162823963,1920.0216108271475,3.971785862469882,41120.964894750905,5707.198017261565,103.13073076849365,14663.56819584378,190.4022622814889,457.7085400726989,245.1024229303208,14217.744781110574,26199.079068829717,92.00841929743322,30842.59633454009,1416.8594210652404,-0.91512042349291,-0.6644574161094485,25211.227325768712,6094.235085582603,3074.4081583128004,124111.24612310153,31729.92043359096,7.534519512562245,5402.698747708826,-171.47653966738838
900,24490.01779588856,101.99875980359337,0.0,52.07121454810152,87.25735100084175,88.597251143885,-0.9723135169535816,8.051131160076938,5156.266693054548,98582.32346398004,1310.6456025102955,0.0,0.0,0.0,0.0,33944.89622992186,2175.308172513621,666.8231822258847,246.15942299750688,1.1520948976372691,0.17681802449450848,0.010241538670495074,-178.08984477457054,-184.53252777867337,-9.509176998537242,58193.43552706472,3728.3380441007384,1136.8055327501372,29.71228156645212,0.18106539017724527,-13.606564158479856,46364.518953068444,4825.894254450128,1981.2486192755232,4.459840873644959,41114.27560590581,5686.774879909514,102.18725837200209,14642.044588068793,190.1142663406161,442.7381544670456,243.66049571745637,14233.823974925293,26324.641785577453,103.93615606739597,30974.497203624982,1415.689309746704,-25.614707546458,-0.11052322481968035,25172.648894845388,6092.8891434411935,3051.773361734931,124111.70347102048,32430.507777280392,-19.847713397441915,5400.636947437928,-185.71632307988625
