milliseconds,A,R,E,G
0,0.9689590520265795,-33.50826636033628,-31.69340777092419,98895600.53868742
100,1.7180681467322052,14.414427733330324,181.0179979137257,59079224.28262674
200,2.2435720781082282,67.72259445995863,240.80971668925275,37866772.23711911
300,2.4901236980137282,86.95272783843741,667.14959124656,20936704.602018196
400,2.763564476237149,162.8324046999923,815.1996463285437,14568770.75990361
500,2.8498242016203506,196.32260171842805,1075.355480159207,9670443.753602402
600,2.8729310607889174,303.6298134376286,1387.2545345338008,5875173.662105286
700,2.8213692080313515,339.1605139795241,1494.7850700298172,3110860.172183055
800,2.685555253564342,416.99010658521746,1774.2296032100694,1221320.5128461139
900,2.660939294616573,426.5367681614989,1938.7117075895096,3295149.1432559686
1000,2.5437088880216234,516.9406426868472,2111.418783486458,2743757.70063984
1100,2.487666174401645,541.7840100354136,2509.222996562295,238128.104029726
1200,2.3799932405676225,570.8597475003359,2603.6919685267067,2751819.715291132
1300,2.2556107342029286,608.0187644004563,2663.4198604003072,-209285.65759863635
1400,2.211560413227641,624.2985691353623,2924.75499845462,215153.7518886939
1500,2.069424934590288,680.3653937402139,3149.4515961839347,1159288.2007274362
1600,1.9997594406485688,710.2373222924965,3059.7089512063353,2227777.292320163
1700,1.9695641759071587,762.2974479530394,3188.5452476507594,950819.7988325073
1800,1.8950326742836212,753.0805650518215,3273.2777987644204,2551249.081049537
1900,1.8187981664723494,819.8726330896451,3494.254667522226,1302020.5176591603
2000,1.7231949788918612,805.9141897533925,3584.7522573771384,474196.9903933173
2100,1.7088849460446454,860.6320219677858,3533.11803263952,2004312.0450236606
2200,1.707770329841691,878.294103018078,3793.9784335405325,1772103.9231533303
2300,1.577925287013297,908.2298511368751,3908.1966892068604,341727.24345899443
2400,1.6205256690797814,927.2467614612596,3901.8181473880377,1064870.2758080384
2500,1.5447587633344484,960.3757077074983,4025.9836468741482,1355483.1846221501
2600,1.510163765555521,987.2716448627683,3888.1880206609835,1442504.0390716742
2700,1.4679311977936673,992.8918939472078,3994.6829894882653,479254.73750315
2800,1.464041379343043,1006.3246622075112,4155.443050839449,904833.556969479
2900,1.347310452462309,999.6824515877036,4141.9771588205085,1494994.26368542
3000,1.3424227000183193,1035.0476345642126,4166.573340254692,968319.6231274995
3100,1.368904801615724,1022.6176846773491,4131.729001758477,748916.5685424963
3200,1.349786272559574,1033.1479577774462,4286.889015481407,839669.163291431
3300,1.223220914530904,1059.4034732752184,4160.858031766043,1412615.5965912652
3400,1.222690695131894,1013.9155196418038,4289.802572683159,185394.71339310845
3500,1.1998500474237401,1032.621095656359,4321.792380959399,2525119.553283841
3600,1.2467915303296961,1033.2321082953995,4284.220680546854,2121638.174053741
3700,1.1698083889042867,1040.6451414895719,4294.085990371136,3160893.6801156783
3800,1.2152289725253085,1046.6257022103507,4237.73666621436,83693.85086637712
3900,1.1704620486019524,1045.9907709966822,4227.087194011374,2767243.9666127414
4000,1.1540906051857134,1105.5134827399831,4354.386575995857,2472343.145875735
4100,1.1814515989698477,1054.0969930056253,4232.529104992599,1721914.546111604
4200,1.1435061569936664,1090.6435055431705,4388.356955360405,149023.36031666934
4300,1.082843354278665,1060.6615664912958,4335.385920624021,2041340.2875450193
4400,1.0437401723069373,1088.3403361332219,4343.039020128631,3283808.440761606
4500,1.0506091356611282,1106.4903571261325,4435.780754781605,2604714.6609777086
4600,1.0923779925188062,1124.4726520721517,4272.229032311515,1664203.2280410037
4700,1.0320840156917792,1075.6802888879483,4203.908493462636,1786968.9111738142
4800,0.9833542012503036,1083.721967457522,4199.450469469142,909648.2675747345
4900,1.051657089001663,1125.4289831618498,4361.062146993128,517520.44160119956
5000,1.005969347661099,1090.574605372305,4377.432926312835,85626.43752348889
