milliseconds,A,R,E,G
0,0.9566562020864376,16.004864193542144,-35.75238241079131,100530760.82732399
100,1.7094752090718977,0.9543181157058278,126.75090137502272,61396690.56410471
200,2.244343849998495,48.41965078114414,253.3891871570724,36546879.81782168
300,2.5761570919208143,85.3873278174429,523.2640770714825,21876138.960416332
400,2.700072547162426,139.41799463993527,929.8788424666292,13995636.442460587
500,2.8630920063495826,231.41733141551774,1012.0714288675031,8551699.072897375
600,2.8069101797129465,263.3105241024635,1193.9967936638998,5559839.953085925
700,2.7811538587682345,325.64995039662216,1456.4988092430212,4066398.905564854
800,2.726874920458641,368.5014957576038,1782.07613337897,1911958.4790477278
900,2.5947895599886457,412.86185159356944,1880.9249924628696,1335486.3666614373
1000,2.474054724155301,493.5383723810578,2257.5554601606755,1967673.8035356773
1100,2.414268866505814,544.387763313722,2499.8249089655633,959476.1105573035
1200,2.3476340506845266,585.6317580618634,2595.3023296143833,-475308.79644604214
1300,2.2053166514298326,629.0035171091802,2727.293028419323,287350.389739873
1400,2.141379150809436,655.9446614837726,2848.4902528565576,1104994.6198702434
1500,2.0515781929589276,670.7843081721459,3026.364790676023,1839603.2794154005
1600,2.021277483540343,699.61980549771,3094.8858022244026,852650.0721204351
1700,1.9224805834939607,784.2344916785032,3341.060918105137,-375360.2282349239
1800,1.8271108687820379,759.2300817258516,3449.70897427393,1567824.2814054328
1900,1.870239779571,797.4094732356748,3615.3245422165323,1280823.3849944149
2000,1.7806106803534596,822.2061229685112,3537.782403074226,2977822.7622464485
2100,1.740757835784225,881.3633016017304,3690.9604760706757,761817.5836794607
2200,1.6320190409175677,851.8015312647935,3739.7482485104315,1528742.2949591754
2300,1.572488660754241,915.5961794046156,3701.5069052147933,1056171.3613924626
2400,1.5599167582831677,929.9088516921636,3778.2234861143324,2393972.469244304
2500,1.5451987012142936,914.9482976660935,3825.1821502467797,2984394.0154150086
2600,1.5284609118802943,922.5661445147891,3865.7384502541613,2165445.683192258
2700,1.4610422290756717,993.1210495668356,3933.9410200461016,2539624.969674565
2800,1.4261836817430884,975.1439489470087,3966.4545234180277,382895.1768238337
2900,1.398421739260894,1018.0311890938439,4133.780152371495,1245187.2412130898
3000,1.3029935573239677,1005.3245813794856,4259.702619041223,648019.3103923724
3100,1.3130255494519119,983.9867487127858,4102.26082911427,1327066.1423621345
3200,1.3071352568359433,1009.7162675961517,4104.462914322907,1161406.759443798
3300,1.2589844353150597,1058.6011416065915,4203.221390138584,2617702.4933802914
3400,1.2842119189279941,1052.190425436101,4287.525031162248,3043055.5588206314
3500,1.201288840574013,1045.3849639749615,4342.363574816926,3018032.0570188155
3600,1.1763438450331056,1082.4746752212532,4209.749226134535,3217694.198172817
3700,1.2170430165964692,1093.3646505406505,4411.146602019757,1680761.6238830765
3800,1.1890998136414181,1066.6212220874927,4306.835487050103,2217738.6496555135
3900,1.1897270759379497,1065.0675408377688,4259.627434266273,1775722.1888460687
4000,1.1248820066768133,1106.034055211409,4289.2536585926155,831767.8154416776
4100,1.1639887264249362,1091.653740890423,4358.514502260961,2603165.0014090226
4200,1.099196608728088,1087.7194025313554,4317.859098264394,1169649.169964347
4300,1.108535617036677,1068.8505404477003,4287.370018244124,368090.7202668586
4400,1.0639344773733481,1076.5246679428465,4301.493281623347,3207668.02100165
4500,1.0612016471259895,1094.465683892104,4314.240552332793,3126573.7920248127
4600,1.0335507396596593,1104.8264850355206,4336.396763081593,1795642.5082295297
4700,1.0685501990895703,1095.2109991718319,4389.879109365128,179120.94179975823
4800,1.0576063114315513,1082.485587998667,4378.1183545789445,735622.041258921
4900,1.0670425671073969,1083.6870149709791,4283.659731185012,1473422.18387147
5000,1.003022898773527,1084.7751434376103,4234.080290099025,1118176.7076614979
