milliseconds,A,R,E,G
0,0.9952959040574257,1.4234293344350903,124.052491274338,98691572.49101521
100,1.6881128021186529,35.38899844901117,192.37989325267696,61158165.49140848
200,2.229048152413786,62.87305478475397,279.66595470918867,36390838.316320725
300,2.5339668646776943,138.10078147612228,664.2397337005896,20853372.9792166
400,2.719515436214686,136.1843689184634,859.142185805476,13035124.694301117
500,2.872528236465539,217.67375554432033,1096.1968279197627,6878879.271769003
600,2.8127504964995618,269.4574068721473,1230.8874370732235,4942730.169446286
700,2.7829536600923164,349.5692390459047,1610.1449363088143,4679704.814718972
800,2.6826353133823186,362.28551691056333,1794.909315198113,814877.4048074195
900,2.6272451832076893,469.1243724298855,1931.6088334171145,1528165.4997221683
1000,2.476161664655072,501.6622864801636,2200.734794903228,2476879.4686632985
1100,2.4220489961801754,543.2784965607109,2311.4488397818,1215275.1551510824
1200,2.2950071277653854,578.4402599069458,2633.908503336731,1394613.1220702808
1300,2.2977802001551915,624.4022288012532,2670.82940765903,1370918.0091567952
1400,2.2330499042424905,621.9889300917051,3021.086997940664,2318033.7861082666
1500,2.129422162766109,710.7920859006741,2995.438234098318,2010445.9343039747
1600,2.056520684940259,729.0241476115409,3232.726895147165,1307325.7970271362
1700,1.9792380990428613,777.5019985355926,3391.0470044841395,1036333.9908584877
1800,1.871844572944581,809.8613763391512,3322.625943416937,2925028.0058443127
1900,1.7641926506623953,830.7438140915754,3551.3899088674307,2494424.8325928953
2000,1.768455880429538,802.7166867160231,3552.9295464709485,1297853.136662303
2100,1.6971226561226598,871.2674402613053,3616.407223306761,876694.6357872295
2200,1.6970917096741136,867.2716117157026,3777.862642524393,-86939.52400240605
2300,1.641031178226721,896.7773213674775,3931.7721229525687,844297.0519721481
2400,1.5166023774135853,940.0179450951576,3910.8271569562444,2653425.4856271916
2500,1.568019576199772,970.7636603388469,3841.5995878079007,2068024.6512805421
2600,1.4347648965770938,960.377589638523,3971.8294810064813,2236166.037787186
2700,1.4049225992454846,997.4149732316585,4059.873286365549,1717967.4061659423
2800,1.4540774584035077,973.9150184133867,4012.4199268059037,456264.1486929208
2900,1.3393431421561952,1008.1500484485425,4096.358750795388,2267421.1305091153
3000,1.304041834791397,1014.419507735918,4104.160193979657,30362.229194463464
3100,1.3691565458574704,1004.5870555121118,4128.449331121993,1341042.8225580724
3200,1.2748175242903994,997.5724409067756,4104.994134356202,663024.9797845449
3300,1.2653352045300528,1068.1084074064004,4320.40188681329,1356107.165753909
3400,1.3054655066354361,1075.3171568358985,4278.6468982392635,1277182.2924618185
3500,1.2275643772199536,1072.5193883367344,4320.923077488616,1042650.8685752447
3600,1.2415177941429827,1070.7888919695013,4402.711789080935,2343410.948860488
3700,1.1770643857307042,1083.3871765996882,4332.7668716481885,1486774.7069974956
3800,1.1732607371457484,1034.2098493002402,4220.431492444375,1695001.8651137678
3900,1.1622346308235507,1047.1264662171966,4213.456276300399,394616.24626390147
4000,1.1866260476662795,1073.8351629913468,4386.78112797565,2225591.352364507
4100,1.1554143212882577,1096.404544155045,4413.449689970777,3069628.9488602253
4200,1.1260020395619503,1062.909578131415,4245.370809626899,2456594.6387937907
4300,1.0540854138728324,1082.2181194792968,4446.229682880399,3317749.7304918524
4400,1.141219826975578,1081.6688967971274,4335.042245064888,2050976.2911832605
4500,1.0503841952342248,1069.6244006533889,4445.568427219073,1505212.1957152002
4600,1.003550991910903,1117.31767814712,4244.651658215542,1835837.215247389
4700,1.0694469531384823,1093.234818251618,4300.081428939672,1073106.1573258052
4800,1.0941923524336095,1073.597772337162,4238.192088495996,1698339.3711858199
4900,1.03542133443406,1113.9965937599256,4429.805380135004,1360115.306258996
5000,1.0684543243557765,1094.9690332844984,4330.157317389883,815617.2275009236
