miliseconds,A_dopa,C_dopa,C_OMD
0,101.50197700916385,-0.04223243924460414,-0.05442642403555055
100,81.69036096695729,7.665082754354464,0.16740986924121484
200,66.64669867841832,12.352013042826574,0.5395411095068449
300,54.30069388427528,15.348897624316784,1.2891179679512201
400,42.53884954237029,16.90138150298457,1.734899104412133
500,34.95579391765415,17.37327395174783,2.4169724895771925
600,28.917325467634253,17.384364277366238,3.2560772215801297
700,22.14425250007834,16.70156177655743,4.078736863064421
800,19.049250224641064,16.104500281578535,4.604754261400959
900,15.837578230386374,15.216203400672827,5.288390090852189
1000,13.02284811047823,13.485798497719632,5.727648979272627
1100,9.953556367602276,12.461489300111037,6.36993059372154
1200,7.333367661731308,11.362165093869592,6.9358489556125615
1300,6.921265574867117,10.175399994762014,7.235740057942071
1400,5.334558482679846,9.208649859348752,7.487647493062569
1500,4.534367933059056,7.8884483653660835,7.951976328867865
1600,3.6411093472737406,7.484013748258507,8.101223337074659
1700,3.4311983692694352,6.295498850729403,8.283572817203101
1800,2.380527338429657,5.4573014977480145,8.612650830417977
1900,1.5034289053487666,4.674466371670443,8.84073188081379
2000,0.48834076833690454,4.3237050548946065,8.860104981221172
2100,0.5400916323251248,3.706994241620528,8.976576649559311
2200,0.9604310807234783,3.076309399057505,9.151178166274075
2300,0.7697804786591567,2.5392384126331695,9.077845918414807
2400,0.0382775746405305,2.4486196641411593,9.288605618767022
2500,1.1764196767796613,1.8680264207740798,9.182957889705879
2600,-0.003348902546139232,1.6671210928053082,9.347847163301758
2700,-0.6824456510212473,1.7040267584890079,9.233578116819455
2800,-0.5482063534916726,1.130088322139533,9.30180499857024
2900,0.060188624540384705,0.9171682245395716,9.361841304550829
3000,0.3957966057361336,0.9566894087962422,9.418489479692477
3100,-0.8611454777537276,0.8427054081683705,9.260170939493893
3200,0.7536966042701634,1.0059334660540924,9.15149882162677
3300,0.8327713246280262,0.6196462756891445,9.120408381002017
3400,0.43304852125235543,0.6300641835270757,9.092796365367187
3500,0.6393368119915173,0.42559170730137247,9.123857023018463
3600,0.20782415326000178,0.4666999704017335,9.238569617281646
3700,-0.33126787884156284,0.602866409409583,9.165630452437778
3800,-0.4813597056340031,0.46352892812035473,9.095383099092148
3900,-0.8430706710527441,0.1294552755595098,8.898003585049926
4000,-0.41399415585336524,0.33435519015964305,8.999124783953198
4100,0.18564957820863465,0.4811166448892004,8.896634314568248
4200,0.6991959240871624,0.3853805624528746,8.782329101509266
4300,-0.6379222810700267,0.38432298795558084,8.840281111946682
4400,-1.0779828097773918,-0.07500820818452333,8.876747071213705
4500,-0.8885821734054906,0.32554446632212986,8.626721010867822
4600,-0.936470482510659,0.3351059928901157,8.692145243563463
4700,-0.7251017562848003,0.29001331324593227,8.589153571656945
4800,0.19688659794381244,-0.09979182967941615,8.629184367220212
4900,0.5657150403977457,-0.1090569463781488,8.58834678360995
5000,-1.0764367175975469,-0.11562648874311912,8.48370308200386
