milliseconds,FITC_Dextran_three_compartment_model_compartment_1,FITC_Dextran_three_compartment_model_compartment_2,FITC_Dextran_three_compartment_model_compartment_3,Pyranine_three_compartment_model_compartment_1,Pyranine_three_compartment_model_compartment_2,Pyranine_three_compartment_model_compartment_3
0,0.0,0.0,0.0,0.0,0.0,0.0
100,0.668762027321869,0.0012364467672664142,1.5245762590839456e-06,0.0,0.0,0.0
200,1.3350542072111544,0.004933608134344484,1.216334595767755e-05,0.0,0.0,0.0
300,1.998885661148552,0.011073291734039347,4.093947683810213e-05,0.0,0.0,0.0
400,2.660265477009071,0.019637405838325916,9.67777053559827e-05,0.0,0.0,0.0
500,3.3192027091252263,0.03060795898926135,0.00018850498673964798,0.0,0.0,0.0
600,3.9757063783630553,0.04396705963213293,0.0003248510754851228,0.0,0.0,0.0
700,4.629785472262438,0.059696915569667074,0.0005144493025162432,0.0,0.0,0.0
800,5.281448945189109,0.07777983335881397,0.0007658374399145232,0.0,0.0,0.0
900,5.9307057184240275,0.09819821796813508,0.0010874581780792288,0.0,0.0,0.0
1000,6.577564680349125,0.12093457204920004,0.0014876601596994017,0.0,0.0,0.0
1100,7.222034686382731,0.14597149618038624,0.001974697642986786,0.0,0.0,0.0
1200,7.864124559336419,0.1732916874629581,0.002556732495697122,0.0,0.0,0.0
1300,8.503843089419297,0.2028779394954939,0.0032418342385574345,0.0,0.0,0.0
1400,9.141199034375704,0.23471314183054004,0.004037980818222614,0.0,0.0,0.0
1500,9.776201119644238,0.2687802793450071,0.004953059501674408,0.0,0.0,0.0
1600,10.408858038338021,0.30506243233067953,0.005994866726278663,0.0,0.0,0.0
1700,11.039178451512832,0.3435427754177195,0.007171109656952305,0.0,0.0,0.0
1800,11.667170988323564,0.3842045769513154,0.00848940707984527,0.0,0.0,0.0
1900,12.29284424616383,0.4270311984370233,0.009957290194718913,0.0,0.0,0.0
2000,12.916206789906951,0.47200609767935287,0.011582197908543578,0.0,0.0,0.0
2100,13.537267153636124,0.519112821692953,0.013371487350944435,0.0,0.0,0.0
2200,14.156033839956825,0.568335009547503,0.01533242960541819,0.0,0.0,0.0
2300,14.772515320202627,0.6196563915419122,0.0174722109036013,0.0,0.0,0.0
2400,15.38672003290166,0.6730607955655824,0.01979792303222116,0.0,0.0,0.0
2500,15.998656387057295,0.7285321335666574,0.02231658359921852,0.0,0.0,0.0
2600,16.608332760449056,0.786054408595939,0.025035125419235228,0.0,0.0,0.0
2700,17.215757499939272,0.8456117135633855,0.027960398337132188,0.0,0.0,0.0
2800,17.820938920233747,0.9071882364380575,0.031099161256048613,0.0,0.0,0.0
2900,18.423885306694924,0.9707682485478383,0.03445809987966457,0.0,0.0,0.0
3000,19.024604913845984,1.0363361108449827,0.03804381712857168,0.0,0.0,0.0
3100,19.623105965664706,1.1038762727096423,0.04186283490632433,0.0,0.0,0.0
3200,20.21939665530731,1.1733732732103814,0.045921591952239,0.0,0.0,0.0
3300,20.813485146094262,1.2448117368768914,0.050226450536803906,0.0,0.0,0.0
3400,21.405379571088368,1.318176375578312,0.05478369335261504,0.0,0.0,0.0
3500,21.995088033271678,1.3934519878042788,0.05959952457605322,0.0,0.0,0.0
3600,22.58261860582349,1.4706234576410178,0.0646800711401355,0.0,0.0,0.0
3700,23.167979331971708,1.54967575522075,0.07003138242878644,0.0,0.0,0.0
3800,23.75117822526723,1.6305939357336938,0.07565943144963555,0.0,0.0,0.0
3900,24.332223269674305,1.7133631390653927,0.08157011536360174,0.0,0.0,0.0
4000,24.911122419692184,1.7979685895567876,0.0877692552872524,0.0,0.0,0.0
4100,25.487883600434756,1.8843955951976792,0.09426259853895769,0.0,0.0,0.0
4200,26.062514707765107,1.9726295474318012,0.10105581816181003,0.0,0.0,0.0
4300,26.63502360840444,2.0626559206763426,0.10815451371798049,0.0,0.0,0.0
4400,27.205418140043907,2.154460271874074,0.11556421193790647,0.0,0.0,0.0
4500,27.773706111457237,2.2480282400537397,0.12329036733268467,0.0,0.0,0.0
4600,28.339895302613257,2.343345545890438,0.13133836280646402,0.0,0.0,0.0
4700,28.903993464067234,2.440397994987625,0.13971350309423505,0.0,0.0,0.0
4800,29.466008316598902,2.53917147988538,0.14842101065512714,0.0,0.0,0.0
4900,30.025947555489992,2.639651958132924,0.15746606770969002,0.0,0.0,0.0
5000,30.583818846313417,2.741825474154605,0.16685377385096425,0.0,0.0,0.0
