milliseconds,miR,miR_gene,miR_gene_TF1,miR_gene_TF2,Signal,TF1,TF1_mRNA,TF2
0,1000.0,2.0,0.0,0.0,0.0,0.0,0.0,1000.0
100,999.9602001068846,1.980100849350312,0.0,0.019899150649687378,0.0,0.0,0.0,999.9801008493504
200,999.9207977926387,1.9604020642753257,0.0,0.03959793572467349,0.0,0.0,0.0,999.9604020642754
300,999.8817890664634,1.940901625921764,0.0,0.05909837407823523,0.0,0.0,0.0,999.9409016259218
400,999.8431699570848,1.921597525302266,0.0,0.0784024746977334,0.0,0.0,0.0,999.9215975253023
500,999.8049365398952,1.9024877765830346,0.0,0.09751222341696467,0.0,0.0,0.0,999.902487776583
600,999.7670849262107,1.8835704121858292,0.0,0.11642958781417004,0.0,0.0,0.0,999.8835704121858
700,999.7296112582554,1.864843481300622,0.0,0.1351565186993772,0.0,0.0,0.0,999.8648434813007
800,999.6925117382584,1.8463050638405785,0.0,0.15369493615942087,0.0,0.0,0.0,999.8463050638406
900,999.6557826943938,1.82795330359931,0.0,0.1720466964006894,0.0,0.0,0.0,999.8279533035993
1000,999.6194205215367,1.8097863786259465,0.0,0.19021362137405284,0.0,0.0,0.0,999.809786378626
1100,999.5834214137558,1.791802364341577,0.0,0.20819763565842242,0.0,0.0,0.0,999.7918023643416
1200,999.5477816052729,1.7739993566885577,0.0,0.22600064331144162,0.0,0.0,0.0,999.7739993566886
1300,999.5124973087896,1.7563754406106846,0.0,0.24362455938931474,0.0,0.0,0.0,999.7563754406108
1400,999.477565056825,1.7389288634806728,0.0,0.26107113651932634,0.0,0.0,0.0,999.7389288634807
1500,999.442981451848,1.7216579081470251,0.0,0.27834209185297404,0.0,0.0,0.0,999.721657908147
1600,999.4087427734038,1.7045606933218265,0.0,0.2954393066781727,0.0,0.0,0.0,999.7045606933218
1700,999.374845524294,1.6876354509686053,0.0,0.3123645490313938,0.0,0.0,0.0,999.6876354509687
1800,999.3412864177698,1.6708805192653806,0.0,0.3291194807346186,0.0,0.0,0.0,999.6708805192654
1900,999.3080620011895,1.654294152745807,0.0,0.3457058472541922,0.0,0.0,0.0,999.6542941527459
2000,999.2751689394164,1.637874665269171,0.0,0.3621253347308283,0.0,0.0,0.0,999.6378746652692
2100,999.2426038656602,1.6216203601058143,0.0,0.3783796398941849,0.0,0.0,0.0,999.6216203601059
2200,999.2103635101113,1.6055295860168584,0.0,0.394470413983141,0.0,0.0,0.0,999.6055295860169
2300,999.1784446441802,1.5896007129445726,0.0,0.41039928705542655,0.0,0.0,0.0,999.5896007129446
2400,999.146844030497,1.5738321049227901,0.0,0.42616789507720937,0.0,0.0,0.0,999.5738321049228
2500,999.1155584381992,1.5582221276062092,0.0,0.4417778723937903,0.0,0.0,0.0,999.5582221276062
2600,999.0845847331439,1.542769199597373,0.0,0.45723080040262637,0.0,0.0,0.0,999.5427691995974
2700,999.0539197861942,1.5274717403536586,0.0,0.47252825964634076,0.0,0.0,0.0,999.5274717403537
2800,999.0235604652026,1.5123281665137036,0.0,0.4876718334862957,0.0,0.0,0.0,999.5123281665137
2900,998.9935037082311,1.4973369315726859,0.0,0.5026630684273136,0.0,0.0,0.0,999.4973369315727
3000,998.9637464706362,1.482496497209978,0.0,0.5175035027900214,0.0,0.0,0.0,999.48249649721
3100,998.9342857361775,1.4678053425379094,0.0,0.5321946574620902,0.0,0.0,0.0,999.467805342538
3200,998.9051185203626,1.4532619603246035,0.0,0.5467380396753959,0.0,0.0,0.0,999.4532619603248
3300,998.8762418694475,1.4388648581240877,0.0,0.5611351418759117,0.0,0.0,0.0,999.4388648581242
3400,998.8476528596196,1.4246125591970134,0.0,0.5753874408029862,0.0,0.0,0.0,999.4246125591972
3500,998.8193485973985,1.4105036020589465,0.0,0.5894963979410528,0.0,0.0,0.0,999.4105036020591
3600,998.7913262030086,1.3965365351941803,0.0,0.603463464805819,0.0,0.0,0.0,999.3965365351943
3700,998.7635827820756,1.3827099080573981,0.0,0.6172900919426012,0.0,0.0,0.0,999.3827099080576
3800,998.7361155654759,1.3690223155349817,0.0,0.6309776844650178,0.0,0.0,0.0,999.3690223155352
3900,998.7089217750771,1.3554723552609906,0.0,0.6445276447390087,0.0,0.0,0.0,999.3554723552611
4000,998.6819986634604,1.342058640245591,0.0,0.6579413597544085,0.0,0.0,0.0,999.3420586402457
4100,998.6553435139202,1.328779798875053,0.0,0.6712202011249465,0.0,0.0,0.0,999.3287797988752
4200,998.628953640464,1.3156344749117526,0.0,0.6843655250882469,0.0,0.0,0.0,999.3156344749119
4300,998.6028263878127,1.3026213274941716,0.0,0.6973786725058279,0.0,0.0,0.0,999.3026213274943
4400,998.5769591314004,1.2897390311368964,0.0,0.710260968863103,0.0,0.0,0.0,999.2897390311371
4500,998.5513492773744,1.2769862757306192,0.0,0.7230137242693803,0.0,0.0,0.0,999.2769862757308
4600,998.5259942625953,1.2643617665421374,0.0,0.7356382334578621,0.0,0.0,0.0,999.2643617665423
4700,998.500891554637,1.2518642242143534,0.0,0.7481357757856459,0.0,0.0,0.0,999.2518642242145
4800,998.4760381805165,1.2394921687389686,0.0,0.7605078312610306,0.0,0.0,0.0,999.2394921687392
4900,998.4514317006905,1.2272443659304508,0.0,0.7727556340695484,0.0,0.0,0.0,999.2272443659306
5000,998.4270698514612,1.2151196635071806,0.0,0.7848803364928186,0.0,0.0,0.0,999.2151196635074
