milliseconds,T,H1,H2,M1,M2
0,94347.46717384217,-761785.1163498708,0.37348377738275773,952.5718302023012,577.7329117423706
100,94016.03880163738,-291584.0046859844,0.5714991048071119,-7196.316519766305,-510.74561144631974
200,127141.51629857854,4020873.5574884256,-0.3659043336118104,-3434.969827466231,470.96463120139055
300,126055.91683764204,-4657624.496637265,-0.4572831994998238,-8023.894939209512,524.407334518403
400,148844.72448515572,-3129427.1224457053,0.3272110224804508,-92.44500944453097,580.9279409032869
500,128932.00265720265,3442856.2154914574,-0.19693417908097963,-6653.405145081198,-695.5822944317748
600,143324.9442322387,692203.10746341,-0.3286125377005098,-4395.6716226697245,303.95953165828234
700,155731.46450438543,-2701645.098617228,0.4644656602970089,3618.5429368695645,84.97555145576762
800,163874.52887259374,1984135.102837978,-0.28714709435237734,1634.2035728093147,689.3114714799563
900,192718.67995513615,3459059.037264003,-0.03312338878483909,-8956.8010175155,694.3996929926553
1000,197530.34559881667,3224098.7463650163,0.36916541115099316,2294.080213824181,407.7007491284175
1100,220694.4529710197,-2800652.5179188,-0.2794633115474065,786.0978904976309,-81.87632809009276
1200,242318.03656090682,1884819.2589388806,-0.05860607188202267,-2597.075758859557,-181.9777188317154
1300,232212.1851396152,-636725.2014922615,-0.07257089834353744,1873.843003263387,133.10168574714228
1400,244642.9337226764,4128024.7401603884,0.47704335660294617,-2859.7162370242404,29.64266148357484
1500,290324.57875921373,-4046286.499478247,-0.03236081095757358,3891.131097430553,302.03834240099445
1600,285501.6612095803,-1670519.711028441,-0.16954635070687724,-5330.449722749009,419.7273752248508
1700,339880.8624513738,-3863349.416721714,-0.28316097990318295,5917.023864879898,-213.65473971317076
1800,332340.4261780834,3208806.1332876324,0.04693308257494861,4898.043175125217,-391.3671421178541
1900,382591.8692602875,-120289.2615986839,0.10450303114946599,-301.102968887369,-607.3490373620564
2000,407325.66935773287,104116421.86520867,-0.41842473265379426,6283.561836671517,-571.4520236982294
2100,408899.2704278985,98550835.60790478,-0.12363006496198463,17905.182980321733,503.6703041573297
2200,419726.97119796975,95149169.87819028,0.15941603177160585,27781.08051765692,-152.12406876471846
2300,422203.75633568363,102345649.39325352,-0.07928410474407896,30756.901929616728,-316.3687749834193
2400,435121.4994944732,96235243.59273848,0.588429152557264,45071.862056360515,987.7895885540934
2500,440495.4578013665,97791979.1851495,0.2409506523124888,48243.853436090125,231.72342325850792
2600,448744.1725242635,96729951.18189447,0.585220636795551,58494.36263261709,611.433177741143
2700,433879.6440403495,104615648.86941838,0.8533552024281059,80543.60568686001,1013.8279476899429
2800,458239.8664758447,100356422.27177161,0.1720768669502611,78025.04528080072,1047.2009319105362
2900,457903.6861263484,98014124.28374033,0.23343471531303628,92371.49101863481,2225.51354314239
3000,476735.90894818044,97870935.4978285,0.7690050947233418,93089.10327322192,2845.7225564190157
3100,501324.861072998,103450161.3805416,1.0116009441993958,117513.78149118097,2734.008092689953
3200,488571.4762994462,102704115.76851599,1.4603091805702635,123875.6080863898,3782.925291214371
3300,494337.9145632038,100593962.134064,1.9027942502885962,133422.38891862004,3842.6790850966177
3400,538160.6511724732,102304281.94306049,2.319747578493894,137887.08454320757,5259.167282928578
3500,531286.7552292809,103066776.55980206,2.351205011907865,147913.71267936387,5706.909626781228
3600,546557.4555653867,96827831.46975969,3.2719691450706305,159076.24460624906,6427.797777137629
3700,558297.8493770068,104041257.17084715,4.217577437091659,165895.42990112986,7107.81036424509
3800,563590.0490562392,103989855.86850457,5.27464485369853,167351.6174361627,7449.576842093655
3900,566385.3912757612,95560505.29102235,5.185022836887567,168396.39372552178,9259.227445583758
4000,595251.4514900479,101059045.14358653,6.261965172443855,188109.1553010126,9533.01426874516
4100,621188.0508924592,101090293.34001951,7.382999520002401,191300.60969815264,10829.666735879377
4200,632880.7273082364,98979451.15280479,8.837612075854297,198231.23938458806,11774.656290821253
4300,611066.4535712469,97707789.74982719,9.593283170076209,207489.68539708786,13513.841350904795
4400,639833.3643837355,98441474.83006434,10.89468581505941,223833.86706843984,14255.39435657524
4500,659109.1444690374,103156764.8136879,12.919257919008194,230864.8523793439,15652.835661597674
4600,684827.8926708676,95243393.8997021,14.316850881241711,223515.73104595245,17170.894849988494
4700,670216.0430829208,95798567.0104756,15.745299389996143,234672.57444138208,19564.597981986597
4800,686078.5799256662,99945589.25058779,17.106703408175267,249935.69504502288,20856.880318879976
4900,722144.8198165529,99543394.1796858,19.450398575982724,252242.17732517057,22549.388867752492
5000,737252.0216136851,101241826.29901856,22.291266939828873,258149.90567513846,24502.228839993637
