milliseconds,T,H1,H2,M1,M2
0,93473.7919993284,2951276.3283261308,0.2586120442488119,2926.427244278072,-546.4177055040395
100,95022.60927131405,-3698841.5670810323,0.5264268673478988,8875.904291272911,599.6672756330072
200,100993.28007025803,3735190.098341519,-0.21195643012846424,-7184.112159612031,663.5246208533036
300,112572.67905546495,3193453.361495602,-0.4920301980496808,3628.621775452652,606.3428904571837
400,147677.3111982554,484899.56235387974,-0.03576398454798567,3221.9959383446294,-554.7141057189684
500,138895.71479818018,-4859531.841512308,0.30483371112152063,2512.1550308645947,349.93082835525104
600,134868.4617061716,-3038082.585403149,-0.17815005071241388,-6095.942440231059,-430.59616731080973
700,175946.1745176385,-528285.5859477428,0.4547171926025235,-8874.120460704135,-88.85472328531863
800,162193.76214830484,4384781.515139355,-0.5248808906169131,3834.640004587817,195.96382282443705
900,175827.37824861295,4854594.924038309,0.4280920917742111,9004.000669077546,-266.2616674211838
1000,181126.76805563841,4739304.851409869,-0.33703567253503314,2836.3192444642755,-471.614156768067
1100,218994.87969794855,1833419.153677397,0.29224326895996394,-2761.967739696107,-501.01882407203993
1200,216677.99932063307,3214177.2714035013,0.3088446065700548,2744.0612939060784,-635.6190185350259
1300,231979.9786653345,1854778.9493156588,-0.13918043139260547,764.0390266398166,525.443687658796
1400,264834.5530843958,3503212.4299965403,-0.13208564472862525,-4809.277270630655,302.88463728040256
1500,287966.02302232216,861203.2188369274,-0.0017385540392802698,4162.087421273666,683.0478287791149
1600,317225.34362026013,-3235073.2480687466,0.567311550003345,-4198.919171707484,-292.02287120125465
1700,327536.0841104664,-362079.39110187127,-0.48549085860426455,680.4731746229927,-550.5510413672552
1800,336542.67051828996,-778747.3055005516,0.40954711811383526,-3877.9133280569527,-456.193799670128
1900,369297.6941144335,7070734.703287669,0.08605271689077704,3988.987119627393,62.06509934152771
2000,387914.59850285895,99901133.10271877,-0.553425803267022,-4381.549429134169,-482.13193332975925
2100,404089.9413147811,102307582.1661016,0.48281669562563473,17325.202600010394,-493.33849687689894
2200,390968.4484967061,100063578.93598875,0.5080765754856992,24431.65819581453,670.1823670981496
2300,408025.4826347175,100022073.09111038,0.1937044289688501,25277.20314237485,451.162362553967
2400,436429.7709673851,101968843.92517483,0.6528138162806996,44971.14358162623,787.9577446425247
2500,434840.94340069755,96708662.5749548,0.711471115437748,45661.88552038499,1338.7335738639854
2600,459426.1939965569,97331860.47498648,0.17689504643495169,65793.29118956234,1465.0083823783298
2700,455326.17682929983,103030481.80062334,0.2620497050284285,68858.82078956679,1352.9841540502766
2800,464666.6361501223,102231393.32374302,0.03569490297269401,86819.39905677502,1979.4982049715059
2900,452171.9129256044,103823565.88836503,0.9980066512544856,96627.00034084434,2402.4261916202736
3000,492206.95125372836,102771012.54448006,1.3711477641724985,104984.53710619977,3247.1956199873102
3100,486851.17761723115,99570466.24372306,1.6957650079456192,110433.6674597322,2962.7595799371857
3200,481936.29430639115,102001465.79451954,1.0403001769108264,125154.26864188732,3777.147413085038
3300,519331.2157771298,98255954.8376357,1.386312234648232,118539.81194271486,3991.2915242691574
3400,523898.7985780386,100903223.5207339,2.461654732809142,128301.7740376712,4942.677008133654
3500,538130.9854412208,98618948.89600599,2.494352135657752,141463.8074359221,6033.74042164467
3600,548203.3303406764,102372351.27152549,3.791660360450734,143732.12036387713,6130.558257285492
3700,572127.208748615,102352345.35745189,4.57309855431055,163070.18950503904,6489.966098373647
3800,575678.7631743812,95759349.58015828,4.601903483085584,160860.88666982952,7859.316700192672
3900,596714.6270541982,97043862.48845927,5.414341140409922,172978.79916915888,8251.88936004424
4000,588282.255869552,97972400.52847168,6.734748404082781,176834.06870269604,10169.621221693218
4100,611518.2767741244,103181416.35613681,8.06026890544543,195928.4810408419,10946.151144575953
4200,621292.5234052776,102839695.63075584,8.8912205328488,196308.03642317097,12618.358341493042
4300,609555.3218918,103625783.10495432,10.138921172308487,213160.15002709086,13521.937151537815
4400,651516.5081369429,101258700.57650946,10.930941600188792,217681.67358417285,14372.05371749041
4500,641580.4160235588,104653988.6294952,12.713139354302461,233123.01795906044,15418.898619607364
4600,653787.1217104226,96149452.80696075,13.688516909620631,227255.29321582112,16843.21940926842
4700,688998.0635645175,99531074.90989706,16.214099799703895,242570.3337239966,19566.82035656917
4800,709661.434247681,98292486.97563492,17.922104692663535,242467.52319495275,20365.719863025188
4900,730535.6082844429,100057124.93121536,19.48490863440589,260028.5126202524,23263.39149025574
5000,709912.042369262,103906552.9271925,22.249383250270093,259964.68407117165,24393.93930713705
