milliseconds,CaI,IP3,g,CaO,CaS,CaM
0,0.05,0.0,0.002,1000.0,2.0,0.0
100,0.04995397498666496,0.004529139172060113,0.0019995122365010676,1000.0,1.9999874100943058,5.9206532433550335e-05
200,0.04999777445795341,0.00823688433688511,0.0019990238762552957,1000.0,1.9998852520035104,0.00011817549181714166
300,0.05016904270078702,0.01128231570189727,0.001998562826579978,1000.0,1.9996541248158317,0.00017834510585171742
400,0.050477742255000305,0.013797651792637465,0.001998163146175351,1000.0,1.9992830928146395,0.00024030478327615669
500,0.05092023513321823,0.015891335880901716,0.001997860884496779,1000.0,1.9987752369980227,0.0003042170774207077
600,0.051487094188625654,0.01765150970005971,0.001997692550277757,1000.0,1.9981396317014424,0.0003700538493740331
700,0.05216749677489673,0.019149387910990558,0.0019976947906184587,1000.0,1.9973868260132146,0.0004377303065103091
800,0.05295111213289219,0.02044231925052629,0.0019979048276347823,1000.0,1.996526895803777,0.0005071647200380164
900,0.053829261698799834,0.02157639042303961,0.0019983610403256366,1000.0,1.995568243836506,0.0005783152283299076
1000,0.054795378583142956,0.022588640414447643,0.0019991037915478584,1000.0,1.9945171183222392,0.0006511963257038877
1100,0.055845091818309295,0.02350890110580129,0.002000176422034306,1000.0,1.9933775168007173,0.0007258841789340189
1200,0.05697628210870848,0.024361300155330255,0.0020016263755905104,1000.0,1.992151119758033,0.0008025208025948244
1300,0.05818907493584264,0.025165517946252554,0.0020035065288835966,1000.0,1.9908372877096998,0.0008813169351199201
1400,0.05948582731257559,0.02593778780836617,0.0020058768372375976,1000.0,1.9894330640024487,0.000962555096975785
1500,0.060871174896867636,0.02669171180568472,0.0020088063645057395,1000.0,1.9879331146810795,0.0010465948190258186
1600,0.06235216479792473,0.027438950450859246,0.002012375845713493,1000.0,1.9863295787490693,0.0011338810406328005
1700,0.0639384821607952,0.028189814881044307,0.0020166809925525166,1000.0,1.984611819802703,0.0012249561764807518
1800,0.06564278602564051,0.028953765306697327,0.002021836837270443,1000.0,1.982766062346581,0.0013204765891351845
1900,0.06748120618057069,0.02973985013845162,0.0020279835692272085,1000.0,1.9807748586099894,0.0014212353537226478
2000,0.06947404248174026,0.03055712755398697,0.0020352944068323373,1000.0,1.978616342049593,0.0015281929758481094
2100,0.07164673494685626,0.03141508649322532,0.002043986513115974,1000.0,1.9762631952319167,0.0016425188727970874
2200,0.07403119779764669,0.03232409395484376,0.002054336395172741,1000.0,1.9736812337930745,0.0017656473326286774
2300,0.076667658962715,0.03329590289719521,0.0020667020177100445,1000.0,1.9708274575777907,0.0018993534523595876
2400,0.07960723289679199,0.034344270189808505,0.002081555550012403,1000.0,1.9676473293438415,0.0020458578702755763
2500,0.0829154948776627,0.035485736545691815,0.0020995322011709305,1000.0,1.9640709994513528,0.002207970537235413
2600,0.08667758793661337,0.036740658599612196,0.002121506220201616,1000.0,1.960007919081506,0.002389293746269747
2700,0.09100545604756492,0.03813461015091893,0.002148710779942731,1000.0,1.9553392211787164,0.002594505810590554
2800,0.09604862234779579,0.039700337327571396,0.0021829377568023823,1000.0,1.9499063836798751,0.0028297791339778862
2900,0.10200964678491153,0.041480509871930096,0.002226869653106898,1000.0,1.943494994827105,0.00310337098454199
3000,0.10916794074095212,0.043531855971172095,0.0022846943853314585,1000.0,1.9358097880689487,0.0034265173045857082
3100,0.11791512299536011,0.045931074017220054,0.0023632211118401253,1000.0,1.926437645523959,0.0038147404152876017
3200,0.12880792697423585,0.04878362564664048,0.0024740412481348774,1000.0,1.91479236415337,0.004289765560834728
3300,0.14264970724422685,0.052237210192030564,0.002638116330667597,1000.0,1.900029795619444,0.004882416380530453
3400,0.16060763010184176,0.056501485626030704,0.0028956363063540698,1000.0,1.8809262155692672,0.005636719780479467
3500,0.18437830944505032,0.06187728843394773,0.0033293103853803863,1000.0,1.855707003638557,0.006615754492653696
3600,0.21639287230494278,0.06879743988128864,0.004121825730980915,1000.0,1.821835084452439,0.007909536249092486
3700,0.2600086321112929,0.07787893382335134,0.0057060659128953615,1000.0,1.7758122945652408,0.009645505099818062
3800,0.31951051864729113,0.08997613938050708,0.009166316207861513,1000.0,1.7131700760475734,0.012002203164334507
3900,0.39950241852472074,0.10620036325128733,0.017272192730395246,1000.0,1.6290715050193603,0.015222084272486322
4000,0.5029652147031467,0.12782435352627522,0.03670372958389745,1000.0,1.5202848563488502,0.01958371860382866
4100,0.627535058466248,0.15594313489698428,0.0805158487540667,1000.0,1.3890977724211848,0.02521307889755133
4200,0.7619481363612114,0.19083593462910192,0.16375415646748823,1000.0,1.2472016242864195,0.03176837304673966
4300,0.8883696061443237,0.2313500404863367,0.28653826382733427,1000.0,1.113320090197287,0.03850088219578421
4400,0.9920269920706566,0.2749895476421293,0.4270728292320268,1000.0,1.003028020006465,0.0447516993551086
4500,1.0677591503192458,0.3188093345087274,0.5599626476572593,1000.0,0.9217821474046203,0.05024322298324909
4600,1.1179309936999153,0.36031872145272414,0.6713179248241952,1000.0,0.8670965317087814,0.054993106874898424
4700,1.1477253145237005,0.39785556465433564,0.758223652887044,1000.0,0.8335428294141132,0.05913578220960823
4800,1.162296273323774,0.4305400736980995,0.8233084559249152,1000.0,0.8157479706858771,0.06281723151634268
4900,1.1658124416440154,0.4580756222986583,0.8709027359610676,1000.0,0.809379680684559,0.066158479264039
5000,1.1613852826564086,0.48054675041643446,0.9052393606850241,1000.0,0.811209289699414,0.06925056901578266
