miliseconds,M,Mp,Mpp,MAPKK1,MAPKK2,MKP3
0,499.96947748300244,-0.03489557812969751,0.0031678776280508686,100.0,1.0,100.0
100,499.92188129779856,0.09458946222308409,-0.0016336572008071473,100.0,1.0,100.0
200,499.76384280812044,0.23424625416293915,-0.0024955016445967404,100.0,1.0,100.0
300,499.7035641843692,0.22922430779645073,-0.00020144922693686603,100.0,1.0,100.0
400,499.5963360125388,0.34922708594031693,-0.0009932530038694507,100.0,1.0,100.0
500,499.59059618099894,0.48873844343125755,0.0010514221197198042,100.0,1.0,100.0
600,499.42131824595714,0.4836722877658627,0.006930897193267524,100.0,1.0,100.0
700,499.40118408882034,0.6647154564087047,0.00756073268747793,100.0,1.0,100.0
800,499.2541895060333,0.7075992575373876,0.008054334557034918,100.0,1.0,100.0
900,499.24732620666,0.7807751022241635,0.01327862386160795,100.0,1.0,100.0
1000,499.1638192482063,0.9112035876205029,0.01400240637267852,100.0,1.0,100.0
1100,499.003511237032,0.9995887076390223,0.01592933117163239,100.0,1.0,100.0
1200,498.896874277191,1.0758227998901597,0.017389726920023628,100.0,1.0,100.0
1300,498.88785450179444,1.1411827569354198,0.019169905870263477,100.0,1.0,100.0
1400,498.81428134193163,1.2368771684693243,0.02662505650063716,100.0,1.0,100.0
1500,498.64609670120814,1.258958102303046,0.02845448307089364,100.0,1.0,100.0
1600,498.5590609849777,1.3404785212350572,0.02856669498933076,100.0,1.0,100.0
1700,498.5678605739143,1.4460444881426193,0.031940714082915184,100.0,1.0,100.0
1800,498.4706555730133,1.550028676939734,0.03550596322660698,100.0,1.0,100.0
1900,498.29988265119187,1.6479545590007052,0.04131754623641021,100.0,1.0,100.0
2000,498.3130579224184,1.7333330235428288,0.04263681892533206,100.0,1.0,100.0
2100,498.1530333992215,1.8069251000289825,0.051196663890681615,100.0,1.0,100.0
2200,498.0331340891145,1.8799544067204523,0.05571095038657795,100.0,1.0,100.0
2300,498.02304736751194,1.8970049609044803,0.055957657814881906,100.0,1.0,100.0
2400,497.9368948110271,1.9596784210925047,0.06139262907345521,100.0,1.0,100.0
2500,497.87458781271687,2.069353135655371,0.06375121419672634,100.0,1.0,100.0
2600,497.76745897206405,2.1562095667630095,0.07431103321513675,100.0,1.0,100.0
2700,497.6630991558134,2.199422425522525,0.07540735281254066,100.0,1.0,100.0
2800,497.6056821705264,2.299298378777442,0.07959776037422163,100.0,1.0,100.0
2900,497.4757183752846,2.392838459057065,0.08664566390900295,100.0,1.0,100.0
3000,497.39305930094946,2.4105713454511872,0.09006313435616506,100.0,1.0,100.0
3100,497.4139223784551,2.5627670669746787,0.09828760159588015,100.0,1.0,100.0
3200,497.33195417851647,2.563457470479975,0.09973175964742223,100.0,1.0,100.0
3300,497.2137685529936,2.6715323500580723,0.10629036392486006,100.0,1.0,100.0
3400,497.18451220463857,2.7917216362403776,0.1148550406509727,100.0,1.0,100.0
3500,497.0070780451122,2.8382662136756043,0.12103889886362029,100.0,1.0,100.0
3600,496.9634580865138,2.9593832124018435,0.12710698213165614,100.0,1.0,100.0
3700,496.84412475622554,2.9481578274803697,0.13010090761009832,100.0,1.0,100.0
3800,496.8185010111563,2.993825298626956,0.13660945328662946,100.0,1.0,100.0
3900,496.6851382516584,3.096082545928487,0.14197418987797192,100.0,1.0,100.0
4000,496.65778003958724,3.1512680972671325,0.15129314198113997,100.0,1.0,100.0
4100,496.53446352491875,3.204947038722176,0.15506410832847062,100.0,1.0,100.0
4200,496.4705342271944,3.350153602461139,0.16189457514445155,100.0,1.0,100.0
4300,496.4060921286181,3.4291736113657985,0.17031391964619222,100.0,1.0,100.0
4400,496.37857002768743,3.4659195221100467,0.17326230893959862,100.0,1.0,100.0
4500,496.30624114545213,3.5586616071693133,0.1844489628143428,100.0,1.0,100.0
4600,496.2179611411373,3.576548175682606,0.18640956396538477,100.0,1.0,100.0
4700,496.08328256755067,3.731733764416914,0.19599629022473344,100.0,1.0,100.0
4800,496.08220457969213,3.769885822058677,0.198198635122679,100.0,1.0,100.0
4900,495.992639647786,3.8286436413962304,0.20797520018924603,100.0,1.0,100.0
5000,495.929232508096,3.9293335872357593,0.21251257398655007,100.0,1.0,100.0
