milliseconds,A,C9,C9X,X,AC9X,AC9,C3,C3_star,C3_starX,C9_starX,C9_star,AC9_star,AC9_starX,C9X_C3_star,AC9X_C3_star,C9_starX_C3_star,AC9_starX_C3_star
1100,19.219596782707335,18.3672471750406,0.854353264226991,39.196768759070466,0.029646887402417485,0.7164471358574563,199.93932052371187,0.04126577045222378,0.00018572232912497698,3.1670325911726847e-06,0.00010132665921474366,3.8706109626377984e-06,7.130321688663203e-08,0.0002900497382480816,2.979753427490724e-05,5.850260588855088e-09,1.0946151660949919e-09
1200,19.176489895692278,18.193402551012905,0.8996272114457005,38.981923318939536,0.04612562428691305,0.777687897363287,199.93077356913486,0.06743971946453284,0.0042405165632953025,4.605985709398937e-06,5.689563100985205e-05,2.901570676629395e-06,5.542138777645945e-07,5.240502281920259e-05,-2.197554514888146e-05,-6.454695520241355e-10,3.8900442341694755e-10
1300,19.024585476789962,17.978029359070693,0.9914960490583614,39.01572746162672,0.036402300014599195,0.8429524363361461,199.91915267289738,0.06605833917418567,0.0016222070748909282,2.5387334768487802e-08,0.00011834790548972692,1.586713546035175e-05,-2.277889410444347e-08,5.937148450551056e-05,-1.0923531536369346e-05,-1.3430199559030081e-09,1.071699215338218e-09
1400,19.08730155110302,18.116025068934395,0.9576442658374363,38.962970776713846,0.06705660643632866,0.9412170153962579,199.91056197691313,0.06674794109556913,0.0061729297708579415,4.2211047599572575e-06,0.00010517373133139298,1.8496635528106693e-05,7.4142175497861e-07,0.00033742766580348077,1.808350602766683e-05,9.02830608228514e-09,1.683771974311593e-10
1500,18.96395136556028,17.921166213932576,1.0289306624976535,38.89428383218066,0.06393098538362978,1.0192951319101493,199.91727706104012,0.07203757391103159,0.004624553821378463,6.207561382935653e-06,0.00011661059183072615,8.679116780135263e-06,3.7386463289011903e-08,6.028962463338533e-05,2.342976623916835e-05,-5.746688959902882e-09,-1.3457051674810856e-09
1600,18.855606820053247,17.612155541967624,1.2107850458742164,38.78103345721094,0.07733766687468664,0.9841152057203175,199.91961538284406,0.07585219935423873,0.00937407300211126,5.908014451099161e-06,0.0002318025642073994,6.825195874580351e-06,4.5703344074422855e-07,0.00025073386515315506,3.130155052805582e-05,-3.632410009516262e-09,1.690575408640023e-10
1700,18.773200746951627,17.660641901846937,1.2729560248625023,38.77941074954353,0.07264687791044384,1.15513260572717,199.89379550642965,0.08369194772521558,0.009668869622377526,2.0321988451185183e-06,0.00016475230274857144,1.8977617063696575e-05,2.523515622468169e-07,0.0002883856608019643,1.95782474790302e-05,5.752357791286269e-09,1.5726456351589982e-09
1800,18.753414866516525,17.42448505924594,1.224170441546326,38.73255112374661,0.08187556988362622,1.1592297524230488,199.88524390638688,0.09219272706007865,0.007103664491124809,3.020850103466696e-06,0.00021209563808434443,2.5972652592301705e-05,3.8399396467265784e-08,9.474298812567274e-05,1.0071757714087518e-05,9.173949810095759e-10,-1.3325754750803113e-09
1900,18.70379554556282,17.23724081265617,1.266607538987473,38.59414697300871,0.0843063418430551,1.1319485752416887,199.87281300121774,0.11939612688626054,0.007142363329677565,8.469375517985635e-06,0.00035499544354998416,2.281442101380585e-05,9.080148562014048e-07,0.00034416186734570204,2.3096058349602565e-05,2.2702320190292786e-10,1.204783816442932e-09
2000,18.685271537486862,17.39723285062555,1.347428889440556,38.56401851225568,0.1082020639893101,1.249523195808935,199.8672556958674,0.12303074685060017,0.009917987547955724,5.577834750673428e-06,0.00033921435891432584,1.428838988765504e-05,7.920364093164631e-07,0.0002826915117905632,6.029354563644125e-05,-2.458251182142669e-09,-1.331126416375352e-09
2100,18.584492393610514,17.209519934108293,1.4297848517416325,38.41006613665886,0.10805432432962603,1.271303000040368,199.86127801730115,0.12817588796268164,0.010491874968222575,6.242335855524248e-06,0.00042297106220934945,1.88158029018396e-05,5.568099636456061e-07,0.0004045544795000073,6.481310870460214e-05,2.21306697094684e-09,4.932678009739988e-10
2200,18.59813852361846,16.888990927420696,1.499999232934269,38.28356177636872,0.12515190508497798,1.3275005148438617,199.86119758639057,0.14511522555080833,0.015664403184078964,1.2479996725035693e-05,0.0003484732184253573,3.079550876620619e-05,4.97405871027463e-07,0.0007136735422203068,4.781795228049457e-05,1.1630222211588662e-08,6.529076452899532e-10
2300,18.48801364643765,17.04968565540655,1.5238057758453745,38.31744844151867,0.1301999777139508,1.3250939936095856,199.84828366043953,0.14555849517839295,0.01618970125190403,1.0531028327128245e-05,0.000442342839463667,4.505845750465242e-05,6.929631315612863e-07,0.0007101509982549903,7.054691731087561e-05,5.965954647622317e-09,1.6990993688520329e-09
2400,18.496797974801662,16.82271119961008,1.60190318131969,38.125801148739065,0.15291274559104778,1.3613214437447383,199.81317626339248,0.1665851784476152,0.017912167283260692,1.676191912631233e-05,0.000562313753014682,3.649325053512193e-05,7.719400830263238e-07,0.0005995201548690117,6.0585544775256505e-05,-2.050940533480177e-09,1.846588301196701e-09
2500,18.446362770426006,16.55364017990531,1.6421019404917483,38.07845188539441,0.15486589756844668,1.4962137252670722,199.81062381888583,0.1781208668062819,0.0189189399429164,1.6344748378659436e-05,0.0006090538355997144,5.0197313085726684e-05,1.8981604335979109e-06,0.0008499655811220284,5.260246217900753e-05,6.810670189109323e-10,1.1716579000059927e-10
2600,18.40993729878811,16.50639830168108,1.7926443490483146,38.0161718572626,0.16013101354696574,1.5439261565089035,199.79929272282743,0.17280937899484164,0.019947743480072107,1.9644570354896928e-05,0.0005990574069766195,5.691097383542554e-05,1.7598756523882162e-06,0.0007885952066610416,8.641342963403549e-05,9.313098811367892e-09,2.0211225537873793e-09
2700,18.226995799457228,16.585266192058793,1.8369540362357368,37.93056137511786,0.1666106728390336,1.573138664444897,199.79547320993325,0.18372668481979823,0.025651067152170078,2.049411780904064e-05,0.0006423428755987025,5.132134254497002e-05,1.8730310182528569e-06,0.0013472852509684612,0.0001321067807232473,1.2965929886143659e-08,1.3223958119097016e-09
2800,18.25549090604711,16.508917244298427,1.8820619078827232,37.856347209886806,0.19085757439845427,1.5236240956860918,199.76273417897227,0.18802614018673527,0.02282917150956218,2.423554262334073e-05,0.0008107374778368849,7.894636444842391e-05,2.08263710207905e-06,0.0010589992881065446,0.00012328457679817195,1.301500510098398e-08,3.0394786126361305e-09
2900,18.22456233196774,16.16231895768874,1.9165204614688856,37.92778457557638,0.1921604260688294,1.624256404081587,199.75882586478565,0.21026587251626624,0.025018450829733724,2.8122571710112407e-05,0.0008321873276919827,7.20121500426744e-05,2.355711404291849e-06,0.001622523340963882,0.00014165266056638824,2.0621956252567566e-08,1.7576945357906155e-09
3000,18.11049254604734,16.122670915688975,2.0750152273586586,37.868163087820726,0.21774106828984624,1.6288041572531946,199.75882911846105,0.2250910671793128,0.02740325335564065,2.639355972997467e-05,0.0007865228801803512,8.759516734936926e-05,2.6196053350266577e-06,0.0017809096496244955,0.0001299782533167799,2.6507874983116825e-08,1.1134979355619246e-09
3100,18.076044352314725,16.069764686012658,2.0445209542266247,37.66888443321342,0.22554051909948247,1.6448576041358787,199.74442968923734,0.23945097777943655,0.03135361811490506,3.3308349243643466e-05,0.000965082931227298,9.528915947583965e-05,2.8890955611221382e-06,0.0018877180259805797,0.00021478233986709134,2.8043799973493866e-08,2.008693380827808e-09
3200,18.11895502022207,16.07922404151088,2.1165651199402875,37.627621039299434,0.23505573675240193,1.7090572069012298,199.7261935878081,0.2503948110878235,0.03771276228435264,3.323735100044823e-05,0.0009924911133226382,0.00011031339447036594,3.4590754207572795e-06,0.0019504563900633717,0.0001761309730586736,3.355415979228896e-08,2.5457004773007575e-09
3300,18.081729456139655,15.863958900937165,2.1998205916566707,37.52433645043948,0.22609212007972207,1.784789316749725,199.7039949960572,0.24190931722363523,0.03494025405381637,3.625446306031531e-05,0.0009878968784787082,0.00011309128297687016,4.325640158944711e-06,0.002146339619446757,0.0002484068190327108,3.4094805582538395e-08,3.791606340292322e-09
3400,17.968481416164202,15.79952539081842,2.226516529080785,37.54348616926559,0.2521965471425533,1.8372447957716662,199.6958809030414,0.26446357725977476,0.041343695540577714,4.002846654627409e-05,0.0011413491287065884,0.00012446331377187066,4.615471451663006e-06,0.002506588177759874,0.000287618062551085,5.0743911632650446e-08,6.477829833211359e-09
3500,17.951164530533124,15.806275713115735,2.2500140643572824,37.489764790909454,0.2745792745019474,1.8566024273579198,199.6879903299389,0.2727492810478935,0.04357479742786919,5.081596228162317e-05,0.001181999964065326,0.00015094984533803218,5.598430745300594e-06,0.0025091002027812907,0.0003127226062321387,5.524323727511602e-08,7.581686427103187e-09
3600,17.826127186894986,15.47177660972465,2.2979263211016794,37.43796024013256,0.26260575532198915,1.7940924122192017,199.65575757905754,0.2959239798552227,0.04513929417742749,5.1072956445231596e-05,0.0012488417183748946,0.00015396764060657012,5.8950696299914855e-06,0.0027504607651594034,0.00033173594546832786,7.250549276483806e-08,8.071978763241858e-09
3700,17.832085542403053,15.575220576567316,2.444915460771971,37.395001435259196,0.2980692680115544,1.8535605498866623,199.65881153475254,0.30530722763774304,0.04929791163501563,5.8146987608107025e-05,0.0013316745369700627,0.00017110885200511696,6.784984059812086e-06,0.0029873389925167775,0.00038041581596367266,6.773745056899561e-08,8.730278509150148e-09
3800,17.814745675319823,15.506555657087775,2.4855443968255964,37.27971585288151,0.2938792424814644,1.8957899709700998,199.64253291008325,0.3139231054494986,0.05574150072979195,6.610594380457292e-05,0.0015294017019134444,0.00017851680598384635,7.5064435737144945e-06,0.003229049467358317,0.00045850229457574315,8.35915057325452e-08,1.1012733045395788e-08
3900,17.794627359231637,15.219550214677025,2.4982967510027527,37.10412517258277,0.30979562565595836,1.996654292653947,199.61567432266577,0.3293005906839291,0.058132269725678254,6.726306325614884e-05,0.0014659693896372963,0.00019978064135001117,8.594967141569107e-06,0.0035353930677273137,0.0004540669075816811,1.0128980833588306e-07,1.2396104782926978e-08
4000,17.66545514936335,15.18844598810035,2.427333157460508,37.00026117431328,0.3401423927273706,1.9734857597162059,199.61873764983415,0.328544781438015,0.061132815681052395,6.920813988699499e-05,0.0015673173383759479,0.00021426350595818176,9.66295763469774e-06,0.00417889295857255,0.0005212619309387903,1.1726907454107186e-07,1.629833025459026e-08
4100,17.669309590518036,15.161913559466234,2.5617133069770337,37.06887645622382,0.3352667341569807,1.983904734005596,199.5828246591666,0.34829977451675675,0.06472392238107953,7.528583249737313e-05,0.0016606099566457437,0.00023824688008859823,1.0318742902142097e-05,0.004356163866768683,0.0005633952190322503,1.3958039595804608e-07,1.737308977946233e-08
4200,17.68582977380932,15.152422326031587,2.6235792882553812,37.057140964278354,0.3630805182760381,1.9828728105899263,199.58907745606174,0.3521092512011072,0.06565081906210089,8.898117714443366e-05,0.0017554467235247795,0.00024928267065077046,1.097416692058442e-05,0.0047149784321316585,0.0006443835136611339,1.4843335099448043e-07,2.0131927427551518e-08
4300,17.566160240546346,14.93139913042596,2.63590722652932,36.8666797643217,0.373965132776878,2.1044298184978096,199.55926570047313,0.3579275528879671,0.06887940253209694,8.994022851932763e-05,0.0018852394057289794,0.0002594126352353221,1.2853123242790334e-05,0.005221663357169777,0.0007203283130922345,1.8760518522232913e-07,2.510300738276494e-08
4400,17.528860433336906,14.905632367533713,2.71245505801264,36.78181091401307,0.3686031315764979,2.0990981820218417,199.55569755078224,0.3769007142564468,0.07209378577742775,0.00010034504971347012,0.0020310420927546775,0.00027073767721113223,1.4490854934854438e-05,0.005711709105902906,0.000757726696970378,2.0078205787991254e-07,2.813714954979696e-08
4500,17.541826551125205,14.919773574195943,2.6936420780395314,36.72533886884388,0.3988020881659407,2.069133436356065,199.52442442908546,0.39796312576585235,0.08020360987104988,0.00010322817245969753,0.0021397171899901063,0.0003089747365942347,1.4860936843152429e-05,0.006072023647664085,0.0008511709477684517,2.2785025136873496e-07,3.3221209994004057e-08
4600,17.54912889648117,14.558203910820348,2.859987822847233,36.7093259915084,0.41763916566582926,2.0517239886211227,199.53006383857198,0.39930434198381015,0.08510728626464373,0.00011245953435651236,0.002267912945729084,0.00032717470334054873,1.624333351322421e-05,0.0065573796398138515,0.0009116531237460067,2.523759673697422e-07,3.627860275005086e-08
4700,17.44915606657433,14.538291315802638,2.78329891908945,36.646698820203646,0.4037307075194163,2.1133871527245867,199.50356756336183,0.4157511435467172,0.08426269772851644,0.00012180474603443039,0.00227087551994077,0.0003421911250458204,1.793294975862899e-05,0.0070370871378410025,0.0009986469772708582,2.9659528549334036e-07,4.280828327124569e-08
4800,17.378589551085206,14.377013408220026,2.837600340346668,36.61528108266832,0.4273681649525291,2.089253816606277,199.48618109832648,0.4267193114344094,0.0893990949218427,0.00013140230294394762,0.002481485085870489,0.0003691303741311336,1.9605024556207754e-05,0.007381456570190553,0.0011061557236448348,3.352309664043478e-07,4.985733223509626e-08
4900,17.416538582326368,14.52028929434675,3.024110853308492,36.5431183886765,0.43896072755370624,2.2277656058601836,199.46918003979934,0.4344684534257898,0.09482744102055998,0.00013647190474402115,0.002550718608273185,0.00038669056636199455,2.101826107427964e-05,0.007764220610497994,0.0011694549515472556,3.582182174910913e-07,5.603161339188228e-08
5000,17.38990190880465,14.221876611068398,3.0635166876218904,36.47898624198299,0.4686225220849029,2.1380688161516175,199.4467413647499,0.445069112224407,0.10042576683940778,0.00014805145323776458,0.0025938501003391627,0.0004020300131176367,2.2656766822515717e-05,0.008087037636841416,0.0012906263675116524,4.167903928998769e-07,6.407385001533077e-08
