milliseconds,A,C9,C9X,X,AC9X,AC9,C3,C3_star,C3_starX,C9_starX,C9_star,AC9_star,AC9_starX,C9X_C3_star,AC9X_C3_star,C9_starX_C3_star,AC9_starX_C3_star
0,20.017851053322705,19.91777640627299,-0.04193749056436068,39.91564861245125,0.013958984929428136,0.0037402851050636846,199.983206230827,0.00467915220668716,0.00028485505606838755,1.1067508051172284e-06,1.5209649124613566e-05,-5.222842706688282e-06,5.104477173327408e-07,0.0002160288258852522,-4.412044537330516e-06,5.550697949360913e-09,-8.368559847222338e-10
100,19.846949105292616,19.768902001146465,0.07733932876555777,39.93485638460916,-0.005141328640391689,0.08326980969806004,200.01060314813412,-0.00817027434412399,0.001030445186442957,-1.5089984677489346e-06,-4.1823718349297787e-05,2.2464900904509886e-06,-4.0728472208951434e-07,-3.939815900883749e-05,-7.783295254478908e-06,5.655191551216416e-09,9.697760148706253e-10
200,19.822084228384792,19.73995520607922,0.09323656566834672,39.8943008517493,-0.004863431205321945,0.0963366344326517,199.9859171241606,0.008579902003714706,-0.0026898448882200538,3.7527034576228502e-06,-4.1883202426016445e-05,-1.0582076805536067e-05,-5.709755134902189e-07,-5.4879554081105854e-05,8.27613541931446e-06,-3.1925307501204686e-10,-1.3596911614438185e-10
300,19.760298897656966,19.522868004524106,0.23644178812930014,39.6734374722528,-0.00188789685851907,0.2821196679484401,199.9818978884057,0.020377994998910704,0.00013489522746908182,3.7962465699328374e-06,5.570747253929439e-06,-1.0689840167887681e-05,-5.673442838904414e-07,0.0001207176857397473,5.724295189788752e-06,6.603312336853716e-09,5.571975172701377e-10
400,19.662300062623988,19.39613158423323,0.291740856332471,39.62389949431954,-0.0011249797103826883,0.27875790764731595,200.00137365075904,0.02563351122124445,0.0008708292044470953,-4.27812826313972e-06,4.625536823963105e-05,5.227508392590116e-06,4.208061810428844e-07,-7.283036941061144e-05,-3.217614022211437e-05,4.867509666114464e-09,-1.3936159649192917e-09
500,19.66152216635937,19.365294896889235,0.4472265318605487,39.6817883201129,0.01446180005459351,0.3299986912800875,199.98703004164125,0.01286151019856896,0.0003465222276340712,-4.6836348659247306e-07,5.466414445471439e-05,1.952091707196099e-06,6.068032467691585e-07,-0.00013269666490179952,3.368115359245881e-05,9.560028458055531e-10,-8.618120183272075e-10
600,19.618388083759342,19.09207815080415,0.47075368649193516,39.62303093401902,0.0030694806502803975,0.3931971444710578,199.98523239159067,0.026981189456297808,0.0005361524556699066,1.022681952033347e-06,2.620868560621146e-05,-1.1104156633361294e-05,2.387206200918403e-08,0.00010538829596611544,3.2105125960612944e-05,-4.821984342253503e-10,-1.8030926084317558e-10
700,19.483456802053617,18.891252522306416,0.5489035357133385,39.46699457111158,0.009533521292455101,0.5643733657011577,199.98855813770504,0.028780805938124866,-0.0005126229532164663,-4.695382019109792e-07,9.111481431186656e-05,-3.8069305837765183e-06,4.503144425890198e-07,-0.00021772791163448665,3.7082512923096944e-06,9.850529630137715e-10,6.993328882428009e-10
800,19.4437981193646,18.816947069121284,0.6817484742261135,39.462814291613185,0.024851821330756318,0.6046424515467483,199.96191466571435,0.043708865635672306,-0.0016406956383980674,-4.955240085809413e-07,3.983081035160789e-05,8.066299744992794e-06,2.841437850417427e-07,-0.00022310639438749322,2.895648224934459e-05,3.6885069840722973e-09,9.109762531456773e-10
900,19.335158179971828,18.620036422272943,0.665069580514241,39.247455080503194,0.03352568481132847,0.6346787530663232,199.97771973212508,0.03558295696792656,0.0037670558423703775,3.833710409996437e-06,7.864889051170926e-05,7.820592185797548e-07,3.065077879334805e-07,-0.00012922447877588498,-2.415040670949166e-05,5.254230562772479e-09,-6.319127644455746e-10
1000,19.33312911356869,18.646498189461415,0.7981229357516694,39.15811584041116,0.03767106332347039,0.7370416100399023,199.93798906636323,0.05545319050815148,0.0007411151508492338,4.515728258962133e-07,-1.033489719972814e-05,3.9466124066657577e-07,-4.205423986881799e-07,-2.0350673106576343e-06,3.5470498403275876e-05,3.831998007803638e-09,-9.68114660086862e-10
1100,19.26334533117061,18.42059297292372,0.8077661254181192,39.09142002243887,0.024759711250052427,0.7188385190382395,199.93172474801318,0.06279419980897948,0.0008501982190542668,-1.7963555151183402e-06,2.8329081256826008e-05,-1.711687793204468e-06,-5.504456649749635e-07,0.00020585128454985712,-2.4759811374682937e-05,8.537094052165218e-09,-7.464272946068314e-10
1200,19.070940094985502,18.120609384371928,0.9170925332664056,39.050446658851655,0.03543098441711606,0.7630574574992323,199.9285414214505,0.06342628961459565,0.004147164685696597,1.355414122048675e-07,4.5323852258179203e-05,2.343999734261293e-06,-7.652895758522757e-08,0.000288628696790364,-2.010818840767042e-05,-1.0887135991359325e-09,7.276459565543107e-10
1300,19.10798105299029,18.229210873740605,1.010907284822722,39.084148702807724,0.05964817285281313,0.825395212679651,199.94069051308608,0.06893248341217989,0.0024735869136092454,6.259536455916429e-07,8.07910416429538e-05,-5.748935826026504e-06,-3.856202577879703e-08,-0.00011754730421842395,-1.433085725086481e-05,3.895790625680619e-10,7.185723382573336e-10
1400,19.015159505980915,17.993277225516547,0.9830744761856566,38.879072672017905,0.040399190097738465,0.8741641074603735,199.92782831198508,0.07574064670451738,0.005647454708723758,3.819313538525923e-06,0.00016752402017489399,1.2523234870113659e-05,4.204678796033926e-07,-1.793491298563625e-05,-2.3702070624384363e-05,-2.036879743584207e-09,3.7463978535548214e-11
1500,18.944357183534088,17.814732175828066,1.1482778575972155,38.86646370489388,0.056590445136343634,1.044751289506578,199.9311925398289,0.06976138536202653,0.005644385799859979,4.0304459447518546e-07,0.00010456578702172081,1.5199696870058886e-05,1.5665716356532157e-07,0.00015378412454227457,3.998486769258698e-05,-4.386171240881635e-09,1.234610482225329e-09
1600,18.866758374437186,17.7430421162685,1.1141699607072375,38.81952777494128,0.07001100763542809,1.0106576016807642,199.91397081108346,0.09706117478756529,0.007464648237431201,5.455785255183362e-06,0.00021395116289579506,5.518025313037366e-06,3.9715940596502284e-07,8.133822532238377e-06,-1.496625190217227e-05,-1.9915382393720297e-09,-1.3798578834454489e-09
1700,18.867592516995092,17.64916882057206,1.2027342006127693,38.67773923528319,0.07460784787341715,1.118904671207353,199.91285825490664,0.08278685983736582,0.0074776284095207715,1.3473204440713814e-06,0.00022566779786124447,4.6455481087062834e-06,-2.588046014600813e-07,0.000249894158874073,4.122418811899081e-05,8.484777175296388e-09,1.5399040499670423e-10
1800,18.75307809626559,17.62969620340633,1.218470425539444,38.54680878222539,0.08456234395003459,1.1202788712603637,199.88203587369895,0.09875063429733866,0.007634181535118918,4.369506933031615e-06,0.0002659379621230466,2.6934281295415028e-05,4.6236541007614514e-07,0.00018704411484915347,-1.3749506513892816e-05,2.4867715305258628e-09,6.690945905857724e-11
1900,18.77248633360215,17.316915841231577,1.4249643926953668,38.50134565329479,0.10648036426964999,1.2398118143508645,199.87359553073054,0.11733846066649313,0.009490842786632626,3.3620301825296783e-06,0.00032459484211755233,2.66746984417173e-05,8.403041704826137e-07,0.0005500771460455769,4.4277062846815435e-05,9.219892068918695e-09,9.359711043845012e-10
2000,18.730697401545456,17.3772081288405,1.3273660066857838,38.52500241207167,0.09186212927155818,1.2750805266476681,199.87009856328942,0.10866595426939613,0.013194906023227313,5.354727898117994e-06,0.00040504662994977637,1.9443765799309406e-05,-4.170465873766481e-09,0.0003373198572796503,2.1823896799110183e-05,7.507272753678675e-09,4.234126812232409e-10
2100,18.565734401246576,17.08814168290555,1.4194634717122907,38.49453219992175,0.11873821215961082,1.273982690646497,199.85719217239279,0.1234526296933174,0.012081792059939377,1.2315953946518402e-05,0.0003299077131008585,2.6530384056582135e-05,1.2271262393320056e-06,0.0004294900094972072,4.7740829015860083e-05,-1.0187863804954447e-09,1.5248867929983604e-09
2200,18.619530335826948,17.03583040044027,1.484563765627243,38.37754926623073,0.11119324322909137,1.369093827704696,199.8579882600973,0.1270428389163539,0.01659468084225204,6.280998397881401e-06,0.0003954326420489288,2.166609003288677e-05,8.974329339523756e-07,0.0007453205360463353,2.50243177958509e-05,-3.756358711229243e-09,9.02504291465274e-10
2300,18.53388776351897,16.972236176923488,1.6204215843282785,38.347437102300745,0.12114445941461556,1.3503369487287018,199.841508850321,0.14829866638957886,0.01873160569287791,1.4290868946129224e-05,0.00041686392343298216,4.987430028673567e-05,1.1195798824102095e-06,0.0007059598257956496,7.838997967349391e-05,1.144464190990804e-08,1.6005000517829655e-09
2400,18.442270029429782,16.852556939109004,1.6355058261412503,38.2170921002764,0.13924159342411427,1.4629981656606306,199.84016869955965,0.14582929122306043,0.019603404086877732,1.0600976378369092e-05,0.0005490296938345258,5.286471100707406e-05,1.7184550404074772e-06,0.0009511470410962451,5.4849286327175426e-05,-4.012096938446676e-09,-7.662259792672127e-10
2500,18.392046730983225,16.688704781991625,1.7325918490124381,38.16766791381927,0.1634853611500202,1.4558792231513689,199.80813253075442,0.16436465018938654,0.02150128408297176,1.9752658275553712e-05,0.0005979320955084081,4.935978227454757e-05,1.2274273134265975e-06,0.0007149232713224055,0.0001011704589335708,4.448618424145342e-09,2.0779413032588426e-09
2600,18.29405916570728,16.433907246969333,1.7449336127347945,38.11883080521071,0.16054100686628905,1.543015943372988,199.8158178306714,0.16610521030793565,0.022857148152512358,2.2298302410981238e-05,0.0005641678897368147,5.784204200985357e-05,2.1863553605690984e-06,0.0011671126388588375,9.680743310953914e-05,3.572255027347475e-09,1.7984075108938473e-09
2700,18.293268908568816,16.50517997295627,1.811042417657417,37.98945371419752,0.18032880293506834,1.485736120134662,199.77284569511272,0.1743773969351996,0.02131475344574155,1.997566981718518e-05,0.0007340931008828655,6.918271991583241e-05,2.1880003645079526e-06,0.0013434760132536548,0.00010320084050105588,6.346223075859611e-09,6.977183158493259e-11
2800,18.28628946611047,16.379840308491673,1.8035220268383005,37.855899726752064,0.17880833134095983,1.54554572674486,199.7642617147265,0.20263506801066766,0.027877088604262853,1.8826547974484005e-05,0.0007426084054161437,7.580177130781941e-05,2.3864178462995086e-06,0.0014390472339436797,0.000142994285583416,5.431723292614258e-09,-7.365430634278451e-11
2900,18.122382865738995,16.390381786150062,1.8580038803489414,37.928524376701716,0.18636659410132222,1.643675585710343,199.7516867377697,0.21851736781577816,0.029962726395788366,2.869031611414795e-05,0.0007452188335969413,7.046820335769753e-05,2.870450285496457e-06,0.0015983171236558786,0.00014491215073335237,2.4403546453036378e-08,3.357189342435903e-09
