miliseconds,AprE,DegU,DegUP,Dim,mAprE,mDegU
0,1.3014048214346584e-05,10.000857273059507,0.0002113854359689103,1.0452301512305245e-05,0.00018429273263768488,0.00021936151603215367
100,-6.003266878183559e-06,9.99441999410619,0.0032012423604993764,-7.163514595112584e-06,0.0005485383082211415,0.0004716338922500135
200,4.1679731850462805e-05,9.991788375087431,0.007882278210294632,-1.1879111477075112e-05,0.0007783318681969148,0.0007984826860428673
300,-1.8120647894963038e-05,9.987787667079798,0.009867478384421086,1.0780376825954214e-05,0.0016461701802256085,0.0014271203083380563
400,-1.1338745744257483e-05,9.983188768991258,0.017003889104228946,1.0150336272280522e-05,0.0017827310968250383,0.001736582725675218
500,3.515439389415671e-05,9.979673286700221,0.01838349792825156,6.84509152696485e-06,0.002761466433443782,0.0017146684064479516
600,2.334565523471877e-05,9.973419094059954,0.022539325505644598,6.465735188864097e-06,0.003093922371715859,0.0025197108257122244
700,7.692399082399176e-05,9.968412052724366,0.027967774412790407,-6.540679195395729e-06,0.003377111184444418,0.002635483297292144
800,3.301840909287245e-05,9.965854119980673,0.02861672458012837,-6.708553290969532e-06,0.004135588795150157,0.003232277223878303
900,7.6280998166335e-05,9.963765065994378,0.03443265654671787,-4.110537818803333e-06,0.004580455726418288,0.003366998652532663
1000,0.00012631002937950117,9.961035940045557,0.03645135663941273,2.256848574801856e-05,0.005036273492140907,0.00401853421344453
1100,9.144621050377223e-05,9.95376961348906,0.04190063568830748,4.4831963797254585e-06,0.005508379356079849,0.004120541049187321
1200,0.000124223022689928,9.949244859191461,0.04578127330793585,1.8127801318065248e-05,0.005927658699016529,0.00504576010348995
1300,0.00017840288980061565,9.948495761068498,0.04814924901332722,1.2032157245597929e-05,0.006102986791711246,0.005264756287338325
1400,0.0002226726579255518,9.944309235920887,0.05019164115965346,3.221901311180274e-05,0.006796084740883713,0.005290015707510305
1500,0.00022587228925159165,9.939548896152505,0.0547981426569623,4.1935535336587564e-05,0.0075147490606930645,0.006084728759818574
1600,0.00021778358964974606,9.939418490324202,0.05719626725136772,4.052823200940713e-05,0.008177881277376777,0.006364670051236868
1700,0.0002658252516677066,9.932948221448683,0.05878326468164411,4.424228434380047e-05,0.008277191967400864,0.006915167014646707
1800,0.0003296391377447848,9.93044655433181,0.06349532349424682,5.2678521131860565e-05,0.00878299670077109,0.007084316961076299
1900,0.0003252500136439486,9.928621774085128,0.06645729574532441,8.193953435059604e-05,0.009281937362635127,0.007382696224017744
2000,0.00036802331222296437,9.923633153150861,0.0683290841911418,9.066183760522816e-05,0.009831387608922926,0.008157717317949691
2100,0.0004499992735996261,9.919971255249314,0.07258581375577025,9.260020741588087e-05,0.01026053325601393,0.008027619482086978
2200,0.00046782271092735226,9.916095621836725,0.07331084594393412,9.361941584144744e-05,0.01120266659231527,0.008515677768643924
2300,0.000561494875984508,9.913838306010948,0.07692932907768797,0.0001284202668435269,0.011573706152170404,0.009174565374435149
2400,0.0005977654544717097,9.908644473273739,0.07929211371129893,0.0001362816318870086,0.012048080534483504,0.009205043714743729
2500,0.0005861843201884523,9.90710235773882,0.08341832729996466,0.00015470431138493178,0.012592096187455814,0.009813312638007932
2600,0.000672218169794955,9.906743855354254,0.08733662689903213,0.00015237869572904352,0.012664976731778672,0.010120069694972708
2700,0.0007232984591046941,9.902155056371196,0.08745397159302741,0.00018014100775258716,0.012960012106615857,0.010918520200168159
2800,0.0008021992957994787,9.89799549160684,0.08910864781032744,0.000189207409491798,0.013502519628617541,0.011251077001280592
2900,0.0008426331111709013,9.895328900170995,0.09465276321626027,0.00021179498859936325,0.014414196353167793,0.011162807720727579
3000,0.0008882318160603951,9.894188717234409,0.0957058712598474,0.0002414477374033837,0.015025407036880531,0.011650827470102175
3100,0.000982619571302155,9.88764781843739,0.09814233742916931,0.0002642887113127028,0.015485584703913608,0.011993518586694875
3200,0.0010373828330222737,9.885105668386544,0.10239608701133719,0.0002794131340758599,0.015864740341718198,0.012697598031857266
3300,0.0010582971851490035,9.882492260849734,0.10376362647612643,0.0003129493063324979,0.016091111242476596,0.013236011250819408
3400,0.0011231297195413207,9.883279170008494,0.10707955788866533,0.0003174103867741419,0.016833803731274532,0.013349569440823808
3500,0.0012031038503117592,9.878989442323729,0.10836894516585101,0.00035550707758312864,0.017332060259415066,0.013605319466669107
3600,0.0012823091708107097,9.874244503992943,0.10995985106896873,0.00037325367274384337,0.017789391755843747,0.014014056272065947
3700,0.0013139850621817566,9.874133447158325,0.11303689644368056,0.0003977095717104386,0.01797228189693143,0.014374357734587864
3800,0.0014159347310054612,9.870599068241553,0.11367651281384324,0.0004433699613727463,0.018950160538375022,0.014897587604834731
3900,0.0014942054910822493,9.867269412381958,0.11828937409175691,0.0004509002429912134,0.019107602434040433,0.015055588874123926
4000,0.0015533367106873761,9.865101634569228,0.11746356250450689,0.0004950915335123747,0.0198739233608674,0.015645221168116525
4100,0.0016748810872814382,9.864672803209501,0.12191360992371635,0.0005174504529285428,0.019974741742380606,0.01590206740595944
4200,0.0017157843760715282,9.862542987447755,0.12235561831629894,0.0005452756261172418,0.020893820343831488,0.01653070920912414
4300,0.0018223918236911242,9.859480613148678,0.12283305998485694,0.0005977404463359542,0.020942579539678204,0.016664840975942265
4400,0.0019247133263110864,9.854319030110512,0.12707842717912055,0.0006270388313067331,0.021506437127285248,0.01729476228773222
4500,0.00202860773062412,9.855748344255002,0.12665097924566904,0.0006426446918780359,0.02167219976412939,0.01731663770404758
4600,0.0021121273997966785,9.850148919768515,0.13028134763458424,0.0006920784164121046,0.02266826432205241,0.018182380908053363
4700,0.0021366201184729,9.850337336062381,0.13033241121885292,0.0007313017327860226,0.02292696555918596,0.01815316578422169
4800,0.0022687034064889852,9.847183443762392,0.13267065142206952,0.0007657176434119446,0.023780001276963485,0.01886099984666587
4900,0.0023444302788022627,9.845731748915883,0.1366703674124257,0.0008025584642369981,0.023578746015508713,0.019187246330848697
5000,0.0024508628792486845,9.843211348651499,0.1387331682133494,0.0008378293962219974,0.024741500386491,0.01925809954673848
