miliseconds,AprE,DegU,DegUP,Dim,mAprE,mDegU
4000,0.0016138882787447887,9.864112860146395,0.11687535346448302,0.0004959269819454725,0.019465804422912767,0.015522624156712971
4100,0.0016269222769787583,9.86564670790096,0.11903905866248557,0.0005115061123484372,0.0203460251949429,0.016014143755951584
4200,0.0017193315646962548,9.860964937040407,0.12398468995891043,0.0005442830024330352,0.02027793659443679,0.016436540612148238
4300,0.0018300584891289594,9.859233770840387,0.12314818776383255,0.00057226462002406,0.021164675491601444,0.016754607214703413
4400,0.0018835050256490588,9.85746314773114,0.12537612664904166,0.0006187513696031688,0.02129032870007669,0.017088936959425084
4500,0.0020087056925191015,9.852289772143427,0.12689975819693614,0.0006607627558043072,0.022148835585060575,0.01735567172009831
4600,0.0020722206867678037,9.852447984469835,0.12942008431296928,0.0006904222061711195,0.022521567943505648,0.018269179378041484
4700,0.0021577802669710856,9.848610119916207,0.1325380317050947,0.0007284062183590763,0.023216287389473886,0.018507224804304417
4800,0.002242294468911181,9.84885540420682,0.1322282689568052,0.0007490963067643188,0.023734365998563885,0.01853103319095931
4900,0.0023843314647004413,9.846424028052736,0.1365558052292631,0.0007975965497288832,0.023654478864838457,0.01899514234268326
5000,0.00245098529072964,9.84225295098774,0.1389462007510549,0.0008262831924236945,0.024267981880342595,0.019444981164800305
