milliseconds,AprE,DegU,DegUP,Dim,mAprE,mDegU
0,-6.331906562741058e-07,9.99809555793474,-0.00032062198962885287,2.02765093848976e-06,-0.00011002272780631176,-0.00024922523946962154
100,-3.0899213423195046e-06,9.993951350604899,0.0037366869568551757,-9.405143781416717e-06,0.0007145962718519508,0.0005141772764173597
200,-6.5613240902666105e-06,9.991336944691602,0.007661424990104246,-1.029184813019474e-05,0.0012501943954623923,0.0005684580087898031
300,4.2608549897792045e-05,9.985292458107251,0.013621715510405872,7.17623001733832e-06,0.0014683938354299183,0.001103164705620949
400,1.3252240157883895e-05,9.982315809537136,0.014742640364213494,-7.044432762751161e-06,0.0022310839997621125,0.0018439558328267017
500,3.874165031216138e-05,9.977665614184096,0.020958242357810623,-2.1902024686372744e-06,0.0025766255059827925,0.0018458104512677463
600,5.2620723065720547e-05,9.973728970631745,0.023389685505163352,6.250547933571365e-06,0.003343652638098469,0.0021251143871090154
700,2.1626561551642777e-05,9.968565693101352,0.02771074019047457,1.0215886263783165e-05,0.0036143084632257933,0.002603507285337256
800,7.583571980503843e-05,9.96837905220091,0.031238264707255686,1.4609327837869125e-05,0.004293258650417281,0.003032247328475351
900,7.719540503341238e-05,9.965117468351258,0.033981232821004466,1.1712694477198143e-05,0.004127049815765881,0.0033874034710476304
1000,0.0001080422975917368,9.95738028034543,0.03502036476293978,-2.217487400705512e-07,0.0046132341222206545,0.0041458489045801536
1100,8.838021053069362e-05,9.957475805789421,0.03944218896571694,9.688734480564746e-06,0.0055265683556332094,0.004416657520152028
1200,0.00015188737849912748,9.953710973942792,0.043711855650971396,1.4515824468706405e-05,0.005722229182977252,0.0049619570036743416
1300,0.00014526740035532097,9.946697926142026,0.047854540989690886,2.3273670251346983e-05,0.0066363746567450225,0.005266813898490323
1400,0.00018535467889308312,9.946190496408308,0.04927130548332739,4.1468906660673754e-05,0.007233690429104782,0.005785301662600287
1500,0.0002166733276502642,9.940567294834413,0.05241149668896164,4.131074259164358e-05,0.007315395904134832,0.006220913887829855
1600,0.00026983901450370674,9.938418847606698,0.05532796654052037,5.034623827066381e-05,0.00791847916118163,0.006207176816269746
1700,0.00032188716611039386,9.931977391258679,0.060196815389368025,6.144273891754455e-05,0.008167227753082993,0.0066542664143204025
1800,0.0002970360832398648,9.928387038997869,0.06274055228184675,5.3716067936032734e-05,0.008567940289333564,0.006985103670126192
1900,0.000383591585301193,9.926139558138226,0.06509971233949209,8.212502321429773e-05,0.009052935558822339,0.0076061645807762
2000,0.0004279163837541931,9.9224716418228,0.06831600569868818,7.943427345475534e-05,0.009646062311902135,0.007795410996276466
2100,0.00044797939404000244,9.919167586901438,0.07270629793123853,9.665300968475208e-05,0.010725457621255943,0.008330076330189496
2200,0.000452111658111764,9.91548172164401,0.07505836963323548,0.00010708604004982562,0.010956145754709963,0.008969494515722291
2300,0.0005420189740872048,9.913550188656268,0.07571365164771356,0.00011461529114387042,0.011703096576973862,0.009166346941510469
2400,0.0005480828103874086,9.909007623969607,0.08002914745627368,0.00012925552410994275,0.011613373505478211,0.009423010971399727
2500,0.0006039757685504767,9.906248014245879,0.08136324174858756,0.0001549401148895665,0.012015319778717233,0.010124182628811824
2600,0.0007064438846259877,9.905216521876236,0.08527676963636736,0.00015181775843305822,0.012792791531869803,0.010440640819922882
2700,0.000744943661774008,9.900571949424442,0.08679851169649352,0.00017817411205933394,0.013663401429609425,0.01047045332613529
2800,0.0007979620152253678,9.899176252721265,0.09046725725009457,0.00020048216633416412,0.013482457186857073,0.011007993709551446
2900,0.0008411209655437133,9.893828405238,0.09405457947148246,0.0002185681977328255,0.014102238081111962,0.011473172175985487
3000,0.0008780987434066496,9.89246637412644,0.09408629254364781,0.00022940052173059817,0.01464050406285335,0.011979049681847074
3100,0.0009767099901204642,9.887510329315715,0.09848768687933748,0.0002625657106985724,0.015083286959155314,0.012308363019800652
3200,0.0010331029542941332,9.887986291907957,0.10243086962257485,0.00027276576132264453,0.015869677645383412,0.012512307780424255
3300,0.0010561614463047509,9.885903454764485,0.10374487632729926,0.00031069692432990115,0.016385662659178825,0.013269038740147641
3400,0.0011057772902065173,9.881241337707142,0.10650594610779648,0.00031499714901202035,0.016763366082126606,0.013435198653958983
3500,0.0012053523741961663,9.880747174870596,0.10867661526472905,0.0003508874235502017,0.016879561555776097,0.013582326589872322
3600,0.001267076065549022,9.875726371730108,0.11055599908561993,0.000385954599648063,0.01800708227441445,0.014376809401758135
3700,0.001373139066926424,9.874972180664871,0.11049905382529052,0.0004149114717881603,0.018390335818008183,0.014596083496660958
3800,0.0014602702716185344,9.869632949220913,0.11598125867719541,0.00042739129758913254,0.018434464925331195,0.01466260959238431
3900,0.001522781239604649,9.868948267928635,0.11519856164089876,0.0004727346453568868,0.01908630243373459,0.01509665967001335
4000,0.001606516063770323,9.864761573457434,0.11776865699280285,0.0004782682024464401,0.019813984698621574,0.015780150292953873
4100,0.0016927564073683616,9.861497910140976,0.1200071096808888,0.0005317109764208291,0.01980800718949197,0.015801202793321943
4200,0.001707524532739046,9.863198216290241,0.12447862227691396,0.0005520143645427176,0.020354277571669112,0.016715702229063642
4300,0.0018555086721635126,9.856371603742307,0.12591034653049807,0.0005843858079922582,0.02078955326424002,0.016699571047251092
4400,0.0019045005869529703,9.85530153531527,0.12817145489238724,0.0006162910965884184,0.021214084519901692,0.01703088293062158
4500,0.001989319849603474,9.855825752884002,0.12670199953687225,0.0006650086695014637,0.021959978132620548,0.017649902659358858
4600,0.0021202388477794703,9.85184850918258,0.12854565530847573,0.0006814019624289355,0.022754517431763457,0.017733164685367973
4700,0.0022020396257331986,9.850395194338478,0.13087959998024346,0.0007125558311696659,0.022692162947662475,0.018513215856289768
4800,0.0022694407846122204,9.84652306716596,0.13410040861385364,0.0007644165900200808,0.023398725953437092,0.018568871998849153
4900,0.002373566465365095,9.845610313204727,0.13613091429150365,0.0008076506410598473,0.02404626590127975,0.01910841561375077
5000,0.002452081222052778,9.840277774748118,0.13698576240506477,0.0008374238232939916,0.02429037591445701,0.01945516706812296
