milliseconds,Infected,Recovered,Susceptible
0,1.3036397368323062e-07,3.907020171762659e-09,0.9999999878504676
100,1.2873315299603103e-07,2.217272878703458e-09,0.9999999839048596
200,1.3242894341329427e-07,5.099456527180806e-09,0.999999978008789
300,1.3013150462328355e-07,6.434645207975303e-09,0.9999999828407145
400,1.315419932759655e-07,6.3564608429042475e-09,0.9999999860904789
500,1.356372700073286e-07,7.713223888633487e-09,0.9999999669919502
600,1.42543392098959e-07,8.247551990679309e-09,0.9999999572273329
700,1.4699494960365394e-07,1.00657580814061e-08,0.9999999721176311
800,1.5030631894112201e-07,1.8846212710899817e-08,0.9999999514238687
900,1.6197672408936618e-07,1.341469167481731e-08,0.999999957459512
1000,1.6329475546932806e-07,2.1384025306382553e-08,0.9999999486586485
1100,1.58279128564053e-07,2.060360991276636e-08,0.9999999384541932
1200,1.665320764888095e-07,2.345345588907562e-08,0.9999999404207226
1300,1.7869892150034187e-07,3.0078346784695906e-08,0.9999999365220196
1400,1.7482275015072284e-07,2.843401682523855e-08,0.9999999232551325
1500,1.766430790892619e-07,2.695894433905614e-08,0.999999902008325
1600,1.898882549375989e-07,3.000719154619165e-08,0.9999998952828418
1700,1.839034637427424e-07,3.349054721569312e-08,0.99999989253716
1800,1.9482620401875056e-07,3.858591980949983e-08,0.9999998798147025
1900,2.0510670674578263e-07,4.7427203971616254e-08,0.9999998753470055
2000,1.971009725863349e-07,4.6583704320011304e-08,0.9999998835256668
2100,2.0057014974608225e-07,4.743890464021284e-08,0.9999998662425668
2200,2.1815099562828392e-07,5.552280165795766e-08,0.9999998608779949
2300,2.161559707654465e-07,5.243071522106854e-08,0.9999998425074836
2400,2.2799882258875486e-07,5.527565107287414e-08,0.9999998579543691
2500,2.3301488592136168e-07,6.324572246871638e-08,0.9999998349038842
2600,2.3323535621416959e-07,6.762990486733015e-08,0.9999998193700298
2700,2.3687814741278726e-07,6.531038652235266e-08,0.999999825883753
2800,2.464440793894587e-07,6.569430948830918e-08,0.999999805739625
2900,2.6021338142847697e-07,7.784053435251827e-08,0.9999997994797332
3000,2.6230121226017693e-07,7.678923664488341e-08,0.9999997860584192
3100,2.661124540312441e-07,8.130394564399262e-08,0.9999997728810104
3200,2.64339538706445e-07,8.254217326484321e-08,0.9999997753538873
3300,2.7519623539399073e-07,9.089462068938113e-08,0.9999997719172865
3400,2.7715950156519493e-07,9.428110210193643e-08,0.9999997631819564
3500,2.8942383331781247e-07,1.0015187182224285e-07,0.99999973380849
3600,3.041419774752426e-07,1.050423786887569e-07,0.9999997349411021
3700,3.02243888757372e-07,1.0849528988036528e-07,0.9999997289616611
3800,3.154485325537634e-07,1.1422148991283093e-07,0.9999996976507791
3900,3.242938634325586e-07,1.143164905124989e-07,0.9999996857500879
4000,3.2532902406969696e-07,1.1524746308201785e-07,0.9999996869493413
4100,3.358414180605761e-07,1.1867661020216626e-07,0.9999996781333649
4200,3.3695646727265e-07,1.252261430233397e-07,0.9999996590097021
4300,3.5678298521661324e-07,1.2896581554330317e-07,0.999999655027388
4400,3.6091536285706647e-07,1.410005229192391e-07,0.9999996237244525
4500,3.673538529681079e-07,1.4291426277358768e-07,0.9999996017620547
4600,3.770211510234217e-07,1.5194630587928394e-07,0.9999995931543332
4700,3.886668770250936e-07,1.4890557405043773e-07,0.9999995867936392
4800,3.9077551781088756e-07,1.6237756047374364e-07,0.9999995844141504
4900,4.120697277237183e-07,1.6576085179188614e-07,0.9999995503936009
5000,4.0726705253387377e-07,1.6866966438419986e-07,0.9999995452014607
