milliseconds,Infected,Recovered,Susceptible
0,1.2011142894075847e-07,2.2673730976388873e-09,1.0000000107844502
100,1.3757374570602762e-07,3.574517466041247e-09,1.0000000054609344
200,1.3660123698320324e-07,7.492581194444541e-09,0.9999999975877673
300,1.3489007467351858e-07,3.954929121503144e-09,0.9999999759934094
400,1.3115290063968353e-07,4.438423424751551e-09,0.9999999783486644
500,1.5004763611072767e-07,4.940595538797038e-09,0.9999999707341636
600,1.5351651654937443e-07,6.824321405664539e-09,0.9999999781114027
700,1.528340362221439e-07,1.0899543830947548e-08,0.999999955673243
800,1.6087586111717427e-07,1.8294099633359132e-08,0.9999999693912216
900,1.5081167047542091e-07,1.6642446055860034e-08,0.9999999490330445
1000,1.6186042283338382e-07,1.819462801591991e-08,0.9999999412312693
1100,1.6041278843382486e-07,2.657491365935055e-08,0.9999999305159833
1200,1.6381563314119677e-07,2.5132846524516105e-08,0.9999999462873518
1300,1.805790838285238e-07,2.9920497313961e-08,0.9999999321313419
1400,1.680700065395214e-07,3.2146441391599955e-08,0.9999999098237872
1500,1.8634852370400014e-07,3.141306962742144e-08,0.9999999148522101
1600,1.8479186071160985e-07,3.393635992279606e-08,0.9999998986870132
1700,1.978668185540393e-07,4.117726032984621e-08,0.999999901764909
1800,1.8658050314511333e-07,3.841694791341526e-08,0.9999998948035062
1900,1.9370002907881845e-07,4.2565694618396177e-08,0.9999998905169293
2000,1.9569471599244492e-07,4.386021110154257e-08,0.9999998850504619
2100,2.0873896052769447e-07,4.6723330230733906e-08,0.9999998640629766
2200,2.1695774058690777e-07,5.2506322920189486e-08,0.9999998706773038
2300,2.1130140927590004e-07,5.918597938490244e-08,0.9999998491605071
2400,2.1766753878016963e-07,5.736591707839016e-08,0.9999998508321027
2500,2.2588747648104179e-07,5.962421122062727e-08,0.9999998407864685
2600,2.2900544872245676e-07,6.021731174801909e-08,0.999999815621576
2700,2.4050776344285425e-07,7.185662101798629e-08,0.9999998177716336
2800,2.38703017832805e-07,7.239428890833447e-08,0.9999998138969439
2900,2.514936338767225e-07,6.916408560440155e-08,0.9999997955662425
3000,2.6212196350765236e-07,7.603894741899139e-08,0.9999997942427327
3100,2.558932962704353e-07,8.139614193766763e-08,0.9999997725007784
3200,2.693615105237926e-07,7.992605777407201e-08,0.9999997592969515
3300,2.7727222378619185e-07,8.899073139858199e-08,0.9999997481953254
3400,2.8524105172424375e-07,9.022279838013139e-08,0.9999997608540173
3500,2.901849325806799e-07,9.881191258230914e-08,0.9999997354502592
3600,2.9619110818454646e-07,9.80820562216255e-08,0.9999997157658057
3700,3.0951262962845205e-07,1.0266013486661745e-07,0.9999997050558124
3800,3.2034927428833266e-07,1.0928965367645861e-07,0.999999714375346
3900,3.2280378552404284e-07,1.1755460750438264e-07,0.9999996817239674
4000,3.327257340149293e-07,1.1845100901739814e-07,0.9999996763441454
4100,3.3807161773547114e-07,1.2145596413201152e-07,0.9999996677335621
4200,3.419953131916491e-07,1.301784525460932e-07,0.9999996602942512
4300,3.44795506669823e-07,1.3178413858357458e-07,0.9999996422563402
4400,3.650064222405775e-07,1.4140995389884496e-07,0.9999996227775001
4500,3.660218250832197e-07,1.38110065758391e-07,0.9999996093075653
4600,3.7979637917763413e-07,1.4820807114554553e-07,0.999999604417921
4700,3.910569209120088e-07,1.5781727411419265e-07,0.9999995864844744
4800,3.9504620286066215e-07,1.6235132193290872e-07,0.9999995747918778
4900,4.004800055698334e-07,1.615162174634092e-07,0.9999995462419529
5000,4.194126866500505e-07,1.7068919727921366e-07,0.9999995450873875
