milliseconds,Infected,Recovered,Susceptible
0,1.2834942730517755e-07,2.18349614335466e-09,0.9999999995934488
100,1.232065196212167e-07,3.440303548329875e-09,0.9999999821557696
200,1.3099835570121756e-07,3.3517486842705205e-09,0.9999999996936432
300,1.3759487840745698e-07,1.0346563765823329e-08,0.9999999875907304
400,1.4207364449047425e-07,1.0263928076324986e-08,0.999999971325119
500,1.3462765324179185e-07,1.2909053449445148e-08,0.9999999744651058
600,1.48547110990142e-07,8.898338572010483e-09,0.9999999745549699
700,1.5144005218137746e-07,1.6226125791519787e-08,0.9999999708089898
800,1.5730506574680496e-07,1.820865586706735e-08,0.9999999688475535
900,1.6308564490984808e-07,2.2473538815869488e-08,0.9999999446310871
1000,1.5202440532049564e-07,2.225644403528008e-08,0.9999999537139668
1100,1.7261664969405254e-07,1.8127595407575315e-08,0.9999999419483763
1200,1.7550378002699235e-07,2.2039027272308458e-08,0.9999999315689142
1300,1.764453438607613e-07,3.182391665250218e-08,0.9999999295097024
1400,1.8074843363406897e-07,2.4552050502328664e-08,0.9999999299066785
1500,1.8507680581074943e-07,3.5556317557594566e-08,0.9999999146261017
1600,1.812673939389658e-07,3.83201736389606e-08,0.9999999107763773
1700,1.8607369954057446e-07,3.504096517226185e-08,0.999999896236907
1800,1.9308317571640896e-07,3.8213890486144944e-08,0.9999998947911881
1900,2.0381427416397824e-07,4.582647661453796e-08,0.99999987880523
2000,2.0057053375735233e-07,4.0653668051765077e-08,0.9999998909790591
2100,2.153791317854768e-07,4.676063963978595e-08,0.999999866611982
2200,2.1602083479103325e-07,5.432926820896727e-08,0.9999998592543217
2300,2.185973329519081e-07,5.585253456107596e-08,0.999999866776075
2400,2.2435417596018993e-07,5.369852259148169e-08,0.9999998412469727
2500,2.2801567918912522e-07,5.8954232422263554e-08,0.9999998290448323
2600,2.364906264706469e-07,6.02822616897611e-08,0.9999998384749552
2700,2.440787875447498e-07,6.231209225944884e-08,0.9999998304722086
2800,2.494979120171071e-07,6.763737903579785e-08,0.9999997996951967
2900,2.598974900478357e-07,7.799675972117929e-08,0.9999998128112089
3000,2.55567986836916e-07,7.61685689019213e-08,0.9999997811578765
3100,2.5897697975069916e-07,7.63472069229323e-08,0.9999997776432366
3200,2.7818802655824063e-07,8.116902471489341e-08,0.9999997737607532
3300,2.7758444477234354e-07,8.615507576965855e-08,0.9999997503870255
3400,2.7610883848340506e-07,8.76685586449278e-08,0.9999997582146546
3500,2.8625465076676804e-07,1.0039716492319805e-07,0.9999997436073633
3600,3.010903571815666e-07,9.789038514467505e-08,0.999999738259538
3700,3.1312892373072104e-07,1.0248627626285552e-07,0.9999997261314774
3800,3.0487671475929834e-07,1.1082285086139966e-07,0.9999997151305279
3900,3.233780389078382e-07,1.1862988595603378e-07,0.9999996812345668
4000,3.25570490591256e-07,1.1861332271457692e-07,0.9999996837305118
4100,3.4007730876799994e-07,1.2636606098924273e-07,0.9999996614968949
4200,3.4909034251563674e-07,1.3143885668385377e-07,0.9999996644624257
4300,3.5833167213674805e-07,1.3099864377759906e-07,0.9999996420379279
4400,3.5445601545535047e-07,1.4015188132287407e-07,0.9999996367548958
4500,3.675585519204685e-07,1.442996555810459e-07,0.9999996113089341
4600,3.8071102330129786e-07,1.4493096829183645e-07,0.9999995997676955
4700,3.8929449982520107e-07,1.518768372066778e-07,0.9999995870296614
4800,3.9894597202494624e-07,1.5654420338264303e-07,0.9999995618101599
4900,4.000470754599658e-07,1.615530434737657e-07,0.9999995478853129
5000,4.119872985471501e-07,1.672362754623939e-07,0.9999995442078355
