milliseconds,Infected,Recovered,Susceptible
0,1.33634834688229e-07,3.430991101030406e-09,1.000000001170095
100,1.2319002850612816e-07,4.145332614055994e-09,0.9999999884236045
200,1.292522201511491e-07,6.419808402716997e-09,0.9999999845811928
300,1.3085307436670567e-07,5.555083463893864e-09,0.9999999775862399
400,1.4500865398506894e-07,2.890637704674756e-09,0.9999999768394014
500,1.4769697835034527e-07,9.80518599086233e-09,0.9999999664005138
600,1.4840014470745332e-07,1.2213057566272134e-08,0.999999969294169
700,1.5048012354731762e-07,8.810557609088194e-09,0.9999999551614654
800,1.479932890402733e-07,1.1564878667179072e-08,0.9999999596051107
900,1.5713844832061414e-07,1.8613451058706504e-08,0.999999961941377
1000,1.632268225031863e-07,2.1204641901390342e-08,0.9999999456897278
1100,1.5855553157113857e-07,1.8955074459805463e-08,0.9999999351623873
1200,1.6104431576197027e-07,2.2031748629954835e-08,0.9999999208824153
1300,1.7147887549203802e-07,2.2634649853786967e-08,0.9999999381937907
1400,1.6889395953840573e-07,2.7881331093212726e-08,0.9999999173468459
1500,1.763876829855204e-07,3.295136466183169e-08,0.999999900629506
1600,1.8729236462155688e-07,3.324301626507956e-08,0.9999998988571328
1700,1.855814112379038e-07,4.008262722172331e-08,0.9999998881938427
1800,1.945702754316601e-07,3.578755058943002e-08,0.999999883146658
1900,2.0514781637745098e-07,4.450298771565791e-08,0.9999998794164268
2000,1.9547208731462794e-07,4.4930519939340794e-08,0.9999998673813565
2100,2.1291954667799275e-07,4.60020003441762e-08,0.999999876730076
2200,2.1871655981536387e-07,5.5848072898891105e-08,0.9999998736810284
2300,2.1738894614780553e-07,5.562551757399224e-08,0.9999998632500119
2400,2.267073391467981e-07,6.096242956039044e-08,0.9999998528292696
2500,2.3348973552717335e-07,5.833824052148815e-08,0.9999998275142042
2600,2.262303432288221e-07,6.619461146019767e-08,0.9999998414540487
2700,2.454384418712691e-07,7.058848605283903e-08,0.9999998118059644
2800,2.522141001987969e-07,6.566164383925724e-08,0.9999998109817814
2900,2.4861994625422135e-07,6.928364259711842e-08,0.9999997914519442
3000,2.6149209597323347e-07,7.591161142815242e-08,0.9999997999899091
3100,2.566134278857259e-07,8.371895146633415e-08,0.9999997862337542
3200,2.678813062942309e-07,8.367349411991016e-08,0.9999997789761279
3300,2.7938612363147215e-07,8.579295576896413e-08,0.9999997610376259
3400,2.9088867098977094e-07,8.863377671892668e-08,0.9999997480049091
3500,2.8438765935994575e-07,9.50918389896559e-08,0.9999997451181941
3600,3.038986263104889e-07,1.0090255586363608e-07,0.9999997200776991
3700,3.015407349189142e-07,1.0292451456340918e-07,0.9999997184385965
3800,3.07502478482114e-07,1.0664534921989382e-07,0.999999714726016
3900,3.208445106309506e-07,1.1117341845307265e-07,0.9999996849353895
4000,3.3355908686667257e-07,1.2165738880580515e-07,0.9999996913899143
4100,3.322998742598981e-07,1.2078871964518878e-07,0.999999658601276
4200,3.518977104031672e-07,1.2839098909004655e-07,0.999999666376417
4300,3.4893145274005826e-07,1.3350239529271627e-07,0.9999996538086233
4400,3.666753195266833e-07,1.37171799105503e-07,0.9999996363917659
4500,3.751124498157724e-07,1.3795855298419253e-07,0.9999996274400821
4600,3.838737169826012e-07,1.4538133905301855e-07,0.9999995964439699
4700,3.857318407748183e-07,1.5406019862753155e-07,0.9999995766512936
4800,4.0427458552067334e-07,1.6022223837550358e-07,0.9999995660038421
4900,4.037965964969347e-07,1.6623367929880255e-07,0.9999995456947309
5000,4.184004258008237e-07,1.696176463731431e-07,0.9999995351069927
