miliseconds,sucr,EtrioseP,Ephe,N,starch,Next,Enitrate,trioseP,Estarch
0,0.7021725534300234,8.058742302934842,0.016477266642392345,5.000032108855142,0.157841216815521,499.602121634067,0.07499381755998456,1.097346403442336,-0.014763815444605598
100,0.8010860748731476,8.084838638590474,-0.009934099893112577,4.999539439089339,0.7818295421115733,499.76820678125455,0.07509264848526098,0.6452066205340965,0.21821057161771906
200,0.7405090143027981,8.108622516803583,0.007801670605926206,4.997980271036579,1.6025237770824108,498.1483171041824,0.07504061368636569,0.5721876672763679,0.4073992441619487
300,0.7054374899733133,8.135656296804072,0.01523740490463527,4.9959104542138215,2.000183670214885,497.36485904787884,0.07512755128343426,0.5609553647683446,0.6388601978419473
400,0.6830904146171286,8.16245656897307,-0.013216172450321294,4.993430599420673,2.6995016052110454,497.46621276987497,0.07516771413672763,0.5575017992932205,0.941839667541396
500,0.6888553088517776,8.195630924778026,0.01249903509552017,4.991056258146851,2.9227329160452222,496.0242473074707,0.0751547393323105,0.5595449303696932,1.24882589743164
600,0.7001853781700077,8.222504612322851,0.002763221740339401,4.988525328663336,3.329076634728342,495.33928428614195,0.07536119118936971,0.5517903725231648,1.5686811448873235
700,0.7139115867949835,8.253474432016821,-0.02024836901668228,4.98661215432749,4.037975392074432,495.1507580683213,0.07531869398725725,0.553632213508379,1.8442701876771765
800,0.7463171529622583,8.278375067518452,0.017453434766901355,4.985084481016604,4.386186904407295,493.6406278490269,0.0754720756238527,0.5506944502519842,2.043118854242709
900,0.770228369760506,8.305741223792953,0.017766817944604767,4.984044116894058,5.0899959848046565,493.1760585804614,0.07576265404836162,0.5499101968374215,2.244661611946398
1000,0.8010690654548904,8.328467274842385,0.012557196004256936,4.9834029177551,5.153951340110908,492.54388751503694,0.07590973083274712,0.5516549330995287,2.4831788134699715
1100,0.8326114485649736,8.343885852887297,-0.009688466737367203,4.9835979311669885,5.945769020877486,491.36157605280346,0.07602317281770808,0.5537427216893616,2.6182024551383107
1200,0.8558614977450798,8.361501476386744,-0.017640289807563124,4.984262136696211,6.164814671154065,490.9527353044765,0.07612348858110411,0.5489044813229031,2.8042342961761837
1300,0.8866704545838728,8.37162922596603,0.004022310875842624,4.984906403743596,6.665857093500847,489.75671267346354,0.07641235922807858,0.550181250573807,2.875265515155664
1400,0.9024241774588495,8.38304414285174,0.02040372283135901,4.986031447298401,6.932480362432979,490.0451849980207,0.07642752957335344,0.5507839786097083,2.9653136005286154
1500,0.9366129829160544,8.394943430808738,-0.02462256034411008,4.987005750209097,7.259587039919483,488.4796303787398,0.07668863364384605,0.5470478988258258,3.041617700351656
1600,0.9484948336553035,8.401511683725786,0.012567394290785397,4.988223540817439,7.453904805666077,487.62466611947616,0.07674813754559198,0.5508850094200021,3.056295607113571
1700,0.9671512817676357,8.406295276713399,0.01895193432553508,4.989114459720038,8.096255182934629,486.90586315583835,0.0768588908212943,0.5476293026130274,3.0806457257907636
1800,0.9888545680508976,8.406137262383771,-0.02298015082905143,4.989801765266927,8.034759548196575,486.9351173529359,0.07697346189041346,0.545612614146811,3.05897916800158
1900,1.002320499627145,8.407640732545811,0.017440778707945182,4.990170996976207,8.613948932286013,485.85198448765243,0.07711514337379889,0.5500235274600884,3.0794626795091946
2000,1.009417026604904,8.404624983311212,0.01201663544038566,4.990471350853815,8.632100877999465,484.6030232680931,0.07718957917832599,0.5459013001826583,3.0237230171484573
2100,1.0288731911832232,8.401442040675507,0.0830886396052103,4.990427785560926,8.856530116708045,484.57147363780985,0.07725789952718158,0.5493053233694586,3.039707487892148
2200,1.0320149432491925,8.403605291556623,0.12598472512536482,4.9900990180083795,9.428482942884163,483.2612908494288,0.07730550109300605,0.5475151509053053,2.9333786029984292
2300,1.0355274207655485,8.396419536721826,0.14833232234517735,4.989969879317445,9.803095021708938,483.21841221734053,0.07748871786855215,0.5453860307465035,2.9398460290204684
2400,1.038208572752888,8.394765641231716,0.23087837277297088,4.989372573013632,9.941334280734521,482.3580909376502,0.0776276993441412,0.5525279751001311,2.8203360939721165
2500,1.0484364073291381,8.38362096142163,0.2799740778180333,4.988943604689128,10.193516865364295,480.9287164201921,0.07773303050257913,0.5520482021750805,2.7595131009740514
2600,1.0431011294755101,8.380889091954323,0.31453828429093394,4.98824197398454,10.3681909390294,480.46317400712076,0.07773627610965916,0.5465505643961742,2.7183804335653776
2700,1.0454332987583206,8.3764010321864,0.39007632497883354,4.9876463021908,10.804698264285735,479.49470563721945,0.07795488807515875,0.5528497471344302,2.659447432027004
2800,1.0515147420480697,8.374025114102071,0.4764727056556677,4.987390641118758,10.831362064633229,478.67211059431446,0.07804340798653567,0.5464647024952339,2.561704980261009
2900,1.0486871904386335,8.365735632907967,0.5277058651338904,4.986947365256548,11.105118206734177,478.08167604793806,0.07825200345644288,0.5484478137599309,2.489486338556967
3000,1.043677401978055,8.364204044894052,0.5913839008232255,4.986745952466078,11.313419238247517,477.16785554106815,0.07836282718707076,0.5510672182897235,2.4414807511933128
3100,1.0484549339482154,8.36218266209734,0.6679585780216349,4.986895699197463,11.669708120918374,476.56141642328095,0.07851319686211658,0.5466196639734008,2.3771483101082183
3200,1.0375735490309899,8.354967333652883,0.6906556055241178,4.986612847786674,11.906560479788059,476.454426292647,0.07857238054262478,0.5533356791962434,2.282054943840887
3300,1.0370412706031662,8.349739733083922,0.7431298734498183,4.987014892777337,12.144178086484564,475.30749536882064,0.07865441063838717,0.5523530745560786,2.220980798933548
3400,1.0338623871309172,8.350108018662846,0.8395443098895473,4.9871240954103015,12.41950658216537,474.9595812945661,0.07881796473100343,0.5494673644187216,2.1741529579073022
3500,1.0338390506967767,8.339215362832718,0.8573082188536145,4.987158145408805,13.046415346080275,473.4326130165318,0.07904219171330733,0.5524881186525458,2.1694436488085875
3600,1.0400755968002475,8.3365689129557,0.9393170931281432,4.987509413708285,12.933226363591976,473.08185359576225,0.07910404128358128,0.5509454821908167,2.0768142315580107
3700,1.0325296362040006,8.339353119342457,0.9905367373055685,4.987579688579753,13.27532106829059,472.86429615413016,0.07914605559020792,0.5498226952930998,2.065912022771905
3800,1.027113103430684,8.334922268535465,1.0223223045768954,4.987672827363373,13.776517535013806,471.30797554764285,0.07930724670940867,0.5506310246729639,2.0134648653841154
3900,1.0330958666718444,8.331902970232067,1.0386722738233274,4.987693355929745,14.153764682553392,471.20202536709314,0.07948452762586854,0.554261514309324,1.9399798623042448
4000,1.0195455454139637,8.331250733311352,1.0856147279766197,4.988004110858961,14.362875321244656,469.5343939637158,0.07962192429813632,0.5515932130169116,1.8518814168258029
4100,1.0187721922757165,8.327270195056434,1.160842069775239,4.987722162311217,14.372188335982761,469.63271016054966,0.07971763123963409,0.5548608441812577,1.8440204725332694
4200,1.0181221712377724,8.326316087972025,1.1730672966132634,4.987959054062529,14.70121245914292,468.1750181112854,0.07982551806006835,0.554457379882353,1.815949948477962
4300,1.0221585894423655,8.323574399095923,1.2062793583590044,4.987743299952392,15.209382343522833,467.88167338223485,0.08001673427384694,0.5544163699856176,1.732808166835691
4400,1.0242566201176042,8.323098248027806,1.263749126416651,4.987522128652012,15.245739133948588,467.51072909997134,0.08007103688298033,0.552192480821814,1.7129332792198892
4500,1.0223034415900836,8.32057759556906,1.2948894412811562,4.987456049908258,15.77323792086024,466.3000054362111,0.08024699362395876,0.5488929693132977,1.6517636749155387
4600,1.009250319943222,8.318595415305623,1.3208396932443995,4.987560123028222,15.709564411266667,465.65064056973324,0.08029239006616193,0.5546337831384324,1.6396890727333346
4700,1.0189686146882984,8.310684119611288,1.3462696886813992,4.987166297706467,16.129912446782363,465.33675958416114,0.08044565773140526,0.5493976592922479,1.6313875621210139
4800,1.0147500014117423,8.313350899704641,1.36485189691285,4.986963760137012,16.707248917184714,464.3291800311043,0.08062398156953728,0.5504692082666858,1.5651189573945272
4900,1.014031441054989,8.315774882066268,1.3791665566561624,4.987015781190365,16.698571220052774,463.49588597139467,0.08065407577428114,0.5527011096198716,1.5471515277994232
5000,1.0128695467349633,8.313903621891122,1.4254395405792593,4.986807544317455,17.044444612502854,462.6647672273418,0.08090412442535991,0.5539986609393321,1.4816938452138197
