miliseconds,sucr,EtrioseP,Ephe,N,starch,Next,Enitrate,trioseP,Estarch
0,0.7013215522282141,8.060877574553873,-0.02323733376662634,5.000058410590982,-0.04548457474140232,499.9697913193459,0.07499844253187521,1.099037628175118,-0.03676991386148071
100,0.7944262271082451,8.084133478672964,-0.003983437685206775,4.999484652185914,0.6221068440111233,499.17677649884905,0.07498253987444513,0.6466265751067095,0.16965110401566183
200,0.7469473618899001,8.100453913820964,-0.023001711229505464,4.998028269647834,1.5496324414804765,498.6640258130697,0.074955822970559,0.5762170934895741,0.423984769305678
300,0.7060645168252611,8.130801952804381,-0.014332328187430705,4.996034712237787,1.738323908450376,498.25446802510504,0.07511122099838466,0.5561457417956684,0.7043581827118185
400,0.6899540647664595,8.162325536034203,-0.02245822671394261,4.993562284604037,2.670489943229357,497.4813085391494,0.07504071506160766,0.5533961699635925,0.978320752618965
500,0.6866215676437856,8.198615877186882,-0.00995622619076066,4.991046025371563,3.228160074239841,496.30204680974924,0.07514356455096302,0.5593018183905943,1.267551552416744
600,0.7023320471226058,8.223129360820572,0.01773436883676577,4.988581380589872,3.581028043690914,495.1154026114642,0.07520107982431318,0.5539141872658709,1.510576160678079
700,0.7151904405827927,8.258679817697272,0.01643990714488776,4.9864275248832,4.236393376189566,495.0031055372572,0.07533025864176783,0.5571632945745523,1.8074226836888059
800,0.7447125397902133,8.282263432564458,-0.025615244481290055,4.984946569143253,4.279305089576091,494.55915743285885,0.07555429322927958,0.5531514305128395,2.0946891861303025
900,0.7698065318414786,8.30636558035418,0.019881883500729402,4.984112309052038,5.101571880345761,493.1644031221083,0.07571629165249417,0.5531578856648197,2.2664420568772865
1000,0.8003686768466539,8.329774735731693,0.015039001986254035,4.983437426009927,5.260036183083255,492.0401020632738,0.07584863367849468,0.5550324641344779,2.4801572061472714
1100,0.8313779884549032,8.343215141524825,0.02070023988160145,4.9835841580552005,5.576352764171202,492.320189772622,0.07607193959200852,0.5494021334367482,2.61433018813227
1200,0.8582454504145535,8.358880644675631,-0.0001617758348203368,4.983937220163292,6.404061441738815,490.50822283083363,0.07613176026313855,0.5479602329323836,2.783048182707835
1300,0.8864207281458534,8.37834552229107,0.024333876798265156,4.98504855924903,6.422161407133818,489.9767526593878,0.0762635127029709,0.5469056411313651,2.8689584998963147
1400,0.9078776401714318,8.38823936995395,-0.022461580297875927,4.986094257251891,7.077208232311685,489.8276143811744,0.07649887925362521,0.5524482179977318,2.9693000462075956
1500,0.9351145130212727,8.391577536102693,0.026180944170808615,4.987077505689518,7.452541514307499,488.372366945242,0.07663072557885996,0.5461398406531379,3.0492733043773463
1600,0.9593130580818764,8.398728769494497,-0.022891034438053143,4.988234916329461,7.4472159917759955,488.1870301089209,0.07679269434031664,0.5521732331056939,3.077292669783347
