miliseconds,TGFb_R1_surface,TGFb_R2_surface,TGFb_R1_endo,TGFb_R2_endo,TGFb,TGFb_In,Active_R2,Active_Rec,Active_Rec_endo,Inactive_Rec,pS2_c,S2_c,S4_c,pS2_pS2_S4_c,pS2_pS2_pS2_c,Smad7mRNA,Smad7mRNA1,S7,pS2_n,pS2_pS2_S4_n,pS2_pS2_pS2_n,S2_n,S4_n
0,23.957307872280794,7.49357023118552,18.573926258713758,45.257620101778016,100.00123134239098,0.0002445441252365009,-0.0023096924505553815,-0.01276693852925329,0.006244864548085157,-0.025874313262835187,-0.0009821438972479816,1059.392606510466,424.8007515961592,-0.36490904947845787,0.001962864535398139,0.03929049021840106,0.2556240316446225,12.13088871934717,-0.005602930251914863,0.5005918162173904,0.042285985435607645,438.17510672748375,40.19883000799271
100,16.480408439774898,0.09199096452696646,18.873422656826133,44.73524847568446,99.99886734958709,0.0010931145357381165,0.5027078700123778,3.733677492041642,0.16119752136580484,3.508073148185163,0.05709876473668795,1059.450405546178,425.13332562831994,-0.46102259166641285,0.003568465124025586,0.039290571220446074,0.2556195503492546,8.62045418142825,0.004314904020331112,0.11384259387535148,-0.03283471391858126,436.8076099237095,40.04933651268146
200,15.799859599867093,0.019984806140876263,19.404931638178137,44.7067650890196,99.99119879289572,0.001888490970493558,0.38650184431883844,2.540138391954712,0.2625608745736685,4.832592627764247,0.07336601776113925,1055.0830944048748,422.56494795129765,0.8385440179238958,-0.004668388068721999,0.03929032160337873,0.2556487253076131,7.358436253369334,0.0033656001577150726,0.3852122770127497,-0.044964851645382865,437.6706805855422,40.0974321629017
300,15.215689979093902,0.08716507757234593,20.098864016316686,44.80234184017077,99.99135850787191,0.0049107294387432925,0.33583690030948465,2.019273312093015,0.3126863654342723,5.217427045930981,0.08438600751227417,1054.228518642971,422.499208788849,1.7413857936116757,0.013688316444462393,0.03929043413644973,0.2556404854385487,6.9687010327759005,0.02387869518924466,0.504605046702395,-0.040908728753778635,437.67826304845875,40.129553835925414
400,14.649659508754631,0.014488870738677655,20.760423217521858,44.94243775519426,99.9850145258912,0.006870054247505965,0.32522738592843176,1.7220819912058931,0.36814235560297853,5.3434154085671395,0.0924093377257582,1052.4271401600965,420.5570388291918,4.015178099534887,-0.0076365541888243375,0.03929034871316213,0.25566111916540807,6.83647369854184,0.031464476663043875,-0.12654172729315222,-0.007426217534859767,437.25929962234056,40.22567967542342
500,14.161271850415565,0.022267444128061267,21.374806428741227,45.09293220343049,99.97946981428787,0.008727522299045427,0.319236999013129,1.6174708279811862,0.3902897506024477,5.264080706719374,0.10310235340408799,1048.3364920686706,420.2913584547393,3.6819762812666803,0.009919830088185836,0.03929068305673766,0.25563264741238356,6.882689555749415,0.03753356449861946,-0.10242003421149024,0.05459853466347884,436.54821074412354,40.050140509409125
600,13.701280881811554,0.028484608204804907,21.900111834457643,45.2345262198661,99.97862001772121,0.01107901925496553,0.317473077445813,1.5221813300449716,0.42231359781806765,5.218280343876374,0.11092185896525102,1044.3038358939014,418.97150713119214,6.056700702858971,0.019073251115758173,0.03929027356880475,0.25560996408069653,6.9795282142568205,0.06111240359263867,0.809074356483833,-0.01848922537580636,436.45602573365665,40.02788598326764
700,13.243753268831727,0.05461637172640867,22.27562918249698,45.34346428934177,99.97383918034896,0.013330874069787618,0.31626926832204805,1.4712495855740464,0.43984712821207034,5.13062550555815,0.1171469767836847,1041.4400810291397,416.49999075725543,8.392068404369482,0.004344443945643052,0.039290602368160794,0.25564804555069126,7.0486119905577675,0.06596392046506262,0.39481566796052875,-0.05768727269783659,435.4345342642611,40.06388401198542
800,12.720765332330352,0.0594665468038929,22.837295003056983,45.427998047207524,99.97328635508607,0.015706584310397186,0.32376893626459885,1.4168677937851901,0.467833736196205,5.03954156960353,0.12555702220192783,1038.8614678504978,415.58676955388063,8.084444484986289,0.01501381037830557,0.03929055020323035,0.25565561154716504,7.164327788027553,0.08369059827357048,0.3132223497903527,0.04861797996638355,434.6681604630819,40.075274049967454
900,12.336906825885595,0.0718171268105865,23.303491884250846,45.515281350851694,99.96983166465867,0.018181563219658393,0.3266280170682288,1.3893297159429085,0.4757196057828847,4.960605216526258,0.13491533675899378,1037.7863361516975,412.87563421495423,10.442388644372306,0.03157316268691244,0.03929026869374743,0.25565789621795265,7.232104856767569,0.08895619481251027,1.3583146683494904,0.005119568228491657,433.24317076418714,40.164622438308804
1000,12.106138652886811,0.07781562739409095,23.613892517784247,45.60085965268312,99.96258194492755,0.020010261339769256,0.3388206436673513,1.401134273055273,0.4965111184872829,4.883765919846261,0.13762631542193193,1033.4135969032295,412.89294058157907,11.253111953904432,0.03286229205245348,0.03929050263349756,0.25564231722086567,7.320453095522817,0.10724049819838212,1.4763994520379182,-0.01836613665807381,432.97255233931423,40.177751511650214
1100,11.831502997074612,0.06880132680570279,24.01291644122036,45.64354129395303,99.96140296087513,0.021208313068685293,0.3404054427546887,1.3638283931850577,0.5076198279884939,4.806255863729304,0.14422061742660086,1030.55516146291,409.535361619703,12.948050521294519,0.04082674586146947,0.03929035232943236,0.2556588450701118,7.389854499812493,0.11352593599654812,1.3896353975872588,0.05653777166376639,431.9381084217773,40.04060275044538
1200,11.494283934516627,0.0680234347222059,24.115693678407354,45.68530082915502,99.95730134995665,0.024124518016025543,0.3467803166652013,1.3525250489757887,0.5234312003984785,4.747245739086773,0.14582872493020987,1026.8164366619221,408.7769748577176,14.690267268090697,0.037817079433027305,0.03929061556351296,0.25566105332809835,7.436668915929415,0.13421098696719008,2.3390376925412655,0.05185416487842029,430.8727898153179,40.06602420619684
1300,11.399861377311604,0.032229092935817674,24.56446670513402,45.73024346104444,99.95453354302236,0.026534022402080398,0.3560657436771823,1.3564174196311536,0.5286821799534249,4.702801655699504,0.1556635399266028,1026.6681033720943,407.0520187835076,16.537949820456884,0.0471380271028823,0.03929042644182893,0.25562908249665095,7.426328929875654,0.14154441476243468,2.2449464298082242,0.039348724074273686,428.98827119242856,40.0968456020476
1400,11.08294117583813,0.04174462805919573,24.666110800441277,45.76455488311624,99.94768032471625,0.027091823602289913,0.35980206489402194,1.3205297962495213,0.5426714063325326,4.681053707378057,0.15642734418943963,1019.5033995171394,404.702050424775,18.425816852065825,0.04085161565664279,0.03929037915979045,0.2556294350953957,7.518741268446908,0.1602812451187068,2.982572473867793,-0.02177833159238527,428.9212790589457,40.09082739099764
1500,10.98024163837942,0.005236493318663167,24.95653783464691,45.767411770425596,99.9451944194034,0.029247099903796807,0.3680101592998018,1.339305540042268,0.5519082840401234,4.628358648983628,0.1666794368101257,1017.6405460124001,401.3425181572628,20.768539524262685,0.057137241891473796,0.0392902416857517,0.25561987005709863,7.541913924964661,0.17659011580356812,3.8033492661508377,0.06741897480559111,427.39734261285963,40.10685522739788
1600,10.76111362512417,0.09928125885398416,25.07256758778172,45.776542787705445,99.94227921300755,0.030263035091442167,0.3792340487377843,1.3444730308557709,0.5547652791423161,4.615857765318768,0.17043584656286334,1013.6856000519667,401.6689988378542,21.177675501677157,0.05785339421346189,0.03929049083191955,0.25560867372687096,7.575286213193089,0.1788178134051138,3.3879547518098048,0.10460132505468832,426.17134591587376,40.07860611414889
1700,10.349137335409369,0.05832008178521708,25.348545208851267,45.79544045478825,99.93970208782765,0.03219278625369539,0.3814216704970645,1.3299830004088364,0.5563437187891733,4.600579637527441,0.1723175720407653,1012.6750746809802,398.7190515858592,22.95461319621065,0.0762267676183466,0.03929048250277259,0.25563863617582777,7.597540363034687,0.1888099992958876,4.05689423504721,0.09033607975544551,425.15904095710795,40.15333706933346
1800,10.362853632048305,0.08613903485438176,25.472884208249074,45.809423351556966,99.9368233528508,0.03432905441325999,0.38661379813114705,1.3226220089611613,0.5704055919222848,4.553895791932598,0.1805783956347963,1010.626581931656,395.99635541714986,25.570654010779652,0.07711663950901058,0.03929051707523713,0.2556043926764804,7.593774586613765,0.20537535560435186,5.454562694786206,0.11644878391126079,423.37981830920506,40.1006707443897
1900,10.150805951429499,0.07230978122382724,25.537997282443897,45.80804026789744,99.93218397309414,0.03501617371834766,0.39898916909313503,1.3358575384128608,0.57101104222728,4.595162661223619,0.1822738647767714,1004.2982401580305,396.0962267903679,27.681797774383163,0.10075399850820836,0.03929062794509941,0.25561651124042645,7.637061281595201,0.2236111791499581,5.5719564519052796,0.13939230149998813,422.1384591692262,40.181165810073495
2000,10.030340006349624,0.09697622938449482,25.596447738368873,45.812050288564976,99.92700484890885,0.036347784358450735,0.3983069477783192,1.3051653472109197,0.5712442043751322,4.526234285036094,0.1888640738441504,999.5387316131338,392.9389635567228,27.745058028139553,0.11344344958894098,0.03929071010949109,0.25561200399192047,7.615534637499161,0.23696055170999641,5.861300695294858,0.17007050629531897,421.32798866830217,40.19905729343158
