milliseconds,Cdc25_active,Cdc25Ps216_active,Cdc25_inactive,Cdc25Ps216_inactive,Chk1P,protein_14_3_3,Cdc25Ps216_14_3_3_inactive,p53,p21,MPF,p21_MPF,preMPF,Wee1,Chk1,Rad3_ATM,Wee1_phosphorylated
1300,9.883282040789864e-07,1.0866886509701816e-14,1.3057244669358958e-05,-2.2187128773879537e-07,1.6231495458681201e-09,2.9892634137830405,0.008842346175406902,0.0,0.0117516474295455,1.0555065551438053e-08,5.5569504629845525e-12,0.0006362761512451711,0.0012718057501974885,0.9999999967306261,0.0,1.4144822712499633e-12
1400,9.86647863455889e-07,1.0849107838918084e-14,1.4279449606093836e-05,4.243493139562393e-08,-9.4339114596906e-10,2.9982313970271766,0.006799946439663686,0.0,0.012992527847688305,1.0404890265100904e-08,7.0985783236927865e-12,0.000637755958522854,0.0012650918308074717,0.9999999979743487,0.0,1.5135969719331891e-12
1500,9.841442220684823e-07,1.0793425719875985e-14,1.7182640937300906e-05,-9.941899176398914e-08,-7.683810449959554e-09,3.150917620888723,0.00621937589438193,0.0,0.013204110175268298,1.0442607648601063e-08,6.628216036779558e-12,0.0008171121386179193,0.0012801131498846909,1.0000000094762387,0.0,1.4559061486367878e-12
1600,9.827153030023586e-07,1.0726624381100173e-14,1.5770075373029456e-05,5.3252541982964235e-08,-1.3878078481379444e-08,3.215092169060876,0.006397031141835132,0.0,0.013677532492813683,1.050036972798293e-08,7.751914419518374e-12,0.0007294078699170204,0.0013105833019885196,1.000000004724268,0.0,1.964165421743452e-12
1700,9.835573564088438e-07,1.0500189968925805e-14,1.8886125959991415e-05,9.405934974278985e-08,-8.07620801688773e-09,3.224634744715326,0.00528582277826366,0.0,0.016413160776250376,1.0665311587609539e-08,7.236707733023139e-12,0.0009070171206022606,0.001339173720420661,1.0000000045248036,0.0,1.7515181819020982e-12
1800,9.828339427533291e-07,1.0620778621444635e-14,1.941425964816738e-05,1.6068990443976835e-07,5.431452272806217e-09,3.3893519046535054,0.004392424835080724,0.0,0.01600581404615017,1.0823878892216863e-08,8.803527215336218e-12,0.0009034249912391923,0.0013585732283403137,1.0000000128416202,0.0,2.145544921522658e-12
1900,9.811161645215641e-07,1.0634621702358262e-14,2.0163736534770345e-05,8.031673516462066e-08,1.0692425998471618e-08,3.399475192636599,0.003918513039264434,0.0,0.018398375556580106,1.0688170529500918e-08,9.321104483864095e-12,0.0009626865702885036,0.0013623605260209186,1.0000000001139653,0.0,2.0417860706080277e-12
2000,9.802991742948972e-07,1.0565537879748138e-14,2.0540238471988328e-05,2.62766524112291e-08,-1.0320852180983466e-08,3.4785697387154917,0.004748390234162498,0.0,0.01752341021590857,1.0973029192421422e-08,1.2255118987406787e-11,0.0010216872312343956,0.0013742531311641865,0.9999999889585384,0.0,2.3907376316469276e-12
2100,9.806482023055965e-07,1.0602131307887142e-14,2.1751721801628825e-05,-8.151257155236322e-08,1.1810090538118515e-09,3.5073477137429445,0.002991183452954927,0.0,0.018087970651751464,1.1151394279630692e-08,1.118181311399965e-11,0.001099788409408827,0.001439362160824962,0.9999999894326307,0.0,2.3344077548547685e-12
2200,9.7753623556607e-07,1.0653946382065636e-14,2.2015872493718792e-05,5.158215432738896e-08,-1.2204877958968586e-08,3.6491644246549444,0.0037641591439803957,0.0,0.020307960242761314,1.1085891188703629e-08,1.2663706748231005e-11,0.0011385439438606002,0.001444349588165468,1.0000000048393651,0.0,2.505624570015159e-12
2300,9.761831218631661e-07,1.0562698878375289e-14,2.387042261185032e-05,8.404310638696376e-10,5.0030121337639715e-09,3.7297013069312643,0.003040612676672548,0.0,0.02162057838143041,1.1090699969084459e-08,1.4940370800265415e-11,0.001106300496312967,0.0014498478847390923,0.9999999936779801,0.0,2.7761815369588547e-12
2400,9.773895071729723e-07,1.0584742800722971e-14,2.530606818742016e-05,-8.04569589115085e-08,7.691788785430634e-09,3.7339492660238665,0.002836074913291243,0.0,0.022314514853951098,1.1370483938620893e-08,1.5192028823858544e-11,0.0011613556061939904,0.0014581132719137197,1.0000000117919712,0.0,2.9759531848367295e-12
2500,9.754195825248185e-07,1.0372976859914842e-14,2.6016412660865402e-05,1.9751776225316813e-07,4.288747230756992e-09,3.8247135292273873,0.0022098922685921335,0.0,0.02240320785504252,1.1617466111343373e-08,1.5608772840632308e-11,0.0012202958419071275,0.0015034405019708416,0.9999999867732802,0.0,2.832869103111906e-12
2600,9.729667883486e-07,1.0511950266698404e-14,2.7026692198551904e-05,-2.5740513768535915e-07,-5.9419115892443586e-09,3.7754426233311973,0.001708609952478179,0.0,0.02261243600618276,1.1476559454929729e-08,1.533075831383839e-11,0.0012596379434084857,0.0015336315205412958,0.9999999980394211,0.0,3.1947308099720372e-12
2700,9.72123232995163e-07,1.0318965728367909e-14,2.8997425070166732e-05,2.4381416972879632e-08,1.217710797793311e-08,3.808513145429054,0.0019790263126381494,0.0,0.023007586597027653,1.1720113146201377e-08,1.7362794375525758e-11,0.0013711041072981503,0.0015324730380901267,0.9999999865070388,0.0,3.1523278247846537e-12
2800,9.735959097872949e-07,1.0360121637885288e-14,2.8526975938787542e-05,2.595667440598506e-09,1.2079979264114746e-08,3.8976114916866678,0.001553349995281488,0.0,0.024442143848055497,1.1768735322683906e-08,1.867798813612983e-11,0.0014676649133394603,0.001587160072445161,0.999999996955021,0.0,3.5676266717082092e-12
2900,9.718134157174217e-07,1.03576135962792e-14,3.074502966969818e-05,1.519106145614969e-08,-9.23619510664365e-09,4.10407990523443,0.0012250828725870549,0.0,0.024512908453897923,1.1827998818528836e-08,2.0272388498314006e-11,0.0015219489836288595,0.0016068595324615787,0.9999999898827181,0.0,3.614149176186238e-12
3000,9.69002120106944e-07,1.0384272563829577e-14,3.232097946704812e-05,-1.1003752744736717e-07,1.2297384628497139e-08,4.085342235783509,0.0020957134052335346,0.0,0.02683529112471337,1.2182118032594116e-08,2.179846252066774e-11,0.0014996616721722315,0.0016098655078424192,0.9999999904343955,0.0,3.6164954419233673e-12
3100,9.695186088465048e-07,1.0372430735275386e-14,3.064147311607086e-05,2.799811982313226e-07,5.607853177521537e-09,4.168153231756319,0.0015093328892521107,0.0,0.026625752722136273,1.21169045095156e-08,2.1384292112513628e-11,0.0015911950977079846,0.0016167975581045557,1.0000000123503643,0.0,3.873876248541333e-12
3200,9.69864962085247e-07,1.031798199939856e-14,3.412126859634555e-05,2.2815410393178642e-07,4.653828383679377e-09,4.253421885249712,0.0008618242809441399,0.0,0.028008856493684904,1.2575925553398045e-08,2.3020518381096704e-11,0.0016621451611880348,0.0016611995598117344,0.999999994701004,0.0,4.078246014206809e-12
3300,9.677452720293107e-07,1.022756578488721e-14,3.367927315063403e-05,2.0883869597270748e-07,6.452094132458737e-09,4.207335029425122,0.0012477164431207843,0.0,0.028500771261910845,1.2434245165276312e-08,2.471079562300477e-11,0.001715026251243027,0.0016608004403824911,0.9999999895326794,0.0,4.3434148789491226e-12
3400,9.666115350059523e-07,1.0411933826786662e-14,3.603729000774756e-05,1.1226377853575795e-07,1.2195763202387623e-08,4.282181283318169,0.0017304037554576723,0.0,0.028373848318407908,1.2831482799105901e-08,2.590947697354e-11,0.0016992020515949366,0.0016583999113970252,0.9999999944300392,0.0,4.12471247896712e-12
3500,9.643158969447853e-07,1.022490923466665e-14,3.71502783284644e-05,-8.389775877095501e-08,-5.590115401610985e-11,4.289845998487291,0.00034397797030941645,0.0,0.028526773855900495,1.2974778327067369e-08,2.6191526105502057e-11,0.0017098343144208552,0.00171421419895111,0.9999999948073857,0.0,4.523562964005769e-12
3600,9.63903326962882e-07,1.0178712049303487e-14,3.726130425908221e-05,5.896955705573964e-08,3.5906390635475385e-09,4.390628762422503,0.0012979303953062063,0.0,0.031096446593373805,1.2939635205253143e-08,2.62783489781398e-11,0.0018202314718205994,0.0017329386038212051,0.9999999910974446,0.0,4.819260443486428e-12
3700,9.631079222421986e-07,1.0278666421562652e-14,3.756758708801413e-05,-7.074881414618729e-09,3.463587456781731e-09,4.444661139042856,0.0005172133969361167,0.0,0.03028983440203195,1.3189408944019303e-08,2.852442026579827e-11,0.0018679640524710951,0.0017668362328849669,1.0000000035416434,0.0,4.854527459610193e-12
3800,9.640250933165016e-07,1.0050119062690211e-14,3.8023460324718005e-05,-6.868247533441658e-08,1.192119826622143e-08,4.598627452162145,7.073001113889045e-05,0.0,0.03121451837236299,1.337284373981374e-08,2.966600162663286e-11,0.0018888286696663592,0.0017770213965709715,0.999999992057209,0.0,4.8051252685283306e-12
3900,9.60919330513114e-07,1.0240375473228398e-14,3.8589539365447995e-05,-2.0801192450527888e-08,-6.690085157181557e-09,4.6551022359857654,0.001227071980270898,0.0,0.031200902760099826,1.348435310646146e-08,3.230571507357418e-11,0.0019354028081969292,0.0017699618723322104,0.9999999965519889,0.0,5.3141843155902154e-12
4000,9.619588367964935e-07,1.0211386194496447e-14,4.0133938849951595e-05,2.4529860100239886e-07,1.161152854503072e-08,4.558715067271824,0.0005523337978697026,0.0,0.032642659509451964,1.3719064030199444e-08,3.1395573586103863e-11,0.0019284798125730647,0.0017898546902160293,1.0000000025202376,0.0,5.1650212737043444e-12
4100,9.584353860844545e-07,1.0098340424743428e-14,4.167322180462588e-05,-4.0515803348250916e-08,-3.2887508982389425e-09,4.70615681222636,6.282759328283443e-06,0.0,0.0332787416233294,1.3815043169780934e-08,3.511961096100895e-11,0.002040738855830052,0.0018266754532333717,1.00000001186895,0.0,5.338513597659593e-12
4200,9.592831773975366e-07,1.0174020938296844e-14,4.283911199204082e-05,1.1378034681426895e-07,-3.829431099918875e-09,4.784243230360198,0.0004118904987251992,0.0,0.033545159791345876,1.4120725423730293e-08,3.43463870403982e-11,0.002156735043011643,0.0018104273630345949,1.0000000023480773,0.0,5.532895868739831e-12
4300,9.57241821507761e-07,1.0025219695289808e-14,4.440830750783343e-05,-1.796732761443856e-07,-5.881545469777206e-09,4.790969002483096,0.001143541402657705,0.0,0.0347986567187612,1.4351831845960674e-08,3.7055891778926294e-11,0.0022128399286383536,0.0018755204470159502,0.9999999944757946,0.0,6.0789186774300985e-12
4400,9.557443925602925e-07,1.007936798877982e-14,4.4088935591596663e-05,1.0754809712093861e-07,-7.669570944115308e-09,4.768218641331112,0.0003821729372820809,0.0,0.03443717201467049,1.4710906148498595e-08,3.7379390159799056e-11,0.0021449404231661125,0.0018979448679255812,1.0000000118483012,0.0,6.0348111434985e-12
4500,9.56255728817575e-07,9.937994760899219e-15,4.4970329940152956e-05,1.1281608726221266e-07,1.148997994419054e-08,4.9476571747653555,0.0010576160329513347,0.0,0.03629235367980276,1.4966027505777857e-08,3.851743967385381e-11,0.0022842336276987425,0.0018840582274888204,1.000000001489512,0.0,6.530049549878988e-12
4600,9.53904979072982e-07,9.888305818510897e-15,4.7484983274410184e-05,2.2990670817585756e-07,-9.30886156746869e-09,4.9439177847875415,0.0010103529429244034,0.0,0.036323931064233254,1.506416498920505e-08,4.033325474560348e-11,0.002303343678206628,0.001945294453724082,1.000000014590685,0.0,6.688642271825581e-12
4700,9.548453922398914e-07,1.0143385434153393e-14,4.8675770094277034e-05,-9.358878090267028e-08,-1.4464409103678178e-09,4.986686762615477,0.0010308979972107435,0.0,0.03680631687333198,1.5197104054879963e-08,4.2730144219353903e-11,0.00238780717995398,0.001921248935996969,0.9999999962740725,0.0,6.870771243985624e-12
4800,9.520063196361487e-07,9.914963436431043e-15,4.970211755049757e-05,-1.878227254214269e-07,5.024732546593873e-09,5.050717875991951,0.00014541810125515034,0.0,0.03881206513116768,1.561959646939956e-08,4.3268420144635085e-11,0.002457213555678186,0.00197149911338312,0.999999986639363,0.0,7.183903932411986e-12
4900,9.522480534479786e-07,9.905491081042307e-15,4.9834214441640224e-05,7.996416874414844e-08,2.341947516959685e-09,5.183799473306737,0.00039193113311175755,0.0,0.03937839587694314,1.5832121423189573e-08,4.6576086634322294e-11,0.0024715418496433876,0.001987332874150404,0.9999999907067179,0.0,7.329383296048521e-12
5000,9.501798922930544e-07,9.97294537440316e-15,5.013498847714223e-05,-8.050969047187505e-08,1.1241559387256974e-08,5.224331997396221,0.0008710180999562667,0.0,0.04021061476811526,1.57804521331428e-08,4.7109930230321576e-11,0.0025690617040564,0.0020032787366462803,1.0000000079414333,0.0,7.291809670147528e-12
