milliseconds,Cdc25_active,Cdc25Ps216_active,Cdc25_inactive,Cdc25Ps216_inactive,Chk1P,protein_14_3_3,Cdc25Ps216_14_3_3_inactive,p53,p21,MPF,p21_MPF,preMPF,Wee1,Chk1,Rad3_ATM,Wee1_phosphorylated
0,9.997707007333069e-07,4.183831462684412e-17,-2.3273075125042017e-07,2.0240190666370373e-05,1.0143590156058334e-06,1.9265664006560321,0.02944652062658336,0.0,0.0003457800331311985,1.000689509679869e-08,9.319220924609306e-13,-5.1400782164119615e-05,0.0009964412054130798,0.9999990023655911,0.0,-2.003178261207658e-13
100,9.975707955215237e-07,7.417627459431041e-15,1.4761855533183304e-06,2.5043374177400697e-07,3.6841349363594674e-07,2.090534044982839,0.027344682148655198,0.0,4.5535771378165204e-05,9.872596316963293e-09,8.004270892649609e-13,5.821411362432447e-05,0.0009983560750737085,0.9999996273742443,0.0,1.471024206045373e-13
200,9.98260161925648e-07,9.60293040342112e-15,2.4826005126438542e-06,1.1672484383670016e-07,1.456139784594527e-07,2.134197956757964,0.02522710264687254,0.0,0.002168685222813717,9.847923676714221e-09,2.8556389045891055e-13,5.608645971441456e-05,0.0010114701412172892,0.9999998717536561,0.0,2.3795814185055246e-13
300,9.957946226395391e-07,1.0394640621229007e-14,5.163561939573965e-06,7.629375708036328e-08,4.1735926623570065e-08,2.224651950533701,0.021777481509971112,0.0,0.003259249001594627,9.994872036014934e-09,1.4494296412220086e-12,0.00021353963815904671,0.0010845208610021568,0.9999999400061038,0.0,3.922316177685827e-13
400,9.951432673921902e-07,1.0808588302281828e-14,5.730342929845649e-06,-7.21980553892819e-08,2.0790284874115662e-08,2.301661708231079,0.019825683268424894,0.0,0.003161827814564321,9.9631903728939e-09,8.729885399128374e-13,0.00021375434310329865,0.0010703692652081565,0.9999999810556002,0.0,2.1267833083214508e-13
500,9.941473501287947e-07,1.0937844634565063e-14,7.113663534398289e-06,1.6307715580070906e-07,6.11447548006651e-09,2.3364762454129107,0.018370789950298037,0.0,0.005538522593659048,1.020989681194295e-08,2.2179415746740527e-12,0.0002736337214789378,0.0010903570639146018,1.0000000054351341,0.0,4.545044744276813e-13
600,9.933492253934932e-07,1.0904616164684512e-14,7.130611972279326e-06,8.992653906181074e-08,-4.693011936917418e-09,2.5437932665117104,0.016770333111434645,0.0,0.00629239259461186,1.0007805846583572e-08,1.810648957462993e-12,0.0003163755819449584,0.001107704004850176,0.9999999905301217,0.0,8.156537804524961e-13
700,9.935613791269174e-07,1.0698119919616955e-14,7.467671673040796e-06,-1.1714511714963375e-07,-1.0393012804311742e-08,2.4609843959769893,0.015055148289925904,0.0,0.006473147390396978,9.933804574762141e-09,1.7294132964985995e-12,0.00040941507107050825,0.0011534228773129233,0.9999999923623438,0.0,9.384969948713515e-13
800,9.9076626503921e-07,1.0783032525337752e-14,7.68502398774515e-06,1.6312702845067867e-07,-4.981584752725426e-10,2.6621049806818164,0.013073495892948435,0.0,0.0069671150686447594,1.0224444797079735e-08,3.661610462441237e-12,0.0004145488967319941,0.0011834800492321203,0.9999999949245671,0.0,7.282877938030052e-13
900,9.905469562742764e-07,1.0707267461973764e-14,8.965576811809345e-06,-1.1774368355078636e-07,9.973821737627574e-09,2.6195436834368424,0.012801050624177896,0.0,0.008421066475124073,1.014697258694581e-08,1.9100730820006314e-12,0.00042569784776392953,0.0011832900280877641,0.9999999997636695,0.0,9.54792594591234e-13
1000,9.89738328816552e-07,1.074413015753823e-14,1.1799852496896074e-05,-4.404653301717881e-08,1.414627746456641e-08,2.682382690477072,0.01057688020231662,0.0,0.008623217815248592,1.0241066047154556e-08,2.8593503229300307e-12,0.0005070816086557684,0.001173007598983874,0.9999999949162381,0.0,1.0056328096441018e-12
1100,9.877036735099631e-07,1.0912591916887145e-14,1.2375682499646738e-05,-1.5227612826623087e-07,-1.4828166381184897e-08,2.8514231611687397,0.009342601467722058,0.0,0.011572571026204577,1.0373291262321074e-08,5.4490551671116755e-12,0.000621082833019998,0.0012468414333520201,0.9999999932192158,0.0,1.2814565519113291e-12
1200,9.879073570706127e-07,1.071010736209044e-14,1.2652895796083463e-05,-2.5370112292147893e-07,5.2636772478322166e-09,2.946352218192766,0.008821708410558002,0.0,0.011600013139930504,1.039921302540736e-08,5.9743928020677875e-12,0.0005588436028016679,0.0012645518800313768,0.9999999985030069,0.0,1.4083541834083411e-12
