milliseconds,Cdc25_active,Cdc25Ps216_active,Cdc25_inactive,Cdc25Ps216_inactive,Chk1P,protein_14_3_3,Cdc25Ps216_14_3_3_inactive,p53,p21,MPF,p21_MPF,preMPF,Wee1,Chk1,Rad3_ATM,Wee1_phosphorylated
0,1.0009069781568865e-06,-1.6061406171569847e-18,5.214941269681221e-07,2.018634861693522e-05,1.0119715310771414e-06,2.0400366661594576,0.029564011374213817,0.0,0.0004589812495558465,9.86847394897844e-09,-4.591985501584073e-13,-7.281791999175643e-05,0.0010040030816617872,0.9999990080964308,0.0,-2.0569431811079088e-13
100,9.996191835800606e-07,7.167325733143957e-15,1.055004021753512e-06,1.388949907336205e-07,3.5481502497582124e-07,2.11480921632711,0.026984353435990517,0.0,0.0009111514065634811,1.0164787788238614e-08,9.21058946610379e-13,4.0240835548991244e-05,0.0010486449018922773,0.9999996314692532,0.0,-1.0581894811501443e-13
200,9.984759004974204e-07,9.658521638173239e-15,3.931313364986087e-06,9.664272996655338e-08,1.2567912307380203e-07,2.1940739281391823,0.024841971749902454,0.0,0.001376326100142863,9.967404492331651e-09,-7.270291288806077e-13,0.000147708051972828,0.0010598448437731216,0.9999998698089504,0.0,4.000240978045834e-13
300,9.96680130612539e-07,1.0568214665552117e-14,4.823142536496464e-06,5.528196412556295e-08,4.2149072156658e-08,2.3280243299201477,0.022220622318913787,0.0,0.0028536725562967845,9.93161027998097e-09,-6.313642027928764e-14,0.00016604609789111594,0.0010858691507814838,0.9999999396003771,0.0,1.8722385024169177e-13
400,9.958770343406082e-07,1.0881933801718668e-14,4.836505796778385e-06,2.3823266681610163e-07,1.836150547659931e-08,2.341917930558157,0.020338303643831934,0.0,0.002764122894849061,9.954688462183142e-09,1.852123118110552e-12,0.0002550529198924935,0.0010562665129108639,0.999999982258614,0.0,4.5120761202524507e-13
500,9.94984697699393e-07,1.091398156829744e-14,6.643344409628199e-06,-1.1730510167930092e-08,2.1764435391588045e-09,2.390916228369324,0.017820976610813073,0.0,0.005543569750469407,1.0051409803143366e-08,6.512587961057871e-13,0.00024821045997210463,0.0010952816876899317,0.9999999808970295,0.0,4.253039878123654e-13
600,9.952800591527014e-07,1.0875004569135125e-14,6.570225209126567e-06,1.1563087321760659e-07,-3.4854263010875184e-09,2.4788369476979546,0.015873436364539056,0.0,0.005682729422260151,1.0226001930302866e-08,1.841401723107249e-12,0.000375167048601717,0.0010933547353898579,1.0000000088564278,0.0,5.945835314277749e-13
700,9.916007734985862e-07,1.0940144493302167e-14,8.376712107623419e-06,-1.1971556718674186e-07,-7.783971889473987e-09,2.565843576279629,0.0150271670674963,0.0,0.006522168920253558,1.0287924377934148e-08,1.2826186083347753e-12,0.00038817524949544773,0.0011225385889007012,0.9999999993889648,0.0,8.940592516296334e-13
800,9.90885594755833e-07,1.0814404479744997e-14,8.144260114065363e-06,7.625896544542269e-08,-1.1004597400224913e-08,2.5782998151457464,0.01295666900117119,0.0,0.008252890282808956,1.017411849069535e-08,2.3698833787220728e-12,0.00041563539897618366,0.001146523604718782,1.0000000103875701,0.0,7.218855840752186e-13
900,9.902469827551009e-07,1.079865553369064e-14,9.389978561676553e-06,-2.3387882889043416e-07,1.0130442775344429e-08,2.721501497339324,0.012881592517666088,0.0,0.00962767126914984,1.0125782703002337e-08,2.0285913432611037e-12,0.0004804412934119738,0.0011914997796686818,0.9999999883655574,0.0,9.228365664012642e-13
1000,9.901621603872817e-07,1.0823793784610752e-14,1.0533629990258863e-05,-2.2774066018072667e-07,2.929692218794205e-09,2.8453271224050742,0.011699863038793697,0.0,0.009116839590991424,1.0162224258474624e-08,3.793157674706342e-12,0.0005267732390475665,0.0012189447754886692,1.0000000024096087,0.0,8.737261854149051e-13
1100,9.904410312018606e-07,1.0722508898025276e-14,1.1786791199941525e-05,-1.9219412279553813e-07,2.0380746912102895e-09,2.751839784852536,0.010246538850461688,0.0,0.010860196315359148,1.0141061478775193e-08,4.9103868411252505e-12,0.0006007766109083823,0.0011932371016689482,0.999999993645472,0.0,9.926617224357511e-13
1200,9.890350803342337e-07,1.0861995613812927e-14,1.1600586856153358e-05,5.932547911758367e-08,2.6362530865553418e-09,2.8724739108903923,0.00878008342041158,0.0,0.012190081857709355,1.0322423090754638e-08,5.287235943421237e-12,0.0005523052809953362,0.0012242016937799105,0.9999999905145756,0.0,1.1210607194876994e-12
1300,9.880221931944343e-07,1.0598805876495439e-14,1.2995049386865408e-05,-1.1381666176510937e-07,-7.194843044628199e-09,2.999334799653313,0.008179107021259908,0.0,0.012708273389564175,1.0480151593243361e-08,4.1984731570231194e-12,0.000664790590096999,0.001237856849825377,0.9999999851669273,0.0,1.4063099368519654e-12
1400,9.869042079051878e-07,1.0856412363981073e-14,1.517963679687576e-05,2.338727750701619e-07,4.9277107031508045e-09,2.9929905827576,0.007592673177286595,0.0,0.012399466536616586,1.0442636133692027e-08,6.890998388759993e-12,0.0007011426355985387,0.0012573169730295596,1.0000000097562165,0.0,1.5395402694727724e-12
1500,9.852008517483525e-07,1.0546670706519123e-14,1.6164911947791506e-05,1.860034938289571e-07,-4.0685826461811636e-09,3.104924038418801,0.0066473599305091665,0.0,0.014564054589218117,1.0376948101197416e-08,7.662755070146714e-12,0.0007820080665012778,0.0013290302255421257,1.0000000128770645,0.0,1.525255940531296e-12
1600,9.843766023000566e-07,1.0681697225913808e-14,1.561094125563356e-05,2.469157022782557e-07,-6.901597254228597e-10,3.2753286435035522,0.005819374209331449,0.0,0.014352129287663606,1.047810336904586e-08,7.172800114684052e-12,0.0008640312021065538,0.0012988228881961202,1.0000000081126954,0.0,1.7668134179419007e-12
1700,9.831323668961878e-07,1.0785453571309427e-14,1.8854576647916218e-05,-1.6729531221039503e-07,1.4631324588055895e-09,3.2505913159583937,0.004777760848459604,0.0,0.014555057864580079,1.0860898743742103e-08,7.493661498556791e-12,0.0008013961459013676,0.0013532147515496952,0.9999999995261659,0.0,1.8929870463013406e-12
1800,9.832544933312447e-07,1.0714623863502307e-14,2.004151240525064e-05,1.5936246101332886e-07,1.0477040739611525e-08,3.3644142101031767,0.004374041240681074,0.0,0.015584842589060817,1.0814466089017473e-08,1.0309124966348123e-11,0.0008798741953146964,0.0013524307284569607,1.000000009961803,0.0,2.1597499821957774e-12
1900,9.799254942934398e-07,1.0647469395016299e-14,2.0335226895471423e-05,2.441055192378852e-07,-1.0551384684741934e-08,3.42312363422842,0.003963152066595565,0.0,0.016762528588608303,1.0943687186999854e-08,1.1691475028720136e-11,0.000994185167795072,0.0013624513121944064,1.0000000098163027,0.0,2.0412201798933175e-12
2000,9.805906749122225e-07,1.0435556185672137e-14,2.1673464097969274e-05,-3.170551920478716e-08,-7.160937795960515e-09,3.5229330591774732,0.003688976942680473,0.0,0.018885357951991574,1.0775786395661456e-08,1.1863365855835476e-11,0.0009542576806804944,0.0013920007436186207,1.000000000135462,0.0,2.277455783173532e-12
2100,9.78038016597763e-07,1.0666131991416435e-14,2.132054475510745e-05,-2.392412766568743e-07,2.070675012298611e-09,3.554040360712059,0.003196225915893747,0.0,0.019413827368646174,1.089598289652678e-08,1.2097317470529036e-11,0.0010645518889279173,0.0014389232180851432,1.0000000071529003,0.0,2.5679312708286638e-12
2200,9.796731572218312e-07,1.0466970404772037e-14,2.205967367532432e-05,2.5691655803993756e-07,-1.2968786529127455e-08,3.505432570325921,0.0032379839484416853,0.0,0.01895320099299259,1.1331217155924203e-08,1.3401701295691751e-11,0.0010906634912491745,0.0014436554082367986,1.0000000010468382,0.0,2.4455288915988392e-12
2300,9.7710472721011e-07,1.0454671893794555e-14,2.432423515825795e-05,2.587083840493895e-07,3.7268380651115655e-09,3.6935401139394894,0.00378926603699946,0.0,0.02128493347426209,1.1099313961743295e-08,1.3402607006100093e-11,0.0011643134169945636,0.0014373306937960093,0.9999999950717688,0.0,2.8542479926946134e-12
2400,9.748557181223798e-07,1.0613114816047123e-14,2.3725538140255424e-05,-2.4602612777649847e-07,-9.871674680278462e-09,3.623367234633721,0.0022231412733111464,0.0,0.021118932435949853,1.1211043407931455e-08,1.6021559912879295e-11,0.0011613429444841399,0.00150631999794821,0.9999999919194187,0.0,2.735552998968665e-12
2500,9.760633617259884e-07,1.0599194648316546e-14,2.511898157430951e-05,2.423960515438278e-07,-1.4791825169505765e-08,3.817479489166437,0.0031537781750365056,0.0,0.02203257450780061,1.1441329880832805e-08,1.5213905946707245e-11,0.001215176055423798,0.001495562937672081,1.0000000052568894,0.0,2.7037305291948996e-12
2600,9.75318468652581e-07,1.0501050172458873e-14,2.618316535441564e-05,-9.553753613090918e-08,7.46350059711873e-09,3.7796584631743815,0.0017865514795512225,0.0,0.022095943351483613,1.1710022220802301e-08,1.8080379835700117e-11,0.0012775557248398603,0.0015120488764034893,0.9999999890724004,0.0,3.0761970366031133e-12
2700,9.74339866114192e-07,1.0455104501700028e-14,2.7173576461995806e-05,8.677735213815028e-08,-1.0744506682053919e-08,3.8813290715700703,0.0019489286021680593,0.0,0.023033871219343836,1.17553336030808e-08,1.7761756980023884e-11,0.0013592037339920475,0.0015109074284569597,0.9999999915315498,0.0,3.3080959323438804e-12
