milliseconds,Cdc25_active,Cdc25Ps216_active,Cdc25_inactive,Cdc25Ps216_inactive,Chk1P,protein_14_3_3,Cdc25Ps216_14_3_3_inactive,p53,p21,MPF,p21_MPF,preMPF,Wee1,Chk1,Rad3_ATM,Wee1_phosphorylated
1200,9.88329130122626e-07,1.0875697718787587e-14,1.176489717729072e-05,-1.4727868845469034e-07,1.0747025933814624e-08,2.812049202555542,0.00945564450121617,0.0,0.011705536791080377,1.0416537689021551e-08,4.3595580638214135e-12,0.0005679971532954292,0.001257016350460245,1.0000000082718454,0.0,1.4170202946834335e-12
1300,9.879560687796328e-07,1.0873278951694259e-14,1.5218853431702268e-05,1.9681946711019455e-07,-1.4552342744309917e-08,3.056613849127314,0.008164962815536145,0.0,0.012607961503274824,1.0452179188414211e-08,5.6006061885964894e-12,0.000719047302520232,0.0012676316017985547,1.0000000055762441,0.0,1.4250524347260258e-12
1400,9.86572710957693e-07,1.0801693119449669e-14,1.5582600852321186e-05,-2.0902028108420986e-07,1.311248089646826e-08,3.083150053533206,0.0077629818379123545,0.0,0.012826076914059837,1.0384203794992071e-08,6.535403016415962e-12,0.0006408098275169491,0.0012586206330245072,0.9999999864031972,0.0,1.6443074727166304e-12
1500,9.83663462742625e-07,1.0693724548651534e-14,1.5549890726383476e-05,-1.5662461702023607e-07,3.0212022829122056e-10,3.0973777329324363,0.007372131898824131,0.0,0.012856763192397659,1.0469785150360579e-08,8.315950101159087e-12,0.0007192862973903784,0.0013282613674860618,1.0000000080237146,0.0,1.6791574838897216e-12
1600,9.842510420542308e-07,1.0703699355934355e-14,1.6347727176106647e-05,-2.7001883571785923e-08,-1.452826846517561e-08,3.126752365113356,0.0059072489127786456,0.0,0.013870969582325185,1.0653065090837458e-08,7.449666251268508e-12,0.0007601392540872607,0.0013295593979992964,1.0000000126361708,0.0,1.8741854245395584e-12
1700,9.843337011204193e-07,1.0743137483466178e-14,1.7956563115164147e-05,1.224017685751185e-07,-1.4705079526214302e-08,3.338579026143894,0.005452334455421844,0.0,0.016431746357107778,1.0633997326407405e-08,7.59808146026767e-12,0.0008629884292097891,0.0013131358227465246,0.9999999931499185,0.0,1.8713192508881744e-12
1800,9.818712440948126e-07,1.0548607754660333e-14,1.9274538792773308e-05,5.9401395458028315e-08,5.540860200687835e-09,3.3270180841366495,0.005371175838215527,0.0,0.01592641125494896,1.0843248015341765e-08,9.339062066160183e-12,0.0008980954924526697,0.0013657530728509492,1.0000000067231596,0.0,2.172954900002671e-12
1900,9.825514596001185e-07,1.0552205090950032e-14,2.132426579245463e-05,4.690188570789339e-08,1.0234726029281397e-08,3.296547214108107,0.004424957449774939,0.0,0.016577107462910346,1.0883417221193674e-08,9.478783073931706e-12,0.0008772159473622433,0.0013756952428390836,0.9999999864840629,0.0,2.101850355350443e-12
2000,9.791831592416444e-07,1.0672210543627667e-14,2.2201733836219906e-05,2.439258943870522e-07,-1.3247079056363566e-08,3.4104088811413305,0.003544656486843614,0.0,0.01794467595951549,1.090471155776552e-08,1.2035354021742844e-11,0.0009449731999039957,0.001384535960211202,0.9999999952478924,0.0,2.421077778320346e-12
2100,9.802324841590963e-07,1.0433491428887768e-14,2.210392514186199e-05,-8.515301595143891e-08,7.30870972395337e-09,3.5187232198414033,0.004142067549510195,0.0,0.02000372359155805,1.1050291521701831e-08,1.1272728981613837e-11,0.0010180930369256926,0.001447360078630198,0.9999999891400247,0.0,2.3892591004324985e-12
2200,9.79318080338365e-07,1.0563897116820177e-14,2.341162771364653e-05,2.1424004651155824e-07,9.916538464843299e-09,3.6227626907541106,0.0031625409765329675,0.0,0.019123949784491417,1.102702412955026e-08,1.244710211771995e-11,0.0010879501622700067,0.0014439590165340797,1.0000000039093233,0.0,2.5930182668148305e-12
2300,9.775216789768406e-07,1.0538369187258606e-14,2.5064351879830815e-05,-1.1234860386543958e-07,-5.332401115942893e-09,3.578239914906219,0.0036704691021293167,0.0,0.02032275805190403,1.109420166630523e-08,1.426293347774977e-11,0.0012190552967794664,0.0014622341795292417,1.000000003226565,0.0,2.765758490674309e-12
2400,9.749746297824149e-07,1.0630566382166979e-14,2.6298315393803676e-05,-5.489612339972e-08,4.1012267940296015e-09,3.6631371705256193,0.0032333624103222224,0.0,0.022265969382072575,1.1271103976658888e-08,1.552941966300859e-11,0.001251857848746506,0.0014989923816999637,1.000000010283579,0.0,2.912472045253592e-12
2500,9.75817652494888e-07,1.0474213017904059e-14,2.4797130875463475e-05,2.414470319655174e-08,8.974199188391932e-09,3.7841227685765575,0.002042920941609122,0.0,0.022842118988929478,1.1605746026533605e-08,1.6427127380069524e-11,0.0011945031060370632,0.0015251113822184398,0.9999999919316751,0.0,3.06052168701113e-12
2600,9.740134733412363e-07,1.0339194355264477e-14,2.6291683783863982e-05,1.0317275402117168e-07,4.19924093380537e-09,3.89810064909427,0.0022770337437358814,0.0,0.021784348306132094,1.1668907573772423e-08,1.742230989320766e-11,0.0012525615853963385,0.001495735621702626,0.9999999893483245,0.0,3.0032644568871846e-12
2700,9.736043117877237e-07,1.0288194079725415e-14,2.8241845919552917e-05,-2.77570372034994e-07,-5.992563946576876e-09,3.8203068901005395,0.0026031991973600632,0.0,0.024604063296947497,1.1770461388315417e-08,1.6975991628326977e-11,0.0012897339538297194,0.0015159416914884262,0.999999990930754,0.0,3.3592830169535823e-12
2800,9.728297817623351e-07,1.0464077588491545e-14,2.838297392604675e-05,-3.9608190734599753e-08,-6.136877875872528e-09,3.8666978569075203,0.002580733781394097,0.0,0.024644893771541852,1.1780029620877785e-08,1.945387629579515e-11,0.0014153808092052518,0.0015838536274194205,1.0000000046356157,0.0,3.194898218583791e-12
2900,9.701341736408135e-07,1.0392990843057748e-14,3.0154386518318436e-05,-2.064600074859317e-08,-6.983341298001596e-10,4.058303166929197,0.001949145108721078,0.0,0.025517808387450876,1.1860017733124946e-08,2.0634383217348864e-11,0.0013788519832143636,0.0015839579997389372,0.999999989814035,0.0,3.282334166929574e-12
3000,9.69949835573446e-07,1.0402720508380564e-14,3.0672119438253443e-05,-2.600033792218424e-07,7.725487022373466e-09,4.001705634500802,0.0019091045729230853,0.0,0.025564749332886907,1.2164996848970943e-08,2.224421927326265e-11,0.001574065541881586,0.0016271063499163079,1.0000000044205097,0.0,3.669341407396893e-12
3100,9.70181283294815e-07,1.0471297992400366e-14,3.112003339432175e-05,-4.002481211920605e-08,-9.418870402608905e-10,4.196199335336406,0.001164222893739783,0.0,0.027684607860026272,1.2321444149823167e-08,2.196110807579551e-11,0.001580610424612113,0.0015968003092816636,1.0000000072033732,0.0,3.656990572897821e-12
3200,9.677367415352713e-07,1.0467588344104677e-14,3.1566379115453815e-05,-2.7870334193769594e-07,-6.6175458339441225e-09,4.220698426155402,0.0006185665399480372,0.0,0.027998824837175557,1.2545880550815045e-08,2.3778699353556733e-11,0.0016516507877109047,0.001610328042903817,0.9999999933218239,0.0,4.033952630534261e-12
3300,9.668885476642825e-07,1.0376327590907186e-14,3.3107794544609515e-05,1.7904847246227431e-07,4.9139405396091485e-09,4.233637546333048,0.0010284696642100925,0.0,0.028776042567979256,1.2671980347817933e-08,2.376182234393238e-11,0.0016133341100517497,0.001648090724214082,0.99999998929461,0.0,4.084361279635553e-12
3400,9.668134680837266e-07,1.0203750173144048e-14,3.4544250759193954e-05,1.3781752308854561e-08,5.583459475733021e-09,4.30206441038546,0.001601616645446605,0.0,0.02909011394403082,1.2611356160045362e-08,2.483737359989179e-11,0.001770676465149121,0.00165791961414831,0.9999999965485343,0.0,4.249119682879254e-12
3500,9.670302091769933e-07,1.0270350170523029e-14,3.5191415527224834e-05,-2.651127922131119e-07,1.2977584417927759e-08,4.272680320228526,0.0016022634584863123,0.0,0.030645093012110484,1.308238911624285e-08,2.5574207538381194e-11,0.0017817751273673046,0.00168582930617159,1.0000000092185188,0.0,4.680526344424036e-12
3600,9.64136550500781e-07,1.0242304787394783e-14,3.8445047017822045e-05,3.432891327343075e-08,-1.1996056197708424e-08,4.501550926160176,0.0002999925123148339,0.0,0.029283657873260042,1.319585845500025e-08,2.842832357434322e-11,0.0018388777448434307,0.001700775264061869,1.000000012204632,0.0,4.675403018565066e-12
3700,9.639941208603124e-07,1.0260321510371594e-14,3.930117596541099e-05,1.065050995234211e-07,-9.256786127579826e-09,4.4554009252378775,0.00011120468146631507,0.0,0.03157486493303758,1.3225537083414365e-08,2.9226785760597864e-11,0.0018557808383321038,0.001725160365732695,1.0000000083128908,0.0,4.732428372863764e-12
3800,9.635199274083058e-07,1.0206131824029988e-14,3.957365389468701e-05,1.6511089580556586e-07,-3.845002055765032e-09,4.588336779849348,0.000543929245879506,0.0,0.032599861786288896,1.33835906311973e-08,3.07767840460578e-11,0.0019376301194255201,0.0017444001223437258,1.0000000064045629,0.0,4.8482242560561654e-12
3900,9.624343703116207e-07,1.0284363486046781e-14,3.9362766218789744e-05,1.4625616295525394e-07,-1.2932928557680918e-08,4.499004461585185,0.001264268289722556,0.0,0.03183940357775607,1.3654755931752885e-08,3.000580806341619e-11,0.0019708731788960552,0.0017839908706224772,0.9999999924403185,0.0,5.184974537246046e-12
4000,9.598551895322603e-07,1.0062736687691572e-14,4.182912249876095e-05,-7.359476292397566e-08,-9.62715117044505e-09,4.660919226580366,0.0003783217179361252,0.0,0.033515406327791326,1.383436527105266e-08,3.127385468447228e-11,0.0019524009732507606,0.0018180805130500197,0.9999999928393662,0.0,5.3801650403927165e-12
4100,9.606655951097043e-07,1.0138142255337608e-14,4.134813519436468e-05,1.796268313605737e-07,-1.3057262411875718e-08,4.611874994251378,0.0011817860138624776,0.0,0.03434558595376604,1.3852415075394888e-08,3.272388152547258e-11,0.0020055712510317187,0.0018294458461303677,0.9999999890370804,0.0,5.3598107536367484e-12
4200,9.5958526927796e-07,9.973721137000542e-15,4.3460517953800916e-05,1.0740901412974285e-07,-4.58816678183843e-09,4.6990791202340345,-0.00022845926927248097,0.0,0.03425496021518843,1.4166950949829616e-08,3.55965402004837e-11,0.00217517555516636,0.001834203235598412,0.9999999940879206,0.0,5.75671322405996e-12
4300,9.5690136172332e-07,1.0081667432038564e-14,4.491538773478753e-05,-1.9539518653449862e-09,6.7787956590617e-09,4.831900092883235,0.0002026481182553873,0.0,0.034819736064712434,1.4339155255979632e-08,3.564971408098314e-11,0.0021449111868571654,0.001864075531215301,0.9999999953119146,0.0,5.8499106227137855e-12
4400,9.568393656567898e-07,1.023147833870539e-14,4.372664070816687e-05,2.5764442456005324e-07,-3.3163198699722306e-11,4.923637222092483,0.0008726373580455295,0.0,0.036198010280069824,1.4416199259495115e-08,3.731557925060544e-11,0.0022652683563341033,0.0018990006209282592,1.0000000070236679,0.0,5.974089743568089e-12
4500,9.558072304577762e-07,9.997508349444052e-15,4.525205332957496e-05,-2.1673110666737797e-07,-8.477620480001553e-09,4.830273921539515,-0.00042253895505977153,0.0,0.03542850466956085,1.4835560835849783e-08,3.910015299850384e-11,0.0022323512078642528,0.0019081894366009353,1.0000000002492118,0.0,6.206334425942628e-12
4600,9.538019088713674e-07,9.996311291257884e-15,4.732448325812686e-05,1.6622030948665733e-07,8.93937943484474e-09,4.886233197934073,-0.0004244046234641812,0.0,0.03657315942704301,1.5073367373641714e-08,3.9376146780955526e-11,0.0022446800879629076,0.001893416200163658,1.0000000090238674,0.0,6.574773412985527e-12
4700,9.553662250460157e-07,1.0119710389328863e-14,4.8455960647497256e-05,2.674281566630723e-07,1.1111428471603444e-08,4.916856247345152,0.0003341407130038607,0.0,0.037289808770188206,1.531462452575894e-08,4.219044406747117e-11,0.002385400834009911,0.0019248614236340898,0.9999999976751153,0.0,6.871869537694471e-12
4800,9.532940933449442e-07,1.012277161462012e-14,4.9990224140976505e-05,-7.524796961625866e-08,-1.4089377994079186e-09,5.053472935070731,0.00011874350552838422,0.0,0.03830700929865855,1.5403988449481646e-08,4.4412393496189005e-11,0.0024269988249844042,0.0019390111382789831,0.9999999950094599,0.0,7.017623967243683e-12
4900,9.52309178277023e-07,9.854452605405882e-15,5.0582535477692296e-05,-8.801196994324468e-08,2.2643751297571328e-09,5.190065647871402,0.0004550198930913472,0.0,0.03835113645499428,1.5573387230680765e-08,4.5790325828624235e-11,0.0024322446760673437,0.001957770461234877,1.0000000060179643,0.0,7.36182225068815e-12
5000,9.508535603438298e-07,9.935347236007223e-15,5.048094375908132e-05,-2.1256177188400682e-07,-4.886829652629539e-09,5.212852767698875,0.00046841347679702936,0.0,0.04010589969978523,1.5735286274358343e-08,4.6834348050129514e-11,0.002459185941183852,0.0019968343062709867,1.00000001458138,0.0,7.355142138791625e-12
