milliseconds,Cdc25_active,Cdc25Ps216_active,Cdc25_inactive,Cdc25Ps216_inactive,Chk1P,protein_14_3_3,Cdc25Ps216_14_3_3_inactive,p53,p21,MPF,p21_MPF,preMPF,Wee1,Chk1,Rad3_ATM,Wee1_phosphorylated
0,1.001099760725758e-06,1.0468666236869748e-16,-4.0246673947215385e-07,1.9784693702657707e-05,9.992549509703215e-07,1.9885816169326056,0.030460979097022736,0.0,-0.0007414958651176789,9.851300481994976e-09,5.090452574428933e-14,7.147084977424511e-06,0.0009706542967010524,0.9999989994731587,0.0,4.0278876253854556e-14
100,1.000298241428537e-06,7.181358643922227e-15,1.2559825043510867e-06,1.8910577118473303e-07,3.7954640259488665e-07,2.0582538478450623,0.026557129096327854,0.0,0.000600034755579761,1.009401151038048e-08,-1.009556444136478e-12,-1.137686745423585e-05,0.0010136441009824038,0.9999996432211034,0.0,-2.0342205005124547e-14
200,9.975620794967994e-07,9.569134601694338e-15,3.456780140985924e-06,-1.3910360197108948e-07,1.3657414094905555e-07,2.1962351645652345,0.023875793457959156,0.0,0.002005584612293992,1.0114677330159418e-08,2.567154466729587e-13,4.247270421765617e-05,0.0010482964868709181,0.999999871601069,0.0,3.828785018859643e-13
300,9.981319495335122e-07,1.0456085973920037e-14,5.061245254577439e-06,2.0181670129667788e-07,4.898016377166978e-08,2.2396323980247326,0.021654614350773194,0.0,0.002080760543938667,1.0168358979748765e-08,1.1419630520879715e-12,0.00017891579652166555,0.001043639613403001,0.9999999404388707,0.0,2.2540712087407056e-13
400,9.96849696268498e-07,1.0612263669817456e-14,4.257764319194665e-06,2.7454043484040164e-07,1.1335867257702135e-08,2.2656366490172686,0.02057096926628102,0.0,0.0032843120831276273,1.0092057681535064e-08,6.086477885692377e-13,0.00012922224209669096,0.0010820658019701642,0.9999999894009445,0.0,4.712289336486442e-13
500,9.950745168307054e-07,1.0921729716353887e-14,6.969694658911006e-06,-1.6697478456238293e-07,1.6527296061791382e-08,2.46961077532233,0.018123795680999293,0.0,0.0038640211923721738,1.0005633030373504e-08,6.468584895763143e-13,0.00027338170809579706,0.001085757414403831,1.0000000009325825,0.0,3.9717714318951395e-13
600,9.933750472520498e-07,1.0760010259712919e-14,6.776613633816492e-06,1.3555361015762157e-07,3.975486272250748e-09,2.4861945046582616,0.015797704123747064,0.0,0.0059920758936184565,1.0003688541939772e-08,2.2042285085906198e-12,0.0002922117897880921,0.0011444101276572788,0.9999999957743482,0.0,4.1137797676478434e-13
700,9.936481557021717e-07,1.0709597067658924e-14,7.357648592261325e-06,2.0775580861092242e-07,-1.736762613061751e-10,2.547650721509132,0.014702757792985736,0.0,0.0075108955274534525,1.0251533036199688e-08,1.4866621359768453e-12,0.00040229796793268206,0.001160095677153806,1.000000013521469,0.0,8.008105618696094e-13
800,9.932767328499414e-07,1.0789797355857396e-14,8.592628877330063e-06,-2.6925384285808923e-07,5.631535022030897e-09,2.680733488839579,0.013514984364127578,0.0,0.006666524696034295,1.0166648206522001e-08,3.037528247322583e-12,0.0004632508716834367,0.0011828389539220827,0.9999999946513133,0.0,1.001400117181199e-12
900,9.897305743467875e-07,1.0826064954864567e-14,8.891370204989196e-06,-2.548598194700419e-07,9.996942558076806e-09,2.7642258836723332,0.012679197956662057,0.0,0.008643761959074393,1.0108830805059833e-08,4.3794316408339836e-12,0.0004594616663031784,0.001195361264427845,0.9999999934890846,0.0,7.585836841218583e-13
