milliseconds,alpha,beta,gamma
0,0.4633418059696966,0.20172294264692384,0.334972661753392
100,0.4361089644347848,0.2502437385900437,0.3225338584011715
200,0.41019102181450956,0.2785264758292491,0.3101184692541871
300,0.3964019096801215,0.2961952393597153,0.2984954627213405
400,0.39212283821615923,0.3088059518828372,0.3037324904477622
500,0.3795811509867272,0.32006108997783567,0.3009554971327414
600,0.3725449036457224,0.3251096075340336,0.3086496660047962
700,0.37281474090827765,0.32475987275603274,0.31236786200804306
800,0.3616720911271845,0.3300768634049797,0.3052811992206544
900,0.36165765939324873,0.33126668348761196,0.3076444193094089
1000,0.34835616423366733,0.3337640678603368,0.31734074230521436
1100,0.3483966698061032,0.33114644601796706,0.3160087894451123
1200,0.3437319672462336,0.3348957099791151,0.32664055128789665
1300,0.3343855470943431,0.3350099125105782,0.32785209419255096
1400,0.327945410083949,0.3332458750495714,0.3294921709601235
1500,0.3301057124969292,0.3337554184327321,0.3396658704371729
1600,0.32261650584700474,0.33512580797621006,0.34617331412285757
1700,0.31977275419052315,0.33421766771467776,0.34284125562620854
1800,0.3127795935052558,0.33463730209582127,0.3574598455464018
1900,0.307308830206277,0.3346661055526862,0.35958974833305274
2000,0.30586855485658854,0.3331046517579244,0.3592988182626126
2100,0.29818646111422176,0.3334434541917401,0.36690428938022884
2200,0.29753429072502874,0.33193993215075074,0.37427029735844813
2300,0.29091398703495436,0.33163882213887125,0.36982859431393633
2400,0.29084275485943767,0.32963101201500916,0.3771315370712143
2500,0.286113636452096,0.33134658131551287,0.38708808955325197
2600,0.27605130087853125,0.3316916654400885,0.38481606110770933
2700,0.27187982672050254,0.32743984004768745,0.4004868277405515
2800,0.2704830131950001,0.3300885589405464,0.3941210524305703
2900,0.26408932216063147,0.3293414600941572,0.40290181893909166
3000,0.2632397762158673,0.32529069747318295,0.40602523389418804
3100,0.26697562871465397,0.32718283437757595,0.41152540727862874
3200,0.2590645562533739,0.3246965306177745,0.41987868394225547
3300,0.2548665019292326,0.3249426907315143,0.422986035254677
3400,0.24242570172700173,0.3235867279672357,0.4299893608792654
3500,0.24866536668626082,0.32535465930441176,0.4367680443673975
3600,0.24526200635503284,0.32239649974374407,0.4330349319329233
3700,0.24338537927949855,0.32240255425935965,0.44200372304900587
3800,0.22734510185380571,0.3224253614553066,0.44117705467078044
3900,0.2286100835806092,0.32077219269307555,0.45674365655537696
4000,0.22674447205623335,0.31911098199931803,0.45849504664962054
4100,0.21672442476018058,0.3166010856995313,0.45827452179136763
4200,0.21621311477739466,0.3171908961621434,0.45890399316845293
4300,0.22084906079444283,0.3164566946932969,0.4668836743073928
4400,0.2143740015873605,0.3133280981871662,0.475754268579462
4500,0.21049832231143922,0.31133307332039645,0.4831523241109075
4600,0.207950648890375,0.3136558801565637,0.4812962195174731
4700,0.20589391260813897,0.30910914009201346,0.4824244818978498
4800,0.19435089190299273,0.3101191321161215,0.49382520851193534
4900,0.19923832391443214,0.30796816011753947,0.5033049179069652
5000,0.1836560656005059,0.3088872970731796,0.5076271909510396
