milliseconds,alpha,beta,gamma
0,0.4559095877609528,0.19807196097171625,0.34135368430994056
100,0.436188445752153,0.24813106892910558,0.3200403500827063
200,0.41687235797437133,0.2766813454215514,0.3081949569432353
300,0.3970246400542091,0.29922021446566055,0.29822284622325806
400,0.38466625577116076,0.30902456626844127,0.3041964884069853
500,0.38597589540351873,0.31805828449557394,0.2964620896238469
600,0.3677347435315934,0.32195991897972415,0.29994546129864236
700,0.372701493998752,0.325121355757717,0.30430809825591937
800,0.36116074605172455,0.3284472647514654,0.3084302574198957
900,0.3601797314686106,0.328891145482284,0.3170953429614037
1000,0.3559909662927303,0.33157328560161237,0.3202383090235874
1100,0.3403504719097953,0.332861314994428,0.3243635863205926
1200,0.3476985216070865,0.33432413634792374,0.3325421349762689
1300,0.33226683311710026,0.33105330339086536,0.3242888664403898
1400,0.3372642271455368,0.33479673814761574,0.33618479163758286
1500,0.3336942665718174,0.3334192638673338,0.3401148297696803
1600,0.32575970400458304,0.3337799491929734,0.34936233330957295
1700,0.32111404886989886,0.3308337038784651,0.3496532595418354
1800,0.31966390054816124,0.33163679076606895,0.3593059170361114
1900,0.30725404692342956,0.33065854815389295,0.3587883470864951
2000,0.30695811190966127,0.3324243022160896,0.3681378613507976
2100,0.30079878177078523,0.3316746647364602,0.3710719302617452
2200,0.2921423995129228,0.33033156535944636,0.3652885546723257
2300,0.29721122336135813,0.3322767783489853,0.3811763589739012
2400,0.2855188261229367,0.33240290364626196,0.381224637834356
2500,0.29051316593265464,0.3312296649716908,0.37986220652424896
2600,0.2820519615840888,0.3287300281253507,0.39259515480228324
2700,0.27247342726769685,0.3303528216168685,0.3989131283763076
2800,0.26569569202716015,0.32784930911327176,0.39671822161605846
2900,0.26544777038847045,0.32952716182268527,0.39895550298266774
3000,0.267597801885148,0.32623532399397354,0.4111966995728753
3100,0.2562320154436508,0.3266046102046724,0.4073439784776363
3200,0.2496950033672365,0.32494135358244436,0.4145761634737587
3300,0.2497782614198879,0.32635688094237936,0.41951210715895143
3400,0.24683521606730158,0.3225957787547979,0.4331083457292631
3500,0.24708034857765343,0.32256533565372403,0.43561840537394186
3600,0.24154374312236365,0.3250710830019237,0.4392264200047593
3700,0.23975108105199225,0.3204090103565327,0.4462678249221755
3800,0.2371047508433951,0.3221443484523004,0.45044919895589636
3900,0.22694829424341137,0.31951329743930085,0.45468293588482656
4000,0.22453531356486073,0.317215024094854,0.45788072787370665
4100,0.2247552089382852,0.31620831681266065,0.45656019203177944
4200,0.22509819663127606,0.3185838270598342,0.46537370970663655
4300,0.21086011448876543,0.3158261035826892,0.4710923907626524
4400,0.20464879089592156,0.3124387096922583,0.4730186997432993
4500,0.20590816495954906,0.31125153029411856,0.48512576815856306
4600,0.1974478277173771,0.31121344834703374,0.4839410757180798
4700,0.1986836269147448,0.31108296156079535,0.4905586149166393
4800,0.1996043662716289,0.307982666601867,0.49379458647636015
4900,0.1866803112415116,0.3103563624004688,0.49781652858760567
5000,0.18619883104359236,0.3068066125558707,0.5036589208387373
