milliseconds,II_f,II_l,mIIa_f,mIIa_l,V_f,V_l,Va_f,Va_l,VII_f,VII_l,VIIa_f,VIIa_l,VIII_f,VIII_l,VIIIa_f,VIIIa_l,IX_f,IX_l,IXa_f,IXa_l,X_f,X_l,Xa_f,Xa_l,APC_f,APC_l,PS_f,PS_l,VIIIai_f,VIIIai_l,Vai_f,Vai_l,PC_f,PC_l,TF_l,TF_VIIa_l,TF_VII_l,TF_VIIa_IX_l,TF_VIIa_IXa_l,TF_VIIa_X_l,TF_VIIa_Xa_l,TF_VII_Xa_l,IXa_VIIIa_l,Xa_Va_l,IXa_VIIIa_X_l,V_Xa_l,VIII_Xa_l,IIa_f,V_IIa_l,VIII_IIa_l,Xa_Va_II_l,Xa_Va_mIIa_l,XI_f,XI_IIa_l,XIa_l,APC_PS_l,APC_PS_VIIIa_l,TFPI_f,AT_f,IIa_AT_f,TFPI_Xa_l,TFPI_Xa_TF_VIIa_l,APC_PS_Va_l,IXa_AT_f,Xa_AT_f,VII_Xa_l,V_mIIa_l,VIII_mIIa_l,TM_l,IIa_TM_l,IIa_TM_PC_l,mIIa_AT_l,XIa_IX_l,LIPID
0,1400.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,10.0,0.0,0.1,0.0,0.7,0.0,0.0,0.0,90.0,0.0,0.0,0.0,170.0,0.0,0.0,0.0,0.0,0.0,300.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,2.5,3400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,849079.0
100,109.30271014758726,1290.697289852414,3.111949449073058e-28,3.0117243231125824e-25,0.008834223774589103,19.99116577583729,1.1221052300512382e-16,2.863201058511251e-13,0.020073969543809776,9.979901816877339,6.911716244736636e-05,0.0999066412263027,0.0002132690713776531,0.6997867309152852,4.5572415631696675e-18,5.27700120394008e-15,0.03153191690578016,89.96846732561971,2.8629478945956082e-12,8.901754107064991e-09,4.890163435690953,165.10983012887928,1.347299142202373e-10,9.31559411964557e-09,2.2328775490420277e-33,3.137087067007063e-31,0.1827464659430513,299.8172535340572,1.1071190974410443e-55,1.9252087249599383e-52,2.823861825621067e-54,1.0436520110679376e-50,2.031725922892781,57.96827407710724,0.00495154485751292,1.706752202309417e-05,2.4213518702568758e-05,7.485699306855328e-07,0.0,6.067331942448458e-06,3.581998881859552e-07,1.0117856764171987e-16,4.2458662939937177e-26,1.5575276716660897e-23,5.613260188882601e-27,3.8785180152738643e-10,1.3332348313433684e-11,6.662095014329424e-26,9.107983157667557e-28,3.042163747099848e-29,9.035578878184614e-24,5.945749036755923e-25,30.0,1.330699949289072e-27,1.258720551336743e-29,5.478768155879993e-32,1.2003448145827906e-49,2.4999999999998934,3400.0,1.1083583003274517e-28,1.0794356977171782e-13,2.6301664287727545e-22,6.508794059866784e-48,1.1756494648682914e-16,2.1103081153190932e-14,4.612211346640741e-11,4.088717872650538e-27,1.3727593348246347e-28,1.0,4.591343877294549e-28,1.6630500715411938e-29,5.030061562521133e-32,6.938151055529437e-32,655645.8068468677
200,51.669235596843286,1348.3307644031584,1.5981015038108305e-24,1.2874933548754757e-21,0.008920324452491479,19.991079666997305,5.8609469862214585e-15,1.3707640367617766e-11,0.0202692234591329,9.979681995543707,6.97734358353563e-05,0.09988138904458888,0.00021534798202251936,0.699784651730216,2.364055600246611e-16,2.48393298293272e-13,0.031839267341956703,89.96815811790337,2.1234824612314813e-11,6.260262419096177e-08,4.827324662786451,165.1726602891582,1.5301993116238525e-09,9.494484916656462e-08,9.656439761486318e-29,1.0955626400031739e-26,0.18452722120078746,299.81547277879946,2.532720244384132e-48,3.332852472621241e-45,6.413770916389308e-47,1.8349272575228345e-43,2.050796240036129,57.9492037599639,0.004902382099038668,3.134365488786168e-05,4.87799769230062e-05,2.5521308300777897e-06,0.0,1.3223893295577408e-05,1.7182450219995803e-06,2.8111180002169697e-15,2.7189623697279916e-23,1.3986417837857177e-20,6.59624565163941e-24,8.536509075180796e-09,2.875132202831506e-10,2.7651139379009713e-22,8.022033262314754e-24,2.5477211974714963e-25,1.164659605353402e-20,1.1454133035180303e-21,30.0,1.1382018417320949e-23,2.392529668817315e-25,4.249935489676948e-27,9.52937721473194e-43,2.4999999999972244,3400.0,1.0308641030114138e-24,2.776685474673405e-12,2.719478280232513e-20,5.251263495469607e-41,1.8268357710455676e-15,5.428484773265777e-13,6.142854376657475e-10,3.6809612214830504e-23,1.182073990424549e-24,1.0,4.10002373752565e-24,3.0883248722662097e-25,5.842513300513842e-28,2.8952226064542574e-27,649878.3197659062
300,48.56945762096051,1351.4305423790413,1.4774290469911188e-22,1.1223274137609546e-19,0.008924991151647726,19.991074963341852,5.01913691245111e-14,1.143994118607371e-10,0.02027975949013247,9.979647145763924,6.979292464494263e-05,0.09985703242778737,0.0002154606602791462,0.6997845378398763,1.9972482907444182e-15,2.038141767966705e-12,0.03185592507750942,89.96813882813152,6.553589625133208e-11,1.9029135708067136e-07,4.831115741579906,165.16886020447816,5.436806066605148e-09,3.2696984997117675e-07,2.729765838522126e-26,2.8819628180139923e-24,0.18462373910760013,299.81537626089266,2.409369173920932e-44,2.8589856328736956e-41,6.133821223066019e-43,1.5986276815196448e-39,2.0518294427069224,57.948170557293096,0.0048537329242300895,4.444836184773234e-05,7.308996989706345e-05,5.05643403419053e-06,0.0,1.9749941593555625e-05,3.922368381195947e-06,1.6173408610346416e-14,9.836626978466106e-22,5.885061907418462e-19,3.2322350924424415e-22,4.539206941256579e-08,1.4978044955664562e-09,2.346346857978046e-20,1.024333542864529e-21,3.105046760909414e-23,5.527067199702951e-19,6.359557186782577e-20,30.0,1.4138135151863417e-21,4.7051990665054304e-23,1.7797672982736882e-24,5.153497651234793e-39,2.4999999999842837,3399.999999999998,1.391032723180725e-22,1.5717504586431788e-11,3.430018625489773e-19,2.8862320440748867e-37,8.638911685026863e-15,3.0728299601799457e-12,2.316255198744341e-09,4.7955022271712365e-21,1.4783619623238002e-22,1.0,5.332329726256845e-22,5.952238939084735e-23,8.615081195306117e-26,8.938702170235598e-25,649568.8372479149
400,48.40170442306586,1351.5982955769362,3.1029741823260793e-21,2.29096740246414e-18,0.00892524377027973,19.991074615210604,2.1642037753488602e-13,4.87241744104082e-10,0.0202802837884001,9.979622556108371,6.97780758824694e-05,0.09983296767802613,0.00021546675975999552,0.6997845286872939,8.48344173839859e-15,8.536894192503139e-12,0.03185682585720949,89.96813473507041,1.427973062209843e-10,4.115812914150556e-07,4.831329899918757,165.16863658183928,1.265272921396631e-08,7.498579895859426e-07,1.1825850126475689e-24,1.2050976970002043e-22,0.1846289647407978,299.8153710352596,1.2043864456666028e-41,1.3540220927923602e-38,3.0965412999002896e-40,7.690086782549258e-37,2.051885382580127,57.94811461741989,0.004805591205493019,5.663008330293914e-05,9.714632205910824e-05,8.027348241661739e-06,0.0,2.5793179544164535e-05,6.8118613070177355e-06,5.2089606939856844e-14,1.1585164449894595e-20,7.598078991701773e-18,4.59241565056522e-21,1.4053167190117993e-07,4.544400803044639e-09,4.675200885012724e-19,2.6775952390360513e-20,7.782245898780381e-22,7.587047326401182e-18,9.484868596449408e-19,30.0,3.6032297899062426e-20,1.6555948190222757e-21,1.0341759557915277e-22,1.743797194001166e-36,2.499999999949305,3399.9999999999914,3.8401492444963694e-21,5.0695918564739196e-11,1.9370310428410367e-18,9.925186573038522e-35,2.5498215405075595e-14,9.911308937423553e-12,5.553326665872379e-09,1.2764177116145035e-19,3.793411803655077e-21,1.0,1.4246677087060256e-20,2.058444169218933e-21,2.509466364598482e-24,4.3110110368775264e-23,649552.0896281383
500,48.392158640779485,1351.6078413592227,3.023921090480814e-20,2.1955982167224358e-17,0.008925258072226359,19.991074413227203,6.503353276163204e-13,1.453604810088717e-09,0.020280268080118596,9.979598749415812,6.976154370683033e-05,0.09980916156669695,0.00021546710534488085,0.6997845224946125,2.5103430533888823e-14,2.505509793910948e-11,0.031856875937768994,89.96813108556749,2.576463759152846e-10,7.393476080245715e-07,4.831341680234325,165.1686148408639,2.3664674860807922e-08,1.3906071400149507e-06,1.9361969744474994e-23,1.932501447369346e-21,0.18462926221442408,299.815370737786,1.2175204650447626e-39,1.3270797050399269e-36,3.165809133812586e-38,7.648718410507811e-35,2.051888566255805,57.948111433744195,0.004757951178899977,6.808195345071599e-05,0.000120951686863499,1.1298889380942685e-05,0.0,3.1455929781113365e-05,1.0260361499441232e-05,1.2430557617236453e-13,7.497394380387563e-20,5.241329623911532e-17,3.379723084305371e-20,3.2724633491971733e-07,1.037496252143282e-08,4.384306846734575e-18,3.060643121761614e-19,8.567090464833334e-21,5.432642005757985e-17,7.147300047782627e-18,30.0,4.0249699365279925e-19,2.3689231738259183e-20,2.1354122638040813e-21,1.3328553058681649e-34,2.4999999998779954,3399.9999999999773,4.6298043477283226e-20,1.2200608732160027e-10,7.164526229237205e-18,7.704538055369074e-33,5.83094776332056e-14,2.3852981374762205e-11,1.0571079047291972e-08,1.483017995407688e-18,4.2660837567895346e-20,1.0,1.668636801310828e-19,2.9023865140380637e-20,3.1448714562080884e-23,7.843394397531416e-22,649551.1365804262
600,48.39154541319645,1351.608454586806,1.8458905275934046e-19,1.325666855219592e-16,0.008925258857779192,19.991074098203235,1.56439958573809e-12,3.480151862831045e-09,0.020280222329792458,9.979575210138606,6.974508569229261e-05,0.09978561216938031,0.00021546712474877178,0.6997845129304884,5.946803220728354e-14,5.903483747155744e-11,0.031856877858402244,89.96812718582487,4.130014598959355e-10,1.1817049831168076e-06,4.831342156345566,165.16860388202244,3.8751026011352686e-08,2.2645970967798403e-06,1.7571185599885046e-22,1.7301275584435173e-20,0.18462928132277392,299.8153707186777,4.771942418751668e-38,5.096737532397355e-35,1.2559101352813544e-36,2.980129171953747e-33,2.0518887708395677,57.94811122916044,0.004710807236319286,7.894874878515105e-05,0.00014450868049603328,1.4754198592651079e-05,0.0,3.681494601114278e-05,1.416618954851217e-05,2.472043249549777e-13,3.3453035274348266e-19,2.453345628448827e-16,1.6564348894703846e-19,6.394572854647656e-07,1.9885668656055258e-08,2.5955270902667666e-17,2.110852779797832e-18,5.7129598294446e-20,2.607402466545064e-16,3.5507003143676676e-17,30.0,2.7185559502643154e-18,1.9557619731682121e-19,2.3467434234344785e-20,4.190429014557727e-33,2.499999999754558,3399.999999999953,3.3630053443815455e-19,2.4544323253794346e-10,2.041936115290015e-17,2.459322285381021e-31,1.1359762183887586e-13,4.798609872097104e-11,1.7511364040922247e-08,1.038113604761915e-17,2.9008527266151596e-19,1.0,1.1813177402143715e-18,2.366478183767162e-19,2.355308362459319e-22,7.856376305386064e-21,649551.075323239
700,48.39157026831135,1351.6084297316913,8.234494409999911e-19,5.868333457424998e-16,0.00892525861207263,19.99107362435023,3.2370975948985827e-12,7.177196130165475e-09,0.02028017487099006,9.979551904297749,6.97287995807123e-05,0.0997623194759737,0.00021546711958840583,0.6997844988887911,1.2120573321135068e-13,1.1986721588901887e-10,0.03185687627194285,89.96812306804742,6.105839657872932e-10,1.7434279795689585e-06,4.831341799103619,165.16859321766577,5.805325260646039e-08,3.379572452417173e-06,1.077105479050072e-21,1.0504680097121504e-19,0.18462928056730385,299.8153707194332,1.0079093640463966e-36,1.0600153342988456e-33,2.6868050290666335e-35,6.288786842174656e-32,2.0518887627544227,57.948111237245584,0.00466415389348119,8.933967021476382e-05,0.0001678198897060121,1.8311641824975926e-05,0.0,4.1928047066890576e-05,1.8446857271003167e-05,4.35116300727324e-13,1.1590624801192127e-18,8.827054070270825e-16,6.165383322801946e-19,1.109857280655658e-06,3.38716321360819e-08,1.1283653311572044e-16,1.0373259274210619e-17,2.723771568951034e-19,9.551298573870176e-16,1.3333374237313936e-16,30.0,1.3107900057337641e-17,1.1171198622216812e-18,1.695084985506974e-19,7.272038988080511e-32,2.499999999562379,3399.999999999916,1.7384734898952213e-18,4.376224212391512e-10,4.879050676966954e-17,4.3327263301320056e-30,1.9826814398528243e-13,8.555929755718747e-11,2.6447701088295148e-08,5.172077203655152e-17,1.4081762720551935e-18,1.0,5.967494174356286e-18,1.3373701489263793e-18,1.2491441968789176e-21,5.278569437380455e-20,649551.0777675571
800,48.39150858179657,1351.608491418206,2.933685235232859e-18,2.0787888214900733e-15,0.00892525841082367,19.991072959432625,6.009425870151467e-12,1.3290936155010642e-08,0.020280128164259077,9.979528823784445,6.971269407065467e-05,0.09973928371928151,0.00021546711595942265,0.6997844796577508,2.2169710850328182e-13,2.1863347813227722e-10,0.03185687508725686,89.9681187823207,8.512832507730452e-10,2.426968776216903e-06,4.831341545384623,165.16858190055967,8.162428460782366e-08,4.738343352033805e-06,4.987656211312403e-21,4.830094817588313e-19,0.18462928248558516,299.815370717515,1.3495133581714622e-35,1.403035894597294e-32,3.6450653573827196e-34,8.445153463127624e-31,2.0518887832937556,57.94811121670626,0.004617985772847646,9.933762684818836e-05,0.0001908878727740767,2.1914771615953746e-05,0.0,4.683904269012367e-05,2.3034912521962913e-05,7.0194722118167e-13,3.3441365650220143e-18,2.6264101834719725e-15,1.8820979623673135e-18,1.7688596180719372e-06,5.30074346734015e-08,3.930792547493543e-16,3.997063844066531e-17,1.021337974291827e-18,2.8804273356650703e-15,4.096688441330331e-16,30.0,4.9641085720322716e-17,4.896910290711004e-18,9.056077810179046e-19,8.221312070204208e-31,2.499999999284468,3399.9999999998613,7.036876354826548e-18,7.155337450203214e-10,1.0268305689809631e-16,4.9718928448833986e-29,3.1943973660204163e-13,1.3989464101167522e-10,3.7409304985641087e-08,2.0185592538602813e-16,5.369294030216723e-18,1.0,2.3658215843942384e-17,5.809158120101395e-18,5.1695538686962895e-21,2.6595261656502435e-19,649551.0715717741
900,48.39151253421588,1351.6084874657868,8.834006009434383e-18,6.232220945811636e-15,0.008925258014015785,19.991072075206937,1.0279835864211609e-11,2.2692374371137295e-08,0.020280081682737545,9.97950596351188,6.969676759264295e-05,0.09971650523022337,0.00021546710819884772,0.6997844546781611,3.7378491347443053e-13,3.6782371161093824e-10,0.03185687350649495,89.96811436707084,1.1354164955517468e-09,3.233181924886638e-06,4.831341182952122,165.16857013722017,1.0946098159183793e-07,6.3405972352244995e-06,1.8765096455489996e-20,1.8073706743071827e-18,0.1846292823775505,299.81537071762307,1.297147598520954e-34,1.3356435618484975e-31,3.5500390829893485e-33,8.154952438933504e-30,2.0518887821350096,57.948111217865,0.004572297591143962,0.00010900600455474796,0.00021371516004697248,2.5525104793482167e-05,0.0,5.158134792380504e-05,2.787479047583084e-05,1.0609994836267182e-12,8.40254590843937e-18,6.771834443202565e-15,4.949593960111244e-18,2.6440763958636744e-06,7.784544257753369e-08,1.1601457074403504e-15,1.2842540784153722e-16,3.2015722558503678e-18,7.504894898080635e-15,1.082992034362984e-15,30.0,1.5698855050705396e-16,1.762464501797168e-17,3.872392622761972e-18,6.711705951630172e-30,2.4999999989037427,3399.9999999997863,2.3726076801315147e-17,1.096258347839879e-09,1.9639789805101474e-16,4.118021680572821e-28,4.843288589091935e-13,2.1433210372843084e-10,5.03972259242941e-08,6.564398589466718e-16,1.7097545411150262e-17,1.0,7.827088580973595e-17,2.074410269884885e-17,1.777858175307756e-20,1.0821456673014193e-18,649551.0719270646
