milliseconds,GnRH_Pit,LH_Pit,LH_Bld,GnRH_Hyp,FSH_Pit,FSH_Bld,Foll,CL,E2,P4,Inh,OT,Enz,PGF,IOF,species_1
0,0.219992404098564,2.25000957482152,0.00633682772990623,0.740638780629751,0.00579108659591004,0.0168604631992291,0.0286570978235457,0.314393628471893,0.163690728507925,0.120192549532403,0.493710210684922,0.111730059223483,5.83626691122778e-05,0.000362064120302475,0.133415086647186,4.7272022989791396e-12
100,0.18708170415590183,2.268892649852398,0.0043731359641469075,0.7474158106484314,0.004936347302517276,0.013900156258568263,0.02725186379841033,0.31759131518312245,0.1449067562392726,0.1253455664413483,0.47091487877847854,0.1130123883492338,7.546032024306839e-05,0.00032016014510054833,0.129497971949352,2.3884304462801182
200,0.1590400023342889,2.2856842939509336,0.0034609680616794836,0.753621481550124,0.0043535494583708135,0.011496605771071847,0.025766197186846397,0.3207955990927043,0.12828051748517144,0.13024764744245018,0.44916614962024504,0.1134290680818844,9.525929714060474e-05,0.0002831059824188173,0.1256958651410828,1.3791366058323624
300,0.13517186238532328,2.3003875953806814,0.0030483202047885192,0.7591954121932907,0.004010914630743177,0.009567435865631286,0.024233651726038287,0.32400670406594656,0.11356249611296533,0.13493700936704942,0.4284156115839687,0.11300904095590754,0.00011785968891420106,0.00025034033231228077,0.12200538954940776,0.7956911895500751
400,0.11486963870699027,2.313167784277716,0.0028676867574230387,0.7641095791519069,0.0038901600171819565,0.008044307183517077,0.022684709443493906,0.3272244945384403,0.10053248344969476,0.13944687057745814,0.40861738622563903,0.11180698648210297,0.00014336823034312874,0.00022136685763294016,0.11842326764163197,0.4590678973416522
500,0.09760793610226394,2.3242452168910086,0.0027928061610903465,0.7683707207686883,0.003985892587670487,0.006871709672220331,0.021145135617680662,0.33044874254364065,0.0889960713371379,0.14380608128782213,0.38972793312539683,0.10989954704329857,0.0001719052448041787,0.00019574666840849455,0.11494631811591503,0.2648601980801685
600,0.08293539751535103,2.333845941595891,0.002765176436564399,0.7720200961201215,0.004305570626715177,0.006005968004059832,0.019635758118695803,0.3336792031559144,0.07878155042951795,0.14803969118152652,0.3717058660992572,0.10737933013157305,0.00020361020563688275,0.00017309166603078193,0.11157145307278785,0.15281171050148212
700,0.070465841897742,2.342180068686742,0.00275812242741522,0.775129546932904,0.004870073663511979,0.0054144823664839395,0.018172779909194386,0.33691563753661774,0.06973719034365652,0.15216944706187013,0.3545117895483986,0.10434790022210196,0.00023864606952587322,0.00015305867063037572,0.10829567527530004,0.08816506946428745
800,0.059869694271652105,2.349433461649542,0.0027596391267038765,0.7777939704391631,0.005714934700272921,0.005075226273827852,0.01676830517246645,0.34015782006001205,0.06172885141821565,0.15621422756920206,0.33810815573621067,0.10090894268533435,0.00027720261592767523,0.00013534422073421717,0.10511607548645885,0.050867030649180967
900,0.050866144218310524,2.3557659380122438,0.0027644078332925565,0.7801214148097513,0.006892306424154952,0.004976535430915019,0.015430937593146513,0.34340553992929446,0.05463789329946736,0.1601904212091201,0.32245914188824115,0.09716250274216101,0.000319499007472301,0.00011967997638002604,0.10202982988550606,0.029347838749416176
1000,0.04321617790599484,2.361312532622154,0.0027701248006594854,0.7822226405062217,0.008473749934855805,0.005117226927372257,0.014166380025810237,0.34665860081470345,0.04835934285364033,0.16411225481818847,0.30753054453891904,0.09320076472918454,0.0003657857808371342,0.00010582865429288822,0.09903419756007148,0.01693229938753714
1100,0.036716491443808,2.3661860798380934,0.00277583079952262,0.7842019418026938,0.010553952605164908,0.0055070949924045124,0.012978002354844215,0.34991681981136435,0.04280028829434117,0.1679920788172127,0.29328968827209184,0.08910544325009535,0.0004163464494628276,9.358043348757889e-05,0.0961265180719518,0.009769126873097625
1200,0.031194228886953747,2.3704802172179056,0.002781157635080503,0.7861504431834202,0.013255496843593928,0.0061678356260995645,0.011867366826256387,0.35318002622411226,0.037878470274082164,0.17184061486930038,0.2797053461237052,0.08494658909979673,0.0004714988685433861,8.274977689260961e-05,0.09330420909436181,0.005636318080903564
1300,0.02650246210615981,2.3742723554818537,0.002785991038987142,0.7881423040693972,0.016734807374736635,0.007134457340974272,0.010834715189646288,0.35644806037683097,0.033521044349273256,0.17566717087199787,0.2667476692438855,0.0807824833962745,0.0005315964825585829,7.317262082131436e-05,0.0905647641185559,0.003251885920424164
1400,0.022516323450994757,2.3776263981611003,0.0027903213439336547,0.7902335941500712,0.021189391953211383,0.008457237868920619,0.009879433734324173,0.35972077251739343,0.029663492648557672,0.1794798275803118,0.2543881238267038,0.0766602729894753,0.0005970295482592532,6.470388971342565e-05,0.08790575022778158,0.0018761826652889555
1500,0.01912970535351055,2.380595124416945,0.0027941782952415634,0.7924632027732827,0.026866444620288702,0.01020428435810495,0.009000523756677339,0.3629980218380331,0.026248665632153223,0.18328560059708376,0.2425994337301489,0.0726170438310261,0.0006682264025664941,5.7215298522827165e-05,0.08532480593659293,0.0010824675312973982
1600,0.01625244828285728,2.383222218637334,0.0027976032986329604,0.794855025180346,0.03407277960580174,0.012464742911438956,0.008197118808470233,0.3662796756111747,0.0232259374861964,0.18709058098100892,0.23135552758892872,0.06868109859389471,0.0007456548259509408,5.05934094469567e-05,0.08281963909360275,0.0006245319611949211
1700,0.013807947255534334,2.385543966303731,0.0028006381651641487,0.7974207448245976,0.04318587886427645,0.01535267529871318,0.007469108867261872,0.36956560843419006,0.02055046102614171,0.19090005729468137,0.22063148955996556,0.06487327607737563,0.0008298235366704129,4.473791355756143e-05,0.08038802484580848,0.0003603250772887663
1800,0.011731115964310765,2.3875906519347083,0.002803321013368613,0.8001627018434054,0.054665528973309736,0.019011566527468046,0.006817958190753827,0.3728557015758005,0.018182510011751203,0.1947186215426714,0.2104035131396267,0.06120821026947456,0.0009212838397173043,3.956011131368726e-05,0.07802780366268791,0.0002078903163026668
1900,0.009966655820061355,2.38938770029809,0.0028056851880876835,0.8030765243153812,0.06906505078815542,0.023619333243217994,0.006247840850176877,0.3761498424187997,0.01608689856116153,0.19855026112851784,0.2006488577785421,0.05769547257038615,0.0010206314457313732,3.498156893571408e-05,0.07573687941830838,0.00011994275934354235
2000,0.00846758463096403,2.390956601537508,0.0028077593790876245,0.8061533570656135,0.08704045202777685,0.02939355408608966,0.005767267626236032,0.3794479239973264,0.01423246902341475,0.20239843867997562,0.1913458083519878,0.054340572340094276,0.0011285084688889293,3.093293028206501e-05,0.0735132175297448,6.920123689151566e-05
2100,0.007193986198761238,2.3923156573848434,0.00280956815595598,0.8093816364122571,0.10935495198497279,0.03659642389895547,0.005391438844073192,0.3827498446317521,0.012591641431472187,0.20626616134888523,0.18247363804629163,0.05114581120479996,0.0012456056084665706,2.7352866236056e-05,0.07135484315015463,3.9925801120404554e-05
2200,0.0061119477812724326,2.393480580993519,0.002811132592560973,0.8127484300314071,0.13687530282811367,0.04553863566008797,0.0051456205575846955,0.3860555076702981,0.01114001991160529,0.2101560409829607,0.1740125761665896,0.0481109984721568,0.0013726645158481372,2.4187145689156317e-05,0.06925983941490584,2.3035275081214943e-05
2300,0.005192657252921769,2.39446497807507,0.002812470854243665,0.8162403982198553,0.17055536021790701,0.05658102826070203,0.005069880445789393,0.38936482135347705,0.00985605504199329,0.21407034638647698,0.16594378435261242,0.045234041208166514,0.0015104803469373578,2.1387814042881606e-05,0.06722634573919825,1.3290252283470695e-05
