milliseconds,B0,S0,B1,S1,B2,S2,B3,S3,B4,S4,M0,M1,M2,M3,M4,L0,L1,L2,L3,L4,glu
1000,-0.0007666953667485657,-4.0737503006842345e-06,0.0013902058952773738,6.387144550026878e-05,4.664326597136964e-06,2.8285722146493507e-05,-8.689295420438807e-07,-7.792202983226687e-06,7.888691216147039e-08,-1.577120995145273e-07,-2.9115060962593317e-09,1.1945884248792625e-06,6.467787247298346e-06,4.634073028002228e-10,2.752606475297325e-05,-2.4803649437699323e-12,2.4460454336492002e-08,9.279813966351734e-07,5.5387411471022524e-06,0.002170344341957465,-0.045011814833646684
1100,-0.00114343311065745,-4.45357435707835e-06,0.0014433313823309039,8.239333762162545e-05,5.660472546344211e-06,4.239186507653107e-05,-9.850903116879009e-07,-6.51738977609047e-06,9.507101321408652e-08,-1.226886242063394e-07,-2.9687541556330303e-09,1.273671232002902e-06,5.9853034405309904e-06,8.646812257251253e-10,3.386603041858397e-05,-3.3610321692549975e-12,2.676945340717888e-08,1.4127482788292305e-06,4.994083257534794e-06,0.002095049904865777,-0.05472715164486586
1200,-0.0010513824079410072,-4.005757325582703e-06,0.0015360252157504712,0.00011420570820155446,5.457219224574854e-06,4.337582703539331e-05,-1.1800435489484937e-06,-7.950192122991858e-06,9.958145975055525e-08,-1.7539726111126782e-07,-3.3185113437046844e-09,1.4327951496997574e-06,6.288673453182042e-06,7.567220577227409e-10,3.810357700885399e-05,-3.910954676873143e-12,2.7272394941291416e-08,1.5206367091289472e-06,7.235039709158915e-06,0.0029088890952046363,-0.06585126155347716
1300,-0.001425289090999602,-5.722601585211674e-06,0.0016142407003572295,0.00011268588598760911,6.02075305923518e-06,5.074030644294586e-05,-1.2754971944030825e-06,-8.769054726883133e-06,1.3022899494018603e-07,-1.929148915915309e-07,-3.46654426584793e-09,1.5826955988201285e-06,8.82625818331511e-06,1.0637706908937353e-09,4.718828165866213e-05,-4.285964125626822e-12,2.6175191309078705e-08,1.5801724593812943e-06,8.661838115492129e-06,0.0031208853777916104,-0.08194684424163395
1400,-0.0014397558187366538,-5.826793274408078e-06,0.0020121860394385835,0.00011050670014324452,7.482728146248627e-06,4.722498956289996e-05,-1.1305283572811807e-06,-1.1998145882657102e-05,1.3810707698183307e-07,-1.5522089017269552e-07,-4.174543863928091e-09,1.7704195090491738e-06,9.6050226230088e-06,1.2414983262208489e-09,4.5962648877044575e-05,-5.0505351322308284e-12,3.436077689026155e-08,1.6233058182922083e-06,7.800277289344137e-06,0.0036170106503716952,-0.07638215049067212
1500,-0.001470912116015353,-6.139359918480993e-06,0.001772063439051435,0.0001254608333145434,6.7067121966457104e-06,5.205586395855959e-05,-1.410864597610493e-06,-1.1243922977397777e-05,1.3668761012720434e-07,-1.9455752045331723e-07,-4.272487950032102e-09,2.1947767755706815e-06,8.711975469027617e-06,1.387951378257336e-09,5.7999558435889705e-05,-5.028839481965226e-12,3.757079110938874e-08,1.8696196795044818e-06,8.527528186131293e-06,0.004278355449182408,-0.09299697048972842
1600,-0.0018770639328030104,-6.898539526877065e-06,0.0020010773611226764,0.00014536219275820285,8.179637149786255e-06,5.854251382024689e-05,-1.4464585402925012e-06,-1.136575763930847e-05,1.6470617420828542e-07,-1.9845111351833614e-07,-5.146648115265459e-09,2.4049596785126094e-06,1.0861565342428763e-05,1.467978374710019e-09,6.580815057007986e-05,-5.007873320489654e-12,3.718672712536095e-08,2.1132412786373724e-06,9.442356990337933e-06,0.0038302206155777464,-0.10664888942635634
1700,-0.00189693618592696,-7.441716348809489e-06,0.0023533541111583228,0.00015714888328670888,9.146276394401942e-06,7.164481566254068e-05,-1.485991065018564e-06,-1.2505744805846954e-05,1.7324010333566395e-07,-1.9705470157055484e-07,-5.103223736734561e-09,2.1238372211436573e-06,1.0284464691646596e-05,1.3939547063697293e-09,6.146452543597466e-05,-5.367959698354895e-12,4.234418101879452e-08,2.0912979777857823e-06,1.0568278950363072e-05,0.004345845188068,-0.11927003726013473
1800,-0.0019903062869816657,-8.07899314436918e-06,0.0027339088137876798,0.00018265821483493506,9.362429327428193e-06,6.684368003464625e-05,-1.8649087172373855e-06,-1.3917764300398438e-05,1.9026561627207037e-07,-2.316138867789581e-07,-6.6375216931491315e-09,2.4024791196046054e-06,1.1426196104078772e-05,1.4683301194281921e-09,7.274129668874487e-05,-6.024458170266329e-12,4.5842254323587036e-08,2.376865523019031e-06,1.1053071900399526e-05,0.004769048364048892,-0.1276175979428142
1900,-0.002243915851664997,-8.657509605551012e-06,0.002870325197038574,0.00018180200226675477,9.913302215865402e-06,7.040408479415302e-05,-1.9792020620995498e-06,-1.6730412893869405e-05,2.0041402756674292e-07,-2.601488972241605e-07,-6.038189709656967e-09,2.8391626591196638e-06,1.301267579418637e-05,1.749958776931634e-09,8.068736721501023e-05,-7.277300053542976e-12,4.8848639603458555e-08,2.5325356018267857e-06,1.2819396574478169e-05,0.005464185761929118,-0.1282442214453133
2000,-0.0021564352515298594,-8.600684850993292e-06,0.002644838266983918,0.00020963762068402394,1.0196995379940371e-05,7.65099818230922e-05,-2.058124925885308e-06,-1.5329980709468365e-05,2.1514751506073663e-07,-2.5033054133679353e-07,-6.711571289284471e-09,2.984578004780221e-06,1.3817219580815136e-05,1.7561430336215197e-09,8.497741845194525e-05,-7.259392334974942e-12,4.683879276596575e-08,2.676186467540742e-06,1.4406298912854938e-05,0.005727596474550373,-0.13365028531932138
2100,-0.002510458664518628,-1.0244846488750717e-05,0.0031236045096459304,0.0001980450203025185,1.1249330866809457e-05,8.278171669871778e-05,-2.127549999382485e-06,-1.7028834706137577e-05,2.2014361100926694e-07,-2.532009383477159e-07,-7.184149799874094e-09,3.0529251615882916e-06,1.4609182847659551e-05,1.8566585715644423e-09,9.093457783805272e-05,-7.597580983481774e-12,5.2160017973438924e-08,2.8051886750370835e-06,1.3634194150768132e-05,0.005909785342878016,-0.15115763706021873
2200,-0.002464726235028082,-9.77120229687123e-06,0.0031304592492331492,0.00021993720695197467,1.1396030090663321e-05,9.447101867216398e-05,-2.2555338005330447e-06,-1.9485249006091033e-05,2.2515044936504633e-07,-2.809611805074083e-07,-7.217210376076993e-09,2.9453627654671634e-06,1.5013995084504517e-05,1.9196539380150973e-09,8.788475782111238e-05,-7.87357575418424e-12,5.1190182720140055e-08,2.713509318924213e-06,1.5584901695034125e-05,0.00679340484502675,-0.16065089043232944
2300,-0.0025659175472419462,-1.0269079066996937e-05,0.0032635150826078358,0.00024222685374847156,1.2212056765000624e-05,8.894631077458932e-05,-2.384325808451816e-06,-2.052396712570812e-05,2.3440684886568302e-07,-3.040662224273466e-07,-7.632258281782814e-09,3.5462615205687686e-06,1.694053534629296e-05,2.116820636762844e-09,9.365701058414679e-05,-8.736847230046923e-12,6.13951008671928e-08,2.98336423564476e-06,1.5462244644607997e-05,0.006650407481161927,-0.17285826093039147
2400,-0.0027527935053427957,-1.1203030349169818e-05,0.0037071665847569647,0.00022457821598929174,1.2995977610243338e-05,0.00010548990027085459,-2.405260902455619e-06,-1.998815024796325e-05,2.52926389023252e-07,-3.092987752050892e-07,-9.117693855371021e-09,3.6252449318846786e-06,1.763609311143583e-05,2.3632316009012054e-09,9.772199439790702e-05,-9.269719045879243e-12,6.487952280374575e-08,2.9172512532468695e-06,1.695007041970174e-05,0.0071579324371510294,-0.1820913703721263
2500,-0.0030733360075398627,-1.1727040105900829e-05,0.003727155677865681,0.00025843002462522924,1.418808390183758e-05,0.00010787711658509383,-2.461580578817685e-06,-2.0205973285816905e-05,2.668679590173357e-07,-3.2250318680261216e-07,-9.175422952325522e-09,3.708555386944225e-06,1.8000143812496946e-05,2.5127896554497143e-09,0.00011382662005730286,-9.102220809993544e-12,6.104409146073203e-08,3.1770816221545785e-06,1.8509261101868227e-05,0.008142268190623657,-0.17856187263378823
2600,-0.0028582474521900345,-1.201898146614358e-05,0.00407094914600627,0.0002509913765759995,1.435981973339348e-05,0.00011246382649387904,-2.8225143988463723e-06,-2.2423569651301335e-05,2.805022064480507e-07,-3.145067901022452e-07,-9.795576557433876e-09,3.684399180052945e-06,1.895942083708534e-05,2.5333355164728776e-09,0.00011267466192810338,-9.609609198098963e-12,6.82867331434075e-08,3.392137344779291e-06,1.8441182129884083e-05,0.007863616993991811,-0.1798915600982655
2700,-0.0031658139791651404,-1.3558856067984509e-05,0.004183565050771878,0.00028856022093798914,1.4992452048315708e-05,0.00011728901379044322,-2.8220535525898307e-06,-2.298543712614823e-05,2.831371967490259e-07,-3.174683324804249e-07,-1.0116071143120962e-08,3.996748458413124e-06,1.915957615743829e-05,2.7094899254858093e-09,0.00011703414818716179,-9.639429967978936e-12,7.019331551425524e-08,3.6040960460811193e-06,1.89567335978971e-05,0.008271119113011271,-0.19698310349472198
2800,-0.0032770828249795154,-1.3289171167795916e-05,0.004005468579111298,0.0002812353821315966,1.521722131251104e-05,0.0001252731570276468,-2.981287302052836e-06,-2.563954724646573e-05,2.937875423644511e-07,-3.727774680268477e-07,-9.680378994482573e-09,4.3491051257967635e-06,2.02552461743524e-05,2.978559511091378e-09,0.00012602236266144544,-1.0967927939110333e-11,7.032639504052266e-08,3.7162797421423967e-06,2.006188061011478e-05,0.009246508458062757,-0.2000503732805625
2900,-0.0035004102006930657,-1.3341204857929114e-05,0.004573624871199983,0.00029949996663491697,1.5320919795423605e-05,0.00011833889466897422,-3.079349868101518e-06,-2.4348398786087216e-05,3.138439145648744e-07,-3.318215001353173e-07,-1.081861681904554e-08,4.186452243000356e-06,2.031302905804376e-05,2.9417894413403684e-09,0.00013507236404997937,-1.1084200066804208e-11,7.55126795110987e-08,3.931366916172206e-06,2.07238812179987e-05,0.009906088770404754,-0.20918486471525874
3000,-0.0036170829540476974,-1.5295217332682946e-05,0.004557267018140239,0.000295307946086132,1.74848159300523e-05,0.00012948914097434376,-3.2335774144038664e-06,-2.5201842656886486e-05,3.3947629595046147e-07,-3.803543640883022e-07,-1.0729814690920376e-08,4.6054902666794765e-06,2.1464099505230044e-05,3.083934200267275e-09,0.00013927157960828655,-1.1904982046206832e-11,7.978465027397638e-08,4.188955136367073e-06,2.2738480818503795e-05,0.010082242875421739,-0.2216599562651218
3100,-0.003867791363983675,-1.5909801455014828e-05,0.004556426604340984,0.0003161229109955092,1.7290230847551583e-05,0.0001295812651283268,-3.352529242861215e-06,-2.6380934591636623e-05,3.3248347413882433e-07,-3.7199582754343786e-07,-1.0883522254801948e-08,4.561267449474686e-06,2.2596352685269957e-05,3.0217670277364192e-09,0.00014276267040534796,-1.1721560896081665e-11,8.33453383749311e-08,4.0970453626694355e-06,2.309204858350058e-05,0.009764521219515371,-0.22450561831746826
3200,-0.003940444373899277,-1.4991301658601387e-05,0.005080271685282219,0.0003478520171377002,1.719992237763078e-05,0.0001335590897092618,-3.237514526416565e-06,-2.942913293940564e-05,3.37853733758564e-07,-4.016198037120406e-07,-1.2282540843945938e-08,4.785591373876877e-06,2.3755158262388145e-05,3.173847085885909e-09,0.00015138123185924984,-1.2747325072752304e-11,8.733767467370574e-08,4.215216322617936e-06,2.3582765720869922e-05,0.010194949658690906,-0.2316199093512759
3300,-0.00402471114006365,-1.6823242094896032e-05,0.004837586084798893,0.0003375956597341066,1.807371154133827e-05,0.0001380246388022777,-3.3636646585516984e-06,-2.942086722473849e-05,3.654590848828808e-07,-4.1504233074503755e-07,-1.2236392050850578e-08,4.745048766755056e-06,2.2836608170978628e-05,3.349902718766921e-09,0.0001490144588344667,-1.2106334039546317e-11,8.72788357370318e-08,4.463714170947906e-06,2.4836123302738714e-05,0.0107558513614105,-0.23976862975336946
3400,-0.004065635497814138,-1.7386106762957534e-05,0.005332796207875567,0.0003594562345248208,1.851801802732833e-05,0.00014467306484264287,-3.730371940662989e-06,-2.9604785916999306e-05,3.816372057911025e-07,-3.890361865814237e-07,-1.2245173121140538e-08,5.342281166847375e-06,2.572817080883253e-05,3.5939926452737124e-09,0.00016472964519993446,-1.3269026731542206e-11,9.265296748141549e-08,4.7263144268107355e-06,2.582672885972916e-05,0.011084986886387283,-0.24937772065662742
3500,-0.0041401986876823515,-1.8045937368956138e-05,0.005409545744687318,0.0003592353977100532,2.0722081541685868e-05,0.00015744165313394938,-3.8961690784306975e-06,-3.014352330387946e-05,3.9730867796676256e-07,-4.268525452432656e-07,-1.2878375625925735e-08,5.500912564941513e-06,2.5600264427413924e-05,3.599646960060431e-09,0.0001586833139919939,-1.2912456415710966e-11,9.208274448522371e-08,4.701808521012304e-06,2.6640573533398944e-05,0.011649466019679054,-0.2669839240068151
3600,-0.0042138058294276925,-1.763771157657699e-05,0.005520926123431926,0.0003885818328821345,2.0640790729116857e-05,0.00016118220496530886,-3.910220351590763e-06,-3.124681435944736e-05,3.9096495063898097e-07,-4.2658572542743296e-07,-1.3356523225090895e-08,5.6020340357777895e-06,2.588068303826543e-05,3.720903234217171e-09,0.00017323434619530826,-1.3632912032843967e-11,9.920471524567858e-08,4.890903353884384e-06,2.696791586009987e-05,0.01174637389793981,-0.2652518469003593
3700,-0.004376152681751677,-1.8222619230762674e-05,0.005906131949176884,0.00038394504274203334,2.141496385589257e-05,0.00015922190974649764,-4.041572284064433e-06,-3.1789669474346196e-05,4.151167794148215e-07,-4.577168729855695e-07,-1.4259006909953715e-08,5.679295098662288e-06,2.7043457023644388e-05,3.794631362771328e-09,0.00017943703570847972,-1.4802443263706008e-11,9.710579985003137e-08,4.9509524660897955e-06,2.7322837187305947e-05,0.012311322092047664,-0.285382569642594
3800,-0.004548490725064743,-1.9504556465833084e-05,0.005791161294014542,0.0004158440343604446,2.161874171791017e-05,0.0001631917990744145,-4.114636346793994e-06,-3.406485957934488e-05,4.1917856729976487e-07,-4.7188561368503445e-07,-1.4542559258566146e-08,5.947910684617301e-06,2.8587346551452878e-05,4.036491405307093e-09,0.00017897621738617,-1.5069651402819024e-11,9.958175037749462e-08,5.250164833107537e-06,2.786027774100996e-05,0.012845263749015245,-0.29145916957652257
3900,-0.004880684944417793,-1.989784801812696e-05,0.005902065030036997,0.0004234230083324477,2.262427168828259e-05,0.00017338642160522709,-4.059874027114745e-06,-3.639233416743111e-05,4.2781498811291924e-07,-5.183032729843358e-07,-1.4724161106344413e-08,6.035857318797338e-06,2.8420696172431903e-05,4.265372181099548e-09,0.00018098757695402375,-1.472400471050887e-11,1.0073525917267456e-07,5.270657704511103e-06,2.8170721028606764e-05,0.012525859577910154,-0.28437623183306737
4000,-0.005028051041180414,-1.9239185145874374e-05,0.006222858395323767,0.00041953824337279046,2.3516436092915526e-05,0.0001802730589327309,-4.355159719758264e-06,-3.6918924355140114e-05,4.4917007993459245e-07,-5.826095738767109e-07,-1.5149016762732493e-08,6.1455155683252196e-06,2.8657965714686092e-05,4.11113756283858e-09,0.00017608526640856608,-1.517688093395229e-11,1.0465750882670429e-07,5.3680710132439905e-06,3.106006201819563e-05,0.013266127874761708,-0.28334789664781734
4100,-0.005054618797808982,-2.0730997275915572e-05,0.006278698267945677,0.00044114789013111814,2.260978983516013e-05,0.0001776219605576979,-4.36533729350408e-06,-3.7898880109604236e-05,4.6063703507505857e-07,-6.156421753621148e-07,-1.548298925113489e-08,6.486753292202223e-06,2.9171863662582046e-05,4.293771441854791e-09,0.00017596930526969396,-1.5384045188295703e-11,1.1092367529144454e-07,5.372243223761665e-06,3.067464184451602e-05,0.013129128022669315,-0.297993222578784
4200,-0.004986917949859418,-2.0460417448271236e-05,0.006698002250340305,0.00043578577731776035,2.4779676984005968e-05,0.0001803069704472568,-4.58471554896452e-06,-3.735955250922147e-05,4.5966208397064535e-07,-7.113383651086049e-07,-1.574622055301186e-08,6.3528519512082825e-06,2.990436918609381e-05,4.250124612825322e-09,0.0001762666210330163,-1.5792951656062472e-11,1.1316558235802244e-07,5.57432438671573e-06,3.1529707685314886e-05,0.013211757991037888,-0.2872774579202141
4300,-0.005269800361734211,-2.1861611896331015e-05,0.006816971493591042,0.000441382856173901,2.434389306690893e-05,0.00018484066367456113,-4.819670395003218e-06,-3.794768849859079e-05,4.6967154418589185e-07,-7.470828539590066e-07,-1.6452040001694314e-08,6.322329842404009e-06,3.104714086502594e-05,4.456570814209142e-09,0.00018164057528574483,-1.6681821819375186e-11,1.1080682041614883e-07,5.946778416743984e-06,3.146211730441267e-05,0.012380397272049044,-0.30062376818581793
4400,-0.0054836433243565475,-2.1744063400411905e-05,0.006688412322777243,0.00045345878326289157,2.439661596184601e-05,0.00019548740593372765,-4.9048140612958586e-06,-3.8988305186508436e-05,4.974307927382388e-07,-8.285928114456769e-07,-1.638335485535034e-08,6.526920252710677e-06,3.300789561566501e-05,4.418912992487467e-09,0.00017697145774084333,-1.7596091181384728e-11,1.2027246289543012e-07,5.909532179839046e-06,3.3799001151860955e-05,0.013108683365984522,-0.2917375623061606
4500,-0.005324882790796103,-2.1959089837760902e-05,0.007130693513290623,0.00046784070651062314,2.6066950139058168e-05,0.00020103099889317723,-4.950889992924193e-06,-4.097269049026959e-05,5.00163598467393e-07,-8.420768880864168e-07,-1.6717020564519166e-08,6.665870004867937e-06,3.303671200696289e-05,4.7275053215503525e-09,0.00017661150853255138,-1.692306314937747e-11,1.1908644170281793e-07,5.960734184991601e-06,3.396993392147667e-05,0.012633464624540066,-0.29404122665191307
4600,-0.005754562402838676,-2.3385264954186596e-05,0.007279040561395131,0.0004848005773296441,2.6102309305078923e-05,0.00020865890241723333,-4.914362286958046e-06,-4.014371097131843e-05,5.12145101644254e-07,-9.220259347911584e-07,-1.711017625026249e-08,7.170634272024605e-06,3.2895074619996986e-05,4.887659415533768e-09,0.00017020164269873674,-1.7957880514560634e-11,1.23578227898254e-07,6.250724681571924e-06,3.459849197450152e-05,0.012259177216713244,-0.29699136680342586
4700,-0.005739488587424423,-2.3481503994278028e-05,0.007164949874013351,0.00048730120161971115,2.6951255373664083e-05,0.00021448719267351836,-5.036594909099348e-06,-4.098117568012227e-05,5.225536251278882e-07,-9.73118876826981e-07,-1.7265745276194166e-08,7.27248334729295e-06,3.334328123323087e-05,4.700685290956864e-09,0.00017566562646776298,-1.8054860909324235e-11,1.2133670490287993e-07,6.546975476528518e-06,3.43737512831497e-05,0.012477788960528039,-0.28815112806334625
4800,-0.0058097432210355154,-2.3567016832312687e-05,0.007534854415420021,0.0005101998611881027,2.6813519735056955e-05,0.0002185157423483696,-5.135905155529313e-06,-4.24001403741822e-05,5.351774092576597e-07,-1.0103225761522167e-06,-1.79384020395441e-08,7.302657097382181e-06,3.529435172512693e-05,5.0773453429755895e-09,0.0001807011072567312,-1.8056221429762614e-11,1.245981748006408e-07,6.327332317280198e-06,3.57225405162197e-05,0.013016883652764025,-0.2915273303190598
4900,-0.0057961145882241705,-2.4196593643921388e-05,0.00734924321265068,0.0005176423818305869,2.7599192517520417e-05,0.00022017105306368272,-5.208264056433679e-06,-4.37402556649225e-05,5.471288674712932e-07,-1.09856740486438e-06,-1.8012285863172e-08,7.293583359486332e-06,3.505480405449482e-05,5.0919511115219554e-09,0.00017222812114552993,-1.838433581666919e-11,1.2965330730996772e-07,6.706647760996569e-06,3.557684132960213e-05,0.01232044133113488,-0.29590677648268665
5000,-0.006206327553643099,-2.528451355263354e-05,0.00794396304085593,0.0005155531861556584,2.755897937489199e-05,0.00021946103653739792,-5.473518005072261e-06,-4.402560594482447e-05,5.288332354758945e-07,-1.1370726510556402e-06,-1.8899012209219418e-08,7.78443257118775e-06,3.607839187433516e-05,5.165987758158135e-09,0.00017746058733636297,-1.8892495976245187e-11,1.2882667706947236e-07,6.938526897951139e-06,3.779394978432261e-05,0.01295397541054133,-0.2967455287335708
