milliseconds,B0,S0,B1,S1,B2,S2,B3,S3,B4,S4,M0,M1,M2,M3,M4,L0,L1,L2,L3,L4,glu
0,9.104206894767048e-05,-7.237602147643509e-07,0.00020676444130348097,-7.148908131634377e-06,3.779389783460655e-07,5.639887258516576e-07,5.625849216157918e-08,1.2075603131098587e-06,-3.3368501501137425e-09,1.842040891387972e-08,-1.4086175683033468e-10,-2.3500180765786298e-07,-1.0128685320420781e-06,-3.7845312042566726e-11,7.675308967069866e-07,6.04271567105172e-13,-2.265733486173384e-09,-5.855884337327089e-09,-9.365746195347503e-07,-0.0003861563076421604,0.0011563352420648817
100,-0.0003316915092671562,-8.878685718652881e-07,0.00027551835477773463,1.376965353401686e-05,1.237152516421876e-06,1.5274484467531082e-06,-5.143903673821826e-07,-1.2691799796277174e-06,6.352375539711701e-09,-2.7510385123886606e-07,3.5971018013669337e-10,3.8296199138209546e-07,1.3703292187948072e-06,-4.703977233115876e-11,4.319880274706562e-06,-1.6371196831288618e-14,4.026903550869777e-09,3.1742467001032284e-07,-1.2909874869309646e-07,-0.00022014977118338922,0.008540388119016789
200,-5.842394350505027e-05,-8.141516420157467e-07,0.00020127047517501796,2.0098962207864428e-05,9.934891695116101e-07,1.0268204394107155e-05,-3.1165400191599003e-07,4.6093555436575107e-07,8.828420706520054e-09,-1.7807966112083455e-07,2.349621699259496e-10,2.9919468824797634e-07,6.419982952310164e-07,-4.222969197202341e-11,-2.0891542438363328e-06,5.909013114174855e-13,1.520208436328152e-09,-5.243455221609684e-08,4.1694441461936566e-08,-0.0005841553455192786,0.0033675330985095857
300,-5.873953700064549e-05,5.172851890947032e-07,-0.0001043192898981904,2.505313907082017e-05,7.088686413787425e-07,-3.6001145746996765e-06,-3.1692472319479374e-07,-9.083505068646598e-07,-4.901303069938475e-09,-1.0184654457689802e-07,-5.025631970117759e-10,-5.0639818624382803e-08,1.5635227388578352e-06,8.541734472402658e-11,-7.012726525191495e-06,-1.2803905149538713e-13,3.7758803785571965e-09,-4.322542882329126e-08,6.01801447023994e-07,-0.00037901861514402145,0.00511249917046404
400,-7.084935426787464e-05,-1.1285479378263717e-06,0.00027991272319324026,-1.6845672716339037e-06,7.803654917504075e-07,5.773780109726897e-06,3.091005908285648e-08,-1.0369160305381703e-06,8.925436487071575e-10,-8.325415086816809e-08,1.2879136987779852e-10,2.9575581657268666e-07,2.277838367989472e-07,-3.109790371354294e-12,-8.892558692031651e-07,-3.4947754347782187e-13,5.856753945865693e-09,3.0568920198203104e-08,9.157240145284667e-07,-0.0006296838299832278,-0.0055964781823268205
500,-0.0003853850243415091,-1.5909731316544225e-06,0.00011925615498193997,3.525754629305697e-05,1.0195509838828221e-06,1.1970161992161634e-06,-2.5871203767777024e-07,-2.0804334975483173e-06,2.731024467764992e-08,-9.795945261562985e-08,-1.3223985536027941e-09,2.1793766306540418e-07,1.9042197689577646e-06,-1.1250317171320271e-10,2.8976095203503504e-06,-1.3926092723789373e-12,9.441789343742722e-09,3.181910937758111e-07,1.0575275240455282e-06,-5.621406457493753e-05,-0.00642778175194509
600,-0.0005360837799012966,-6.994403781935252e-07,0.0003960707345011153,2.840271314773315e-05,1.5658724354777956e-06,1.2401811724780654e-05,-3.6601831457811673e-07,-3.09618313732222e-06,3.4348479131245685e-08,-7.275054839924967e-08,-8.970953183362784e-10,6.589859376046685e-07,1.3394371050363014e-06,1.4511531265826846e-10,7.742743678965541e-07,-6.951022527164749e-13,8.921912606013859e-09,4.865764963179449e-07,1.672403236600308e-06,0.000796532452197374,-0.01624871642587665
700,-0.0005328116506889661,-2.078408092921554e-06,0.0004536900241170149,5.625330513199183e-05,1.9770211750689173e-06,1.8177544765065166e-05,-2.903679586772032e-07,-3.2599316638678815e-06,5.3917913038553984e-08,-1.1554886404681944e-07,-1.672799418433048e-09,8.08780306082557e-07,2.916073396820288e-06,1.0849991933811827e-10,1.6504175490953522e-05,-1.8743751370566683e-12,9.659937407082334e-09,5.409482766030815e-07,1.442361207839579e-06,0.0012138885660592134,-0.02842371955054995
800,-0.0005653242796655935,-2.275089789235601e-06,0.0006811264625031728,4.688170580025208e-05,2.8426528574020767e-06,2.4374865750300887e-05,-5.440195358635127e-07,-4.175273396377991e-06,6.039349649393316e-08,-1.010097267279324e-07,-1.7521280634666898e-09,8.036619754026407e-07,3.542492235777724e-06,4.2676301898637954e-10,1.1338353969657329e-05,-1.7265844390119967e-12,1.5368414260059204e-08,8.724857077779148e-07,3.965143605164626e-06,0.001196544977684039,-0.030694619010233144
900,-0.0008193186003323115,-2.4022627527508463e-06,0.001190296075951126,5.434639069988308e-05,4.099303691269389e-06,3.373890430543432e-05,-8.222047215889005e-07,-6.292172500841787e-06,6.853232890668623e-08,-1.0806373204479527e-07,-2.161815266299946e-09,1.0915604737427144e-06,4.4430216094413164e-06,4.4892642866935584e-10,1.5629668140580123e-05,-2.9344303150824428e-12,1.957962538454208e-08,9.344751329235199e-07,2.9691317683137776e-06,0.0018740427495348131,-0.034783630038432434
