milliseconds,B0,S0,B1,S1,B2,S2,B3,S3,B4,S4,M0,M1,M2,M3,M4,L0,L1,L2,L3,L4,glu
1400,-0.001423037648134117,-6.0415734018872995e-06,0.0019703271485192056,0.00011998505105381372,7.416386583593439e-06,5.685214203550488e-05,-1.3604083737612305e-06,-1.0730154813878436e-05,1.3397822310649697e-07,-2.1004692152687343e-07,-4.349679599697993e-09,1.6456932646215154e-06,9.555558124856211e-06,1.0437817853309892e-09,4.600254246598353e-05,-4.3180297206533155e-12,3.151027168840138e-08,1.640481282493853e-06,9.191199179254679e-06,0.003960699977232866,-0.07575035398844568
1500,-0.0014146634023103483,-6.730275229988224e-06,0.0019838400722302246,0.00014122017265658576,8.366478049011634e-06,5.03625907715531e-05,-1.3623393874125882e-06,-1.2842842405465576e-05,1.403860308011766e-07,-1.7135034624137778e-07,-5.2164685705603374e-09,1.866236242946786e-06,8.556847277756702e-06,1.2558091905263449e-09,6.050288743626205e-05,-5.0672317490828205e-12,3.3514630920323605e-08,1.9032223647278824e-06,8.107624010893317e-06,0.004224688312393313,-0.10373528820367131
1600,-0.001615700480116126,-6.451867877179835e-06,0.002156224789571981,0.00013381572456127794,8.781827676997729e-06,6.067022283740751e-05,-1.6018113716009488e-06,-1.2185981195586924e-05,1.507002333561951e-07,-2.0394856148352653e-07,-5.514827752955354e-09,2.2114892804211588e-06,1.0252718129123354e-05,1.2786308066203851e-09,6.522554655881901e-05,-5.795420096953514e-12,3.9473124175192644e-08,1.99964707652627e-06,9.954726493969838e-06,0.00439394279499033,-0.10079771422216505
1700,-0.0018137687157904379,-7.340668374614486e-06,0.002106720517261949,0.0001545668116380166,8.129404928302321e-06,6.843789369092906e-05,-1.5949759089712878e-06,-1.3713469872613995e-05,1.4744361663478702e-07,-2.3262195628190437e-07,-5.699871947417145e-09,2.32895510028096e-06,1.1952433096617406e-05,1.5496353583892052e-09,6.127635593402236e-05,-6.329601209413133e-12,3.7648596489776075e-08,2.0839549005394666e-06,1.0536932589140585e-05,0.004537704566029264,-0.11460708132447545
1800,-0.0020696405588577255,-8.103348425828334e-06,0.002335910740132389,0.00015760501085514947,8.670216216617483e-06,6.854711309674756e-05,-1.6790380922570131e-06,-1.3990382611301145e-05,1.784386671521408e-07,-2.496831521285268e-07,-6.476385585918951e-09,2.6253516758666892e-06,1.1975054058755163e-05,1.6566736211422674e-09,6.835271356940448e-05,-6.315782933728918e-12,4.072073806277532e-08,2.266310925491874e-06,1.2355208466846996e-05,0.005076033902170465,-0.11161732896699496
1900,-0.002162355589608448,-8.250443088350652e-06,0.0027286717255113166,0.000168094162195692,1.0387598815405692e-05,7.377664954388612e-05,-1.7650451292066946e-06,-1.5722991961702716e-05,1.90568013431778e-07,-2.605503821864949e-07,-6.821255194004601e-09,2.649182715124395e-06,1.2926263607074614e-05,1.6922946602992382e-09,6.95088142322383e-05,-6.233322837216883e-12,5.064228996500583e-08,2.245898251224898e-06,1.1820626038132491e-05,0.005684598647974656,-0.13756952143183643
2000,-0.00233541858216994,-8.925307201315762e-06,0.0027653750127412413,0.0002058644299903846,1.0959693293512812e-05,8.41640047084832e-05,-1.8105899982961126e-06,-1.5653924469454762e-05,1.9866872799818252e-07,-2.2505131915418373e-07,-6.698685813576754e-09,2.689051181968053e-06,1.2534687515074462e-05,1.8493059128459646e-09,8.16093168553765e-05,-7.529115876910223e-12,5.188054902144982e-08,2.684579222165421e-06,1.2482430091058056e-05,0.006009050650014168,-0.1464291619015027
2100,-0.002260178532915279,-9.488732530540156e-06,0.0032374156814729714,0.00020435367782713226,1.1428981244333718e-05,8.655708794014856e-05,-2.031997153884184e-06,-1.7475729958571417e-05,2.278236028011869e-07,-2.910503171289086e-07,-6.9130339592210295e-09,2.8388833144541993e-06,1.4896144733673539e-05,1.8216386965536348e-09,8.618652238262532e-05,-8.125318219584083e-12,5.263839996745014e-08,2.7507291276597075e-06,1.442555340495726e-05,0.005953080751329624,-0.14576932965596323
2200,-0.0023185744220188924,-1.1000710142373984e-05,0.003388579439489819,0.000207057018054421,1.1988063958949539e-05,8.836576161356738e-05,-2.0743515564586984e-06,-1.8528894434128345e-05,2.1821353195370517e-07,-2.495344042778446e-07,-7.994019645968054e-09,3.0376886531599494e-06,1.597733402936904e-05,1.975638239815779e-09,8.927540066611705e-05,-7.499056821192445e-12,5.334708472538265e-08,2.780599530762559e-06,1.5923378571985785e-05,0.006428042086245578,-0.1583932167383295
2300,-0.0026882089742475803,-1.1460120890667037e-05,0.0031990971618260193,0.00021290772129712747,1.2184729334209719e-05,9.851653458427872e-05,-2.3871153960798933e-06,-1.9989158778829875e-05,2.3183054294051242e-07,-2.593709379593158e-07,-8.499009068400129e-09,3.357376652985556e-06,1.5111388750030436e-05,2.0539895892242145e-09,9.871161233092659e-05,-8.645907072164621e-12,5.6974389019750114e-08,2.812198123261061e-06,1.640047458616212e-05,0.006620603945712514,-0.16670232818834443
2400,-0.002853907937952805,-1.0893309222699266e-05,0.003287309982363226,0.00023615395084285257,1.2708422283553844e-05,9.833436747327243e-05,-2.4169959461961104e-06,-2.0717979009100163e-05,2.5212103430246896e-07,-3.0985250941156445e-07,-8.09863327506217e-09,3.6418253498716837e-06,1.57491323292725e-05,2.3536319561983084e-09,0.0001028050679153068,-8.429869692887144e-12,5.879383593192016e-08,3.0237663562258983e-06,1.752516288289688e-05,0.007739372187523577,-0.17782573878737734
2500,-0.002714181151661922,-1.1233855542552382e-05,0.0035521430328595022,0.00024881690632351614,1.3433133331616603e-05,0.00011160343929966747,-2.500896315131399e-06,-2.0217900713791275e-05,2.516878513591658e-07,-3.041714607187417e-07,-8.80427964132191e-09,3.592601622629526e-06,1.8467921696437842e-05,2.465067373087439e-09,0.00011136951438255846,-8.896364140668657e-12,6.501600792945178e-08,3.2721590543961502e-06,1.842988794470648e-05,0.008298420518416802,-0.18379112065446962
2600,-0.003178959770243752,-1.1796584259300573e-05,0.003758390125006262,0.0002549504861514589,1.3687508054119318e-05,0.00010857464149324722,-2.698938271852706e-06,-2.215429793505734e-05,2.744084923287118e-07,-3.453435346516699e-07,-8.898069475285931e-09,3.702249471325558e-06,1.9327968789814003e-05,2.5044452219938417e-09,0.00011488278626517898,-9.405412162005805e-12,6.663943944284364e-08,3.618855795435879e-06,1.822799718215005e-05,0.008468004141691816,-0.18015206326625177
2700,-0.003197749355555066,-1.2267348512696637e-05,0.0038674191950973237,0.0002583614523967034,1.4691290038871454e-05,0.00010894823865763384,-2.675463933966734e-06,-2.3699469922532224e-05,2.968450346986559e-07,-3.1917263706529994e-07,-9.31936134201938e-09,3.8071779404456484e-06,2.0102499830496672e-05,2.6857909504282227e-09,0.00011698378404155048,-9.985919510884916e-12,6.808347491061628e-08,3.723128102334106e-06,1.906913966989079e-05,0.008746874738410562,-0.20406414676666734
2800,-0.0032770727168467367,-1.285386124538621e-05,0.004268516658533386,0.0002897086976356914,1.4952415761426225e-05,0.00012288633677387737,-2.7872683027360924e-06,-2.5671560010402863e-05,2.819646188451663e-07,-3.6440860073999633e-07,-9.701675552183181e-09,4.370431662299033e-06,1.8988690492254474e-05,2.9236279930543926e-09,0.00012269339094919766,-1.0271935058583078e-11,7.152177800771552e-08,3.657331288494895e-06,2.100425484861272e-05,0.009451886484634842,-0.20977737591601858
2900,-0.0035236079685867614,-1.4464693848198292e-05,0.004465503791406751,0.0003112157689530323,1.608573898516107e-05,0.0001215912449281883,-2.8900031714661074e-06,-2.5706704701595855e-05,3.04985471814128e-07,-3.311522339425139e-07,-1.000059036886847e-08,4.287138783807708e-06,2.0081465806377373e-05,2.905899053419027e-09,0.00012484988247253833,-1.0631812442740657e-11,7.540702082519175e-08,3.7143095989775332e-06,2.0217957163967297e-05,0.009776292141958142,-0.2230955096217529
3000,-0.003730963694956169,-1.5374607026534584e-05,0.004381342012926091,0.00031564421199899184,1.6672824516774723e-05,0.00012452166381944182,-3.033613111776662e-06,-2.5765801115025478e-05,3.084536533325716e-07,-3.805363090935826e-07,-1.1476157258184027e-08,4.36190219796842e-06,2.2206489137547784e-05,2.9250585423286358e-09,0.00013729011265999115,-1.179865677411e-11,7.818881587601303e-08,4.195472270310339e-06,2.2346017231550943e-05,0.009456781553244479,-0.23195945323072154
3100,-0.003633414300939464,-1.4412358253923287e-05,0.004592751509696093,0.0003345176723054249,1.6941972741973257e-05,0.00013612135826380337,-3.1529056879491816e-06,-2.860904582907805e-05,3.2866923174149694e-07,-3.7004880418410135e-07,-1.1268379608034522e-08,4.584332492185177e-06,2.2642546677958013e-05,3.2878299915530266e-09,0.00014134817816499254,-1.2275735437532919e-11,8.499434985347119e-08,4.039037829857823e-06,2.36156229083852e-05,0.01057768504533254,-0.225698621552278
3200,-0.0038987707503091154,-1.5350624719609208e-05,0.004845405694415941,0.00032787906808739715,1.8263163608369756e-05,0.00013925529146616698,-3.497245945070483e-06,-2.766775564699812e-05,3.52089641683406e-07,-4.0768140389096835e-07,-1.2135589227897976e-08,4.988950680192809e-06,2.226105967958464e-05,3.287542108209097e-09,0.00014606862157531803,-1.1741937070444475e-11,8.128704387882681e-08,4.491369021343115e-06,2.2584179790117845e-05,0.010581310075001961,-0.2358978140166911
3300,-0.003835276849534382,-1.656461267093457e-05,0.004833646604422106,0.0003559339685452373,1.836881864853533e-05,0.00013983885122352104,-3.551995104083887e-06,-2.9660561150608972e-05,3.738553772383539e-07,-4.230640473919061e-07,-1.180731643360161e-08,4.980172570147406e-06,2.291203068130534e-05,3.423151597376891e-09,0.00015606321336218142,-1.318067440193802e-11,8.74086900513876e-08,4.4736961593966666e-06,2.429481569606781e-05,0.01123405262677039,-0.24544546321864227
3400,-0.003970216888357486,-1.6016913958664305e-05,0.005377836812155453,0.00033933393203413275,1.8369194205041964e-05,0.00014808242353083785,-3.5879142876249128e-06,-2.923353956864702e-05,3.612951686418965e-07,-4.159583316096935e-07,-1.3112684626514277e-08,5.338953294433335e-06,2.4913595187708425e-05,3.5386772270308293e-09,0.00015401800703078878,-1.3124048209931778e-11,8.964751490847402e-08,4.39799090785437e-06,2.4712997724691747e-05,0.011701383508191212,-0.25139438938526865
3500,-0.004289909231778459,-1.6857629163393372e-05,0.005382701369589815,0.0003817238144471285,2.054537831728379e-05,0.00015648058031407782,-3.783074473565124e-06,-3.0116651310740445e-05,3.75754424849093e-07,-3.995848571741112e-07,-1.3182755544874252e-08,5.218632483451634e-06,2.5224360921547953e-05,3.7198011939923467e-09,0.00016337923089475927,-1.3014138783960054e-11,9.532920442424188e-08,4.796974613417952e-06,2.6735851637314693e-05,0.01193065135443239,-0.2582873451074064
3600,-0.004556764849628222,-1.846270792733778e-05,0.0056150208512919355,0.000372780973683713,2.1343257820022044e-05,0.00015213212219858347,-3.949866812974315e-06,-3.183322356751394e-05,4.0977715694966207e-07,-4.2791908656655673e-07,-1.3034654546897004e-08,5.396918866693406e-06,2.5632324104190935e-05,3.864038492409025e-09,0.00016598384832638903,-1.387039880841628e-11,9.175495247826106e-08,4.803809344675989e-06,2.68773737290622e-05,0.012209311072197148,-0.2808481598452572
3700,-0.004607312635604404,-1.7935965302762223e-05,0.005878315585642378,0.00037526755772605223,2.0919895241752208e-05,0.00016160823671326546,-3.9899807198005156e-06,-3.3193912182338675e-05,4.194603821357175e-07,-4.3111195958391774e-07,-1.4291735533479998e-08,5.829769034802374e-06,2.6450448195690426e-05,3.960093749909128e-09,0.0001807128539013433,-1.4756829679734435e-11,9.510802364044514e-08,5.126852702142917e-06,2.7720506955507544e-05,0.01281630354771597,-0.2747606224295429
3800,-0.004759274963986149,-1.9292261653511294e-05,0.005896436289440408,0.00040736956344985517,2.109886048628149e-05,0.0001747477305084706,-4.182981137868492e-06,-3.451199274600982e-05,4.2161238546927107e-07,-4.480575207803903e-07,-1.3691279772871684e-08,5.697778786260614e-06,2.707436439869595e-05,4.1574586347586035e-09,0.00017739906345514564,-1.4389958408225878e-11,1.0463987916050249e-07,5.053526758103239e-06,2.827696050496792e-05,0.013089046492165307,-0.29795883888142516
3900,-0.00492663825056136,-1.8969996940965468e-05,0.006265510533342804,0.0004040118726500578,2.2793063727574175e-05,0.0001755826929431428,-4.379986014658001e-06,-3.52973938805746e-05,4.22511013696036e-07,-5.263294623090942e-07,-1.5065757156255e-08,5.832589681084412e-06,2.7441843972929097e-05,4.239803122172333e-09,0.0001819461862473925,-1.527208386964258e-11,1.041324451933707e-07,5.3629370352344135e-06,2.9454091031475018e-05,0.012835307578902628,-0.2918253299711806
4000,-0.005016514971602572,-2.050386298859698e-05,0.006209888180054524,0.00042202423584937184,2.2184862271126963e-05,0.00017311119048029846,-4.459454584384096e-06,-3.4610952241495896e-05,4.414978349339455e-07,-5.869587844031663e-07,-1.4683430679855937e-08,6.187635016591389e-06,2.9829125004568778e-05,4.140144661275468e-09,0.00017971328192047272,-1.5665552203497288e-11,1.0638167806856319e-07,5.470347249547557e-06,3.039516042363122e-05,0.012637885712060462,-0.30110310700592796
4100,-0.004867420231858779,-2.0265193115984382e-05,0.006460581017477896,0.0004481025006457243,2.277829746858371e-05,0.0001815908894943619,-4.479061889408502e-06,-3.545818454806124e-05,4.4702936780970493e-07,-6.396548131692627e-07,-1.5062234429567764e-08,6.191146542172493e-06,3.0823086219342734e-05,4.399726903540994e-09,0.00018225951514718288,-1.6422521583429438e-11,1.0606865338606819e-07,5.433770274146568e-06,3.0474097292827227e-05,0.012976545643189338,-0.29381787068896825
4200,-0.005169991796042279,-2.0807443785545295e-05,0.006521161006561833,0.00043378338612667835,2.4061401369529113e-05,0.00018796389496574624,-4.603198473150125e-06,-3.774692659559391e-05,4.7676825213827544e-07,-6.817746264613186e-07,-1.565586720526168e-08,6.213753192256516e-06,3.0531494538322344e-05,4.342523768343069e-09,0.00017409080335116923,-1.570310438431615e-11,1.095075271391123e-07,5.773556147376461e-06,3.0725105551265456e-05,0.012883599969508414,-0.29202534278539055
4300,-0.005233834879339537,-2.0699380325396386e-05,0.006526899208242267,0.0004690780489559329,2.4224284694535745e-05,0.00019107480080427744,-4.715469453731067e-06,-3.731156340340532e-05,4.7118003787188134e-07,-7.203945710460364e-07,-1.588215659040254e-08,6.758293034901785e-06,3.045349375170316e-05,4.473017471289614e-09,0.00017315255637065084,-1.671407673485118e-11,1.1678702210205529e-07,5.91425771352121e-06,3.24786242293236e-05,0.013227312954888347,-0.2903509515631912
4400,-0.0053107590397613565,-2.1199293322818005e-05,0.006862156494669111,0.0004711619894954839,2.5118063435533152e-05,0.00018870869864653567,-4.6006329540092246e-06,-4.002847484048704e-05,4.668714711124651e-07,-8.009239033538207e-07,-1.6309060774299432e-08,6.770304367410245e-06,3.247687774204786e-05,4.730370908778645e-09,0.00017879780418550848,-1.759963958117898e-11,1.198286695659473e-07,5.868790402731482e-06,3.277458838271555e-05,0.012634736329116457,-0.2989876004156957
4500,-0.005538860350830522,-2.3118425219645168e-05,0.006804456603282634,0.00048545545394100824,2.627380701177692e-05,0.00020300378620254558,-5.003039592253576e-06,-4.148771760494717e-05,4.998222821493634e-07,-8.448730726675588e-07,-1.684959271838668e-08,6.867397014932462e-06,3.328558475692045e-05,4.618155525054715e-09,0.00018054970644787495,-1.795563599444195e-11,1.2257991852741973e-07,6.004240312352592e-06,3.4162112338138916e-05,0.012569708783832527,-0.28835611577554543
4600,-0.00565748447317989,-2.2257688779180274e-05,0.007234185991403043,0.0005006337628094588,2.6991593814981317e-05,0.00019726081663274774,-4.892237709753994e-06,-3.999751197499576e-05,4.947473879292644e-07,-8.963291657484102e-07,-1.7704262461798378e-08,7.058258899833606e-06,3.438128897925504e-05,4.900264193318129e-09,0.00017388546413763526,-1.7974408504322645e-11,1.2157050872664118e-07,6.064292277020868e-06,3.504011565370931e-05,0.012619762892697253,-0.2988281056968274
4700,-0.005606252255522087,-2.2927253737590217e-05,0.00730880775819474,0.0004878816413334078,2.716223401845972e-05,0.00020079082344410637,-4.924053468391943e-06,-4.336355687327193e-05,4.999329673876806e-07,-9.956683626331009e-07,-1.8060645498202996e-08,7.004598155470483e-06,3.341340846580005e-05,4.960872820420569e-09,0.00017277913605725899,-1.8563245827322775e-11,1.2125372956085183e-07,6.439327323454132e-06,3.4954064126223237e-05,0.012246055286411596,-0.30208230454508556
4800,-0.005840898048245719,-2.3310013303079093e-05,0.007287067463094787,0.0005081519806260721,2.7392540634265445e-05,0.00021558788684270154,-5.234858255206284e-06,-4.433394212138941e-05,5.299313814695614e-07,-1.0161650360247172e-06,-1.7966350308340053e-08,7.462251696814592e-06,3.560850838447249e-05,5.107769850605967e-09,0.00017334429450815395,-1.9188882557322675e-11,1.2611892761936605e-07,6.390963282404069e-06,3.6456113951155164e-05,0.012176741670227347,-0.29033879549712177
4900,-0.005900351387619708,-2.3717809902913977e-05,0.007376399690748643,0.0005286930906135784,2.8662825081965557e-05,0.00022199628404429172,-5.1435586454071755e-06,-4.384284725490994e-05,5.435830770966825e-07,-1.0973893204417227e-06,-1.7871040090220167e-08,7.3442411773446786e-06,3.538848150390533e-05,4.996132684883893e-09,0.00017314116641865417,-1.9200003026499704e-11,1.3179391718926402e-07,6.834547480421748e-06,3.664219361085981e-05,0.012428798879947748,-0.29182306739980357
5000,-0.006026006665585987,-2.5343553046015116e-05,0.00747127684155497,0.0005136862139857862,2.877330343531226e-05,0.00021528112082942063,-5.250830160136523e-06,-4.510972648880909e-05,5.363889023380606e-07,-1.1757450283245156e-06,-1.9215989939892658e-08,7.701015042539586e-06,3.739731263649479e-05,5.217297031349128e-09,0.0001669953786538216,-1.8744072188367343e-11,1.324573337062635e-07,6.615210395017375e-06,3.8386735249453804e-05,0.012538371716834163,-0.28834577894116836
