miliseconds,APC,APCAxin,APCAxinGSK3B,APCBCatenin,Akt,Axin,BCatenin,BRaf,C3G,Dsha,Dshi,EGF,ERK,GSK3B,MEK,P90Rsk,PI3K,PIP2,PIP3,PKCD,PP2A,PTEN,RKIP,Raf1,RafPPtase,Rap1,Rap1Gap,Ras,RasGap,SOS,TCF,TCFBCatenin,X,bEGFR,fEGFR,pAPCpAxinGSK3B,pAPCpAxinGSK3BBCatenin,pAPCpAxinGSK3BpBCatenin,pAkt,pBCatenin,pBRaf,pC3G,pERK,pGSK3B,pMEK,pP90Rsk,pPI3K,pRKIP,pRaf1,pRap1,pRas,pSOS,null
0,96.60199647425773,0.0014999404484513598,0.0075999298601836665,3.4392001248623862,200.00000019665507,0.0007999460668012822,42.721999149784835,199.99999522513772,500.0005960973331,0.0,100.0,600.1752108189071,259.9999999998534,49.13679650157762,679.9999998993385,60.0,99.99770177182933,699.9999996957984,7.77808445435963e-07,1.7415383207932178e-06,240.0,270.0,20.904891592442592,100.00000003600998,60.0,199.99921486516342,12.0,100.00405742970419,100.0,100.00037725443609,6.187895991228084,8.812100028566539,10.262999989692483,-0.1277231556349749,306.87384583542513,0.015300004557135745,0.001999979567849815,0.002000014243687583,1.3688933673183861e-07,0.9881001794615967,-4.275504794657286e-07,-0.005281772319594103,5.406120258217133e-10,0.8558113811760855,9.119941537703492e-08,5.13927267580276e-16,-0.00014379760509691103,0.8646262164424459,-1.3629129211108553e-07,0.0016484731300781055,-1.1891035597692767e-06,1.9478957313081372e-05,1.1861726370839534
100,96.60145745429821,0.0015036378351110885,0.0075997067970537,3.439738617276001,200.0000000203565,0.0007965599433412132,42.72138445828722,200.00000996200998,499.9945740237741,0.0,100.0,599.2656567667962,260.0000000003495,49.13941729285535,679.9999999990756,60.0,99.99829611593427,700.0000002678477,-7.592311039409257e-07,1.969998308079145e-05,240.0,270.0,21.190766997224816,99.99999985752022,60.0,200.00243110299496,12.0,100.00253640105367,100.0,100.00013880343498,6.187820153285687,8.812176854671335,10.262999997792006,0.27695268530960265,316.09510936699564,0.015297435631982421,0.0020022667577743393,0.0020003961157024725,1.0045220067963375e-07,0.9881002944786533,4.370940980315433e-06,0.005289529041125434,3.4944648465745755e-10,0.8537011265393499,-2.62573926120945e-07,6.785780797800118e-16,-0.0027031937427088155,0.5847167385957257,-1.0425678566926574e-07,-0.002404839053854515,-8.924762531915475e-06,0.00036134146450361477,1.0595371313492046
200,96.60140370976238,0.0015068876273656255,0.007599340934096398,3.439795341310845,199.99999987238098,0.0007939982169860864,42.721264815594715,200.00000297165238,499.99335747507604,0.0,100.0,599.0517692504964,260.0000000004424,49.140968170650694,680.0000001272003,60.0,99.99971829250136,699.9999998254664,8.721752423479765e-07,3.149738908884157e-05,240.0,270.0,21.37891422519982,99.9999998866536,60.0,199.99805558972312,12.0,100.01600229595182,100.0,99.99996641258689,6.187767741874733,8.8122305141398,10.263000014926304,1.0611202103493411,316.37963522298423,0.015295429346059692,0.002003424268294056,0.002001106093728299,-1.3802682168276206e-07,0.9881008657934891,5.066360504214464e-06,-0.00048349213929132747,-7.310298634611715e-10,0.8528555452351294,-7.018305223461819e-08,8.2836842447470105e-16,-0.0013619785555510347,0.3845178551284933,-7.902580840257123e-08,0.0025805301418103618,-5.584554843773854e-06,0.0001594556077296339,1.215781372934253
300,96.60139247281103,0.0015091639530042562,0.007599161397026939,3.439798451055097,200.00000000599667,0.0007919737531908499,42.72119825649301,200.00000233403924,499.9981451258196,0.0,100.0,599.0676209450637,260.00000000027757,49.140932243202116,679.999999982534,60.0,99.9960058498646,700.0000001150531,9.167338644181355e-07,3.830709045562353e-05,240.0,270.0,21.496137390527533,99.9999999159385,60.0,200.0012942340923,12.0,100.02275672895185,100.0,99.99939534550086,6.187706319351224,8.812288318883772,10.263000011639072,1.333636439227937,329.6452755885765,0.015294108637092211,0.002004033285338011,0.0020019019627706145,-1.3158970727304544e-07,0.9880995540582327,-6.381476605718735e-06,0.007368691074039195,-1.448140093326601e-11,0.85073920827038,-8.197602117848259e-09,2.945745425741259e-16,0.00051120839437505,0.26696380656160756,-4.562552360639468e-08,0.0004712997213008614,6.952277089211465e-05,0.00022917737410523903,1.155633766957533
400,96.60140052717713,0.0015109417608839084,0.00759888562083355,3.439792147757069,200.0000000561259,0.0007905112349800372,42.72116603014095,199.9999999002722,499.9820784524642,0.0,100.0,598.2842873292864,260.00000000058645,49.1433199032469,680.0000000678598,60.0,99.99697302926558,699.9999988178629,5.519394604723137e-07,6.289830241379815e-05,240.0,270.0,21.58019496821739,100.00000003183987,60.0,200.0019177764929,12.0,100.02998325546089,100.0,99.99928625331503,6.1876583298789125,8.812344755861528,10.263000012381088,1.3240163565887813,332.4195145494064,0.015293085221280095,0.0020042649915729184,0.0020025524383431286,-1.789426232425411e-07,0.9881012003636729,-1.029917470740631e-05,0.015365108367403244,-4.94382159693137e-10,0.8495941098164285,1.1216919542249556e-07,-1.0077177490218031e-16,-2.263584297870899e-05,0.16820466360735462,-1.0668107984762886e-07,-0.0006052280999892003,-3.9562456663157875e-05,0.0005817152197851946,1.0491908921328323
500,96.6014026200085,0.001512468914606953,0.0075987191995226045,3.4397878450058466,200.00000007027023,0.0007892757544321157,42.72111813036715,200.0000061545063,499.9862437415251,0.0,100.0,598.1448548621397,260.00000000060106,49.14535290688074,680.0000001174817,60.0,100.00132302957503,699.9999995550037,1.2216798648188593e-06,7.635878634647698e-05,240.0,270.0,21.639457224705467,99.99999994159882,60.0,199.998036637954,12.0,100.03066851712626,100.0,99.99845042392074,6.187625088740254,8.812385208972323,10.263000041282217,1.718366049714323,346.0675399213113,0.015292404059788968,0.0020044454657369352,0.002003114263158066,8.626195541446478e-08,0.9881021468111552,-8.922473003539503e-06,0.018932113377723672,4.767069456068557e-10,0.8497989701604669,-1.409915628707285e-07,-8.346591946878852e-17,-0.0006238665610908806,0.12395482453564946,1.4272924405627683e-07,0.00053181546235984,-9.14569782150072e-06,0.0014242078482263685,1.1052509909964283
600,96.60139923436566,0.0015136545771088222,0.007598266373842479,3.439785117201024,199.99999995706892,0.0007881932356938169,42.7210784208378,200.00000999051673,499.97248075486505,0.0,100.0,597.1747399063012,259.9999999997158,49.147230358336685,680.0000003016874,60.0,99.99890181240161,699.9999983430156,9.089782906174937e-07,9.424039560096367e-05,240.0,270.0,21.66430495531133,100.00000002228568,60.0,199.99946284706186,12.0,100.0451468583139,100.0,99.99857848207947,6.187586473167441,8.812410024396888,10.263000034523026,2.6186397592414323,360.2429320369818,0.015292007708006896,0.0020044326734115227,0.002003503909942807,5.794460673900207e-08,0.9881035871776381,3.11275778922358e-06,0.025951280764476913,4.0642770401334266e-11,0.8472663532614286,8.108531199360127e-08,3.61515600226567e-16,0.0030088830611331306,0.0773415103646072,-6.908640634859397e-08,0.0014619174884808602,9.731859202505966e-06,0.0018829920605786398,1.486667334594526
700,96.60140448627445,0.0015142854205183432,0.007598010683996978,3.4397878024476043,199.99999999966857,0.0007875306227989565,42.72104968788505,199.99999385070598,499.96461282118287,0.0,100.0,596.907220035517,259.999999999524,49.14848966602175,679.9999996920523,60.0,99.99557581346697,699.9999989252705,1.0373967718454732e-06,0.00010866364907599003,240.0,270.0,21.69097768839481,100.00000012375776,60.0,199.99985659232394,12.0,100.04640497147226,100.0,99.9976192650596,6.187553455254355,8.812450931466389,10.263000073855878,2.6375035108405047,361.4733104750743,0.015291686100814208,0.0020044285917640266,0.0020037758853540264,1.9531465345470564e-07,0.9881031595384537,-9.003460545193385e-06,0.03210140652100717,5.84680955752654e-10,0.8457828572575288,8.220148511167246e-08,-3.8201277078452056e-16,0.009667885673892849,0.05413026313957021,-7.403888006354122e-08,0.0019034314575492785,9.883809619221655e-05,0.00167709324709886,1.3982955952367992
800,96.60140689682807,0.001515234060819498,0.007597919783975763,3.4397813837209803,199.9999997481885,0.0007870200357511656,42.721028717492906,199.99999304605424,499.9581776282931,0.0,100.0,596.3752342008542,259.99999999967844,49.149327562589235,679.9999997778543,60.0,99.99694659274503,699.9999978443798,1.8976220159345606e-06,0.00011314923388895299,240.0,270.0,21.699958166930816,100.00000001674117,60.0,199.99879687079013,12.0,100.05391277901093,100.0,99.9978449613406,6.187516664611282,8.812481563580146,10.263000086688233,3.2762607031222104,373.19195172413447,0.015291506795423621,0.0020044338526661316,0.002003914414296912,-1.6477430111720225e-08,0.9881050985520929,-6.16474741209073e-06,0.044547562491538704,-6.497467384332657e-10,0.8454192698652744,-1.7797589476456091e-07,-8.808831541374678e-16,0.005659690366048355,0.03685024910271048,7.676971533279116e-09,0.0045725342453413345,4.1038675018759756e-05,0.00280290042958706,1.441166201420791
900,96.60140611279476,0.0015160403638344723,0.007597769262826898,3.439776214684975,199.99999983752505,0.0007865272164125394,42.721005028727824,199.99998754894852,499.9473233604885,0.0,100.0,596.5311214553055,259.9999999995868,49.15116490639557,679.9999996713296,60.0,99.99099485116052,699.9999975737543,2.0296953516985637e-06,0.00012442171624321702,240.0,270.0,21.70756778106468,99.99999982623076,60.0,199.99536146350127,12.0,100.06202529457326,100.0,99.99676017668044,6.187499404350957,8.812506927133862,10.26300010677301,3.540462493591571,387.337902740898,0.015291390331475418,0.0020044399791942884,0.0020040523341374314,2.342132144557585e-07,0.9881069694096662,9.601546519404754e-06,0.04718337335327276,-4.6126509312722046e-10,0.8441928189655422,2.9455878846437396e-07,4.493940659036589e-16,0.010454630550349987,0.031123008295798553,-1.1549508610058384e-07,0.0034293175051825276,5.8294253204238515e-05,0.003201447650382725,1.7813219157452593
