milliseconds,A,AgB,gB,rB,B,AB
0,40.0,0.0,1.0,0.0,0.0,0.0
100,49.9494779677763,0.00447886319627144,0.9955211368037282,0.011042314436281992,0.0005347918389528894,0.001066987937636117
200,59.88447195465538,0.009902722211853508,0.990097277788146,0.024475005476306644,0.001132178901428713,0.005727863439689659
300,69.80411589612436,0.016250453108728483,0.9837495468912711,0.04074820315213742,0.0016749837849163941,0.01488068943929792
400,79.70757081562118,0.023498353788366802,0.9765016462116327,0.06029972013832357,0.002202953617108397,0.029398985607797815
500,89.59385297655788,0.03162026424640783,0.9683797357535918,0.08355385342389461,0.0027370184976795893,0.05030345381412025
600,99.46184749154261,0.04058769571615734,0.9594123042838424,0.11092025439252735,0.003288683209951853,0.07874823736026827
700,109.31031746608113,0.05036997191732193,0.9496300280826778,0.14279286707811156,0.0038646363475785027,0.11601163382225645
800,119.13791092853465,0.06093438101839402,0.9390656189816058,0.17954894111421726,0.004468850658605616,0.16348901105718114
900,128.94316705383955,0.0722463373550265,0.9277536626449733,0.22154812309779115,0.00510369662684794,0.22268641984894208
1000,138.72452196766403,0.08426954835189558,0.9157304516481042,0.2691316457714287,0.005770488744638611,0.29521462111051583
1100,148.48031475046454,0.09696619419135304,0.9030338058086467,0.32262157547688014,0.006469830613891666,0.382782900554206
1200,158.2087934634917,0.11029710913461155,0.8897028908653881,0.3823201728041933,0.007201915034039769,0.4871928599895405
1300,167.90812106024762,0.12422196839023561,0.875778031609764,0.4485093393546429,0.00796651029194285,0.6103323177928414
1400,177.57638170135357,0.13869947808896918,0.8613005219110303,0.5214501581863604,0.008763211042796825,0.7541688030547252
1500,187.21158695076284,0.1536875698527511,0.8463124301472484,0.6013825261836334,0.009591367457794825,0.9207431639680628
1600,196.8116822244498,0.1691435934934885,0.8308564065065109,0.6885248875397424,0.010450253444707507,1.1121629258181245
1700,206.37455272266655,0.18502449977273674,0.8149755002272627,0.7830740701002683,0.011338970642744754,1.3305961755579254
1800,215.8980300496491,0.20128703391058134,0.7987129660894181,0.8852051921800762,0.012256596860077964,1.5782647483213281
1900,225.3798988100193,0.21788793111752305,0.7821120688824764,0.9950716647089665,0.013202114429909364,1.8574374354107797
2000,234.8179030671759,0.23478409920424617,0.7652159007957533,1.1128053087834362,0.014174483092721544,2.170423343457109
2100,244.20975215499718,0.25193278260882285,0.7480672173911765,1.2385165397842917,0.015172582574348288,2.5195659189925017
2200,253.55312709135342,0.2692917351092083,0.7307082648907911,1.3722946299671221,0.01619530975335013,2.90723636268232
2300,262.84568735931845,0.28681939923449246,0.7131806007655068,1.5142080947745649,0.01724158327995747,3.3358266694081857
2400,272.085076300692,0.3044750453487592,0.6955249546512401,1.6643051094755135,0.018310236788677412,3.807744096442306
2500,281.26892705188425,0.3222189270260685,0.6777810729739309,1.8226138053108054,0.01940010441171075,4.325405072621099
2600,290.3948686702632,0.3400123927390952,0.6599876072609042,1.989143331197969,0.020510101094393354,4.891228962641211
2700,299.4605316665317,0.35781807503496077,0.6421819249650387,2.163883511677179,0.02163908955560939,5.507632344226421
2800,308.4635531607329,0.37559990051704184,0.6244000994829576,2.3468069604360875,0.02278596324527509,6.177023847149101
2900,317.40158326158047,0.3933233337383282,0.6066766662616712,2.537868193289314,0.02394963250363302,6.901797527184498
3000,326.27228703840785,0.410955215730521,0.5890447842694784,2.737006913227056,0.02512901729550472,7.684331063827397
3100,335.0733500049653,0.4284639567914231,0.5715360432085763,2.944147561688478,0.02632309492027533,8.52698008202855
3200,343.8024835882466,0.4458197012310003,0.5541802987689992,3.1591992381725738,0.02753086703391919,9.432072517835593
3300,352.4574299507037,0.4629943661898822,0.5370056338101172,3.3820566860576062,0.028751316276716645,10.401903759309906
3400,361.03596500453796,0.4799617058859827,0.5200382941140168,3.6126005772716363,0.02998350419223785,11.438733568352859
3500,369.53590412141307,0.4966973119527723,0.5033026880472272,3.8506996350434237,0.031226518092645046,12.544780375320833
3600,377.9551029891295,0.5131785434785451,0.48682145652145453,4.096211997676148,0.032479198113225506,13.722220495520329
3700,386.29146204897876,0.5293845707033215,0.47061542929667805,4.348985651015831,0.03374131226060384,14.97318364876096
3800,394.54292894200745,0.5452963817706103,0.4547036182293894,4.60885985120353,0.03501138349816856,16.299750509188467
3900,402.707501951787,0.5608968039905974,0.4391031960094022,4.875665097765299,0.036288921167471205,17.703949240905718
4000,410.7832334298433,0.5761705309695592,0.42382946903044033,5.149224128633533,0.03757315821135991,19.18775204716934
4100,418.7682253147252,0.5911038621655665,0.40889613783443285,5.42935374263761,0.03886336704340485,20.753079916813295
4200,426.6606387945415,0.6056849223347628,0.3943150776652366,5.715864700903716,0.0401588819738483,22.401792740545908
4300,434.4586915177346,0.6199034801021103,0.38009651989788906,6.0085630202269735,0.041459065583038905,24.135692285035127
4400,442.16065806310127,0.6337508841927748,0.3662491158072246,6.307250822975475,0.04276334241573818,25.956521788530356
4500,449.76487074339605,0.6472199941367122,0.3527800058632872,6.611727086160195,0.04407113358385348,27.8659652281055
4600,457.2697265221902,0.6603052979138871,0.3396947020861123,6.921787888969573,0.04538194168044798,29.865640284590526
4700,464.6736874243899,0.6730028169454026,0.32699718305459674,7.237227416015357,0.04669530013742481,31.957098029204406
4800,471.9752761546138,0.6853099065121745,0.31469009348782495,7.557838990858952,0.048010647837379995,34.14182750769542
4900,479.1730769597402,0.6972251895598487,0.30277481044015075,7.8834156804905335,0.049327831405409944,36.42125494519467
5000,486.26573538789614,0.7087484942982385,0.2912515057017609,8.213750842874468,0.05064633013323614,38.79674405065509
